Year,Staatsangehörigkeit,Erreichter Abschluss,Besuchte Schule,Value
2017,Deutsche,Erreichte Abschlüsse insgesamt,Insgesamt,98520.0
2017,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Insgesamt,23711.0
2017,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Insgesamt,168.0
2017,Ausländerinnen und Ausländer,Fachhochschulreife,Insgesamt,528.0
2017,Ausländerinnen und Ausländer,Schulischer Teil der Fachhochschulreife,Insgesamt,62.0
2017,Ausländerinnen und Ausländer,Realschulabschluss,Insgesamt,824.0
2017,Ausländerinnen und Ausländer,Hauptschulabschluss,Insgesamt,955.0
2017,Ausländerinnen und Ausländer,Erfolgreicher Besuch,Insgesamt,1895.0
2017,Ausländerinnen und Ausländer,Entlassungen aus dem Berufsvorbereitungsjahr,Insgesamt,5186.0
2017,Ausländerinnen und Ausländer,Ohne erfolgreichen Besuch/Abschluss,Insgesamt,1167.0
2017,Ausländerinnen und Ausländer,Erreichte Abschlüsse insgesamt,Insgesamt,10785.0
2017,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Insgesamt,3703.0
2015,Deutsche,Allgemeine Hochschulreife,Insgesamt,5775.0
2015,Deutsche,Fachhochschulreife,Insgesamt,14006.0
2015,Deutsche,Realschulabschluss,Insgesamt,17626.0
2015,Deutsche,Hauptschulabschluss,Insgesamt,3121.0
2015,Deutsche,erfolgreicher Besuch,Insgesamt,49608.0
2015,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Insgesamt,3839.0
2015,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Insgesamt,
2015,Deutsche,ohne erfolgreichen Besuch/Abschluss,Insgesamt,9936.0
2015,Deutsche,Erreichte Abschlüsse insgesamt,Insgesamt,103911.0
2015,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Insgesamt,21781.0
2015,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Insgesamt,153.0
2015,Ausländerinnen und Ausländer,Fachhochschulreife,Insgesamt,467.0
2015,Ausländerinnen und Ausländer,Realschulabschluss,Insgesamt,860.0
2015,Ausländerinnen und Ausländer,Hauptschulabschluss,Insgesamt,422.0
2015,Ausländerinnen und Ausländer,erfolgreicher Besuch,Insgesamt,1709.0
2015,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Insgesamt,988.0
2015,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Insgesamt,
2015,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Insgesamt,1021.0
2015,Ausländerinnen und Ausländer,Erreichte Abschlüsse insgesamt,Insgesamt,5620.0
2015,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Insgesamt,1664.0
2014,Deutsche,Allgemeine Hochschulreife,Insgesamt,5831.0
2014,Deutsche,Fachhochschulreife,Insgesamt,13626.0
2014,Deutsche,Realschulabschluss,Insgesamt,19207.0
2014,Deutsche,Hauptschulabschluss,Insgesamt,3722.0
2014,Deutsche,erfolgreicher Besuch,Insgesamt,52108.0
2014,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Insgesamt,3936.0
2014,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Insgesamt,
2014,Deutsche,ohne erfolgreichen Besuch/Abschluss,Insgesamt,10820.0
2014,Deutsche,Erreichte Abschlüsse insgesamt,Insgesamt,109250.0
2014,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Insgesamt,26176.0
2014,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Insgesamt,146.0
2014,Ausländerinnen und Ausländer,Fachhochschulreife,Insgesamt,516.0
2014,Ausländerinnen und Ausländer,Realschulabschluss,Insgesamt,816.0
2014,Ausländerinnen und Ausländer,Hauptschulabschluss,Insgesamt,399.0
2014,Ausländerinnen und Ausländer,erfolgreicher Besuch,Insgesamt,1713.0
2014,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Insgesamt,659.0
2014,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Insgesamt,
2014,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Insgesamt,950.0
2014,Ausländerinnen und Ausländer,Erreichte Abschlüsse insgesamt,Insgesamt,5199.0
2014,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Insgesamt,1702.0
2012,Deutsche,Allgemeine Hochschulreife,Insgesamt,6178.0
2012,Deutsche,Fachhochschulreife,Insgesamt,14040.0
2012,Deutsche,Realschulabschluss,Insgesamt,17810.0
2012,Deutsche,Hauptschulabschluss,Insgesamt,3695.0
2012,Deutsche,erfolgreicher Besuch,Insgesamt,50738.0
2012,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Insgesamt,2978.0
2012,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Insgesamt,
2012,Deutsche,ohne erfolgreichen Besuch/Abschluss,Insgesamt,12136.0
2012,Deutsche,Erreichte Abschlüsse insgesamt,Insgesamt,107575.0
2012,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Insgesamt,23647.0
2012,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Insgesamt,154.0
2012,Ausländerinnen und Ausländer,Fachhochschulreife,Insgesamt,509.0
2012,Ausländerinnen und Ausländer,Realschulabschluss,Insgesamt,806.0
2012,Ausländerinnen und Ausländer,Hauptschulabschluss,Insgesamt,348.0
2012,Ausländerinnen und Ausländer,erfolgreicher Besuch,Insgesamt,1682.0
2012,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Insgesamt,598.0
2012,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Insgesamt,
2012,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Insgesamt,1086.0
2012,Ausländerinnen und Ausländer,Erreichte Abschlüsse insgesamt,Insgesamt,5183.0
2012,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Insgesamt,1466.0
2011,Deutsche,Allgemeine Hochschulreife,Insgesamt,5659.0
2011,Deutsche,Fachhochschulreife,Insgesamt,13619.0
2011,Deutsche,Realschulabschluss,Insgesamt,18302.0
2011,Deutsche,Hauptschulabschluss,Insgesamt,4056.0
2011,Deutsche,erfolgreicher Besuch,Insgesamt,52869.0
2011,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Insgesamt,3221.0
2011,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Insgesamt,
2011,Deutsche,ohne erfolgreichen Besuch/Abschluss,Insgesamt,12385.0
2011,Deutsche,Erreichte Abschlüsse insgesamt,Insgesamt,110111.0
2011,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Insgesamt,23450.0
2011,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Insgesamt,150.0
2011,Ausländerinnen und Ausländer,Fachhochschulreife,Insgesamt,468.0
2011,Ausländerinnen und Ausländer,Realschulabschluss,Insgesamt,766.0
2011,Ausländerinnen und Ausländer,Hauptschulabschluss,Insgesamt,332.0
2011,Ausländerinnen und Ausländer,erfolgreicher Besuch,Insgesamt,1784.0
2011,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Insgesamt,479.0
2011,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Insgesamt,
2011,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Insgesamt,1022.0
2011,Ausländerinnen und Ausländer,Erreichte Abschlüsse insgesamt,Insgesamt,5001.0
2011,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Insgesamt,1493.0
2010,Deutsche,Allgemeine Hochschulreife,Insgesamt,5473.0
2010,Deutsche,Fachhochschulreife,Insgesamt,12306.0
2010,Deutsche,Realschulabschluss,Insgesamt,19365.0
2010,Deutsche,Hauptschulabschluss,Insgesamt,4139.0
2010,Deutsche,erfolgreicher Besuch,Insgesamt,56051.0
2010,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Insgesamt,3283.0
2010,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Insgesamt,
2010,Deutsche,ohne erfolgreichen Besuch/Abschluss,Insgesamt,12940.0
2010,Deutsche,Erreichte Abschlüsse insgesamt,Insgesamt,113557.0
2010,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Insgesamt,22652.0
2010,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Insgesamt,94.0
2010,Ausländerinnen und Ausländer,Fachhochschulreife,Insgesamt,363.0
2010,Ausländerinnen und Ausländer,Realschulabschluss,Insgesamt,794.0
2010,Ausländerinnen und Ausländer,Hauptschulabschluss,Insgesamt,368.0
2010,Ausländerinnen und Ausländer,erfolgreicher Besuch,Insgesamt,1746.0
2010,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Insgesamt,432.0
2010,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Insgesamt,
2010,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Insgesamt,1047.0
2010,Ausländerinnen und Ausländer,Erreichte Abschlüsse insgesamt,Insgesamt,4844.0
2010,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Insgesamt,1292.0
2006,Deutsche,Allgemeine Hochschulreife,Insgesamt,4541.0
2006,Deutsche,Fachhochschulreife,Insgesamt,10031.0
2006,Deutsche,Realschulabschluss,Insgesamt,20611.0
2006,Deutsche,Hauptschulabschluss,Insgesamt,2599.0
2006,Deutsche,erfolgreicher Besuch,Insgesamt,56167.0
2006,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Insgesamt,5147.0
2006,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Insgesamt,2.0
2006,Deutsche,ohne erfolgreichen Besuch/Abschluss,Insgesamt,15452.0
2006,Deutsche,Erreichte Abschlüsse insgesamt,Insgesamt,114550.0
2006,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Insgesamt,18924.0
2006,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Insgesamt,105.0
2006,Ausländerinnen und Ausländer,Fachhochschulreife,Insgesamt,239.0
2006,Ausländerinnen und Ausländer,Realschulabschluss,Insgesamt,783.0
2006,Ausländerinnen und Ausländer,Hauptschulabschluss,Insgesamt,249.0
2006,Ausländerinnen und Ausländer,erfolgreicher Besuch,Insgesamt,1809.0
2006,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Insgesamt,790.0
2006,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Insgesamt,
2006,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Insgesamt,1246.0
2006,Ausländerinnen und Ausländer,Erreichte Abschlüsse insgesamt,Insgesamt,5221.0
2006,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Insgesamt,1292.0
2005,Deutsche,Allgemeine Hochschulreife,Insgesamt,4122.0
2005,Deutsche,Fachhochschulreife,Insgesamt,10311.0
2005,Deutsche,Realschulabschluss,Insgesamt,20155.0
2005,Deutsche,Hauptschulabschluss,Insgesamt,2705.0
2005,Deutsche,erfolgreicher Besuch,Insgesamt,56327.0
2005,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Insgesamt,5113.0
2005,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Insgesamt,16.0
2005,Deutsche,ohne erfolgreichen Besuch/Abschluss,Insgesamt,15275.0
2005,Deutsche,Erreichte Abschlüsse insgesamt,Insgesamt,114024.0
2005,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Insgesamt,18287.0
2005,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Insgesamt,89.0
2005,Ausländerinnen und Ausländer,Fachhochschulreife,Insgesamt,267.0
2005,Ausländerinnen und Ausländer,Realschulabschluss,Insgesamt,870.0
2005,Ausländerinnen und Ausländer,Hauptschulabschluss,Insgesamt,314.0
2005,Ausländerinnen und Ausländer,erfolgreicher Besuch,Insgesamt,1939.0
2005,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Insgesamt,872.0
2005,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Insgesamt,
2005,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Insgesamt,1298.0
2005,Ausländerinnen und Ausländer,Erreichte Abschlüsse insgesamt,Insgesamt,5649.0
2005,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Insgesamt,1267.0
2019,Deutsche,Allgemeine Hochschulreife,Berufsschule (Teilzeit),
2019,Deutsche,Fachhochschulreife,Berufsschule (Teilzeit),88.0
2019,Deutsche,Schulischer Teil der Fachhochschulreife,Berufsschule (Teilzeit),
2019,Deutsche,Realschulabschluss,Berufsschule (Teilzeit),7003.0
2019,Deutsche,Hauptschulabschluss,Berufsschule (Teilzeit),308.0
2019,Deutsche,Erfolgreicher Besuch,Berufsschule (Teilzeit),29580.0
2019,Deutsche,Entlassungen aus dem Berufsvorbereitungsjahr,Berufsschule (Teilzeit),744.0
2019,Deutsche,Ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),2821.0
2019,Deutsche,Erreichte Abschlüsse insgesamt,Berufsschule (Teilzeit),40544.0
2019,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),11156.0
2019,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsschule (Teilzeit),
2019,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsschule (Teilzeit),2.0
2019,Ausländerinnen und Ausländer,Schulischer Teil der Fachhochschulreife,Berufsschule (Teilzeit),
2019,Ausländerinnen und Ausländer,Realschulabschluss,Berufsschule (Teilzeit),526.0
2019,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsschule (Teilzeit),39.0
2019,Ausländerinnen und Ausländer,Erfolgreicher Besuch,Berufsschule (Teilzeit),1073.0
2019,Ausländerinnen und Ausländer,Entlassungen aus dem Berufsvorbereitungsjahr,Berufsschule (Teilzeit),23.0
2019,Ausländerinnen und Ausländer,Ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),374.0
2019,Ausländerinnen und Ausländer,Erreichte Abschlüsse insgesamt,Berufsschule (Teilzeit),2037.0
2019,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),1764.0
2018,Deutsche,Allgemeine Hochschulreife,Berufsschule (Teilzeit),
2018,Deutsche,Fachhochschulreife,Berufsschule (Teilzeit),
2018,Deutsche,Schulischer Teil der Fachhochschulreife,Berufsschule (Teilzeit),
2018,Deutsche,Realschulabschluss,Berufsschule (Teilzeit),
2018,Deutsche,Hauptschulabschluss,Berufsschule (Teilzeit),
2018,Deutsche,Erfolgreicher Besuch,Berufsschule (Teilzeit),
2018,Deutsche,Entlassungen aus dem Berufsvorbereitungsjahr,Berufsschule (Teilzeit),
2018,Deutsche,Ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),
2018,Deutsche,Erreichte Abschlüsse insgesamt,Berufsschule (Teilzeit),
2018,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),
2018,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsschule (Teilzeit),
2018,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsschule (Teilzeit),
2018,Ausländerinnen und Ausländer,Schulischer Teil der Fachhochschulreife,Berufsschule (Teilzeit),
2018,Ausländerinnen und Ausländer,Realschulabschluss,Berufsschule (Teilzeit),
2018,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsschule (Teilzeit),
2018,Ausländerinnen und Ausländer,Erfolgreicher Besuch,Berufsschule (Teilzeit),
2018,Ausländerinnen und Ausländer,Entlassungen aus dem Berufsvorbereitungsjahr,Berufsschule (Teilzeit),
2018,Ausländerinnen und Ausländer,Ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),
2018,Ausländerinnen und Ausländer,Erreichte Abschlüsse insgesamt,Berufsschule (Teilzeit),
2018,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),
2017,Deutsche,Allgemeine Hochschulreife,Berufsschule (Teilzeit),
2017,Deutsche,Fachhochschulreife,Berufsschule (Teilzeit),107.0
2017,Deutsche,Schulischer Teil der Fachhochschulreife,Berufsschule (Teilzeit),
2017,Deutsche,Realschulabschluss,Berufsschule (Teilzeit),8889.0
2017,Deutsche,Hauptschulabschluss,Berufsschule (Teilzeit),256.0
2017,Deutsche,Erfolgreicher Besuch,Berufsschule (Teilzeit),31093.0
2017,Deutsche,Entlassungen aus dem Berufsvorbereitungsjahr,Berufsschule (Teilzeit),811.0
2017,Deutsche,Ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),2981.0
2017,Deutsche,Erreichte Abschlüsse insgesamt,Berufsschule (Teilzeit),44137.0
2017,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),12269.0
2017,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsschule (Teilzeit),
2017,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsschule (Teilzeit),3.0
2017,Ausländerinnen und Ausländer,Schulischer Teil der Fachhochschulreife,Berufsschule (Teilzeit),
2017,Ausländerinnen und Ausländer,Realschulabschluss,Berufsschule (Teilzeit),428.0
2017,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsschule (Teilzeit),15.0
2017,Ausländerinnen und Ausländer,Erfolgreicher Besuch,Berufsschule (Teilzeit),1009.0
2017,Ausländerinnen und Ausländer,Entlassungen aus dem Berufsvorbereitungsjahr,Berufsschule (Teilzeit),32.0
2017,Ausländerinnen und Ausländer,Ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),267.0
2017,Ausländerinnen und Ausländer,Erreichte Abschlüsse insgesamt,Berufsschule (Teilzeit),1754.0
2017,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),1163.0
2015,Deutsche,Allgemeine Hochschulreife,Berufsschule (Teilzeit),
2015,Deutsche,Fachhochschulreife,Berufsschule (Teilzeit),105.0
2015,Deutsche,Realschulabschluss,Berufsschule (Teilzeit),9671.0
2015,Deutsche,Hauptschulabschluss,Berufsschule (Teilzeit),257.0
2015,Deutsche,erfolgreicher Besuch,Berufsschule (Teilzeit),31960.0
2015,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufsschule (Teilzeit),933.0
2015,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsschule (Teilzeit),
2015,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),3359.0
2015,Deutsche,Erreichte Abschlüsse insgesamt,Berufsschule (Teilzeit),46285.0
2015,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),11060.0
2015,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsschule (Teilzeit),
2015,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsschule (Teilzeit),3.0
2015,Ausländerinnen und Ausländer,Realschulabschluss,Berufsschule (Teilzeit),411.0
2015,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsschule (Teilzeit),12.0
2015,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufsschule (Teilzeit),917.0
2015,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufsschule (Teilzeit),26.0
2015,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsschule (Teilzeit),
2015,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),264.0
2015,Ausländerinnen und Ausländer,Erreichte Abschlüsse insgesamt,Berufsschule (Teilzeit),1633.0
2015,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),733.0
2014,Deutsche,Allgemeine Hochschulreife,Berufsschule (Teilzeit),
2014,Deutsche,Fachhochschulreife,Berufsschule (Teilzeit),82.0
2014,Deutsche,Realschulabschluss,Berufsschule (Teilzeit),10671.0
2014,Deutsche,Hauptschulabschluss,Berufsschule (Teilzeit),319.0
2014,Deutsche,erfolgreicher Besuch,Berufsschule (Teilzeit),33547.0
2014,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufsschule (Teilzeit),542.0
2014,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsschule (Teilzeit),
2014,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),3518.0
2014,Deutsche,Erreichte Abschlüsse insgesamt,Berufsschule (Teilzeit),48679.0
2014,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),13622.0
2014,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsschule (Teilzeit),
2014,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsschule (Teilzeit),1.0
2014,Ausländerinnen und Ausländer,Realschulabschluss,Berufsschule (Teilzeit),366.0
2014,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsschule (Teilzeit),10.0
2014,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufsschule (Teilzeit),873.0
2014,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufsschule (Teilzeit),12.0
2014,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsschule (Teilzeit),
2014,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),243.0
2014,Ausländerinnen und Ausländer,Erreichte Abschlüsse insgesamt,Berufsschule (Teilzeit),1505.0
2014,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),748.0
2012,Deutsche,Allgemeine Hochschulreife,Berufsschule (Teilzeit),
2012,Deutsche,Fachhochschulreife,Berufsschule (Teilzeit),79.0
2012,Deutsche,Realschulabschluss,Berufsschule (Teilzeit),10795.0
2012,Deutsche,Hauptschulabschluss,Berufsschule (Teilzeit),402.0
2012,Deutsche,erfolgreicher Besuch,Berufsschule (Teilzeit),31944.0
2012,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufsschule (Teilzeit),
2012,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsschule (Teilzeit),
2012,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),3581.0
2012,Deutsche,Erreichte Abschlüsse insgesamt,Berufsschule (Teilzeit),46801.0
2012,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),12574.0
2012,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsschule (Teilzeit),
2012,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsschule (Teilzeit),
2012,Ausländerinnen und Ausländer,Realschulabschluss,Berufsschule (Teilzeit),390.0
2012,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsschule (Teilzeit),15.0
