Year,Gebietseinheit,Geschlecht,Qualifikation,Units,GeoCode,Value
2020,Harburg,Männer,,Anzahl,K03353,7051
2020,Lüchow-Dannenberg,Männer,,Anzahl,K03354,456
2020,Lüneburg,Männer,,Anzahl,K03355,2530
2020,Osterholz,Männer,,Anzahl,K03356,1391
2020,Rotenburg (Wümme),Männer,,Anzahl,K03357,3136
2020,Heidekreis,Männer,,Anzahl,K03358,2824
2020,Stade,Männer,,Anzahl,K03359,4173
2020,Uelzen,Männer,,Anzahl,K03360,1035
2020,Verden,Männer,,Anzahl,K03361,3944
2020,Stat. Region Lüneburg,Männer,,Anzahl,K033,32095
2020,Delmenhorst  Stadt,Männer,,Anzahl,K03401,1219
2020,Emden  Stadt,Männer,,Anzahl,K03402,1350
2020,Oldenburg(Oldb)  Stadt,Männer,,Anzahl,K03403,3917
2020,Osnabrück  Stadt,Männer,,Anzahl,K03404,4934
2020,Wilhelmshaven  Stadt,Männer,,Anzahl,K03405,1310
2020,Ammerland,Männer,,Anzahl,K03451,2852
2020,Aurich,Männer,,Anzahl,K03452,2658
2020,Cloppenburg,Männer,,Anzahl,K03453,7314
2020,Emsland,Männer,,Anzahl,K03454,10881
2020,Friesland,Männer,,Anzahl,K03455,982
2020,Grafschaft Bentheim,Männer,,Anzahl,K03456,3984
2020,Leer,Männer,,Anzahl,K03457,2684
2020,Oldenburg,Männer,,Anzahl,K03458,2708
2020,Osnabrück,Männer,,Anzahl,K03459,11697
2020,Vechta,Männer,,Anzahl,K03460,7462
2020,Wesermarsch,Männer,,Anzahl,K03461,1989
2020,Wittmund,Männer,,Anzahl,K03462,546
2020,Stat. Region Weser-Ems,Männer,,Anzahl,K034,68487
2020,Niedersachsen,Männer,,Anzahl,K030,192854
2020,Braunschweig  Stadt,Frauen,,Anzahl,K03101,4544
2020,Salzgitter  Stadt,Frauen,,Anzahl,K03102,1140
2020,Wolfsburg  Stadt,Frauen,,Anzahl,K03103,3328
2020,Gifhorn,Frauen,,Anzahl,K03151,1088
2020,Goslar,Frauen,,Anzahl,K03153,1135
2020,Helmstedt,Frauen,,Anzahl,K03154,552
2020,Northeim,Frauen,,Anzahl,K03155,882
2020,Peine,Frauen,,Anzahl,K03157,934
2020,Wolfenbüttel,Frauen,,Anzahl,K03158,576
2020,Göttingen,Frauen,,Anzahl,K03159,3759
2020,Stat. Region Braunschweig,Frauen,,Anzahl,K031,17938
2020,Hannover  Region,Frauen,,Anzahl,K03241,23743
2020,dav. Hannover  Lhst.,Frauen,,Anzahl,K03241001,15836
2020,dav. Hannover  Umland,Frauen,,Anzahl,K03241999,7907
2020,Diepholz,Frauen,,Anzahl,K03251,2050
2020,Hameln-Pyrmont,Frauen,,Anzahl,K03252,1583
2020,Hildesheim,Frauen,,Anzahl,K03254,2250
2020,Holzminden,Frauen,,Anzahl,K03255,486
2020,Nienburg (Weser),Frauen,,Anzahl,K03256,1327
2020,Schaumburg,Frauen,,Anzahl,K03257,1323
2020,Stat. Region Hannover,Frauen,,Anzahl,K032,32762
2020,Celle,Frauen,,Anzahl,K03351,1461
2020,Cuxhaven,Frauen,,Anzahl,K03352,1464
2020,Harburg,Frauen,,Anzahl,K03353,2686
2020,Lüchow-Dannenberg,Frauen,,Anzahl,K03354,294
2020,Lüneburg,Frauen,,Anzahl,K03355,1396
2020,Osterholz,Frauen,,Anzahl,K03356,629
2020,Rotenburg (Wümme),Frauen,,Anzahl,K03357,1494
2020,Heidekreis,Frauen,,Anzahl,K03358,1479
2020,Stade,Frauen,,Anzahl,K03359,1701
2020,Uelzen,Frauen,,Anzahl,K03360,647
2020,Verden,Frauen,,Anzahl,K03361,1685
2020,Stat. Region Lüneburg,Frauen,,Anzahl,K033,14936
2020,Delmenhorst  Stadt,Frauen,,Anzahl,K03401,645
2020,Emden  Stadt,Frauen,,Anzahl,K03402,473
2020,Oldenburg(Oldb)  Stadt,Frauen,,Anzahl,K03403,2245
2020,Osnabrück  Stadt,Frauen,,Anzahl,K03404,3913
2020,Wilhelmshaven  Stadt,Frauen,,Anzahl,K03405,545
2020,Ammerland,Frauen,,Anzahl,K03451,1301
2020,Aurich,Frauen,,Anzahl,K03452,1506
2020,Cloppenburg,Frauen,,Anzahl,K03453,3318
2020,Emsland,Frauen,,Anzahl,K03454,4086
2020,Friesland,Frauen,,Anzahl,K03455,542
2020,Grafschaft Bentheim,Frauen,,Anzahl,K03456,1806
2020,Leer,Frauen,,Anzahl,K03457,1082
2020,Oldenburg,Frauen,,Anzahl,K03458,1134
2020,Osnabrück,Frauen,,Anzahl,K03459,6010
2020,Vechta,Frauen,,Anzahl,K03460,3743
2020,Wesermarsch,Frauen,,Anzahl,K03461,516
2020,Wittmund,Frauen,,Anzahl,K03462,378
2020,Stat. Region Weser-Ems,Frauen,,Anzahl,K034,33243
2020,Niedersachsen,Frauen,,Anzahl,K030,93737
2019,Braunschweig  Stadt,Insgesamt,,Anzahl,K03101,11157
2019,Salzgitter  Stadt,Insgesamt,,Anzahl,K03102,4747
2019,Wolfsburg  Stadt,Insgesamt,,Anzahl,K03103,10288
2019,Gifhorn,Insgesamt,,Anzahl,K03151,3040
2019,Goslar,Insgesamt,,Anzahl,K03153,3119
2019,Helmstedt,Insgesamt,,Anzahl,K03154,1557
2019,Northeim,Insgesamt,,Anzahl,K03155,3377
2019,Peine,Insgesamt,,Anzahl,K03157,3351
2019,Wolfenbüttel,Insgesamt,,Anzahl,K03158,1510
2019,Göttingen,Insgesamt,,Anzahl,K03159,9450
2019,Stat. Region Braunschweig,Insgesamt,,Anzahl,K031,51596
2019,Hannover  Region,Insgesamt,,Anzahl,K03241,60737
2019,dav. Hannover  Lhst.,Insgesamt,,Anzahl,K03241001,38360
2019,dav. Hannover  Umland,Insgesamt,,Anzahl,K03241999,22377
2019,Diepholz,Insgesamt,,Anzahl,K03251,6222
2019,Hameln-Pyrmont,Insgesamt,,Anzahl,K03252,4052
2019,Hildesheim,Insgesamt,,Anzahl,K03254,6219
2019,Holzminden,Insgesamt,,Anzahl,K03255,1421
2019,Nienburg (Weser),Insgesamt,,Anzahl,K03256,4261
2019,Schaumburg,Insgesamt,,Anzahl,K03257,3689
2019,Stat. Region Hannover,Insgesamt,,Anzahl,K032,86601
2019,Celle,Insgesamt,,Anzahl,K03351,3847
2019,Cuxhaven,Insgesamt,,Anzahl,K03352,4262
2019,Harburg,Insgesamt,,Anzahl,K03353,9048
2019,Lüchow-Dannenberg,Insgesamt,,Anzahl,K03354,713
2019,Lüneburg,Insgesamt,,Anzahl,K03355,3903
2019,Osterholz,Insgesamt,,Anzahl,K03356,1985
2019,Rotenburg (Wümme),Insgesamt,,Anzahl,K03357,4111
2019,Heidekreis,Insgesamt,,Anzahl,K03358,4245
2019,Stade,Insgesamt,,Anzahl,K03359,5633
2019,Uelzen,Insgesamt,,Anzahl,K03360,1615
2019,Verden,Insgesamt,,Anzahl,K03361,4890
2019,Stat. Region Lüneburg,Insgesamt,,Anzahl,K033,44252
2019,Delmenhorst  Stadt,Insgesamt,,Anzahl,K03401,1802
2019,Emden  Stadt,Insgesamt,,Anzahl,K03402,1927
2019,Oldenburg(Oldb)  Stadt,Insgesamt,,Anzahl,K03403,5889
2019,Osnabrück  Stadt,Insgesamt,,Anzahl,K03404,8627
2019,Wilhelmshaven  Stadt,Insgesamt,,Anzahl,K03405,1637
2019,Ammerland,Insgesamt,,Anzahl,K03451,3785
2019,Aurich,Insgesamt,,Anzahl,K03452,4363
2019,Cloppenburg,Insgesamt,,Anzahl,K03453,10030
2019,Emsland,Insgesamt,,Anzahl,K03454,13916
2019,Friesland,Insgesamt,,Anzahl,K03455,1407
2019,Grafschaft Bentheim,Insgesamt,,Anzahl,K03456,5658
2019,Leer,Insgesamt,,Anzahl,K03457,3734
2019,Oldenburg,Insgesamt,,Anzahl,K03458,3710
2019,Osnabrück,Insgesamt,,Anzahl,K03459,17588
2019,Vechta,Insgesamt,,Anzahl,K03460,10720
2019,Wesermarsch,Insgesamt,,Anzahl,K03461,2489
2019,Wittmund,Insgesamt,,Anzahl,K03462,988
2019,Stat. Region Weser-Ems,Insgesamt,,Anzahl,K034,98270
2019,Niedersachsen,Insgesamt,,Anzahl,K030,280719
2019,Braunschweig  Stadt,Männer,,Anzahl,K03101,6758
2019,Salzgitter  Stadt,Männer,,Anzahl,K03102,3672
2019,Wolfsburg  Stadt,Männer,,Anzahl,K03103,7063
2019,Gifhorn,Männer,,Anzahl,K03151,2038
2019,Goslar,Männer,,Anzahl,K03153,1991
2019,Helmstedt,Männer,,Anzahl,K03154,1083
2019,Northeim,Männer,,Anzahl,K03155,2552
2019,Peine,Männer,,Anzahl,K03157,2439
2019,Wolfenbüttel,Männer,,Anzahl,K03158,969
2019,Göttingen,Männer,,Anzahl,K03159,5838
2019,Stat. Region Braunschweig,Männer,,Anzahl,K031,34403
2019,Hannover  Region,Männer,,Anzahl,K03241,38040
2019,dav. Hannover  Lhst.,Männer,,Anzahl,K03241001,23217
2019,dav. Hannover  Umland,Männer,,Anzahl,K03241999,14823
2019,Diepholz,Männer,,Anzahl,K03251,4331
2019,Hameln-Pyrmont,Männer,,Anzahl,K03252,2542
2019,Hildesheim,Männer,,Anzahl,K03254,4059
2019,Holzminden,Männer,,Anzahl,K03255,945
2019,Nienburg (Weser),Männer,,Anzahl,K03256,3042
2019,Schaumburg,Männer,,Anzahl,K03257,2420
2019,Stat. Region Hannover,Männer,,Anzahl,K032,55379
2019,Celle,Männer,,Anzahl,K03351,2498
2019,Cuxhaven,Männer,,Anzahl,K03352,2846
2019,Harburg,Männer,,Anzahl,K03353,6600
2019,Lüchow-Dannenberg,Männer,,Anzahl,K03354,457
2019,Lüneburg,Männer,,Anzahl,K03355,2552
2019,Osterholz,Männer,,Anzahl,K03356,1395
2019,Rotenburg (Wümme),Männer,,Anzahl,K03357,2823
2019,Heidekreis,Männer,,Anzahl,K03358,2765
2019,Stade,Männer,,Anzahl,K03359,4017
2019,Uelzen,Männer,,Anzahl,K03360,1016
2019,Verden,Männer,,Anzahl,K03361,3456
2019,Stat. Region Lüneburg,Männer,,Anzahl,K033,30425
2019,Delmenhorst  Stadt,Männer,,Anzahl,K03401,1145
2019,Emden  Stadt,Männer,,Anzahl,K03402,1437
2019,Oldenburg(Oldb)  Stadt,Männer,,Anzahl,K03403,3809
2019,Osnabrück  Stadt,Männer,,Anzahl,K03404,4905
2019,Wilhelmshaven  Stadt,Männer,,Anzahl,K03405,1146
2019,Ammerland,Männer,,Anzahl,K03451,2613
2019,Aurich,Männer,,Anzahl,K03452,2791
2019,Cloppenburg,Männer,,Anzahl,K03453,6972
2019,Emsland,Männer,,Anzahl,K03454,10248
2019,Friesland,Männer,,Anzahl,K03455,905
2019,Grafschaft Bentheim,Männer,,Anzahl,K03456,3875
2019,Leer,Männer,,Anzahl,K03457,2680
2019,Oldenburg,Männer,,Anzahl,K03458,2646
2019,Osnabrück,Männer,,Anzahl,K03459,11759
2019,Vechta,Männer,,Anzahl,K03460,7249
2019,Wesermarsch,Männer,,Anzahl,K03461,2018
2019,Wittmund,Männer,,Anzahl,K03462,577
2019,Stat. Region Weser-Ems,Männer,,Anzahl,K034,66775
2019,Niedersachsen,Männer,,Anzahl,K030,186982
2019,Braunschweig  Stadt,Frauen,,Anzahl,K03101,4399
2019,Salzgitter  Stadt,Frauen,,Anzahl,K03102,1075
2019,Wolfsburg  Stadt,Frauen,,Anzahl,K03103,3225
2019,Gifhorn,Frauen,,Anzahl,K03151,1002
2019,Goslar,Frauen,,Anzahl,K03153,1128
2019,Helmstedt,Frauen,,Anzahl,K03154,474
2019,Northeim,Frauen,,Anzahl,K03155,825
2019,Peine,Frauen,,Anzahl,K03157,912
2019,Wolfenbüttel,Frauen,,Anzahl,K03158,541
2019,Göttingen,Frauen,,Anzahl,K03159,3612
2019,Stat. Region Braunschweig,Frauen,,Anzahl,K031,17193
2019,Hannover  Region,Frauen,,Anzahl,K03241,22697
2019,dav. Hannover  Lhst.,Frauen,,Anzahl,K03241001,15143
2019,dav. Hannover  Umland,Frauen,,Anzahl,K03241999,7554
2019,Diepholz,Frauen,,Anzahl,K03251,1891
2019,Hameln-Pyrmont,Frauen,,Anzahl,K03252,1510
2019,Hildesheim,Frauen,,Anzahl,K03254,2160
2019,Holzminden,Frauen,,Anzahl,K03255,476
2019,Nienburg (Weser),Frauen,,Anzahl,K03256,1219
2019,Schaumburg,Frauen,,Anzahl,K03257,1269
2019,Stat. Region Hannover,Frauen,,Anzahl,K032,31222
2019,Celle,Frauen,,Anzahl,K03351,1349
2019,Cuxhaven,Frauen,,Anzahl,K03352,1416
2019,Harburg,Frauen,,Anzahl,K03353,2448
2019,Lüchow-Dannenberg,Frauen,,Anzahl,K03354,256
2019,Lüneburg,Frauen,,Anzahl,K03355,1351
2019,Osterholz,Frauen,,Anzahl,K03356,590
2019,Rotenburg (Wümme),Frauen,,Anzahl,K03357,1288
2019,Heidekreis,Frauen,,Anzahl,K03358,1480
2019,Stade,Frauen,,Anzahl,K03359,1616
2019,Uelzen,Frauen,,Anzahl,K03360,599
2019,Verden,Frauen,,Anzahl,K03361,1434
2019,Stat. Region Lüneburg,Frauen,,Anzahl,K033,13827
2019,Delmenhorst  Stadt,Frauen,,Anzahl,K03401,657
2019,Emden  Stadt,Frauen,,Anzahl,K03402,490
2019,Oldenburg(Oldb)  Stadt,Frauen,,Anzahl,K03403,2080
2019,Osnabrück  Stadt,Frauen,,Anzahl,K03404,3722
2019,Wilhelmshaven  Stadt,Frauen,,Anzahl,K03405,491
2019,Ammerland,Frauen,,Anzahl,K03451,1172
2019,Aurich,Frauen,,Anzahl,K03452,1572
2019,Cloppenburg,Frauen,,Anzahl,K03453,3058
2019,Emsland,Frauen,,Anzahl,K03454,3668
2019,Friesland,Frauen,,Anzahl,K03455,502
2019,Grafschaft Bentheim,Frauen,,Anzahl,K03456,1783
2019,Leer,Frauen,,Anzahl,K03457,1054
2019,Oldenburg,Frauen,,Anzahl,K03458,1064
2019,Osnabrück,Frauen,,Anzahl,K03459,5829
2019,Vechta,Frauen,,Anzahl,K03460,3471
2019,Wesermarsch,Frauen,,Anzahl,K03461,471
2019,Wittmund,Frauen,,Anzahl,K03462,411
2019,Stat. Region Weser-Ems,Frauen,,Anzahl,K034,31495
2019,Niedersachsen,Frauen,,Anzahl,K030,93737
2018,Braunschweig  Stadt,Insgesamt,,Anzahl,K03101,10097
2018,Salzgitter  Stadt,Insgesamt,,Anzahl,K03102,4348
2018,Wolfsburg  Stadt,Insgesamt,,Anzahl,K03103,9961
2018,Gifhorn,Insgesamt,,Anzahl,K03151,2689
2018,Goslar,Insgesamt,,Anzahl,K03153,2762
2018,Helmstedt,Insgesamt,,Anzahl,K03154,1431
2018,Northeim,Insgesamt,,Anzahl,K03155,3117
2018,Peine,Insgesamt,,Anzahl,K03157,2590
2018,Wolfenbüttel,Insgesamt,,Anzahl,K03158,1412
2018,Göttingen,Insgesamt,,Anzahl,K03159,8659
2018,Stat. Region Braunschweig,Insgesamt,,Anzahl,K031,47066
2018,Hannover  Region,Insgesamt,,Anzahl,K03241,56204
2018,dav. Hannover  Lhst.,Insgesamt,,Anzahl,K03241001,35942
2018,dav. Hannover  Umland,Insgesamt,,Anzahl,K03241999,20262
2018,Diepholz,Insgesamt,,Anzahl,K03251,5644
2018,Hameln-Pyrmont,Insgesamt,,Anzahl,K03252,3678
2018,Hildesheim,Insgesamt,,Anzahl,K03254,5755
2018,Holzminden,Insgesamt,,Anzahl,K03255,1260
2018,Nienburg (Weser),Insgesamt,,Anzahl,K03256,3442
2018,Schaumburg,Insgesamt,,Anzahl,K03257,3435
2018,Stat. Region Hannover,Insgesamt,,Anzahl,K032,79418
2018,Celle,Insgesamt,,Anzahl,K03351,3438
2018,Cuxhaven,Insgesamt,,Anzahl,K03352,4156
2018,Harburg,Insgesamt,,Anzahl,K03353,8032
2018,Lüchow-Dannenberg,Insgesamt,,Anzahl,K03354,677
2018,Lüneburg,Insgesamt,,Anzahl,K03355,3651
2018,Osterholz,Insgesamt,,Anzahl,K03356,1703
2018,Rotenburg (Wümme),Insgesamt,,Anzahl,K03357,3606
2018,Heidekreis,Insgesamt,,Anzahl,K03358,3797
2018,Stade,Insgesamt,,Anzahl,K03359,5030
2018,Uelzen,Insgesamt,,Anzahl,K03360,1413
2018,Verden,Insgesamt,,Anzahl,K03361,4393
2018,Stat. Region Lüneburg,Insgesamt,,Anzahl,K033,39896
2018,Delmenhorst  Stadt,Insgesamt,,Anzahl,K03401,1707
2018,Emden  Stadt,Insgesamt,,Anzahl,K03402,1906
2018,Oldenburg(Oldb)  Stadt,Insgesamt,,Anzahl,K03403,4897
2018,Osnabrück  Stadt,Insgesamt,,Anzahl,K03404,7549
2018,Wilhelmshaven  Stadt,Insgesamt,,Anzahl,K03405,1589
2018,Ammerland,Insgesamt,,Anzahl,K03451,3428
2018,Aurich,Insgesamt,,Anzahl,K03452,4232
2018,Cloppenburg,Insgesamt,,Anzahl,K03453,9140
2018,Emsland,Insgesamt,,Anzahl,K03454,12405
2018,Friesland,Insgesamt,,Anzahl,K03455,1301
2018,Grafschaft Bentheim,Insgesamt,,Anzahl,K03456,5166
2018,Leer,Insgesamt,,Anzahl,K03457,3327
2018,Oldenburg,Insgesamt,,Anzahl,K03458,3207
2018,Osnabrück,Insgesamt,,Anzahl,K03459,16160
2018,Vechta,Insgesamt,,Anzahl,K03460,9815
2018,Wesermarsch,Insgesamt,,Anzahl,K03461,2455
2018,Wittmund,Insgesamt,,Anzahl,K03462,855
2018,Stat. Region Weser-Ems,Insgesamt,,Anzahl,K034,89139
2018,Niedersachsen,Insgesamt,,Anzahl,K030,255519
2018,Braunschweig  Stadt,Männer,,Anzahl,K03101,6123
2018,Salzgitter  Stadt,Männer,,Anzahl,K03102,3378
2018,Wolfsburg  Stadt,Männer,,Anzahl,K03103,6958
2018,Gifhorn,Männer,,Anzahl,K03151,1771
2018,Goslar,Männer,,Anzahl,K03153,1800
2018,Helmstedt,Männer,,Anzahl,K03154,994
2018,Northeim,Männer,,Anzahl,K03155,2391
2018,Peine,Männer,,Anzahl,K03157,1871
2018,Wolfenbüttel,Männer,,Anzahl,K03158,873
2018,Göttingen,Männer,,Anzahl,K03159,5270
2018,Stat. Region Braunschweig,Männer,,Anzahl,K031,31429
2018,Hannover  Region,Männer,,Anzahl,K03241,35024
2018,dav. Hannover  Lhst.,Männer,,Anzahl,K03241001,21620
2018,dav. Hannover  Umland,Männer,,Anzahl,K03241999,13404
2018,Diepholz,Männer,,Anzahl,K03251,3930
2018,Hameln-Pyrmont,Männer,,Anzahl,K03252,2263
2018,Hildesheim,Männer,,Anzahl,K03254,3694
2018,Holzminden,Männer,,Anzahl,K03255,840
2018,Nienburg (Weser),Männer,,Anzahl,K03256,2472
2018,Schaumburg,Männer,,Anzahl,K03257,2251
2018,Stat. Region Hannover,Männer,,Anzahl,K032,50474
2018,Celle,Männer,,Anzahl,K03351,2240
2018,Cuxhaven,Männer,,Anzahl,K03352,2828
2018,Harburg,Männer,,Anzahl,K03353,5853
2018,Lüchow-Dannenberg,Männer,,Anzahl,K03354,397
2018,Lüneburg,Männer,,Anzahl,K03355,2418
2018,Osterholz,Männer,,Anzahl,K03356,1163
2018,Rotenburg (Wümme),Männer,,Anzahl,K03357,2464
2018,Heidekreis,Männer,,Anzahl,K03358,2508
2018,Stade,Männer,,Anzahl,K03359,3638
2018,Uelzen,Männer,,Anzahl,K03360,883
2018,Verden,Männer,,Anzahl,K03361,3082
2018,Stat. Region Lüneburg,Männer,,Anzahl,K033,27474
2018,Delmenhorst  Stadt,Männer,,Anzahl,K03401,1028
2018,Emden  Stadt,Männer,,Anzahl,K03402,1444
2018,Oldenburg(Oldb)  Stadt,Männer,,Anzahl,K03403,3124
2018,Osnabrück  Stadt,Männer,,Anzahl,K03404,4282
2018,Wilhelmshaven  Stadt,Männer,,Anzahl,K03405,1167
2018,Ammerland,Männer,,Anzahl,K03451,2332
2018,Aurich,Männer,,Anzahl,K03452,2716
2018,Cloppenburg,Männer,,Anzahl,K03453,6398
2018,Emsland,Männer,,Anzahl,K03454,9075
2018,Friesland,Männer,,Anzahl,K03455,846
2018,Grafschaft Bentheim,Männer,,Anzahl,K03456,3511
2018,Leer,Männer,,Anzahl,K03457,2340
2018,Oldenburg,Männer,,Anzahl,K03458,2308
2018,Osnabrück,Männer,,Anzahl,K03459,10937
2018,Vechta,Männer,,Anzahl,K03460,6648
2018,Wesermarsch,Männer,,Anzahl,K03461,2010
2018,Wittmund,Männer,,Anzahl,K03462,503
2018,Stat. Region Weser-Ems,Männer,,Anzahl,K034,60669
2018,Niedersachsen,Männer,,Anzahl,K030,170046
2018,Braunschweig  Stadt,Frauen,,Anzahl,K03101,6123
2018,Salzgitter  Stadt,Frauen,,Anzahl,K03102,3378
2018,Wolfsburg  Stadt,Frauen,,Anzahl,K03103,6958
2018,Gifhorn,Frauen,,Anzahl,K03151,1771
2018,Goslar,Frauen,,Anzahl,K03153,1800
2018,Helmstedt,Frauen,,Anzahl,K03154,994
2018,Northeim,Frauen,,Anzahl,K03155,2391
2018,Peine,Frauen,,Anzahl,K03157,1871
2018,Wolfenbüttel,Frauen,,Anzahl,K03158,873
2018,Göttingen,Frauen,,Anzahl,K03159,5270
2018,Stat. Region Braunschweig,Frauen,,Anzahl,K031,31429
2018,Hannover  Region,Frauen,,Anzahl,K03241,35024
2018,dav. Hannover  Lhst.,Frauen,,Anzahl,K03241001,21620
2018,dav. Hannover  Umland,Frauen,,Anzahl,K03241999,13404
2018,Diepholz,Frauen,,Anzahl,K03251,3930
2018,Hameln-Pyrmont,Frauen,,Anzahl,K03252,2263
2018,Hildesheim,Frauen,,Anzahl,K03254,3694
2018,Holzminden,Frauen,,Anzahl,K03255,840
2018,Nienburg (Weser),Frauen,,Anzahl,K03256,2472
2018,Schaumburg,Frauen,,Anzahl,K03257,2251
2018,Stat. Region Hannover,Frauen,,Anzahl,K032,50474
2018,Celle,Frauen,,Anzahl,K03351,2240
2018,Cuxhaven,Frauen,,Anzahl,K03352,2828
2018,Harburg,Frauen,,Anzahl,K03353,5853
2018,Lüchow-Dannenberg,Frauen,,Anzahl,K03354,397
2018,Lüneburg,Frauen,,Anzahl,K03355,2418
2018,Osterholz,Frauen,,Anzahl,K03356,1163
2018,Rotenburg (Wümme),Frauen,,Anzahl,K03357,2464
2018,Heidekreis,Frauen,,Anzahl,K03358,2508
2018,Stade,Frauen,,Anzahl,K03359,3638
2018,Uelzen,Frauen,,Anzahl,K03360,883
2018,Verden,Frauen,,Anzahl,K03361,3082
2018,Stat. Region Lüneburg,Frauen,,Anzahl,K033,27474
2018,Delmenhorst  Stadt,Frauen,,Anzahl,K03401,1028
2018,Emden  Stadt,Frauen,,Anzahl,K03402,1444
2018,Oldenburg(Oldb)  Stadt,Frauen,,Anzahl,K03403,3124
2018,Osnabrück  Stadt,Frauen,,Anzahl,K03404,4282
