Year,Gebietseinheit,Geschlecht,Kategorie,Units,GeoCode,Value
2022,Schaumburg,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03257,2610.0
2022,Schaumburg,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03257,5960.0
2022,Statistische Region Hannover,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH032,57640.0
2022,Statistische Region Hannover,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH032,49465.0
2022,Statistische Region Hannover,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH032,107105.0
2022,Celle,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03351,3335.0
2022,Celle,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03351,2770.0
2022,Celle,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03351,6105.0
2022,Cuxhaven,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03352,3490.0
2022,Cuxhaven,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03352,2970.0
2022,Cuxhaven,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03352,6460.0
2022,Harburg,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03353,6715.0
2022,Harburg,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03353,5395.0
2022,Harburg,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03353,12110.0
2022,Lüchow-Dannenberg,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03354,765.0
2022,Lüchow-Dannenberg,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03354,620.0
2022,Lüchow-Dannenberg,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03354,1390.0
2022,Lüneburg,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03355,2660.0
2022,Lüneburg,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03355,2110.0
2022,Lüneburg,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03355,4770.0
2022,Osterholz,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03356,1340.0
2022,Osterholz,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03356,1210.0
2022,Osterholz,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03356,2550.0
2022,Rotenburg (Wümme),männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03357,3405.0
2022,Rotenburg (Wümme),weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03357,2575.0
2022,Rotenburg (Wümme),insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03357,5975.0
2022,Heidekreis,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03358,3685.0
2022,Heidekreis,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03358,2875.0
2022,Heidekreis,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03358,6555.0
2022,Stade,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03359,5720.0
2022,Stade,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03359,4395.0
2022,Stade,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03359,10115.0
2022,Uelzen,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03360,1430.0
2022,Uelzen,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03360,1215.0
2022,Uelzen,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03360,2645.0
2022,Verden,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03361,2545.0
2022,Verden,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03361,2060.0
2022,Verden,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03361,4605.0
2022,Statistische Region Lüneburg,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH033,35085.0
2022,Statistische Region Lüneburg,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH033,28190.0
2022,Statistische Region Lüneburg,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH033,63280.0
2022,"Delmenhorst, Stadt",männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03401,3465.0
2022,"Delmenhorst, Stadt",weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03401,3080.0
2022,"Delmenhorst, Stadt",insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03401,6540.0
2022,"Emden, Stadt",männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03402,1565.0
2022,"Emden, Stadt",weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03402,1165.0
2022,"Emden, Stadt",insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03402,2730.0
2022,"Oldenburg (Oldb), Stadt",männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03403,3255.0
2022,"Oldenburg (Oldb), Stadt",weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03403,3055.0
2022,"Oldenburg (Oldb), Stadt",insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03403,6310.0
2022,"Osnabrück, Stadt",männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03404,5415.0
2022,"Osnabrück, Stadt",weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03404,4875.0
2022,"Osnabrück, Stadt",insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03404,10290.0
2022,"Wilhelmshaven, Stadt",männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03405,1820.0
2022,"Wilhelmshaven, Stadt",weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03405,1290.0
2022,"Wilhelmshaven, Stadt",insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03405,3110.0
2022,Ammerland,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03451,2115.0
2022,Ammerland,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03451,1720.0
2022,Ammerland,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03451,3830.0
2022,Aurich,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03452,2835.0
2022,Aurich,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03452,2480.0
2022,Aurich,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03452,5315.0
2022,Cloppenburg,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03453,8365.0
2022,Cloppenburg,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03453,6030.0
2022,Cloppenburg,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03453,14395.0
2022,Emsland,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03454,18095.0
2022,Emsland,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03454,11875.0
2022,Emsland,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03454,29965.0
2022,Friesland,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03455,940.0
2022,Friesland,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03455,765.0
2022,Friesland,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03455,1705.0
2022,Grafschaft Bentheim,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03456,9430.0
2022,Grafschaft Bentheim,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03456,7630.0
2022,Grafschaft Bentheim,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03456,17055.0
2022,Leer,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03457,4795.0
2022,Leer,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03457,3565.0
2022,Leer,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03457,8360.0
2022,Oldenburg,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03458,4645.0
2022,Oldenburg,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03458,3585.0
2022,Oldenburg,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03458,8230.0
2022,Osnabrück,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03459,12610.0
2022,Osnabrück,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03459,9690.0
2022,Osnabrück,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03459,22300.0
2022,Vechta,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03460,6670.0
2022,Vechta,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03460,5345.0
2022,Vechta,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03460,12015.0
2022,Wesermarsch,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03461,2080.0
2022,Wesermarsch,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03461,1510.0
2022,Wesermarsch,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03461,3590.0
2022,Wittmund,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03462,725.0
2022,Wittmund,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03462,685.0
2022,Wittmund,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03462,1410.0
2022,Statistische Region Weser-Ems,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH034,88810.0
2022,Statistische Region Weser-Ems,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH034,68345.0
2022,Statistische Region Weser-Ems,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH034,157160.0
2022,Niedersachsen,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH030,214530.0
2022,Niedersachsen,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH030,174180.0
2022,Niedersachsen,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH030,388715.0
2021,"Braunschweig, Stadt",männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03101,5045.0
2021,"Braunschweig, Stadt",weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03101,4670.0
2021,"Braunschweig, Stadt",insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03101,9715.0
2021,"Salzgitter, Stadt",männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03102,3815.0
2021,"Salzgitter, Stadt",weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03102,3025.0
2021,"Salzgitter, Stadt",insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03102,6840.0
2021,"Wolfsburg, Stadt",männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03103,5425.0
2021,"Wolfsburg, Stadt",weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03103,4370.0
2021,"Wolfsburg, Stadt",insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03103,9795.0
2021,Gifhorn,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03151,2885.0
2021,Gifhorn,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03151,2295.0
2021,Gifhorn,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03151,5180.0
2021,Goslar,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03153,2355.0
2021,Goslar,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03153,1925.0
2021,Goslar,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03153,4280.0
2021,Helmstedt,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03154,1765.0
2021,Helmstedt,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03154,1395.0
2021,Helmstedt,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03154,3155.0
2021,Northeim,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03155,1825.0
2021,Northeim,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03155,1605.0
2021,Northeim,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03155,3430.0
2021,Peine,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03157,2500.0
2021,Peine,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03157,1995.0
2021,Peine,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03157,4495.0
2021,Wolfenbüttel,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03158,1380.0
2021,Wolfenbüttel,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03158,1180.0
2021,Wolfenbüttel,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03158,2560.0
2021,Göttingen,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03159,5445.0
2021,Göttingen,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03159,5160.0
2021,Göttingen,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03159,10605.0
2021,Statistische Region Braunschweig,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH031,32435.0
2021,Statistische Region Braunschweig,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH031,27620.0
2021,Statistische Region Braunschweig,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH031,60055.0
2021,Region Hannover,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03241,36315.0
2021,Region Hannover,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03241,32110.0
2021,Region Hannover,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03241,68425.0
2021,Diepholz,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03251,5550.0
2021,Diepholz,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03251,4535.0
2021,Diepholz,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03251,10085.0
2021,Hameln-Pyrmont,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03252,3350.0
2021,Hameln-Pyrmont,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03252,2870.0
2021,Hameln-Pyrmont,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03252,6220.0
2021,Hildesheim,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03254,4915.0
2021,Hildesheim,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03254,4135.0
2021,Hildesheim,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03254,9050.0
2021,Holzminden,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03255,630.0
2021,Holzminden,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03255,550.0
2021,Holzminden,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03255,1175.0
2021,Nienburg (Weser),männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03256,2555.0
2021,Nienburg (Weser),weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03256,1780.0
2021,Nienburg (Weser),insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03256,4335.0
2021,Schaumburg,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03257,3250.0
2021,Schaumburg,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03257,2540.0
2021,Schaumburg,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03257,5785.0
2021,Statistische Region Hannover,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH032,56565.0
2021,Statistische Region Hannover,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH032,48515.0
2021,Statistische Region Hannover,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH032,105075.0
2021,Celle,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03351,3195.0
2021,Celle,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03351,2655.0
2021,Celle,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03351,5850.0
2021,Cuxhaven,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03352,3510.0
2021,Cuxhaven,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03352,2935.0
2021,Cuxhaven,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03352,6445.0
2021,Harburg,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03353,6590.0
2021,Harburg,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03353,5220.0
2021,Harburg,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03353,11810.0
2021,Lüchow-Dannenberg,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03354,795.0
2021,Lüchow-Dannenberg,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03354,640.0
2021,Lüchow-Dannenberg,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03354,1430.0
2021,Lüneburg,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03355,2435.0
2021,Lüneburg,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03355,1995.0
2021,Lüneburg,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03355,4430.0
2021,Osterholz,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03356,1345.0
2021,Osterholz,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03356,1180.0
2021,Osterholz,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03356,2525.0
2021,Rotenburg (Wümme),männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03357,3350.0
2021,Rotenburg (Wümme),weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03357,2510.0
2021,Rotenburg (Wümme),insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03357,5860.0
2021,Heidekreis,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03358,3600.0
2021,Heidekreis,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03358,2760.0
2021,Heidekreis,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03358,6360.0
2021,Stade,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03359,5535.0
2021,Stade,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03359,4220.0
2021,Stade,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03359,9755.0
2021,Uelzen,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03360,1370.0
2021,Uelzen,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03360,1160.0
2021,Uelzen,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03360,2530.0
2021,Verden,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03361,2375.0
2021,Verden,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03361,1940.0
2021,Verden,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03361,4315.0
2021,Statistische Region Lüneburg,männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH033,34100.0
2021,Statistische Region Lüneburg,weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH033,27210.0
2021,Statistische Region Lüneburg,insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH033,61315.0
2021,"Delmenhorst, Stadt",männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03401,3365.0
2021,"Delmenhorst, Stadt",weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03401,2960.0
2021,"Delmenhorst, Stadt",insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03401,6325.0
2021,"Emden, Stadt",männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03402,1465.0
2021,"Emden, Stadt",weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03402,1090.0
2021,"Emden, Stadt",insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03402,2555.0
2021,"Oldenburg (Oldb), Stadt",männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03403,3260.0
2021,"Oldenburg (Oldb), Stadt",weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03403,2930.0
2021,"Oldenburg (Oldb), Stadt",insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03403,6185.0
2021,"Osnabrück, Stadt",männlich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03404,5290.0
2021,"Osnabrück, Stadt",weiblich,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03404,4715.0
2021,"Osnabrück, Stadt",insgesamt,Aufenthaltsrecht nach FreizügG/EU,Anzahl,RH03404,10005.0
