Year,Gebietseinheit,Geschlecht,Aufenthaltsstatus,Units,GeoCode,Value
2021,Peine,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03157,1995
2021,Peine,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03157,4495
2021,Wolfenbüttel,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03158,1385
2021,Wolfenbüttel,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03158,1185
2021,Wolfenbüttel,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03158,2565
2021,Göttingen,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03159,5450
2021,Göttingen,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03159,5165
2021,Göttingen,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03159,10615
2021,Statistische Region Braunschweig,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH031,32485
2021,Statistische Region Braunschweig,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH031,27645
2021,Statistische Region Braunschweig,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH031,60130
2021,Hannover  Region,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03241,5060
2021,Hannover  Region,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03241,4675
2021,Hannover  Region,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03241,9730
2021,Diepholz,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03251,3825
2021,Diepholz,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03251,3030
2021,Diepholz,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03251,6855
2021,Hameln-Pyrmont,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03252,5425
2021,Hameln-Pyrmont,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03252,4370
2021,Hameln-Pyrmont,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03252,9800
2021,Hildesheim,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03254,2890
2021,Hildesheim,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03254,2300
2021,Hildesheim,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03254,5190
2021,Holzminden,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03255,2355
2021,Holzminden,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03255,1925
2021,Holzminden,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03255,4280
2021,Nienburg (Weser),männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03256,1770
2021,Nienburg (Weser),weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03256,1395
2021,Nienburg (Weser),insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03256,3160
2021,Schaumburg,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03257,1825
2021,Schaumburg,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03257,1605
2021,Schaumburg,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03257,3430
2021,Statistische Region Hannover,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH032,56665
2021,Statistische Region Hannover,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH032,48570
2021,Statistische Region Hannover,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH032,105230
2021,Celle,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03351,3195
2021,Celle,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03351,2655
2021,Celle,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03351,5855
2021,Cuxhaven,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03352,3510
2021,Cuxhaven,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03352,2935
2021,Cuxhaven,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03352,6445
2021,Harburg,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03353,6600
2021,Harburg,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03353,5230
2021,Harburg,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03353,11835
2021,Lüchow-Dannenberg,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03354,795
2021,Lüchow-Dannenberg,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03354,640
2021,Lüchow-Dannenberg,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03354,1430
2021,Lüneburg,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03355,2435
2021,Lüneburg,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03355,1995
2021,Lüneburg,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03355,4430
2021,Osterholz,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03356,1345
2021,Osterholz,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03356,1180
2021,Osterholz,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03356,2525
2021,Rotenburg (Wümme),männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03357,3355
2021,Rotenburg (Wümme),weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03357,2515
2021,Rotenburg (Wümme),insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03357,5865
2021,Heidekreis,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03358,3615
2021,Heidekreis,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03358,2760
2021,Heidekreis,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03358,6375
2021,Stade,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03359,5540
2021,Stade,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03359,4225
2021,Stade,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03359,9760
2021,Uelzen,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03360,1370
2021,Uelzen,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03360,1160
2021,Uelzen,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03360,2530
2021,Verden,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03361,2380
2021,Verden,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03361,1940
2021,Verden,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03361,4320
2021,Statistische Region Lüneburg,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH033,34135
2021,Statistische Region Lüneburg,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH033,27235
2021,Statistische Region Lüneburg,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH033,61375
2021,"Delmenhorst, Stadt",männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03401,3370
2021,"Delmenhorst, Stadt",weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03401,2960
2021,"Delmenhorst, Stadt",insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03401,6330
2021,Emden  Stadt,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03402,1465
2021,Emden  Stadt,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03402,1090
2021,Emden  Stadt,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03402,2555
2021,"Oldenburg(Oldb), Stadt",männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03403,3265
2021,"Oldenburg(Oldb), Stadt",weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03403,2930
2021,"Oldenburg(Oldb), Stadt",insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03403,6190
2021,"Osnabrück, Stadt",männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03404,5295
2021,"Osnabrück, Stadt",weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03404,4720
2021,"Osnabrück, Stadt",insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03404,10015
2021,"Wilhelmshaven, Stadt",männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03405,1650
2021,"Wilhelmshaven, Stadt",weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03405,1195
2021,"Wilhelmshaven, Stadt",insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03405,2845
2021,Ammerland,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03451,2010
2021,Ammerland,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03451,1655
2021,Ammerland,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03451,3670
2021,Aurich,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03452,2705
2021,Aurich,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03452,2420
2021,Aurich,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03452,5130
2021,Cloppenburg,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03453,8855
2021,Cloppenburg,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03453,6065
2021,Cloppenburg,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03453,14925
2021,Emsland,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03454,17540
2021,Emsland,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03454,11470
2021,Emsland,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03454,29005
2021,Friesland,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03455,985
2021,Friesland,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03455,805
2021,Friesland,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03455,1785
2021,Grafschaft Bentheim,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03456,9210
2021,Grafschaft Bentheim,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03456,7480
2021,Grafschaft Bentheim,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03456,16690
2021,Leer,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03457,4750
2021,Leer,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03457,3540
2021,Leer,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03457,8290
2021,Oldenburg,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03458,4720
2021,Oldenburg,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03458,3575
2021,Oldenburg,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03458,8295
2021,Osnabrück,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03459,12350
2021,Osnabrück,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03459,9355
2021,Osnabrück,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03459,21710
2021,Vechta,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03460,6560
2021,Vechta,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03460,5220
2021,Vechta,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03460,11785
2021,Wesermarsch,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03461,2020
2021,Wesermarsch,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03461,1425
2021,Wesermarsch,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03461,3445
2021,Wittmund,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03462,660
2021,Wittmund,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03462,670
2021,Wittmund,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03462,1335
2021,Statistische Region Weser-Ems,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH034,87425
2021,Statistische Region Weser-Ems,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH034,66580
2021,Statistische Region Weser-Ems,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH034,154010
2021,Niedersachsen,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH030,210710
2021,Niedersachsen,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH030,170035
2021,Niedersachsen,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH030,380745
2021,"Braunschweig, Stadt",männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03101,4965
2021,"Braunschweig, Stadt",weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03101,4640
2021,"Braunschweig, Stadt",insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03101,9600
2021,"Salzgitter, Stadt",männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03102,3715
2021,"Salzgitter, Stadt",weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03102,2855
2021,"Salzgitter, Stadt",insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03102,6570
2021,"Wolfsburg, Stadt",männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03103,5365
2021,"Wolfsburg, Stadt",weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03103,4415
2021,"Wolfsburg, Stadt",insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03103,9785
2021,Gifhorn,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03151,2780
2021,Gifhorn,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03151,2220
2021,Gifhorn,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03151,5000
2021,Goslar,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03153,2435
2021,Goslar,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03153,1915
2021,Goslar,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03153,4350
2021,Helmstedt,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03154,1720
2021,Helmstedt,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03154,1315
2021,Helmstedt,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03154,3035
2021,Northeim,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03155,1785
2021,Northeim,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03155,1580
2021,Northeim,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03155,3365
2021,Peine,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03157,2360
2021,Peine,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03157,1910
2021,Peine,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03157,4275
2021,Wolfenbüttel,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03158,1430
2021,Wolfenbüttel,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03158,1155
2021,Wolfenbüttel,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03158,2585
2021,Göttingen,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03159,5355
2021,Göttingen,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03159,5070
2021,Göttingen,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03159,10430
2021,Statistische Region Braunschweig,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH031,31915
2021,Statistische Region Braunschweig,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH031,27090
2021,Statistische Region Braunschweig,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH031,59005
2021,Hannover  Region,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03241,35410
2021,Hannover  Region,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03241,31115
2021,Hannover  Region,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03241,66525
2021,Diepholz,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03251,5125
2021,Diepholz,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03251,4130
2021,Diepholz,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03251,9255
2021,Hameln-Pyrmont,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03252,3260
2021,Hameln-Pyrmont,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03252,2780
2021,Hameln-Pyrmont,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03252,6040
2021,Hildesheim,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03254,4855
2021,Hildesheim,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03254,4120
2021,Hildesheim,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03254,8970
2021,Holzminden,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03255,590
2021,Holzminden,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03255,505
2021,Holzminden,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03255,1095
2021,Nienburg (Weser),männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03256,2460
2021,Nienburg (Weser),weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03256,1660
2021,Nienburg (Weser),insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03256,4120
2021,Schaumburg,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03257,3300
2021,Schaumburg,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03257,2460
2021,Schaumburg,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03257,5760
2021,Statistische Region Hannover,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH032,55005
2021,Statistische Region Hannover,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH032,46770
2021,Statistische Region Hannover,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH032,101780
2021,Celle,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03351,3100
2021,Celle,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03351,2505
2021,Celle,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03351,5610
2021,Cuxhaven,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03352,3500
2021,Cuxhaven,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03352,2965
2021,Cuxhaven,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03352,6460
2021,Harburg,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03353,5935
2021,Harburg,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03353,4630
2021,Harburg,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03353,10560
2021,Lüchow-Dannenberg,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03354,820
2021,Lüchow-Dannenberg,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03354,630
2021,Lüchow-Dannenberg,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03354,1450
2021,Lüneburg,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03355,2405
2021,Lüneburg,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03355,1965
2021,Lüneburg,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03355,4365
2021,Osterholz,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03356,1330
2021,Osterholz,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03356,1140
2021,Osterholz,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03356,2475
2021,Rotenburg (Wümme),männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03357,3230
2021,Rotenburg (Wümme),weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03357,2425
2021,Rotenburg (Wümme),insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03357,5660
2021,Heidekreis,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03358,3575
2021,Heidekreis,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03358,2655
2021,Heidekreis,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03358,6230
2021,Stade,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03359,5570
2021,Stade,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03359,4125
2021,Stade,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03359,9695
2021,Uelzen,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03360,1305
2021,Uelzen,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03360,1110
2021,Uelzen,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03360,2415
2021,Verden,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03361,2240
2021,Verden,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03361,1805
2021,Verden,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03361,4045
2021,Statistische Region Lüneburg,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH033,33010
2021,Statistische Region Lüneburg,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH033,25955
2021,Statistische Region Lüneburg,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH033,58965
2021,"Delmenhorst, Stadt",männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03401,3100
2021,"Delmenhorst, Stadt",weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03401,2695
2021,"Delmenhorst, Stadt",insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03401,5795
2021,Emden  Stadt,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03402,1575
2021,Emden  Stadt,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03402,1085
2021,Emden  Stadt,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03402,2655
2021,"Oldenburg(Oldb), Stadt",männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03403,3145
2021,"Oldenburg(Oldb), Stadt",weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03403,2720
2021,"Oldenburg(Oldb), Stadt",insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03403,5865
2021,"Osnabrück, Stadt",männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03404,5230
2021,"Osnabrück, Stadt",weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03404,4615
2021,"Osnabrück, Stadt",insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03404,9840
2021,"Wilhelmshaven, Stadt",männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03405,1550
2021,"Wilhelmshaven, Stadt",weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03405,1120
2021,"Wilhelmshaven, Stadt",insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03405,2670
2021,Ammerland,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03451,2175
2021,Ammerland,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03451,1700
2021,Ammerland,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03451,3875
2021,Aurich,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03452,2715
2021,Aurich,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03452,2435
2021,Aurich,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03452,5155
2021,Cloppenburg,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03453,7760
2021,Cloppenburg,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03453,5275
2021,Cloppenburg,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03453,13035
2021,Emsland,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03454,17175
2021,Emsland,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03454,11015
2021,Emsland,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03454,28195
2021,Friesland,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03455,945
2021,Friesland,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03455,765
2021,Friesland,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03455,1710
2021,Grafschaft Bentheim,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03456,8995
2021,Grafschaft Bentheim,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03456,7275
2021,Grafschaft Bentheim,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03456,16270
2021,Leer,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03457,4665
2021,Leer,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03457,3480
2021,Leer,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03457,8145
2021,Oldenburg,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03458,4535
2021,Oldenburg,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03458,3455
2021,Oldenburg,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03458,7985
2021,Osnabrück,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03459,11990
2021,Osnabrück,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03459,9005
2021,Osnabrück,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03459,21000
2021,Vechta,männlich,kein Aufenthaltstitel erforderlich,Anzahl,RH03460,6390
2021,Vechta,weiblich,kein Aufenthaltstitel erforderlich,Anzahl,RH03460,4995
2021,Vechta,insgesamt,kein Aufenthaltstitel erforderlich,Anzahl,RH03460,11390
