Year,Gebietseinheit,Geschlecht,Units,GeoCode,Value
2021,Region Hannover,Männer,Anzahl,K03241,42586
2021,"dav. Hannover, Lhst.",Männer,Anzahl,K03241001,24883
2021,"dav. Hannover, Umland",Männer,Anzahl,K03241999,17703
2021,Diepholz,Männer,Anzahl,K03251,5209
2021,Hameln-Pyrmont,Männer,Anzahl,K03252,2805
2021,Hildesheim,Männer,Anzahl,K03254,4686
2021,Holzminden,Männer,Anzahl,K03255,1073
2021,Nienburg (Weser),Männer,Anzahl,K03256,3172
2021,Schaumburg,Männer,Anzahl,K03257,2785
2021,Statistische Region Hannover,Männer,Anzahl,K032,62316
2021,Celle,Männer,Anzahl,K03351,2884
2021,Cuxhaven,Männer,Anzahl,K03352,3496
2021,Harburg,Männer,Anzahl,K03353,7585
2021,Lüchow-Dannenberg,Männer,Anzahl,K03354,525
2021,Lüneburg,Männer,Anzahl,K03355,2708
2021,Osterholz,Männer,Anzahl,K03356,1498
2021,Rotenburg (Wümme),Männer,Anzahl,K03357,3027
2021,Heidekreis,Männer,Anzahl,K03358,3048
2021,Stade,Männer,Anzahl,K03359,4329
2021,Uelzen,Männer,Anzahl,K03360,1198
2021,Verden,Männer,Anzahl,K03361,4819
2021,Statistische Region Lüneburg,Männer,Anzahl,K033,35117
2021,"Delmenhorst, Stadt",Männer,Anzahl,K03401,1633
2021,"Emden, Stadt",Männer,Anzahl,K03402,1437
2021,"Oldenburg (Oldb), Stadt",Männer,Anzahl,K03403,4218
2021,"Osnabrück, Stadt",Männer,Anzahl,K03404,5575
2021,"Wilhelmshaven, Stadt",Männer,Anzahl,K03405,1473
2021,Ammerland,Männer,Anzahl,K03451,3176
2021,Aurich,Männer,Anzahl,K03452,2843
2021,Cloppenburg,Männer,Anzahl,K03453,8926
2021,Emsland,Männer,Anzahl,K03454,12180
2021,Friesland,Männer,Anzahl,K03455,1095
2021,Grafschaft Bentheim,Männer,Anzahl,K03456,4355
2021,Leer,Männer,Anzahl,K03457,2859
2021,Oldenburg,Männer,Anzahl,K03458,3798
2021,Osnabrück,Männer,Anzahl,K03459,10974
2021,Vechta,Männer,Anzahl,K03460,8210
2021,Wesermarsch,Männer,Anzahl,K03461,2134
2021,Wittmund,Männer,Anzahl,K03462,572
2021,Statistische Region Weser-Ems,Männer,Anzahl,K034,75458
2021,Niedersachsen,Männer,Anzahl,K030,210539
2021,"Braunschweig, Stadt",Frauen,Anzahl,K03101,4935
2021,"Salzgitter, Stadt",Frauen,Anzahl,K03102,1194
2021,"Wolfsburg, Stadt",Frauen,Anzahl,K03103,3350
2021,Gifhorn,Frauen,Anzahl,K03151,1187
2021,Goslar,Frauen,Anzahl,K03153,1258
2021,Helmstedt,Frauen,Anzahl,K03154,606
2021,Northeim,Frauen,Anzahl,K03155,977
2021,Peine,Frauen,Anzahl,K03157,1044
2021,Wolfenbüttel,Frauen,Anzahl,K03158,629
2021,Göttingen,Frauen,Anzahl,K03159,4210
2021,Statistische Region Braunschweig,Frauen,Anzahl,K031,19390
2021,Region Hannover,Frauen,Anzahl,K03241,25204
2021,"dav. Hannover, Lhst.",Frauen,Anzahl,K03241001,16658
2021,"dav. Hannover, Umland",Frauen,Anzahl,K03241999,8546
2021,Diepholz,Frauen,Anzahl,K03251,2368
2021,Hameln-Pyrmont,Frauen,Anzahl,K03252,1732
2021,Hildesheim,Frauen,Anzahl,K03254,2471
2021,Holzminden,Frauen,Anzahl,K03255,537
2021,Nienburg (Weser),Frauen,Anzahl,K03256,1517
2021,Schaumburg,Frauen,Anzahl,K03257,1560
2021,Statistische Region Hannover,Frauen,Anzahl,K032,35389
2021,Celle,Frauen,Anzahl,K03351,1619
2021,Cuxhaven,Frauen,Anzahl,K03352,1672
2021,Harburg,Frauen,Anzahl,K03353,2787
2021,Lüchow-Dannenberg,Frauen,Anzahl,K03354,318
2021,Lüneburg,Frauen,Anzahl,K03355,1389
2021,Osterholz,Frauen,Anzahl,K03356,735
2021,Rotenburg (Wümme),Frauen,Anzahl,K03357,1550
2021,Heidekreis,Frauen,Anzahl,K03358,1573
2021,Stade,Frauen,Anzahl,K03359,1935
2021,Uelzen,Frauen,Anzahl,K03360,739
2021,Verden,Frauen,Anzahl,K03361,1899
2021,Statistische Region Lüneburg,Frauen,Anzahl,K033,16216
2021,"Delmenhorst, Stadt",Frauen,Anzahl,K03401,937
2021,"Emden, Stadt",Frauen,Anzahl,K03402,528
2021,"Oldenburg (Oldb), Stadt",Frauen,Anzahl,K03403,2580
2021,"Osnabrück, Stadt",Frauen,Anzahl,K03404,4283
2021,"Wilhelmshaven, Stadt",Frauen,Anzahl,K03405,650
2021,Ammerland,Frauen,Anzahl,K03451,1498
2021,Aurich,Frauen,Anzahl,K03452,1582
2021,Cloppenburg,Frauen,Anzahl,K03453,3839
2021,Emsland,Frauen,Anzahl,K03454,4737
2021,Friesland,Frauen,Anzahl,K03455,582
2021,Grafschaft Bentheim,Frauen,Anzahl,K03456,1940
2021,Leer,Frauen,Anzahl,K03457,1216
2021,Oldenburg,Frauen,Anzahl,K03458,2181
2021,Osnabrück,Frauen,Anzahl,K03459,5042
2021,Vechta,Frauen,Anzahl,K03460,3890
2021,Wesermarsch,Frauen,Anzahl,K03461,570
2021,Wittmund,Frauen,Anzahl,K03462,426
2021,Statistische Region Weser-Ems,Frauen,Anzahl,K034,36481
2021,Niedersachsen,Frauen,Anzahl,K030,107476
2020,"Braunschweig, Stadt",Insgesamt,Anzahl,K03101,11541
2020,"Salzgitter, Stadt",Insgesamt,Anzahl,K03102,4878
2020,"Wolfsburg, Stadt",Insgesamt,Anzahl,K03103,10661
2020,Gifhorn,Insgesamt,Anzahl,K03151,3257
2020,Goslar,Insgesamt,Anzahl,K03153,3225
2020,Helmstedt,Insgesamt,Anzahl,K03154,1701
2020,Northeim,Insgesamt,Anzahl,K03155,3416
2020,Peine,Insgesamt,Anzahl,K03157,3368
2020,Wolfenbüttel,Insgesamt,Anzahl,K03158,1586
2020,Göttingen,Insgesamt,Anzahl,K03159,9833
2020,Statistische Region Braunschweig,Insgesamt,Anzahl,K031,53466
2020,Region Hannover,Insgesamt,Anzahl,K03241,62632
2020,"dav. Hannover, Lhst.",Insgesamt,Anzahl,K03241001,38815
2020,"dav. Hannover, Umland",Insgesamt,Anzahl,K03241999,23817
2020,Diepholz,Insgesamt,Anzahl,K03251,6594
2020,Hameln-Pyrmont,Insgesamt,Anzahl,K03252,4124
2020,Hildesheim,Insgesamt,Anzahl,K03254,6461
2020,Holzminden,Insgesamt,Anzahl,K03255,1484
2020,Nienburg (Weser),Insgesamt,Anzahl,K03256,4349
2020,Schaumburg,Insgesamt,Anzahl,K03257,3862
2020,Statistische Region Hannover,Insgesamt,Anzahl,K032,89506
2020,Celle,Insgesamt,Anzahl,K03351,4092
2020,Cuxhaven,Insgesamt,Anzahl,K03352,4388
2020,Harburg,Insgesamt,Anzahl,K03353,9737
2020,Lüchow-Dannenberg,Insgesamt,Anzahl,K03354,750
2020,Lüneburg,Insgesamt,Anzahl,K03355,3926
2020,Osterholz,Insgesamt,Anzahl,K03356,2020
2020,Rotenburg (Wümme),Insgesamt,Anzahl,K03357,4630
2020,Heidekreis,Insgesamt,Anzahl,K03358,4303
2020,Stade,Insgesamt,Anzahl,K03359,5874
2020,Uelzen,Insgesamt,Anzahl,K03360,1682
2020,Verden,Insgesamt,Anzahl,K03361,5629
2020,Statistische Region Lüneburg,Insgesamt,Anzahl,K033,47031
2020,"Delmenhorst, Stadt",Insgesamt,Anzahl,K03401,1864
2020,"Emden, Stadt",Insgesamt,Anzahl,K03402,1823
2020,"Oldenburg (Oldb), Stadt",Insgesamt,Anzahl,K03403,6162
2020,"Osnabrück, Stadt",Insgesamt,Anzahl,K03404,8847
2020,"Wilhelmshaven, Stadt",Insgesamt,Anzahl,K03405,1855
2020,Ammerland,Insgesamt,Anzahl,K03451,4153
2020,Aurich,Insgesamt,Anzahl,K03452,4164
2020,Cloppenburg,Insgesamt,Anzahl,K03453,10632
2020,Emsland,Insgesamt,Anzahl,K03454,14967
2020,Friesland,Insgesamt,Anzahl,K03455,1524
2020,Grafschaft Bentheim,Insgesamt,Anzahl,K03456,5790
2020,Leer,Insgesamt,Anzahl,K03457,3766
2020,Oldenburg,Insgesamt,Anzahl,K03458,3842
2020,Osnabrück,Insgesamt,Anzahl,K03459,17707
2020,Vechta,Insgesamt,Anzahl,K03460,11205
2020,Wesermarsch,Insgesamt,Anzahl,K03461,2505
2020,Wittmund,Insgesamt,Anzahl,K03462,924
2020,Statistische Region Weser-Ems,Insgesamt,Anzahl,K034,101730
2020,Niedersachsen,Insgesamt,Anzahl,K030,291733
2020,"Braunschweig, Stadt",Männer,Anzahl,K03101,6997
2020,"Salzgitter, Stadt",Männer,Anzahl,K03102,3738
2020,"Wolfsburg, Stadt",Männer,Anzahl,K03103,7333
2020,Gifhorn,Männer,Anzahl,K03151,2169
2020,Goslar,Männer,Anzahl,K03153,2090
2020,Helmstedt,Männer,Anzahl,K03154,1149
2020,Northeim,Männer,Anzahl,K03155,2534
2020,Peine,Männer,Anzahl,K03157,2434
2020,Wolfenbüttel,Männer,Anzahl,K03158,1010
2020,Göttingen,Männer,Anzahl,K03159,6074
2020,Statistische Region Braunschweig,Männer,Anzahl,K031,35528
2020,Region Hannover,Männer,Anzahl,K03241,38889
2020,"dav. Hannover, Lhst.",Männer,Anzahl,K03241001,22979
2020,"dav. Hannover, Umland",Männer,Anzahl,K03241999,15910
2020,Diepholz,Männer,Anzahl,K03251,4544
2020,Hameln-Pyrmont,Männer,Anzahl,K03252,2541
2020,Hildesheim,Männer,Anzahl,K03254,4211
2020,Holzminden,Männer,Anzahl,K03255,998
2020,Nienburg (Weser),Männer,Anzahl,K03256,3022
2020,Schaumburg,Männer,Anzahl,K03257,2539
2020,Statistische Region Hannover,Männer,Anzahl,K032,56744
2020,Celle,Männer,Anzahl,K03351,2631
2020,Cuxhaven,Männer,Anzahl,K03352,2924
2020,Harburg,Männer,Anzahl,K03353,7051
2020,Lüchow-Dannenberg,Männer,Anzahl,K03354,456
2020,Lüneburg,Männer,Anzahl,K03355,2530
2020,Osterholz,Männer,Anzahl,K03356,1391
2020,Rotenburg (Wümme),Männer,Anzahl,K03357,3136
2020,Heidekreis,Männer,Anzahl,K03358,2824
2020,Stade,Männer,Anzahl,K03359,4173
2020,Uelzen,Männer,Anzahl,K03360,1035
2020,Verden,Männer,Anzahl,K03361,3944
2020,Statistische Region Lüneburg,Männer,Anzahl,K033,32095
2020,"Delmenhorst, Stadt",Männer,Anzahl,K03401,1219
2020,"Emden, Stadt",Männer,Anzahl,K03402,1350
2020,"Oldenburg (Oldb), Stadt",Männer,Anzahl,K03403,3917
2020,"Osnabrück, Stadt",Männer,Anzahl,K03404,4934
2020,"Wilhelmshaven, Stadt",Männer,Anzahl,K03405,1310
2020,Ammerland,Männer,Anzahl,K03451,2852
2020,Aurich,Männer,Anzahl,K03452,2658
2020,Cloppenburg,Männer,Anzahl,K03453,7314
2020,Emsland,Männer,Anzahl,K03454,10881
2020,Friesland,Männer,Anzahl,K03455,982
2020,Grafschaft Bentheim,Männer,Anzahl,K03456,3984
2020,Leer,Männer,Anzahl,K03457,2684
2020,Oldenburg,Männer,Anzahl,K03458,2708
2020,Osnabrück,Männer,Anzahl,K03459,11697
2020,Vechta,Männer,Anzahl,K03460,7462
2020,Wesermarsch,Männer,Anzahl,K03461,1989
2020,Wittmund,Männer,Anzahl,K03462,546
2020,Statistische Region Weser-Ems,Männer,Anzahl,K034,68487
2020,Niedersachsen,Männer,Anzahl,K030,192854
2020,"Braunschweig, Stadt",Frauen,Anzahl,K03101,4544
2020,"Salzgitter, Stadt",Frauen,Anzahl,K03102,1140
2020,"Wolfsburg, Stadt",Frauen,Anzahl,K03103,3328
2020,Gifhorn,Frauen,Anzahl,K03151,1088
2020,Goslar,Frauen,Anzahl,K03153,1135
2020,Helmstedt,Frauen,Anzahl,K03154,552
2020,Northeim,Frauen,Anzahl,K03155,882
2020,Peine,Frauen,Anzahl,K03157,934
2020,Wolfenbüttel,Frauen,Anzahl,K03158,576
2020,Göttingen,Frauen,Anzahl,K03159,3759
2020,Statistische Region Braunschweig,Frauen,Anzahl,K031,17938
2020,Region Hannover,Frauen,Anzahl,K03241,23743
2020,"dav. Hannover, Lhst.",Frauen,Anzahl,K03241001,15836
2020,"dav. Hannover, Umland",Frauen,Anzahl,K03241999,7907
2020,Diepholz,Frauen,Anzahl,K03251,2050
2020,Hameln-Pyrmont,Frauen,Anzahl,K03252,1583
2020,Hildesheim,Frauen,Anzahl,K03254,2250
2020,Holzminden,Frauen,Anzahl,K03255,486
2020,Nienburg (Weser),Frauen,Anzahl,K03256,1327
2020,Schaumburg,Frauen,Anzahl,K03257,1323
2020,Statistische Region Hannover,Frauen,Anzahl,K032,32762
2020,Celle,Frauen,Anzahl,K03351,1461
2020,Cuxhaven,Frauen,Anzahl,K03352,1464
2020,Harburg,Frauen,Anzahl,K03353,2686
2020,Lüchow-Dannenberg,Frauen,Anzahl,K03354,294
2020,Lüneburg,Frauen,Anzahl,K03355,1396
2020,Osterholz,Frauen,Anzahl,K03356,629
2020,Rotenburg (Wümme),Frauen,Anzahl,K03357,1494
2020,Heidekreis,Frauen,Anzahl,K03358,1479
2020,Stade,Frauen,Anzahl,K03359,1701
2020,Uelzen,Frauen,Anzahl,K03360,647
2020,Verden,Frauen,Anzahl,K03361,1685
2020,Statistische Region Lüneburg,Frauen,Anzahl,K033,14936
2020,"Delmenhorst, Stadt",Frauen,Anzahl,K03401,645
2020,"Emden, Stadt",Frauen,Anzahl,K03402,473
2020,"Oldenburg (Oldb), Stadt",Frauen,Anzahl,K03403,2245
2020,"Osnabrück, Stadt",Frauen,Anzahl,K03404,3913
2020,"Wilhelmshaven, Stadt",Frauen,Anzahl,K03405,545
2020,Ammerland,Frauen,Anzahl,K03451,1301
2020,Aurich,Frauen,Anzahl,K03452,1506
2020,Cloppenburg,Frauen,Anzahl,K03453,3318
2020,Emsland,Frauen,Anzahl,K03454,4086
2020,Friesland,Frauen,Anzahl,K03455,542
2020,Grafschaft Bentheim,Frauen,Anzahl,K03456,1806
2020,Leer,Frauen,Anzahl,K03457,1082
2020,Oldenburg,Frauen,Anzahl,K03458,1134
2020,Osnabrück,Frauen,Anzahl,K03459,6010
2020,Vechta,Frauen,Anzahl,K03460,3743
2020,Wesermarsch,Frauen,Anzahl,K03461,516
2020,Wittmund,Frauen,Anzahl,K03462,378
2020,Statistische Region Weser-Ems,Frauen,Anzahl,K034,33243
