Year,Gebietseinheit,Nationalität,Units,GeoCode,Value
2010,dav. Hannover  Lhst.,Insgesamt,Empfängerinnen und Empfänger,,80678
2010,dav. Hannover  Umland,Insgesamt,Empfängerinnen und Empfänger,,52945
2010,Diepholz,Insgesamt,Empfängerinnen und Empfänger,,14893
2010,Hameln-Pyrmont,Insgesamt,Empfängerinnen und Empfänger,,15887
2010,Hildesheim,Insgesamt,Empfängerinnen und Empfänger,,28309
2010,Holzminden,Insgesamt,Empfängerinnen und Empfänger,,7397
2010,Nienburg (Weser),Insgesamt,Empfängerinnen und Empfänger,,10946
2010,Schaumburg,Insgesamt,Empfängerinnen und Empfänger,,14941
2010,Statistische Region Hannover,Insgesamt,Empfängerinnen und Empfänger,,225996
2010,Celle,Insgesamt,Empfängerinnen und Empfänger,,19029
2010,Cuxhaven,Insgesamt,Empfängerinnen und Empfänger,,16591
2010,Harburg,Insgesamt,Empfängerinnen und Empfänger,,14916
2010,Lüchow-Dannenberg,Insgesamt,Empfängerinnen und Empfänger,,5198
2010,Lüneburg,Insgesamt,Empfängerinnen und Empfänger,,16972
2010,Osterholz,Insgesamt,Empfängerinnen und Empfänger,,6692
2010,Rotenburg (Wümme),Insgesamt,Empfängerinnen und Empfänger,,11225
2010,Heidekreis,Insgesamt,Empfängerinnen und Empfänger,,11239
2010,Stade,Insgesamt,Empfängerinnen und Empfänger,,16854
2010,Uelzen,Insgesamt,Empfängerinnen und Empfänger,,8061
2010,Verden,Insgesamt,Empfängerinnen und Empfänger,,10803
2010,Statistische Region Lüneburg,Insgesamt,Empfängerinnen und Empfänger,,137580
2010,Delmenhorst  Stadt,Insgesamt,Empfängerinnen und Empfänger,,12436
2010,Emden  Stadt,Insgesamt,Empfängerinnen und Empfänger,,6825
2010,Oldenburg(Oldb)  Stadt,Insgesamt,Empfängerinnen und Empfänger,,19959
2010,Osnabrück  Stadt,Insgesamt,Empfängerinnen und Empfänger,,19835
2010,Wilhelmshaven  Stadt,Insgesamt,Empfängerinnen und Empfänger,,13021
2010,Ammerland,Insgesamt,Empfängerinnen und Empfänger,,7760
2010,Aurich,Insgesamt,Empfängerinnen und Empfänger,,17958
2010,Cloppenburg,Insgesamt,Empfängerinnen und Empfänger,,11140
2010,Emsland,Insgesamt,Empfängerinnen und Empfänger,,15781
2010,Friesland,Insgesamt,Empfängerinnen und Empfänger,,7903
2010,Grafschaft Bentheim,Insgesamt,Empfängerinnen und Empfänger,,8139
2010,Leer,Insgesamt,Empfängerinnen und Empfänger,,12991
2010,Oldenburg,Insgesamt,Empfängerinnen und Empfänger,,8204
2010,Osnabrück,Insgesamt,Empfängerinnen und Empfänger,,22357
2010,Vechta,Insgesamt,Empfängerinnen und Empfänger,,7285
2010,Wesermarsch,Insgesamt,Empfängerinnen und Empfänger,,9348
2010,Wittmund,Insgesamt,Empfängerinnen und Empfänger,,5102
2010,Statistische Region Weser-Ems,Insgesamt,Empfängerinnen und Empfänger,,206044
2010,Niedersachsen,Insgesamt,Empfängerinnen und Empfänger,,727081
2019,Braunschweig  Stadt,Deutsche,Empfängerinnen und Empfänger,K03101,15270
2019,Salzgitter  Stadt,Deutsche,Empfängerinnen und Empfänger,K03102,7962
2019,Wolfsburg  Stadt,Deutsche,Empfängerinnen und Empfänger,K03103,5426
2019,Gifhorn,Deutsche,Empfängerinnen und Empfänger,K03151,6814
2019,Goslar,Deutsche,Empfängerinnen und Empfänger,K03153,9906
2019,Helmstedt,Deutsche,Empfängerinnen und Empfänger,K03154,5573
2019,Northeim,Deutsche,Empfängerinnen und Empfänger,K03155,7350
2019,Peine,Deutsche,Empfängerinnen und Empfänger,K03157,7320
2019,Wolfenbüttel,Deutsche,Empfängerinnen und Empfänger,K03158,6238
2019,Göttingen,Deutsche,Empfängerinnen und Empfänger,K03159,17778
2019,Statistische Region Braunschweig,Deutsche,Empfängerinnen und Empfänger,K031,89637
2019,Hannover  Region,Deutsche,Empfängerinnen und Empfänger,K03241,76107
2019,dav. Hannover  Lhst.,Deutsche,Empfängerinnen und Empfänger,K03241001,44632
2019,dav. Hannover  Umland,Deutsche,Empfängerinnen und Empfänger,K03241999,31475
2019,Diepholz,Deutsche,Empfängerinnen und Empfänger,K03251,8972
2019,Hameln-Pyrmont,Deutsche,Empfängerinnen und Empfänger,K03252,9581
2019,Hildesheim,Deutsche,Empfängerinnen und Empfänger,K03254,16477
2019,Holzminden,Deutsche,Empfängerinnen und Empfänger,K03255,4652
2019,Nienburg (Weser),Deutsche,Empfängerinnen und Empfänger,K03256,7048
2019,Schaumburg,Deutsche,Empfängerinnen und Empfänger,K03257,8336
2019,Statistische Region Hannover,Deutsche,Empfängerinnen und Empfänger,K032,131173
2019,Celle,Deutsche,Empfängerinnen und Empfänger,K03351,12259
2019,Cuxhaven,Deutsche,Empfängerinnen und Empfänger,K03352,10081
2019,Harburg,Deutsche,Empfängerinnen und Empfänger,K03353,9082
2019,Lüchow-Dannenberg,Deutsche,Empfängerinnen und Empfänger,K03354,3643
2019,Lüneburg,Deutsche,Empfängerinnen und Empfänger,K03355,10172
2019,Osterholz,Deutsche,Empfängerinnen und Empfänger,K03356,3680
2019,Rotenburg (Wümme),Deutsche,Empfängerinnen und Empfänger,K03357,6333
2019,Heidekreis,Deutsche,Empfängerinnen und Empfänger,K03358,7872
2019,Stade,Deutsche,Empfängerinnen und Empfänger,K03359,10749
2019,Uelzen,Deutsche,Empfängerinnen und Empfänger,K03360,4876
2019,Verden,Deutsche,Empfängerinnen und Empfänger,K03361,5666
2019,Statistische Region Lüneburg,Deutsche,Empfängerinnen und Empfänger,K033,84413
2019,Delmenhorst  Stadt,Deutsche,Empfängerinnen und Empfänger,K03401,7101
2019,Emden  Stadt,Deutsche,Empfängerinnen und Empfänger,K03402,4838
2019,Oldenburg(Oldb)  Stadt,Deutsche,Empfängerinnen und Empfänger,K03403,12741
2019,Osnabrück  Stadt,Deutsche,Empfängerinnen und Empfänger,K03404,11356
2019,Wilhelmshaven  Stadt,Deutsche,Empfängerinnen und Empfänger,K03405,8733
2019,Ammerland,Deutsche,Empfängerinnen und Empfänger,K03451,4792
2019,Aurich,Deutsche,Empfängerinnen und Empfänger,K03452,12424
2019,Cloppenburg,Deutsche,Empfängerinnen und Empfänger,K03453,6857
2019,Emsland,Deutsche,Empfängerinnen und Empfänger,K03454,11281
2019,Friesland,Deutsche,Empfängerinnen und Empfänger,K03455,4463
2019,Grafschaft Bentheim,Deutsche,Empfängerinnen und Empfänger,K03456,4973
2019,Leer,Deutsche,Empfängerinnen und Empfänger,K03457,8043
2019,Oldenburg,Deutsche,Empfängerinnen und Empfänger,K03458,4518
