Year,Gebietseinheit,Nationalität,Units,GeoCode,Value
2011,Aurich,Deutsche,Anzahl,K03452,183.0
2011,Cloppenburg,Deutsche,Anzahl,K03453,116.0
2011,Emsland,Deutsche,Anzahl,K03454,152.0
2011,Friesland,Deutsche,Anzahl,K03455,39.0
2011,Grafschaft Bentheim,Deutsche,Anzahl,K03456,87.0
2011,Leer,Deutsche,Anzahl,K03457,151.0
2011,Oldenburg,Deutsche,Anzahl,K03458,66.0
2011,Osnabrück,Deutsche,Anzahl,K03459,142.0
2011,Vechta,Deutsche,Anzahl,K03460,80.0
2011,Wesermarsch,Deutsche,Anzahl,K03461,40.0
2011,Wittmund,Deutsche,Anzahl,K03462,49.0
2011,Statistische Region Weser-Ems,Deutsche,Anzahl,K034,1463.0
2011,Niedersachsen,Deutsche,Anzahl,K030,4288.0
2011,Braunschweig  Stadt,Ausländerinnen und Ausländer,Anzahl,K03101,17.0
2011,Salzgitter  Stadt,Ausländerinnen und Ausländer,Anzahl,K03102,7.0
2011,Wolfsburg  Stadt,Ausländerinnen und Ausländer,Anzahl,K03103,7.0
2011,Gifhorn,Ausländerinnen und Ausländer,Anzahl,K03151,25.0
2011,Goslar,Ausländerinnen und Ausländer,Anzahl,K03153,13.0
2011,Helmstedt,Ausländerinnen und Ausländer,Anzahl,K03154,3.0
2011,Northeim,Ausländerinnen und Ausländer,Anzahl,K03155,13.0
2011,Peine,Ausländerinnen und Ausländer,Anzahl,K03157,12.0
2011,Wolfenbüttel,Ausländerinnen und Ausländer,Anzahl,K03158,6.0
2011,Göttingen,Ausländerinnen und Ausländer,Anzahl,K03159,37.0
2011,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Anzahl,K031,140.0
2011,Hannover  Region,Ausländerinnen und Ausländer,Anzahl,K03241,187.0
2011,dav. Hannover  Lhst.,Ausländerinnen und Ausländer,Anzahl,K03241001,121.0
2011,dav. Hannover  Umland,Ausländerinnen und Ausländer,Anzahl,K03241999,66.0
2011,Diepholz,Ausländerinnen und Ausländer,Anzahl,K03251,10.0
2011,Hameln-Pyrmont,Ausländerinnen und Ausländer,Anzahl,K03252,19.0
2011,Hildesheim,Ausländerinnen und Ausländer,Anzahl,K03254,32.0
2011,Holzminden,Ausländerinnen und Ausländer,Anzahl,K03255,2.0
2011,Nienburg (Weser),Ausländerinnen und Ausländer,Anzahl,K03256,17.0
2011,Schaumburg,Ausländerinnen und Ausländer,Anzahl,K03257,15.0
2011,Statistische Region Hannover,Ausländerinnen und Ausländer,Anzahl,K032,282.0
2011,Celle,Ausländerinnen und Ausländer,Anzahl,K03351,10.0
2011,Cuxhaven,Ausländerinnen und Ausländer,Anzahl,K03352,16.0
2011,Harburg,Ausländerinnen und Ausländer,Anzahl,K03353,20.0
2011,Lüchow-Dannenberg,Ausländerinnen und Ausländer,Anzahl,K03354,2.0
2011,Lüneburg,Ausländerinnen und Ausländer,Anzahl,K03355,4.0
2011,Osterholz,Ausländerinnen und Ausländer,Anzahl,K03356,8.0
2011,Rotenburg (Wümme),Ausländerinnen und Ausländer,Anzahl,K03357,13.0
2011,Heidekreis,Ausländerinnen und Ausländer,Anzahl,K03358,10.0
2011,Stade,Ausländerinnen und Ausländer,Anzahl,K03359,15.0
2011,Uelzen,Ausländerinnen und Ausländer,Anzahl,K03360,1.0
2011,Verden,Ausländerinnen und Ausländer,Anzahl,K03361,18.0
2011,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Anzahl,K033,117.0
2011,Delmenhorst  Stadt,Ausländerinnen und Ausländer,Anzahl,K03401,28.0
2011,Emden  Stadt,Ausländerinnen und Ausländer,Anzahl,K03402,4.0
2011,Oldenburg(Oldb)  Stadt,Ausländerinnen und Ausländer,Anzahl,K03403,8.0
2011,Osnabrück  Stadt,Ausländerinnen und Ausländer,Anzahl,K03404,32.0
2011,Wilhelmshaven  Stadt,Ausländerinnen und Ausländer,Anzahl,K03405,8.0
2011,Ammerland,Ausländerinnen und Ausländer,Anzahl,K03451,6.0
2011,Aurich,Ausländerinnen und Ausländer,Anzahl,K03452,10.0
2011,Cloppenburg,Ausländerinnen und Ausländer,Anzahl,K03453,14.0
2011,Emsland,Ausländerinnen und Ausländer,Anzahl,K03454,19.0
2011,Friesland,Ausländerinnen und Ausländer,Anzahl,K03455,5.0
2011,Grafschaft Bentheim,Ausländerinnen und Ausländer,Anzahl,K03456,21.0
2011,Leer,Ausländerinnen und Ausländer,Anzahl,K03457,16.0
2011,Oldenburg,Ausländerinnen und Ausländer,Anzahl,K03458,8.0
2011,Osnabrück,Ausländerinnen und Ausländer,Anzahl,K03459,42.0
2011,Vechta,Ausländerinnen und Ausländer,Anzahl,K03460,28.0
2011,Wesermarsch,Ausländerinnen und Ausländer,Anzahl,K03461,7.0
2011,Wittmund,Ausländerinnen und Ausländer,Anzahl,K03462,2.0
2011,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Anzahl,K034,258.0
2011,Niedersachsen,Ausländerinnen und Ausländer,Anzahl,K030,797.0
2012,Braunschweig  Stadt,Deutsche,Anzahl,K03101,144.0
2012,Salzgitter  Stadt,Deutsche,Anzahl,K03102,33.0
2012,Wolfsburg  Stadt,Deutsche,Anzahl,K03103,49.0
2012,Gifhorn,Deutsche,Anzahl,K03151,82.0
2012,Goslar,Deutsche,Anzahl,K03153,79.0
2012,Helmstedt,Deutsche,Anzahl,K03154,49.0
2012,Northeim,Deutsche,Anzahl,K03155,79.0
2012,Peine,Deutsche,Anzahl,K03157,51.0
2012,Wolfenbüttel,Deutsche,Anzahl,K03158,44.0
2012,Göttingen,Deutsche,Anzahl,K03159,129.0
2012,Statistische Region Braunschweig,Deutsche,Anzahl,K031,739.0
2012,Hannover  Region,Deutsche,Anzahl,K03241,451.0
2012,dav. Hannover  Lhst.,Deutsche,Anzahl,K03241001,220.0
2012,dav. Hannover  Umland,Deutsche,Anzahl,K03241999,231.0
2012,Diepholz,Deutsche,Anzahl,K03251,81.0
2012,Hameln-Pyrmont,Deutsche,Anzahl,K03252,88.0
2012,Hildesheim,Deutsche,Anzahl,K03254,145.0
2012,Holzminden,Deutsche,Anzahl,K03255,37.0
2012,Nienburg (Weser),Deutsche,Anzahl,K03256,62.0
2012,Schaumburg,Deutsche,Anzahl,K03257,64.0
2012,Statistische Region Hannover,Deutsche,Anzahl,K032,928.0
2012,Celle,Deutsche,Anzahl,K03351,126.0
2012,Cuxhaven,Deutsche,Anzahl,K03352,156.0
2012,Harburg,Deutsche,Anzahl,K03353,90.0
2012,Lüchow-Dannenberg,Deutsche,Anzahl,K03354,29.0
2012,Lüneburg,Deutsche,Anzahl,K03355,84.0
2012,Osterholz,Deutsche,Anzahl,K03356,44.0
2012,Rotenburg (Wümme),Deutsche,Anzahl,K03357,82.0
2012,Heidekreis,Deutsche,Anzahl,K03358,109.0
2012,Stade,Deutsche,Anzahl,K03359,112.0
2012,Uelzen,Deutsche,Anzahl,K03360,45.0
2012,Verden,Deutsche,Anzahl,K03361,48.0
2012,Statistische Region Lüneburg,Deutsche,Anzahl,K033,925.0
2012,Delmenhorst  Stadt,Deutsche,Anzahl,K03401,37.0
2012,Emden  Stadt,Deutsche,Anzahl,K03402,49.0
2012,Oldenburg(Oldb)  Stadt,Deutsche,Anzahl,K03403,80.0
2012,Osnabrück  Stadt,Deutsche,Anzahl,K03404,93.0
2012,Wilhelmshaven  Stadt,Deutsche,Anzahl,K03405,31.0
2012,Ammerland,Deutsche,Anzahl,K03451,44.0
2012,Aurich,Deutsche,Anzahl,K03452,171.0
2012,Cloppenburg,Deutsche,Anzahl,K03453,115.0
2012,Emsland,Deutsche,Anzahl,K03454,164.0
2012,Friesland,Deutsche,Anzahl,K03455,58.0
2012,Grafschaft Bentheim,Deutsche,Anzahl,K03456,89.0
2012,Leer,Deutsche,Anzahl,K03457,150.0
2012,Oldenburg,Deutsche,Anzahl,K03458,63.0
2012,Osnabrück,Deutsche,Anzahl,K03459,176.0
2012,Vechta,Deutsche,Anzahl,K03460,106.0
2012,Wesermarsch,Deutsche,Anzahl,K03461,34.0
2012,Wittmund,Deutsche,Anzahl,K03462,30.0
2012,Statistische Region Weser-Ems,Deutsche,Anzahl,K034,1490.0
2012,Niedersachsen,Deutsche,Anzahl,K030,4082.0
2012,Braunschweig  Stadt,Ausländerinnen und Ausländer,Anzahl,K03101,15.0
2012,Salzgitter  Stadt,Ausländerinnen und Ausländer,Anzahl,K03102,1.0
2012,Wolfsburg  Stadt,Ausländerinnen und Ausländer,Anzahl,K03103,9.0
2012,Gifhorn,Ausländerinnen und Ausländer,Anzahl,K03151,8.0
2012,Goslar,Ausländerinnen und Ausländer,Anzahl,K03153,10.0
2012,Helmstedt,Ausländerinnen und Ausländer,Anzahl,K03154,1.0
2012,Northeim,Ausländerinnen und Ausländer,Anzahl,K03155,17.0
2012,Peine,Ausländerinnen und Ausländer,Anzahl,K03157,13.0
2012,Wolfenbüttel,Ausländerinnen und Ausländer,Anzahl,K03158,5.0
2012,Göttingen,Ausländerinnen und Ausländer,Anzahl,K03159,22.0
2012,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Anzahl,K031,101.0
2012,Hannover  Region,Ausländerinnen und Ausländer,Anzahl,K03241,163.0
2012,dav. Hannover  Lhst.,Ausländerinnen und Ausländer,Anzahl,K03241001,99.0
2012,dav. Hannover  Umland,Ausländerinnen und Ausländer,Anzahl,K03241999,64.0
2012,Diepholz,Ausländerinnen und Ausländer,Anzahl,K03251,9.0
2012,Hameln-Pyrmont,Ausländerinnen und Ausländer,Anzahl,K03252,9.0
2012,Hildesheim,Ausländerinnen und Ausländer,Anzahl,K03254,25.0
2012,Holzminden,Ausländerinnen und Ausländer,Anzahl,K03255,5.0
2012,Nienburg (Weser),Ausländerinnen und Ausländer,Anzahl,K03256,14.0
2012,Schaumburg,Ausländerinnen und Ausländer,Anzahl,K03257,13.0
2012,Statistische Region Hannover,Ausländerinnen und Ausländer,Anzahl,K032,238.0
2012,Celle,Ausländerinnen und Ausländer,Anzahl,K03351,5.0
2012,Cuxhaven,Ausländerinnen und Ausländer,Anzahl,K03352,22.0
2012,Harburg,Ausländerinnen und Ausländer,Anzahl,K03353,12.0
2012,Lüchow-Dannenberg,Ausländerinnen und Ausländer,Anzahl,K03354,3.0
2012,Lüneburg,Ausländerinnen und Ausländer,Anzahl,K03355,4.0
2012,Osterholz,Ausländerinnen und Ausländer,Anzahl,K03356,9.0
2012,Rotenburg (Wümme),Ausländerinnen und Ausländer,Anzahl,K03357,12.0
2012,Heidekreis,Ausländerinnen und Ausländer,Anzahl,K03358,13.0
2012,Stade,Ausländerinnen und Ausländer,Anzahl,K03359,5.0
2012,Uelzen,Ausländerinnen und Ausländer,Anzahl,K03360,1.0
2012,Verden,Ausländerinnen und Ausländer,Anzahl,K03361,10.0
2012,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Anzahl,K033,96.0
2012,Delmenhorst  Stadt,Ausländerinnen und Ausländer,Anzahl,K03401,19.0
2012,Emden  Stadt,Ausländerinnen und Ausländer,Anzahl,K03402,2.0
2012,Oldenburg(Oldb)  Stadt,Ausländerinnen und Ausländer,Anzahl,K03403,14.0
2012,Osnabrück  Stadt,Ausländerinnen und Ausländer,Anzahl,K03404,28.0
2012,Wilhelmshaven  Stadt,Ausländerinnen und Ausländer,Anzahl,K03405,12.0
2012,Ammerland,Ausländerinnen und Ausländer,Anzahl,K03451,3.0
2012,Aurich,Ausländerinnen und Ausländer,Anzahl,K03452,30.0
2012,Cloppenburg,Ausländerinnen und Ausländer,Anzahl,K03453,15.0
2012,Emsland,Ausländerinnen und Ausländer,Anzahl,K03454,17.0
2012,Friesland,Ausländerinnen und Ausländer,Anzahl,K03455,2.0
2012,Grafschaft Bentheim,Ausländerinnen und Ausländer,Anzahl,K03456,19.0
2012,Leer,Ausländerinnen und Ausländer,Anzahl,K03457,19.0
2012,Oldenburg,Ausländerinnen und Ausländer,Anzahl,K03458,4.0
2012,Osnabrück,Ausländerinnen und Ausländer,Anzahl,K03459,30.0
2012,Vechta,Ausländerinnen und Ausländer,Anzahl,K03460,38.0
2012,Wesermarsch,Ausländerinnen und Ausländer,Anzahl,K03461,2.0
2012,Wittmund,Ausländerinnen und Ausländer,Anzahl,K03462,2.0
2012,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Anzahl,K034,256.0
2012,Niedersachsen,Ausländerinnen und Ausländer,Anzahl,K030,691.0
2013,Braunschweig  Stadt,Deutsche,Anzahl,K03101,126.0
2013,Salzgitter  Stadt,Deutsche,Anzahl,K03102,28.0
2013,Wolfsburg  Stadt,Deutsche,Anzahl,K03103,51.0
2013,Gifhorn,Deutsche,Anzahl,K03151,76.0
2013,Goslar,Deutsche,Anzahl,K03153,78.0
2013,Helmstedt,Deutsche,Anzahl,K03154,50.0
2013,Northeim,Deutsche,Anzahl,K03155,55.0
2013,Peine,Deutsche,Anzahl,K03157,48.0
2013,Wolfenbüttel,Deutsche,Anzahl,K03158,41.0
2013,Göttingen,Deutsche,Anzahl,K03159,102.0
2013,Statistische Region Braunschweig,Deutsche,Anzahl,K031,655.0
2013,Hannover  Region,Deutsche,Anzahl,K03241,400.0
2013,dav. Hannover  Lhst.,Deutsche,Anzahl,K03241001,196.0
2013,dav. Hannover  Umland,Deutsche,Anzahl,K03241999,204.0
2013,Diepholz,Deutsche,Anzahl,K03251,69.0
2013,Hameln-Pyrmont,Deutsche,Anzahl,K03252,101.0
2013,Hildesheim,Deutsche,Anzahl,K03254,153.0
2013,Holzminden,Deutsche,Anzahl,K03255,46.0
2013,Nienburg (Weser),Deutsche,Anzahl,K03256,65.0
2013,Schaumburg,Deutsche,Anzahl,K03257,48.0
2013,Statistische Region Hannover,Deutsche,Anzahl,K032,882.0
2013,Celle,Deutsche,Anzahl,K03351,110.0
2013,Cuxhaven,Deutsche,Anzahl,K03352,132.0
2013,Harburg,Deutsche,Anzahl,K03353,66.0
2013,Lüchow-Dannenberg,Deutsche,Anzahl,K03354,27.0
2013,Lüneburg,Deutsche,Anzahl,K03355,68.0
2013,Osterholz,Deutsche,Anzahl,K03356,72.0
2013,Rotenburg (Wümme),Deutsche,Anzahl,K03357,91.0
2013,Heidekreis,Deutsche,Anzahl,K03358,106.0
2013,Stade,Deutsche,Anzahl,K03359,102.0
2013,Uelzen,Deutsche,Anzahl,K03360,32.0
2013,Verden,Deutsche,Anzahl,K03361,66.0
2013,Statistische Region Lüneburg,Deutsche,Anzahl,K033,872.0
2013,Delmenhorst  Stadt,Deutsche,Anzahl,K03401,43.0
2013,Emden  Stadt,Deutsche,Anzahl,K03402,50.0
2013,Oldenburg(Oldb)  Stadt,Deutsche,Anzahl,K03403,96.0
2013,Osnabrück  Stadt,Deutsche,Anzahl,K03404,80.0
2013,Wilhelmshaven  Stadt,Deutsche,Anzahl,K03405,38.0
2013,Ammerland,Deutsche,Anzahl,K03451,35.0
2013,Aurich,Deutsche,Anzahl,K03452,186.0
2013,Cloppenburg,Deutsche,Anzahl,K03453,94.0
2013,Emsland,Deutsche,Anzahl,K03454,164.0
2013,Friesland,Deutsche,Anzahl,K03455,34.0
2013,Grafschaft Bentheim,Deutsche,Anzahl,K03456,89.0
2013,Leer,Deutsche,Anzahl,K03457,130.0
2013,Oldenburg,Deutsche,Anzahl,K03458,44.0
2013,Osnabrück,Deutsche,Anzahl,K03459,105.0
2013,Vechta,Deutsche,Anzahl,K03460,55.0
2013,Wesermarsch,Deutsche,Anzahl,K03461,38.0
2013,Wittmund,Deutsche,Anzahl,K03462,
2013,Statistische Region Weser-Ems,Deutsche,Anzahl,K034,1314.0
2013,Niedersachsen,Deutsche,Anzahl,K030,3723.0
2013,Braunschweig  Stadt,Ausländerinnen und Ausländer,Anzahl,K03101,25.0
2013,Salzgitter  Stadt,Ausländerinnen und Ausländer,Anzahl,K03102,9.0
2013,Wolfsburg  Stadt,Ausländerinnen und Ausländer,Anzahl,K03103,10.0
2013,Gifhorn,Ausländerinnen und Ausländer,Anzahl,K03151,5.0
2013,Goslar,Ausländerinnen und Ausländer,Anzahl,K03153,2.0
2013,Helmstedt,Ausländerinnen und Ausländer,Anzahl,K03154,4.0
2013,Northeim,Ausländerinnen und Ausländer,Anzahl,K03155,9.0
2013,Peine,Ausländerinnen und Ausländer,Anzahl,K03157,11.0
2013,Wolfenbüttel,Ausländerinnen und Ausländer,Anzahl,K03158,4.0
2013,Göttingen,Ausländerinnen und Ausländer,Anzahl,K03159,31.0
2013,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Anzahl,K031,110.0
2013,Hannover  Region,Ausländerinnen und Ausländer,Anzahl,K03241,144.0
2013,dav. Hannover  Lhst.,Ausländerinnen und Ausländer,Anzahl,K03241001,71.0
2013,dav. Hannover  Umland,Ausländerinnen und Ausländer,Anzahl,K03241999,73.0
2013,Diepholz,Ausländerinnen und Ausländer,Anzahl,K03251,14.0
2013,Hameln-Pyrmont,Ausländerinnen und Ausländer,Anzahl,K03252,11.0
2013,Hildesheim,Ausländerinnen und Ausländer,Anzahl,K03254,28.0
2013,Holzminden,Ausländerinnen und Ausländer,Anzahl,K03255,4.0
2013,Nienburg (Weser),Ausländerinnen und Ausländer,Anzahl,K03256,13.0
2013,Schaumburg,Ausländerinnen und Ausländer,Anzahl,K03257,14.0
2013,Statistische Region Hannover,Ausländerinnen und Ausländer,Anzahl,K032,228.0
2013,Celle,Ausländerinnen und Ausländer,Anzahl,K03351,4.0
2013,Cuxhaven,Ausländerinnen und Ausländer,Anzahl,K03352,11.0
2013,Harburg,Ausländerinnen und Ausländer,Anzahl,K03353,7.0
2013,Lüchow-Dannenberg,Ausländerinnen und Ausländer,Anzahl,K03354,1.0
2013,Lüneburg,Ausländerinnen und Ausländer,Anzahl,K03355,8.0
