Value,Disaggregation combinations using this value,Number of indicators
32.1,1,1
32.2,1,1
32.2121485579605,1,1
32.2464496467269,1,1
32.3,1,1
32.3119077148002,1,1
32.5,1,1
32.5581542989499,1,1
32.6,1,1
32.7,1,1
32.7607394084092,1,1
32.8550684899486,1,1
33.2102084693807,1,1
33.2828202910582,1,1
33.3385207495683,1,1
33.8821488846285,1,1
34.0544850264961,1,1
34.12329,1,1
34.3346115956233,1,1
34.3587050087605,1,1
34.3820203024958,1,1
34.517165523803,1,1
34.8,1,1
34164.18,1,1
35.1003078794008,1,1
35.271621414663,1,1
35.30432871337,1,1
35.3350458769437,1,1
35.3394584503184,1,1
35.5959389730139,1,1
35.64433,1,1
35.8552562216531,1,1
36.04102,1,1
36.0465990101995,1,1
36.3,2,1
36.38889,1,1
36.5913190925114,1,1
36.6,1,1
36.6669579728589,1,1
36.6760488371126,1,1
36.8,1,1
36.9,1,1
36,1,1
37.1273831383147,1,1
37.1486382000789,1,1
37.1650678949092,1,1
37.17029,1,1
37.6419289934766,1,1
37.6489033104887,1,1
37.8791,1,1
38.1124178258588,1,1
38.2158464242493,1,1
38.32562,1,1
38.64803,1,1
38.8822166261711,1,1
(38,1,1
39.06125,1,1
39.4,1,1
39.5,1,1
39.6650471568684,1,1
394.2,1,1
4.39704779019189,1,1
4.98633581681347,1,1
40.11215,1,1
40.7624220904939,1,1
401856.45,1,1
404.9,1,1
(41,1,1
412.3,1,1
414568.8,1,1
416.3,1,1
419.2,1,1
42.1385,1,1
423.5,1,1
424.2,1,1
426.8,1,1
43.2399511232,1,1
43.9,1,1
434.6,1,1
439.6,1,1
44.6,1,1
45.9,1,1
46.4663208975806,1,1
46.5,1,1
46.7869172217006,1,1
46447.17,1,1
47.2200212430412,1,1
47.6557818887732,1,1
473.7,1,1
478.6,1,1
48.3,1,1
48.6,1,1
48,1,1
49.9,1,1
49345.26,1,1
498.73961,1,1
49840.39,1,1
5.36337304784096,1,1
5.58978467262203,1,1
5.70748884504835,1,1
5.86787795483691,1,1
5.92045529284142,1,1
5.96799105111926,1,1
50.0828890802758,1,1
50.1,1,1
50,1,1
513.96477,1,1
52.3,1,1
52.4,1,1
52.76758,1,1
52348.7,1,1
525.18771,1,1
53.1,1,1
53.5675511695842,1,1
53.6,1,1
533.19138,1,1
54.8,1,1
54,1,1
549.78643,1,1
55.1,1,1
55.1153,1,1
55.8,2,1
55,1,1
551.89752,1,1
56.27779,1,1
56.3,1,1
57.2,1,1
57.5,1,1
57.8,1,1
58.6,1,1
59.3,1,1
59.58151,1,1
59.82807,1,1
59.9,1,1
59765.53,1,1
6.03335999587826,1,1
6.09808937487972,1,1
6.13317589084716,1,1
6.15387986853015,1,1
6.1906004469003,1,1
6.28010274227094,1,1
6.32291824772147,1,1
6.33488710661976,1,1
6.4,1,1
6.71832729211791,1,1
6.87906754345024,1,1
6.98481875596389,1,1
60.2,1,1
61.8,1,1
61813.91,1,1
62.02948,1,1
62.43287,1,1
62.8,1,1
62.9,1,1
63.22189,1,1
63.6,1,1
64.1912,1,1
64.3,1,1
65.22342,1,1
659548.39,1,1
66.4311,1,1
66.6,1,1
666.9,1,1
673.8,1,1
675279.86,1,1
678.7,1,1
681.7,1,1
688.1,1,1
689,1,1
69.25161,1,1
697.3,1,1
7.09102867990764,1,1
7.28726601782195,1,1
7.45767376805026,1,1
7.66057833344458,1,1
7.68360970902593,1,1
7.79659061250268,1,1
7.9,1,1
7.90861116488602,1,1
7,1,1
70.9,1,1
701.3,1,1
711.7,1,1
712.1,1,1
72.03322,1,1
74.68905,1,1
745.8,1,1
75.63413,1,1
76.3,1,1
76.94035,1,1
78.43777,1,1
791.02988,1,1
8.04107499749801,1,1
8.24052723524916,1,1
8.29636203808783,1,1
8.423030439318,1,1
8.52148959056846,1,1
8.6,1,1
8.62028893440649,1,1
8.7,1,1
8.974931737308,1,1
811.4,1,1
83.31298,1,1
835.70994,1,1
84.3,1,1
8480.54,1,1
849.51499,1,1
86.1,1,1
864.92504,1,1
87064.7,1,1
890.39656,1,1
9.18002903689104,1,1
9.2,1,1
9.33498587891737,1,1
9.4,1,1
9.4370941122004,1,1
9.5,3,1
9.78326013604768,1,1
9.80857119096191,1,1
9.8486292830537,1,1
90.6,1,1
901.27669,1,1
91.6,1,1
91291.25,1,1
92.1,1,1
94.2,1,1
94.5,1,1
94.6,1,1
95.1,1,1
96.4,1,1
97.1,1,1
98.1,1,1
98.5,1,1
98795.87,1,1
99.4,1,1
99185.65,1,1
Insgesamt,322,2
Männlich,10,1
männlich,312,1
Weiblich,10,1
weiblich,312,1
