Year,Gebietseinheit,Geschlecht,Kategorie,Units,GeoCode,Value
2023,Lüchow-Dannenberg,Insgesamt,Insgesamt,Anzahl,K03354,973.0
2023,Lüneburg,Insgesamt,Insgesamt,Anzahl,K03355,4940.0
2023,Osterholz,Insgesamt,Insgesamt,Anzahl,K03356,2666.0
2023,Rotenburg (Wümme),Insgesamt,Insgesamt,Anzahl,K03357,5238.0
2023,Heidekreis,Insgesamt,Insgesamt,Anzahl,K03358,5758.0
2023,Stade,Insgesamt,Insgesamt,Anzahl,K03359,7317.0
2023,Uelzen,Insgesamt,Insgesamt,Anzahl,K03360,2333.0
2023,Verden,Insgesamt,Insgesamt,Anzahl,K03361,8992.0
2023,Statistische Region Lüneburg,Insgesamt,Insgesamt,Anzahl,K033,63071.0
2023,"Delmenhorst, Stadt",Insgesamt,Insgesamt,Anzahl,K03401,3063.0
2023,"Emden, Stadt",Insgesamt,Insgesamt,Anzahl,K03402,2726.0
2023,"Oldenburg (Oldb), Stadt",Insgesamt,Insgesamt,Anzahl,K03403,8487.0
2023,"Osnabrück, Stadt",Insgesamt,Insgesamt,Anzahl,K03404,11434.0
2023,"Wilhelmshaven, Stadt",Insgesamt,Insgesamt,Anzahl,K03405,2595.0
2023,Ammerland,Insgesamt,Insgesamt,Anzahl,K03451,5331.0
2023,Aurich,Insgesamt,Insgesamt,Anzahl,K03452,5337.0
2023,Cloppenburg,Insgesamt,Insgesamt,Anzahl,K03453,14103.0
2023,Emsland,Insgesamt,Insgesamt,Anzahl,K03454,20972.0
2023,Friesland,Insgesamt,Insgesamt,Anzahl,K03455,2000.0
2023,Grafschaft Bentheim,Insgesamt,Insgesamt,Anzahl,K03456,7254.0
2023,Leer,Insgesamt,Insgesamt,Anzahl,K03457,4903.0
2023,Oldenburg,Insgesamt,Insgesamt,Anzahl,K03458,6591.0
2023,Osnabrück,Insgesamt,Insgesamt,Anzahl,K03459,17042.0
2023,Vechta,Insgesamt,Insgesamt,Anzahl,K03460,13863.0
2023,Wesermarsch,Insgesamt,Insgesamt,Anzahl,K03461,3106.0
2023,Wittmund,Insgesamt,Insgesamt,Anzahl,K03462,1224.0
2023,Statistische Region Weser-Ems,Insgesamt,Insgesamt,Anzahl,K034,130031.0
2023,Niedersachsen,Insgesamt,Insgesamt,Anzahl,K030,375807.0
2022,"Braunschweig, Stadt",Insgesamt,Insgesamt,Anzahl,K03101,13491.0
2022,"Salzgitter, Stadt",Insgesamt,Insgesamt,Anzahl,K03102,5434.0
2022,"Wolfsburg, Stadt",Insgesamt,Insgesamt,Anzahl,K03103,10542.0
2022,Gifhorn,Insgesamt,Insgesamt,Anzahl,K03151,3947.0
2022,Goslar,Insgesamt,Insgesamt,Anzahl,K03153,3993.0
2022,Helmstedt,Insgesamt,Insgesamt,Anzahl,K03154,1876.0
2022,Northeim,Insgesamt,Insgesamt,Anzahl,K03155,4047.0
2022,Peine,Insgesamt,Insgesamt,Anzahl,K03157,3921.0
2022,Wolfenbüttel,Insgesamt,Insgesamt,Anzahl,K03158,1946.0
2022,Göttingen,Insgesamt,Insgesamt,Anzahl,K03159,12403.0
2022,Statistische Region Braunschweig,Insgesamt,Insgesamt,Anzahl,K031,61600.0
2022,Region Hannover,Insgesamt,Insgesamt,Anzahl,K03241,74318.0
2022,"dav. Hannover, Lhst.",Insgesamt,Insgesamt,Anzahl,K03241001,45006.0
2022,"dav. Hannover, Umland",Insgesamt,Insgesamt,Anzahl,K03241999,29312.0
2022,Diepholz,Insgesamt,Insgesamt,Anzahl,K03251,8729.0
2022,Hameln-Pyrmont,Insgesamt,Insgesamt,Anzahl,K03252,4943.0
2022,Hildesheim,Insgesamt,Insgesamt,Anzahl,K03254,8012.0
2022,Holzminden,Insgesamt,Insgesamt,Anzahl,K03255,1829.0
2022,Nienburg (Weser),Insgesamt,Insgesamt,Anzahl,K03256,4675.0
2022,Schaumburg,Insgesamt,Insgesamt,Anzahl,K03257,4677.0
2022,Statistische Region Hannover,Insgesamt,Insgesamt,Anzahl,K032,107183.0
2022,Celle,Insgesamt,Insgesamt,Anzahl,K03351,5171.0
2022,Cuxhaven,Insgesamt,Insgesamt,Anzahl,K03352,5824.0
2022,Harburg,Insgesamt,Insgesamt,Anzahl,K03353,11741.0
2022,Lüchow-Dannenberg,Insgesamt,Insgesamt,Anzahl,K03354,967.0
2022,Lüneburg,Insgesamt,Insgesamt,Anzahl,K03355,4541.0
2022,Osterholz,Insgesamt,Insgesamt,Anzahl,K03356,2437.0
2022,Rotenburg (Wümme),Insgesamt,Insgesamt,Anzahl,K03357,5034.0
2022,Heidekreis,Insgesamt,Insgesamt,Anzahl,K03358,5326.0
2022,Stade,Insgesamt,Insgesamt,Anzahl,K03359,6903.0
2022,Uelzen,Insgesamt,Insgesamt,Anzahl,K03360,2150.0
2022,Verden,Insgesamt,Insgesamt,Anzahl,K03361,8229.0
2022,Statistische Region Lüneburg,Insgesamt,Insgesamt,Anzahl,K033,58323.0
2022,"Delmenhorst, Stadt",Insgesamt,Insgesamt,Anzahl,K03401,2890.0
2022,"Emden, Stadt",Insgesamt,Insgesamt,Anzahl,K03402,2237.0
2022,"Oldenburg (Oldb), Stadt",Insgesamt,Insgesamt,Anzahl,K03403,7509.0
2022,"Osnabrück, Stadt",Insgesamt,Insgesamt,Anzahl,K03404,10758.0
2022,"Wilhelmshaven, Stadt",Insgesamt,Insgesamt,Anzahl,K03405,2411.0
2022,Ammerland,Insgesamt,Insgesamt,Anzahl,K03451,5123.0
2022,Aurich,Insgesamt,Insgesamt,Anzahl,K03452,4894.0
2022,Cloppenburg,Insgesamt,Insgesamt,Anzahl,K03453,13577.0
2022,Emsland,Insgesamt,Insgesamt,Anzahl,K03454,19130.0
2022,Friesland,Insgesamt,Insgesamt,Anzahl,K03455,2004.0
2022,Grafschaft Bentheim,Insgesamt,Insgesamt,Anzahl,K03456,6893.0
2022,Leer,Insgesamt,Insgesamt,Anzahl,K03457,4664.0
2022,Oldenburg,Insgesamt,Insgesamt,Anzahl,K03458,6220.0
2022,Osnabrück,Insgesamt,Insgesamt,Anzahl,K03459,16876.0
2022,Vechta,Insgesamt,Insgesamt,Anzahl,K03460,13335.0
2022,Wesermarsch,Insgesamt,Insgesamt,Anzahl,K03461,2897.0
2022,Wittmund,Insgesamt,Insgesamt,Anzahl,K03462,1125.0
2022,Statistische Region Weser-Ems,Insgesamt,Insgesamt,Anzahl,K034,122543.0
2022,Niedersachsen,Insgesamt,Insgesamt,Anzahl,K030,349649.0
2021,"Braunschweig, Stadt",Insgesamt,Insgesamt,Anzahl,K03101,12488.0
2021,"Salzgitter, Stadt",Insgesamt,Insgesamt,Anzahl,K03102,5160.0
2021,"Wolfsburg, Stadt",Insgesamt,Insgesamt,Anzahl,K03103,10451.0
2021,Gifhorn,Insgesamt,Insgesamt,Anzahl,K03151,3538.0
2021,Goslar,Insgesamt,Insgesamt,Anzahl,K03153,3560.0
2021,Helmstedt,Insgesamt,Insgesamt,Anzahl,K03154,1789.0
2021,Northeim,Insgesamt,Insgesamt,Anzahl,K03155,3665.0
2021,Peine,Insgesamt,Insgesamt,Anzahl,K03157,3683.0
2021,Wolfenbüttel,Insgesamt,Insgesamt,Anzahl,K03158,1670.0
2021,Göttingen,Insgesamt,Insgesamt,Anzahl,K03159,11034.0
2021,Statistische Region Braunschweig,Insgesamt,Insgesamt,Anzahl,K031,57038.0
2021,Region Hannover,Insgesamt,Insgesamt,Anzahl,K03241,67790.0
2021,"dav. Hannover, Lhst.",Insgesamt,Insgesamt,Anzahl,K03241001,41541.0
2021,"dav. Hannover, Umland",Insgesamt,Insgesamt,Anzahl,K03241999,26249.0
2021,Diepholz,Insgesamt,Insgesamt,Anzahl,K03251,7577.0
2021,Hameln-Pyrmont,Insgesamt,Insgesamt,Anzahl,K03252,4537.0
2021,Hildesheim,Insgesamt,Insgesamt,Anzahl,K03254,7157.0
2021,Holzminden,Insgesamt,Insgesamt,Anzahl,K03255,1610.0
2021,Nienburg (Weser),Insgesamt,Insgesamt,Anzahl,K03256,4689.0
2021,Schaumburg,Insgesamt,Insgesamt,Anzahl,K03257,4345.0
2021,Statistische Region Hannover,Insgesamt,Insgesamt,Anzahl,K032,97705.0
2021,Celle,Insgesamt,Insgesamt,Anzahl,K03351,4503.0
2021,Cuxhaven,Insgesamt,Insgesamt,Anzahl,K03352,5168.0
2021,Harburg,Insgesamt,Insgesamt,Anzahl,K03353,10372.0
2021,Lüchow-Dannenberg,Insgesamt,Insgesamt,Anzahl,K03354,843.0
2021,Lüneburg,Insgesamt,Insgesamt,Anzahl,K03355,4097.0
2021,Osterholz,Insgesamt,Insgesamt,Anzahl,K03356,2233.0
2021,Rotenburg (Wümme),Insgesamt,Insgesamt,Anzahl,K03357,4577.0
2021,Heidekreis,Insgesamt,Insgesamt,Anzahl,K03358,4621.0
2021,Stade,Insgesamt,Insgesamt,Anzahl,K03359,6264.0
2021,Uelzen,Insgesamt,Insgesamt,Anzahl,K03360,1937.0
2021,Verden,Insgesamt,Insgesamt,Anzahl,K03361,6718.0
2021,Statistische Region Lüneburg,Insgesamt,Insgesamt,Anzahl,K033,51333.0
2021,"Delmenhorst, Stadt",Insgesamt,Insgesamt,Anzahl,K03401,2570.0
2021,"Emden, Stadt",Insgesamt,Insgesamt,Anzahl,K03402,1965.0
2021,"Oldenburg (Oldb), Stadt",Insgesamt,Insgesamt,Anzahl,K03403,6798.0
2021,"Osnabrück, Stadt",Insgesamt,Insgesamt,Anzahl,K03404,9858.0
2021,"Wilhelmshaven, Stadt",Insgesamt,Insgesamt,Anzahl,K03405,2123.0
2021,Ammerland,Insgesamt,Insgesamt,Anzahl,K03451,4674.0
2021,Aurich,Insgesamt,Insgesamt,Anzahl,K03452,4425.0
2021,Cloppenburg,Insgesamt,Insgesamt,Anzahl,K03453,12765.0
2021,Emsland,Insgesamt,Insgesamt,Anzahl,K03454,16917.0
2021,Friesland,Insgesamt,Insgesamt,Anzahl,K03455,1677.0
2021,Grafschaft Bentheim,Insgesamt,Insgesamt,Anzahl,K03456,6295.0
2021,Leer,Insgesamt,Insgesamt,Anzahl,K03457,4075.0
2021,Oldenburg,Insgesamt,Insgesamt,Anzahl,K03458,5979.0
2021,Osnabrück,Insgesamt,Insgesamt,Anzahl,K03459,16016.0
2021,Vechta,Insgesamt,Insgesamt,Anzahl,K03460,12100.0
2021,Wesermarsch,Insgesamt,Insgesamt,Anzahl,K03461,2704.0
2021,Wittmund,Insgesamt,Insgesamt,Anzahl,K03462,998.0
2021,Statistische Region Weser-Ems,Insgesamt,Insgesamt,Anzahl,K034,111939.0
2021,Niedersachsen,Insgesamt,Insgesamt,Anzahl,K030,318015.0
2020,"Braunschweig, Stadt",Insgesamt,Insgesamt,Anzahl,K03101,11541.0
2020,"Salzgitter, Stadt",Insgesamt,Insgesamt,Anzahl,K03102,4878.0
2020,"Wolfsburg, Stadt",Insgesamt,Insgesamt,Anzahl,K03103,10661.0
2020,Gifhorn,Insgesamt,Insgesamt,Anzahl,K03151,3257.0
2020,Goslar,Insgesamt,Insgesamt,Anzahl,K03153,3225.0
2020,Helmstedt,Insgesamt,Insgesamt,Anzahl,K03154,1701.0
2020,Northeim,Insgesamt,Insgesamt,Anzahl,K03155,3416.0
2020,Peine,Insgesamt,Insgesamt,Anzahl,K03157,3368.0
2020,Wolfenbüttel,Insgesamt,Insgesamt,Anzahl,K03158,1586.0
2020,Göttingen,Insgesamt,Insgesamt,Anzahl,K03159,9833.0
2020,Statistische Region Braunschweig,Insgesamt,Insgesamt,Anzahl,K031,53466.0
2020,Region Hannover,Insgesamt,Insgesamt,Anzahl,K03241,62632.0
2020,"dav. Hannover, Lhst.",Insgesamt,Insgesamt,Anzahl,K03241001,38815.0
2020,"dav. Hannover, Umland",Insgesamt,Insgesamt,Anzahl,K03241999,23817.0
2020,Diepholz,Insgesamt,Insgesamt,Anzahl,K03251,6594.0
2020,Hameln-Pyrmont,Insgesamt,Insgesamt,Anzahl,K03252,4124.0
2020,Hildesheim,Insgesamt,Insgesamt,Anzahl,K03254,6461.0
2020,Holzminden,Insgesamt,Insgesamt,Anzahl,K03255,1484.0
2020,Nienburg (Weser),Insgesamt,Insgesamt,Anzahl,K03256,4349.0
2020,Schaumburg,Insgesamt,Insgesamt,Anzahl,K03257,3862.0
2020,Statistische Region Hannover,Insgesamt,Insgesamt,Anzahl,K032,89506.0
2020,Celle,Insgesamt,Insgesamt,Anzahl,K03351,4092.0
2020,Cuxhaven,Insgesamt,Insgesamt,Anzahl,K03352,4388.0
2020,Harburg,Insgesamt,Insgesamt,Anzahl,K03353,9737.0
2020,Lüchow-Dannenberg,Insgesamt,Insgesamt,Anzahl,K03354,750.0
2020,Lüneburg,Insgesamt,Insgesamt,Anzahl,K03355,3926.0
2020,Osterholz,Insgesamt,Insgesamt,Anzahl,K03356,2020.0
2020,Rotenburg (Wümme),Insgesamt,Insgesamt,Anzahl,K03357,4630.0
2020,Heidekreis,Insgesamt,Insgesamt,Anzahl,K03358,4303.0
2020,Stade,Insgesamt,Insgesamt,Anzahl,K03359,5874.0
2020,Uelzen,Insgesamt,Insgesamt,Anzahl,K03360,1682.0
2020,Verden,Insgesamt,Insgesamt,Anzahl,K03361,5629.0
2020,Statistische Region Lüneburg,Insgesamt,Insgesamt,Anzahl,K033,47031.0
2020,"Delmenhorst, Stadt",Insgesamt,Insgesamt,Anzahl,K03401,1864.0
2020,"Emden, Stadt",Insgesamt,Insgesamt,Anzahl,K03402,1823.0
2020,"Oldenburg (Oldb), Stadt",Insgesamt,Insgesamt,Anzahl,K03403,6162.0
2020,"Osnabrück, Stadt",Insgesamt,Insgesamt,Anzahl,K03404,8847.0
2020,"Wilhelmshaven, Stadt",Insgesamt,Insgesamt,Anzahl,K03405,1855.0
2020,Ammerland,Insgesamt,Insgesamt,Anzahl,K03451,4153.0
2020,Aurich,Insgesamt,Insgesamt,Anzahl,K03452,4164.0
2020,Cloppenburg,Insgesamt,Insgesamt,Anzahl,K03453,10632.0
2020,Emsland,Insgesamt,Insgesamt,Anzahl,K03454,14967.0
2020,Friesland,Insgesamt,Insgesamt,Anzahl,K03455,1524.0
2020,Grafschaft Bentheim,Insgesamt,Insgesamt,Anzahl,K03456,5790.0
2020,Leer,Insgesamt,Insgesamt,Anzahl,K03457,3766.0
2020,Oldenburg,Insgesamt,Insgesamt,Anzahl,K03458,3842.0
2020,Osnabrück,Insgesamt,Insgesamt,Anzahl,K03459,17707.0
2020,Vechta,Insgesamt,Insgesamt,Anzahl,K03460,11205.0
2020,Wesermarsch,Insgesamt,Insgesamt,Anzahl,K03461,2505.0
2020,Wittmund,Insgesamt,Insgesamt,Anzahl,K03462,924.0
2020,Statistische Region Weser-Ems,Insgesamt,Insgesamt,Anzahl,K034,101730.0
2020,Niedersachsen,Insgesamt,Insgesamt,Anzahl,K030,291733.0
2019,"Braunschweig, Stadt",Insgesamt,Insgesamt,Anzahl,K03101,11157.0
2019,"Salzgitter, Stadt",Insgesamt,Insgesamt,Anzahl,K03102,4747.0
2019,"Wolfsburg, Stadt",Insgesamt,Insgesamt,Anzahl,K03103,10288.0
2019,Gifhorn,Insgesamt,Insgesamt,Anzahl,K03151,3040.0
2019,Goslar,Insgesamt,Insgesamt,Anzahl,K03153,3119.0
2019,Helmstedt,Insgesamt,Insgesamt,Anzahl,K03154,1557.0
2019,Northeim,Insgesamt,Insgesamt,Anzahl,K03155,3377.0
2019,Peine,Insgesamt,Insgesamt,Anzahl,K03157,3351.0
2019,Wolfenbüttel,Insgesamt,Insgesamt,Anzahl,K03158,1510.0
2019,Göttingen,Insgesamt,Insgesamt,Anzahl,K03159,9450.0
2019,Statistische Region Braunschweig,Insgesamt,Insgesamt,Anzahl,K031,51596.0
2019,Region Hannover,Insgesamt,Insgesamt,Anzahl,K03241,60737.0
2019,"dav. Hannover, Lhst.",Insgesamt,Insgesamt,Anzahl,K03241001,38360.0
2019,"dav. Hannover, Umland",Insgesamt,Insgesamt,Anzahl,K03241999,22377.0
2019,Diepholz,Insgesamt,Insgesamt,Anzahl,K03251,6222.0
2019,Hameln-Pyrmont,Insgesamt,Insgesamt,Anzahl,K03252,4052.0
2019,Hildesheim,Insgesamt,Insgesamt,Anzahl,K03254,6219.0
2019,Holzminden,Insgesamt,Insgesamt,Anzahl,K03255,1421.0
2019,Nienburg (Weser),Insgesamt,Insgesamt,Anzahl,K03256,4261.0
2019,Schaumburg,Insgesamt,Insgesamt,Anzahl,K03257,3689.0
2019,Statistische Region Hannover,Insgesamt,Insgesamt,Anzahl,K032,86601.0
2019,Celle,Insgesamt,Insgesamt,Anzahl,K03351,3847.0
2019,Cuxhaven,Insgesamt,Insgesamt,Anzahl,K03352,4262.0
2019,Harburg,Insgesamt,Insgesamt,Anzahl,K03353,9048.0
2019,Lüchow-Dannenberg,Insgesamt,Insgesamt,Anzahl,K03354,713.0
2019,Lüneburg,Insgesamt,Insgesamt,Anzahl,K03355,3903.0
2019,Osterholz,Insgesamt,Insgesamt,Anzahl,K03356,1985.0
2019,Rotenburg (Wümme),Insgesamt,Insgesamt,Anzahl,K03357,4111.0
2019,Heidekreis,Insgesamt,Insgesamt,Anzahl,K03358,4245.0
2019,Stade,Insgesamt,Insgesamt,Anzahl,K03359,5633.0
2019,Uelzen,Insgesamt,Insgesamt,Anzahl,K03360,1615.0
2019,Verden,Insgesamt,Insgesamt,Anzahl,K03361,4890.0
2019,Statistische Region Lüneburg,Insgesamt,Insgesamt,Anzahl,K033,44252.0
2019,"Delmenhorst, Stadt",Insgesamt,Insgesamt,Anzahl,K03401,1802.0
2019,"Emden, Stadt",Insgesamt,Insgesamt,Anzahl,K03402,1927.0
2019,"Oldenburg (Oldb), Stadt",Insgesamt,Insgesamt,Anzahl,K03403,5889.0
2019,"Osnabrück, Stadt",Insgesamt,Insgesamt,Anzahl,K03404,8627.0
2019,"Wilhelmshaven, Stadt",Insgesamt,Insgesamt,Anzahl,K03405,1637.0
2019,Ammerland,Insgesamt,Insgesamt,Anzahl,K03451,3785.0
2019,Aurich,Insgesamt,Insgesamt,Anzahl,K03452,4363.0
2019,Cloppenburg,Insgesamt,Insgesamt,Anzahl,K03453,10030.0
2019,Emsland,Insgesamt,Insgesamt,Anzahl,K03454,13916.0
2019,Friesland,Insgesamt,Insgesamt,Anzahl,K03455,1407.0
2019,Grafschaft Bentheim,Insgesamt,Insgesamt,Anzahl,K03456,5658.0
2019,Leer,Insgesamt,Insgesamt,Anzahl,K03457,3734.0
2019,Oldenburg,Insgesamt,Insgesamt,Anzahl,K03458,3710.0
2019,Osnabrück,Insgesamt,Insgesamt,Anzahl,K03459,17588.0
2019,Vechta,Insgesamt,Insgesamt,Anzahl,K03460,10720.0
2019,Wesermarsch,Insgesamt,Insgesamt,Anzahl,K03461,2489.0
2019,Wittmund,Insgesamt,Insgesamt,Anzahl,K03462,988.0
2019,Statistische Region Weser-Ems,Insgesamt,Insgesamt,Anzahl,K034,98270.0
2019,Niedersachsen,Insgesamt,Insgesamt,Anzahl,K030,280719.0
2018,"Braunschweig, Stadt",Insgesamt,Insgesamt,Anzahl,K03101,10097.0
2018,"Salzgitter, Stadt",Insgesamt,Insgesamt,Anzahl,K03102,4348.0
2018,"Wolfsburg, Stadt",Insgesamt,Insgesamt,Anzahl,K03103,9961.0
2018,Gifhorn,Insgesamt,Insgesamt,Anzahl,K03151,2689.0
2018,Goslar,Insgesamt,Insgesamt,Anzahl,K03153,2762.0
2018,Helmstedt,Insgesamt,Insgesamt,Anzahl,K03154,1431.0
2018,Northeim,Insgesamt,Insgesamt,Anzahl,K03155,3117.0
2018,Peine,Insgesamt,Insgesamt,Anzahl,K03157,2590.0
2018,Wolfenbüttel,Insgesamt,Insgesamt,Anzahl,K03158,1412.0
2018,Göttingen,Insgesamt,Insgesamt,Anzahl,K03159,8659.0
2018,Statistische Region Braunschweig,Insgesamt,Insgesamt,Anzahl,K031,47066.0
2018,Region Hannover,Insgesamt,Insgesamt,Anzahl,K03241,56204.0
2018,"dav. Hannover, Lhst.",Insgesamt,Insgesamt,Anzahl,K03241001,35942.0
2018,"dav. Hannover, Umland",Insgesamt,Insgesamt,Anzahl,K03241999,20262.0
2018,Diepholz,Insgesamt,Insgesamt,Anzahl,K03251,5644.0
2018,Hameln-Pyrmont,Insgesamt,Insgesamt,Anzahl,K03252,3678.0
2018,Hildesheim,Insgesamt,Insgesamt,Anzahl,K03254,5755.0
2018,Holzminden,Insgesamt,Insgesamt,Anzahl,K03255,1260.0
2018,Nienburg (Weser),Insgesamt,Insgesamt,Anzahl,K03256,3442.0
2018,Schaumburg,Insgesamt,Insgesamt,Anzahl,K03257,3435.0
2018,Statistische Region Hannover,Insgesamt,Insgesamt,Anzahl,K032,79418.0
2018,Celle,Insgesamt,Insgesamt,Anzahl,K03351,3438.0
2018,Cuxhaven,Insgesamt,Insgesamt,Anzahl,K03352,4156.0
2018,Harburg,Insgesamt,Insgesamt,Anzahl,K03353,8032.0
2018,Lüchow-Dannenberg,Insgesamt,Insgesamt,Anzahl,K03354,677.0
2018,Lüneburg,Insgesamt,Insgesamt,Anzahl,K03355,3651.0
2018,Osterholz,Insgesamt,Insgesamt,Anzahl,K03356,1703.0
2018,Rotenburg (Wümme),Insgesamt,Insgesamt,Anzahl,K03357,3606.0
2018,Heidekreis,Insgesamt,Insgesamt,Anzahl,K03358,3797.0
2018,Stade,Insgesamt,Insgesamt,Anzahl,K03359,5030.0
2018,Uelzen,Insgesamt,Insgesamt,Anzahl,K03360,1413.0
2018,Verden,Insgesamt,Insgesamt,Anzahl,K03361,4393.0
2018,Statistische Region Lüneburg,Insgesamt,Insgesamt,Anzahl,K033,39896.0
2018,"Delmenhorst, Stadt",Insgesamt,Insgesamt,Anzahl,K03401,1707.0
2018,"Emden, Stadt",Insgesamt,Insgesamt,Anzahl,K03402,1906.0
2018,"Oldenburg (Oldb), Stadt",Insgesamt,Insgesamt,Anzahl,K03403,4897.0
2018,"Osnabrück, Stadt",Insgesamt,Insgesamt,Anzahl,K03404,7549.0
2018,"Wilhelmshaven, Stadt",Insgesamt,Insgesamt,Anzahl,K03405,1589.0
2018,Ammerland,Insgesamt,Insgesamt,Anzahl,K03451,3428.0
2018,Aurich,Insgesamt,Insgesamt,Anzahl,K03452,4232.0
2018,Cloppenburg,Insgesamt,Insgesamt,Anzahl,K03453,9140.0
2018,Emsland,Insgesamt,Insgesamt,Anzahl,K03454,12405.0
2018,Friesland,Insgesamt,Insgesamt,Anzahl,K03455,1301.0
2018,Grafschaft Bentheim,Insgesamt,Insgesamt,Anzahl,K03456,5166.0
2018,Leer,Insgesamt,Insgesamt,Anzahl,K03457,3327.0
2018,Oldenburg,Insgesamt,Insgesamt,Anzahl,K03458,3207.0
2018,Osnabrück,Insgesamt,Insgesamt,Anzahl,K03459,16160.0
2018,Vechta,Insgesamt,Insgesamt,Anzahl,K03460,9815.0
2018,Wesermarsch,Insgesamt,Insgesamt,Anzahl,K03461,2455.0
2018,Wittmund,Insgesamt,Insgesamt,Anzahl,K03462,855.0
2018,Statistische Region Weser-Ems,Insgesamt,Insgesamt,Anzahl,K034,89139.0
2018,Niedersachsen,Insgesamt,Insgesamt,Anzahl,K030,255519.0
2017,"Braunschweig, Stadt",Insgesamt,Insgesamt,Anzahl,K03101,9028.0
2017,"Salzgitter, Stadt",Insgesamt,Insgesamt,Anzahl,K03102,3977.0
2017,"Wolfsburg, Stadt",Insgesamt,Insgesamt,Anzahl,K03103,8937.0
2017,Gifhorn,Insgesamt,Insgesamt,Anzahl,K03151,2431.0
2017,Goslar,Insgesamt,Insgesamt,Anzahl,K03153,2405.0
2017,Helmstedt,Insgesamt,Insgesamt,Anzahl,K03154,1295.0
2017,Northeim,Insgesamt,Insgesamt,Anzahl,K03155,2659.0
2017,Peine,Insgesamt,Insgesamt,Anzahl,K03157,2202.0
2017,Wolfenbüttel,Insgesamt,Insgesamt,Anzahl,K03158,1212.0
2017,Göttingen,Insgesamt,Insgesamt,Anzahl,K03159,7778.0
2017,Statistische Region Braunschweig,Insgesamt,Insgesamt,Anzahl,K031,41924.0
2017,Region Hannover,Insgesamt,Insgesamt,Anzahl,K03241,51403.0
2017,"dav. Hannover, Lhst.",Insgesamt,Insgesamt,Anzahl,K03241001,33601.0
2017,"dav. Hannover, Umland",Insgesamt,Insgesamt,Anzahl,K03241999,17802.0
2017,Diepholz,Insgesamt,Insgesamt,Anzahl,K03251,4811.0
2017,Hameln-Pyrmont,Insgesamt,Insgesamt,Anzahl,K03252,3270.0
2017,Hildesheim,Insgesamt,Insgesamt,Anzahl,K03254,5044.0
2017,Holzminden,Insgesamt,Insgesamt,Anzahl,K03255,1088.0
2017,Nienburg (Weser),Insgesamt,Insgesamt,Anzahl,K03256,2668.0
2017,Schaumburg,Insgesamt,Insgesamt,Anzahl,K03257,2966.0
2017,Statistische Region Hannover,Insgesamt,Insgesamt,Anzahl,K032,71250.0
2017,Celle,Insgesamt,Insgesamt,Anzahl,K03351,3061.0
2017,Cuxhaven,Insgesamt,Insgesamt,Anzahl,K03352,3769.0
2017,Harburg,Insgesamt,Insgesamt,Anzahl,K03353,6224.0
2017,Lüchow-Dannenberg,Insgesamt,Insgesamt,Anzahl,K03354,654.0
2017,Lüneburg,Insgesamt,Insgesamt,Anzahl,K03355,3125.0
2017,Osterholz,Insgesamt,Insgesamt,Anzahl,K03356,1491.0
2017,Rotenburg (Wümme),Insgesamt,Insgesamt,Anzahl,K03357,3356.0
2017,Heidekreis,Insgesamt,Insgesamt,Anzahl,K03358,3290.0
2017,Stade,Insgesamt,Insgesamt,Anzahl,K03359,4514.0
2017,Uelzen,Insgesamt,Insgesamt,Anzahl,K03360,1245.0
