Year,Gebietseinheit,Geschlecht,Units,GeoCode,Value
Wesermarsch,weiblich,Jahre,RH03461,33,3.0
Wesermarsch,insgesamt,Jahre,RH03461,33,7.0
Wittmund,männlich,Jahre,RH03462,36,2.0
Wittmund,weiblich,Jahre,RH03462,36,4.0
Wittmund,insgesamt,Jahre,RH03462,36,3.0
Statistische Region Weser-Ems,männlich,Jahre,RH034,35,6.0
Statistische Region Weser-Ems,weiblich,Jahre,RH034,36,5.0
Statistische Region Weser-Ems,insgesamt,Jahre,RH034,36,
Niedersachsen,männlich,Jahre,RH030,38,9.0
Niedersachsen,weiblich,Jahre,RH030,39,8.0
Niedersachsen,insgesamt,Jahre,RH030,39,3.0
"Braunschweig, Stadt",männlich,Jahre,RH03101,35,8.0
"Braunschweig, Stadt",weiblich,Jahre,RH03101,36,7.0
"Braunschweig, Stadt",insgesamt,Jahre,RH03101,36,2.0
"Salzgitter, Stadt",männlich,Jahre,RH03102,36,5.0
"Salzgitter, Stadt",weiblich,Jahre,RH03102,38,4.0
"Salzgitter, Stadt",insgesamt,Jahre,RH03102,37,4.0
"Wolfsburg, Stadt",männlich,Jahre,RH03103,34,8.0
"Wolfsburg, Stadt",weiblich,Jahre,RH03103,35,
"Wolfsburg, Stadt",insgesamt,Jahre,RH03103,34,9.0
Gifhorn,männlich,Jahre,RH03151,37,3.0
Gifhorn,weiblich,Jahre,RH03151,37,5.0
Gifhorn,insgesamt,Jahre,RH03151,37,3.0
Goslar,männlich,Jahre,RH03153,36,1.0
Goslar,weiblich,Jahre,RH03153,37,3.0
Goslar,insgesamt,Jahre,RH03153,36,7.0
Helmstedt,männlich,Jahre,RH03154,35,
Helmstedt,weiblich,Jahre,RH03154,36,4.0
Helmstedt,insgesamt,Jahre,RH03154,35,6.0
Northeim,männlich,Jahre,RH03155,36,4.0
Northeim,weiblich,Jahre,RH03155,36,5.0
Northeim,insgesamt,Jahre,RH03155,36,4.0
Peine,männlich,Jahre,RH03157,35,
Peine,weiblich,Jahre,RH03157,35,9.0
Peine,insgesamt,Jahre,RH03157,35,4.0
Wolfenbüttel,männlich,Jahre,RH03158,34,9.0
Wolfenbüttel,weiblich,Jahre,RH03158,35,7.0
Wolfenbüttel,insgesamt,Jahre,RH03158,35,3.0
Göttingen,männlich,Jahre,RH03159,35,9.0
Göttingen,weiblich,Jahre,RH03159,36,9.0
Göttingen,insgesamt,Jahre,RH03159,36,4.0
Statistische Region Braunschweig,männlich,Jahre,RH031,36,
Statistische Region Braunschweig,weiblich,Jahre,RH031,36,6.0
Statistische Region Braunschweig,insgesamt,Jahre,RH031,36,3.0
Hannover  Region,männlich,Jahre,RH03241,37,
Hannover  Region,weiblich,Jahre,RH03241,38,2.0
Hannover  Region,insgesamt,Jahre,RH03241,37,6.0
Diepholz,männlich,Jahre,RH03251,37,8.0
Diepholz,weiblich,Jahre,RH03251,39,
Diepholz,insgesamt,Jahre,RH03251,38,3.0
Hameln-Pyrmont,männlich,Jahre,RH03252,34,4.0
Hameln-Pyrmont,weiblich,Jahre,RH03252,35,
Hameln-Pyrmont,insgesamt,Jahre,RH03252,34,7.0
Hildesheim,männlich,Jahre,RH03254,36,1.0
Hildesheim,weiblich,Jahre,RH03254,37,2.0
Hildesheim,insgesamt,Jahre,RH03254,36,6.0
Holzminden,männlich,Jahre,RH03255,35,3.0
Holzminden,weiblich,Jahre,RH03255,36,8.0
Holzminden,insgesamt,Jahre,RH03255,36,
Nienburg (Weser),männlich,Jahre,RH03256,37,2.0
Nienburg (Weser),weiblich,Jahre,RH03256,39,1.0
Nienburg (Weser),insgesamt,Jahre,RH03256,38,1.0
Schaumburg,männlich,Jahre,RH03257,34,7.0
Schaumburg,weiblich,Jahre,RH03257,34,5.0
Schaumburg,insgesamt,Jahre,RH03257,34,6.0
Statistische Region Hannover,männlich,Jahre,RH032,35,2.0
Statistische Region Hannover,weiblich,Jahre,RH032,36,1.0
Statistische Region Hannover,insgesamt,Jahre,RH032,35,6.0
Celle,männlich,Jahre,RH03351,35,5.0
Celle,weiblich,Jahre,RH03351,36,2.0
Celle,insgesamt,Jahre,RH03351,35,8.0
Cuxhaven,männlich,Jahre,RH03352,35,5.0
Cuxhaven,weiblich,Jahre,RH03352,35,7.0
Cuxhaven,insgesamt,Jahre,RH03352,35,6.0
Harburg,männlich,Jahre,RH03353,36,5.0
Harburg,weiblich,Jahre,RH03353,37,9.0
Harburg,insgesamt,Jahre,RH03353,37,1.0
Lüchow-Dannenberg,männlich,Jahre,RH03354,36,8.0
Lüchow-Dannenberg,weiblich,Jahre,RH03354,38,4.0
Lüchow-Dannenberg,insgesamt,Jahre,RH03354,37,5.0
Lüneburg,männlich,Jahre,RH03355,34,6.0
Lüneburg,weiblich,Jahre,RH03355,35,6.0
Lüneburg,insgesamt,Jahre,RH03355,35,
Osterholz,männlich,Jahre,RH03356,34,3.0
Osterholz,weiblich,Jahre,RH03356,35,2.0
Osterholz,insgesamt,Jahre,RH03356,34,7.0
Rotenburg (Wümme),männlich,Jahre,RH03357,34,7.0
Rotenburg (Wümme),weiblich,Jahre,RH03357,36,1.0
Rotenburg (Wümme),insgesamt,Jahre,RH03357,35,4.0
Heidekreis,männlich,Jahre,RH03358,36,
Heidekreis,weiblich,Jahre,RH03358,35,9.0
Heidekreis,insgesamt,Jahre,RH03358,35,9.0
Stade,männlich,Jahre,RH03359,35,
Stade,weiblich,Jahre,RH03359,35,7.0
Stade,insgesamt,Jahre,RH03359,35,3.0
Uelzen,männlich,Jahre,RH03360,34,5.0
Uelzen,weiblich,Jahre,RH03360,34,5.0
Uelzen,insgesamt,Jahre,RH03360,34,5.0
Verden,männlich,Jahre,RH03361,34,4.0
Verden,weiblich,Jahre,RH03361,35,3.0
Verden,insgesamt,Jahre,RH03361,34,8.0
Statistische Region Lüneburg,männlich,Jahre,RH033,36,9.0
Statistische Region Lüneburg,weiblich,Jahre,RH033,37,7.0
Statistische Region Lüneburg,insgesamt,Jahre,RH033,37,3.0
"Delmenhorst, Stadt",männlich,Jahre,RH03401,35,3.0
"Delmenhorst, Stadt",weiblich,Jahre,RH03401,35,2.0
"Delmenhorst, Stadt",insgesamt,Jahre,RH03401,35,3.0
Emden  Stadt,männlich,Jahre,RH03402,34,2.0
Emden  Stadt,weiblich,Jahre,RH03402,34,7.0
Emden  Stadt,insgesamt,Jahre,RH03402,34,4.0
"Oldenburg(Oldb), Stadt",männlich,Jahre,RH03403,33,
"Oldenburg(Oldb), Stadt",weiblich,Jahre,RH03403,31,9.0
"Oldenburg(Oldb), Stadt",insgesamt,Jahre,RH03403,32,5.0
"Osnabrück, Stadt",männlich,Jahre,RH03404,32,9.0
"Osnabrück, Stadt",weiblich,Jahre,RH03404,33,6.0
"Osnabrück, Stadt",insgesamt,Jahre,RH03404,33,2.0
"Wilhelmshaven, Stadt",männlich,Jahre,RH03405,35,8.0
"Wilhelmshaven, Stadt",weiblich,Jahre,RH03405,36,6.0
"Wilhelmshaven, Stadt",insgesamt,Jahre,RH03405,36,2.0
Ammerland,männlich,Jahre,RH03451,32,1.0
Ammerland,weiblich,Jahre,RH03451,32,5.0
Ammerland,insgesamt,Jahre,RH03451,32,3.0
Aurich,männlich,Jahre,RH03452,34,6.0
Aurich,weiblich,Jahre,RH03452,34,5.0
Aurich,insgesamt,Jahre,RH03452,34,6.0
Cloppenburg,männlich,Jahre,RH03453,33,9.0
Cloppenburg,weiblich,Jahre,RH03453,34,7.0
Cloppenburg,insgesamt,Jahre,RH03453,34,3.0
Emsland,männlich,Jahre,RH03454,33,9.0
Emsland,weiblich,Jahre,RH03454,32,7.0
Emsland,insgesamt,Jahre,RH03454,33,4.0
Friesland,männlich,Jahre,RH03455,36,1.0
Friesland,weiblich,Jahre,RH03455,34,6.0
Friesland,insgesamt,Jahre,RH03455,35,5.0
Grafschaft Bentheim,männlich,Jahre,RH03456,34,7.0
Grafschaft Bentheim,weiblich,Jahre,RH03456,35,4.0
Grafschaft Bentheim,insgesamt,Jahre,RH03456,35,
Leer,männlich,Jahre,RH03457,41,7.0
Leer,weiblich,Jahre,RH03457,41,2.0
Leer,insgesamt,Jahre,RH03457,41,5.0
Oldenburg,männlich,Jahre,RH03458,35,1.0
Oldenburg,weiblich,Jahre,RH03458,34,8.0
Oldenburg,insgesamt,Jahre,RH03458,35,
Osnabrück,männlich,Jahre,RH03459,34,4.0
Osnabrück,weiblich,Jahre,RH03459,35,
Osnabrück,insgesamt,Jahre,RH03459,34,6.0
Vechta,männlich,Jahre,RH03460,35,9.0
Vechta,weiblich,Jahre,RH03460,36,
Vechta,insgesamt,Jahre,RH03460,35,9.0
Wesermarsch,männlich,Jahre,RH03461,33,9.0
Wesermarsch,weiblich,Jahre,RH03461,33,1.0
Wesermarsch,insgesamt,Jahre,RH03461,33,6.0
Wittmund,männlich,Jahre,RH03462,36,3.0
Wittmund,weiblich,Jahre,RH03462,36,3.0
Wittmund,insgesamt,Jahre,RH03462,36,3.0
Statistische Region Weser-Ems,männlich,Jahre,RH034,35,5.0
Statistische Region Weser-Ems,weiblich,Jahre,RH034,36,6.0
Statistische Region Weser-Ems,insgesamt,Jahre,RH034,36,
Niedersachsen,männlich,Jahre,RH030,38,9.0
Niedersachsen,weiblich,Jahre,RH030,39,7.0
Niedersachsen,insgesamt,Jahre,RH030,39,3.0
"Braunschweig, Stadt",männlich,Jahre,RH03101,35,5.0
"Braunschweig, Stadt",weiblich,Jahre,RH03101,36,4.0
"Braunschweig, Stadt",insgesamt,Jahre,RH03101,35,9.0
"Salzgitter, Stadt",männlich,Jahre,RH03102,36,
"Salzgitter, Stadt",weiblich,Jahre,RH03102,37,8.0
"Salzgitter, Stadt",insgesamt,Jahre,RH03102,36,8.0
"Wolfsburg, Stadt",männlich,Jahre,RH03103,34,5.0
"Wolfsburg, Stadt",weiblich,Jahre,RH03103,35,
"Wolfsburg, Stadt",insgesamt,Jahre,RH03103,34,7.0
Gifhorn,männlich,Jahre,RH03151,37,3.0
Gifhorn,weiblich,Jahre,RH03151,37,4.0
Gifhorn,insgesamt,Jahre,RH03151,37,3.0
Goslar,männlich,Jahre,RH03153,36,
Goslar,weiblich,Jahre,RH03153,37,3.0
Goslar,insgesamt,Jahre,RH03153,36,6.0
Helmstedt,männlich,Jahre,RH03154,34,1.0
Helmstedt,weiblich,Jahre,RH03154,35,6.0
Helmstedt,insgesamt,Jahre,RH03154,34,7.0
Northeim,männlich,Jahre,RH03155,36,
Northeim,weiblich,Jahre,RH03155,36,4.0
Northeim,insgesamt,Jahre,RH03155,36,2.0
Peine,männlich,Jahre,RH03157,34,8.0
Peine,weiblich,Jahre,RH03157,35,9.0
Peine,insgesamt,Jahre,RH03157,35,3.0
Wolfenbüttel,männlich,Jahre,RH03158,34,9.0
Wolfenbüttel,weiblich,Jahre,RH03158,35,7.0
Wolfenbüttel,insgesamt,Jahre,RH03158,35,3.0
Göttingen,männlich,Jahre,RH03159,35,5.0
Göttingen,weiblich,Jahre,RH03159,36,6.0
Göttingen,insgesamt,Jahre,RH03159,36,
Statistische Region Braunschweig,männlich,Jahre,RH031,35,8.0
Statistische Region Braunschweig,weiblich,Jahre,RH031,36,4.0
Statistische Region Braunschweig,insgesamt,Jahre,RH031,36,1.0
Hannover  Region,männlich,Jahre,RH03241,36,9.0
Hannover  Region,weiblich,Jahre,RH03241,38,
Hannover  Region,insgesamt,Jahre,RH03241,37,4.0
Diepholz,männlich,Jahre,RH03251,37,6.0
Diepholz,weiblich,Jahre,RH03251,38,7.0
Diepholz,insgesamt,Jahre,RH03251,38,1.0
Hameln-Pyrmont,männlich,Jahre,RH03252,34,1.0
Hameln-Pyrmont,weiblich,Jahre,RH03252,34,8.0
Hameln-Pyrmont,insgesamt,Jahre,RH03252,34,4.0
Hildesheim,männlich,Jahre,RH03254,36,
Hildesheim,weiblich,Jahre,RH03254,37,3.0
Hildesheim,insgesamt,Jahre,RH03254,36,6.0
Holzminden,männlich,Jahre,RH03255,35,2.0
Holzminden,weiblich,Jahre,RH03255,36,6.0
Holzminden,insgesamt,Jahre,RH03255,35,8.0
Nienburg (Weser),männlich,Jahre,RH03256,37,
Nienburg (Weser),weiblich,Jahre,RH03256,39,1.0
Nienburg (Weser),insgesamt,Jahre,RH03256,38,
Schaumburg,männlich,Jahre,RH03257,34,6.0
Schaumburg,weiblich,Jahre,RH03257,34,2.0
Schaumburg,insgesamt,Jahre,RH03257,34,4.0
Statistische Region Hannover,männlich,Jahre,RH032,35,
Statistische Region Hannover,weiblich,Jahre,RH032,35,7.0
Statistische Region Hannover,insgesamt,Jahre,RH032,35,4.0
Celle,männlich,Jahre,RH03351,35,2.0
Celle,weiblich,Jahre,RH03351,36,
Celle,insgesamt,Jahre,RH03351,35,5.0
Cuxhaven,männlich,Jahre,RH03352,35,3.0
Cuxhaven,weiblich,Jahre,RH03352,35,4.0
Cuxhaven,insgesamt,Jahre,RH03352,35,3.0
Harburg,männlich,Jahre,RH03353,35,8.0
Harburg,weiblich,Jahre,RH03353,37,5.0
Harburg,insgesamt,Jahre,RH03353,36,6.0
Lüchow-Dannenberg,männlich,Jahre,RH03354,36,6.0
Lüchow-Dannenberg,weiblich,Jahre,RH03354,38,4.0
Lüchow-Dannenberg,insgesamt,Jahre,RH03354,37,4.0
Lüneburg,männlich,Jahre,RH03355,34,3.0
Lüneburg,weiblich,Jahre,RH03355,35,2.0
Lüneburg,insgesamt,Jahre,RH03355,34,7.0
Osterholz,männlich,Jahre,RH03356,34,
Osterholz,weiblich,Jahre,RH03356,34,6.0
Osterholz,insgesamt,Jahre,RH03356,34,3.0
Rotenburg (Wümme),männlich,Jahre,RH03357,34,6.0
Rotenburg (Wümme),weiblich,Jahre,RH03357,35,9.0
Rotenburg (Wümme),insgesamt,Jahre,RH03357,35,2.0
Heidekreis,männlich,Jahre,RH03358,35,6.0
Heidekreis,weiblich,Jahre,RH03358,35,9.0
Heidekreis,insgesamt,Jahre,RH03358,35,7.0
Stade,männlich,Jahre,RH03359,35,
Stade,weiblich,Jahre,RH03359,35,4.0
Stade,insgesamt,Jahre,RH03359,35,2.0
Uelzen,männlich,Jahre,RH03360,34,3.0
Uelzen,weiblich,Jahre,RH03360,34,4.0
Uelzen,insgesamt,Jahre,RH03360,34,4.0
Verden,männlich,Jahre,RH03361,34,1.0
Verden,weiblich,Jahre,RH03361,35,2.0
Verden,insgesamt,Jahre,RH03361,34,6.0
Statistische Region Lüneburg,männlich,Jahre,RH033,36,8.0
Statistische Region Lüneburg,weiblich,Jahre,RH033,37,5.0
Statistische Region Lüneburg,insgesamt,Jahre,RH033,37,1.0
"Delmenhorst, Stadt",männlich,Jahre,RH03401,35,2.0
"Delmenhorst, Stadt",weiblich,Jahre,RH03401,35,
"Delmenhorst, Stadt",insgesamt,Jahre,RH03401,35,1.0
Emden  Stadt,männlich,Jahre,RH03402,34,1.0
Emden  Stadt,weiblich,Jahre,RH03402,34,7.0
Emden  Stadt,insgesamt,Jahre,RH03402,34,4.0
"Oldenburg(Oldb), Stadt",männlich,Jahre,RH03403,32,5.0
"Oldenburg(Oldb), Stadt",weiblich,Jahre,RH03403,31,8.0
"Oldenburg(Oldb), Stadt",insgesamt,Jahre,RH03403,32,2.0
"Osnabrück, Stadt",männlich,Jahre,RH03404,32,8.0
"Osnabrück, Stadt",weiblich,Jahre,RH03404,33,6.0
"Osnabrück, Stadt",insgesamt,Jahre,RH03404,33,2.0
"Wilhelmshaven, Stadt",männlich,Jahre,RH03405,35,5.0
"Wilhelmshaven, Stadt",weiblich,Jahre,RH03405,36,1.0
"Wilhelmshaven, Stadt",insgesamt,Jahre,RH03405,35,8.0
Ammerland,männlich,Jahre,RH03451,32,1.0
Ammerland,weiblich,Jahre,RH03451,32,2.0
Ammerland,insgesamt,Jahre,RH03451,32,1.0
Aurich,männlich,Jahre,RH03452,34,1.0
Aurich,weiblich,Jahre,RH03452,34,2.0
Aurich,insgesamt,Jahre,RH03452,34,1.0
Cloppenburg,männlich,Jahre,RH03453,33,7.0
Cloppenburg,weiblich,Jahre,RH03453,34,4.0
Cloppenburg,insgesamt,Jahre,RH03453,34,
Emsland,männlich,Jahre,RH03454,33,9.0
Emsland,weiblich,Jahre,RH03454,32,4.0
Emsland,insgesamt,Jahre,RH03454,33,3.0
Friesland,männlich,Jahre,RH03455,35,8.0
Friesland,weiblich,Jahre,RH03455,34,5.0
Friesland,insgesamt,Jahre,RH03455,35,3.0
Grafschaft Bentheim,männlich,Jahre,RH03456,34,2.0
Grafschaft Bentheim,weiblich,Jahre,RH03456,34,8.0
Grafschaft Bentheim,insgesamt,Jahre,RH03456,34,4.0
Leer,männlich,Jahre,RH03457,41,7.0
Leer,weiblich,Jahre,RH03457,41,
Leer,insgesamt,Jahre,RH03457,41,4.0
Oldenburg,männlich,Jahre,RH03458,35,1.0
Oldenburg,weiblich,Jahre,RH03458,35,
Oldenburg,insgesamt,Jahre,RH03458,35,
Osnabrück,männlich,Jahre,RH03459,34,1.0
Osnabrück,weiblich,Jahre,RH03459,34,6.0
Osnabrück,insgesamt,Jahre,RH03459,34,4.0
Vechta,männlich,Jahre,RH03460,35,8.0
Vechta,weiblich,Jahre,RH03460,35,9.0
Vechta,insgesamt,Jahre,RH03460,35,8.0
Wesermarsch,männlich,Jahre,RH03461,33,7.0
Wesermarsch,weiblich,Jahre,RH03461,33,
Wesermarsch,insgesamt,Jahre,RH03461,33,4.0
Wittmund,männlich,Jahre,RH03462,36,4.0
Wittmund,weiblich,Jahre,RH03462,36,3.0
Wittmund,insgesamt,Jahre,RH03462,36,4.0
Statistische Region Weser-Ems,männlich,Jahre,RH034,35,1.0
Statistische Region Weser-Ems,weiblich,Jahre,RH034,36,5.0
Statistische Region Weser-Ems,insgesamt,Jahre,RH034,35,7.0
Niedersachsen,männlich,Jahre,RH030,38,8.0
Niedersachsen,weiblich,Jahre,RH030,39,4.0
Niedersachsen,insgesamt,Jahre,RH030,39,1.0
"Braunschweig, Stadt",männlich,Jahre,RH03101,36,4.0
"Braunschweig, Stadt",weiblich,Jahre,RH03101,38,1.0
"Braunschweig, Stadt",insgesamt,Jahre,RH03101,37,2.0
"Salzgitter, Stadt",männlich,Jahre,RH03102,34,6.0
"Salzgitter, Stadt",weiblich,Jahre,RH03102,35,1.0
"Salzgitter, Stadt",insgesamt,Jahre,RH03102,34,8.0
"Wolfsburg, Stadt",männlich,Jahre,RH03103,37,5.0
"Wolfsburg, Stadt",weiblich,Jahre,RH03103,37,5.0
"Wolfsburg, Stadt",insgesamt,Jahre,RH03103,37,5.0
Gifhorn,männlich,Jahre,RH03151,36,3.0
Gifhorn,weiblich,Jahre,RH03151,37,8.0
Gifhorn,insgesamt,Jahre,RH03151,37,
Goslar,männlich,Jahre,RH03153,34,
Goslar,weiblich,Jahre,RH03153,35,7.0
Goslar,insgesamt,Jahre,RH03153,34,7.0
Helmstedt,männlich,Jahre,RH03154,35,8.0
Helmstedt,weiblich,Jahre,RH03154,36,4.0
Helmstedt,insgesamt,Jahre,RH03154,36,1.0
Northeim,männlich,Jahre,RH03155,34,9.0
Northeim,weiblich,Jahre,RH03155,36,
Northeim,insgesamt,Jahre,RH03155,35,4.0
Peine,männlich,Jahre,RH03157,34,8.0
Peine,weiblich,Jahre,RH03157,35,8.0
Peine,insgesamt,Jahre,RH03157,35,2.0
Wolfenbüttel,männlich,Jahre,RH03158,35,5.0
Wolfenbüttel,weiblich,Jahre,RH03158,36,7.0
Wolfenbüttel,insgesamt,Jahre,RH03158,36,
Göttingen,männlich,Jahre,RH03159,35,2.0
Göttingen,weiblich,Jahre,RH03159,36,
Göttingen,insgesamt,Jahre,RH03159,35,6.0
