Year,Gebietseinheit,Schulgliederung,Nationalität,Units,GeoCode,Value
2014,"Schaumburg",Hauptschule,Deutsche,Anzahl,K03257,104
2014,"Statistische Region Hannover",Hauptschule,Deutsche,Anzahl,K032,1639
2014,"Celle",Hauptschule,Deutsche,Anzahl,K03351,359
2014,"Cuxhaven",Hauptschule,Deutsche,Anzahl,K03352,186
2014,"Harburg",Hauptschule,Deutsche,Anzahl,K03353,214
2014,"Lüchow-Dannenberg",Hauptschule,Deutsche,Anzahl,K03354,44
2014,"Lüneburg",Hauptschule,Deutsche,Anzahl,K03355,196
2014,"Osterholz",Hauptschule,Deutsche,Anzahl,K03356,99
2014,"Rotenburg (Wümme)",Hauptschule,Deutsche,Anzahl,K03357,155
2014,"Heidekreis",Hauptschule,Deutsche,Anzahl,K03358,246
2014,"Stade",Hauptschule,Deutsche,Anzahl,K03359,186
2014,"Uelzen",Hauptschule,Deutsche,Anzahl,K03360,98
2014,"Verden",Hauptschule,Deutsche,Anzahl,K03361,110
2014,"Statistische Region Lüneburg",Hauptschule,Deutsche,Anzahl,K033,1893
2014,"Delmenhorst, Stadt",Hauptschule,Deutsche,Anzahl,K03401,155
2014,"Emden, Stadt",Hauptschule,Deutsche,Anzahl,K03402,53
2014,"Oldenburg (Oldb), Stadt",Hauptschule,Deutsche,Anzahl,K03403,
2014,"Osnabrück, Stadt",Hauptschule,Deutsche,Anzahl,K03404,119
2014,"Wilhelmshaven, Stadt",Hauptschule,Deutsche,Anzahl,K03405,67
2014,"Ammerland",Hauptschule,Deutsche,Anzahl,K03451,134
2014,"Aurich",Hauptschule,Deutsche,Anzahl,K03452,218
2014,"Cloppenburg",Hauptschule,Deutsche,Anzahl,K03453,313
2014,"Emsland",Hauptschule,Deutsche,Anzahl,K03454,399
2014,"Friesland",Hauptschule,Deutsche,Anzahl,K03455,83
2014,"Grafschaft Bentheim",Hauptschule,Deutsche,Anzahl,K03456,256
2014,"Leer",Hauptschule,Deutsche,Anzahl,K03457,286
2014,"Oldenburg",Hauptschule,Deutsche,Anzahl,K03458,51
2014,"Osnabrück",Hauptschule,Deutsche,Anzahl,K03459,302
2014,"Vechta",Hauptschule,Deutsche,Anzahl,K03460,205
2014,"Wesermarsch",Hauptschule,Deutsche,Anzahl,K03461,110
2014,"Wittmund",Hauptschule,Deutsche,Anzahl,K03462,104
2014,"Statistische Region Weser-Ems",Hauptschule,Deutsche,Anzahl,K034,2855
2014,"Niedersachsen",Hauptschule,Deutsche,Anzahl,,7912
2015,"Braunschweig, Stadt",Hauptschule,Deutsche,Anzahl,K03101,141
2015,"Salzgitter, Stadt",Hauptschule,Deutsche,Anzahl,K03102,134
2015,"Wolfsburg, Stadt",Hauptschule,Deutsche,Anzahl,K03103,93
2015,"Gifhorn",Hauptschule,Deutsche,Anzahl,K03151,143
2015,"Goslar",Hauptschule,Deutsche,Anzahl,K03153,32
2015,"Helmstedt",Hauptschule,Deutsche,Anzahl,K03154,69
2015,"Northeim",Hauptschule,Deutsche,Anzahl,K03155,96
2015,"Peine",Hauptschule,Deutsche,Anzahl,K03157,172
2015,"Wolfenbüttel",Hauptschule,Deutsche,Anzahl,K03158,125
2015,"Göttingen",Hauptschule,Deutsche,Anzahl,K03159,210
2015,"Statistische Region Braunschweig",Hauptschule,Deutsche,Anzahl,K031,1215
2015,"Region Hannover",Hauptschule,Deutsche,Anzahl,K03241,649
2015,"dav. Hannover, Lhst.",Hauptschule,Deutsche,Anzahl,K03241001,212
2015,"dav. Hannover, Umland",Hauptschule,Deutsche,Anzahl,K03241999,437
2015,"Diepholz",Hauptschule,Deutsche,Anzahl,K03251,162
2015,"Hameln-Pyrmont",Hauptschule,Deutsche,Anzahl,K03252,110
2015,"Hildesheim",Hauptschule,Deutsche,Anzahl,K03254,127
2015,"Holzminden",Hauptschule,Deutsche,Anzahl,K03255,46
2015,"Nienburg (Weser)",Hauptschule,Deutsche,Anzahl,K03256,131
2015,"Schaumburg",Hauptschule,Deutsche,Anzahl,K03257,
2015,"Statistische Region Hannover",Hauptschule,Deutsche,Anzahl,K032,1225
2015,"Celle",Hauptschule,Deutsche,Anzahl,K03351,
2015,"Cuxhaven",Hauptschule,Deutsche,Anzahl,K03352,215
2015,"Harburg",Hauptschule,Deutsche,Anzahl,K03353,121
2015,"Lüchow-Dannenberg",Hauptschule,Deutsche,Anzahl,K03354,54
2015,"Lüneburg",Hauptschule,Deutsche,Anzahl,K03355,107
2015,"Osterholz",Hauptschule,Deutsche,Anzahl,K03356,61
2015,"Rotenburg (Wümme)",Hauptschule,Deutsche,Anzahl,K03357,143
2015,"Heidekreis",Hauptschule,Deutsche,Anzahl,K03358,138
2015,"Stade",Hauptschule,Deutsche,Anzahl,K03359,138
2015,"Uelzen",Hauptschule,Deutsche,Anzahl,K03360,85
2015,"Verden",Hauptschule,Deutsche,Anzahl,K03361,55
2015,"Statistische Region Lüneburg",Hauptschule,Deutsche,Anzahl,K033,1117
2015,"Delmenhorst, Stadt",Hauptschule,Deutsche,Anzahl,K03401,64
2015,"Emden, Stadt",Hauptschule,Deutsche,Anzahl,K03402,29
2015,"Oldenburg (Oldb), Stadt",Hauptschule,Deutsche,Anzahl,K03403,
2015,"Osnabrück, Stadt",Hauptschule,Deutsche,Anzahl,K03404,141
2015,"Wilhelmshaven, Stadt",Hauptschule,Deutsche,Anzahl,K03405,77
2015,"Ammerland",Hauptschule,Deutsche,Anzahl,K03451,78
2015,"Aurich",Hauptschule,Deutsche,Anzahl,K03452,196
2015,"Cloppenburg",Hauptschule,Deutsche,Anzahl,K03453,259
2015,"Emsland",Hauptschule,Deutsche,Anzahl,K03454,84
2015,"Friesland",Hauptschule,Deutsche,Anzahl,K03455,30
2015,"Grafschaft Bentheim",Hauptschule,Deutsche,Anzahl,K03456,256
2015,"Leer",Hauptschule,Deutsche,Anzahl,K03457,220
2015,"Oldenburg",Hauptschule,Deutsche,Anzahl,K03458,46
2015,"Osnabrück",Hauptschule,Deutsche,Anzahl,K03459,245
2015,"Vechta",Hauptschule,Deutsche,Anzahl,K03460,230
2015,"Wesermarsch",Hauptschule,Deutsche,Anzahl,K03461,66
2015,"Wittmund",Hauptschule,Deutsche,Anzahl,K03462,89
2015,"Statistische Region Weser-Ems",Hauptschule,Deutsche,Anzahl,K034,2110
2015,"Niedersachsen",Hauptschule,Deutsche,Anzahl,,5667
2016,"Braunschweig, Stadt",Hauptschule,Deutsche,Anzahl,K03101,133
2016,"Salzgitter, Stadt",Hauptschule,Deutsche,Anzahl,K03102,150
2016,"Wolfsburg, Stadt",Hauptschule,Deutsche,Anzahl,K03103,87
2016,"Gifhorn",Hauptschule,Deutsche,Anzahl,K03151,136
2016,"Goslar",Hauptschule,Deutsche,Anzahl,K03153,28
2016,"Helmstedt",Hauptschule,Deutsche,Anzahl,K03154,69
2016,"Northeim",Hauptschule,Deutsche,Anzahl,K03155,97
2016,"Peine",Hauptschule,Deutsche,Anzahl,K03157,132
2016,"Wolfenbüttel",Hauptschule,Deutsche,Anzahl,K03158,140
2016,"Göttingen",Hauptschule,Deutsche,Anzahl,K03159,188
2016,"Statistische Region Braunschweig",Hauptschule,Deutsche,Anzahl,K031,1160
2016,"Region Hannover",Hauptschule,Deutsche,Anzahl,K03241,642
2016,"dav. Hannover, Lhst.",Hauptschule,Deutsche,Anzahl,K03241001,204
2016,"dav. Hannover, Umland",Hauptschule,Deutsche,Anzahl,K03241999,438
2016,"Diepholz",Hauptschule,Deutsche,Anzahl,K03251,151
2016,"Hameln-Pyrmont",Hauptschule,Deutsche,Anzahl,K03252,94
2016,"Hildesheim",Hauptschule,Deutsche,Anzahl,K03254,96
2016,"Holzminden",Hauptschule,Deutsche,Anzahl,K03255,30
2016,"Nienburg (Weser)",Hauptschule,Deutsche,Anzahl,K03256,79
2016,"Schaumburg",Hauptschule,Deutsche,Anzahl,K03257,
2016,"Statistische Region Hannover",Hauptschule,Deutsche,Anzahl,K032,1092
2016,"Celle",Hauptschule,Deutsche,Anzahl,K03351,
2016,"Cuxhaven",Hauptschule,Deutsche,Anzahl,K03352,213
2016,"Harburg",Hauptschule,Deutsche,Anzahl,K03353,69
2016,"Lüchow-Dannenberg",Hauptschule,Deutsche,Anzahl,K03354,35
2016,"Lüneburg",Hauptschule,Deutsche,Anzahl,K03355,82
2016,"Osterholz",Hauptschule,Deutsche,Anzahl,K03356,68
2016,"Rotenburg (Wümme)",Hauptschule,Deutsche,Anzahl,K03357,159
2016,"Heidekreis",Hauptschule,Deutsche,Anzahl,K03358,120
2016,"Stade",Hauptschule,Deutsche,Anzahl,K03359,139
2016,"Uelzen",Hauptschule,Deutsche,Anzahl,K03360,38
2016,"Verden",Hauptschule,Deutsche,Anzahl,K03361,79
2016,"Statistische Region Lüneburg",Hauptschule,Deutsche,Anzahl,K033,1002
2016,"Delmenhorst, Stadt",Hauptschule,Deutsche,Anzahl,K03401,46
2016,"Emden, Stadt",Hauptschule,Deutsche,Anzahl,K03402,37
2016,"Oldenburg (Oldb), Stadt",Hauptschule,Deutsche,Anzahl,K03403,
2016,"Osnabrück, Stadt",Hauptschule,Deutsche,Anzahl,K03404,113
2016,"Wilhelmshaven, Stadt",Hauptschule,Deutsche,Anzahl,K03405,66
2016,"Ammerland",Hauptschule,Deutsche,Anzahl,K03451,41
2016,"Aurich",Hauptschule,Deutsche,Anzahl,K03452,186
2016,"Cloppenburg",Hauptschule,Deutsche,Anzahl,K03453,144
2016,"Emsland",Hauptschule,Deutsche,Anzahl,K03454,76
2016,"Friesland",Hauptschule,Deutsche,Anzahl,K03455,35
2016,"Grafschaft Bentheim",Hauptschule,Deutsche,Anzahl,K03456,233
2016,"Leer",Hauptschule,Deutsche,Anzahl,K03457,190
2016,"Oldenburg",Hauptschule,Deutsche,Anzahl,K03458,54
2016,"Osnabrück",Hauptschule,Deutsche,Anzahl,K03459,193
2016,"Vechta",Hauptschule,Deutsche,Anzahl,K03460,130
2016,"Wesermarsch",Hauptschule,Deutsche,Anzahl,K03461,58
2016,"Wittmund",Hauptschule,Deutsche,Anzahl,K03462,130
2016,"Statistische Region Weser-Ems",Hauptschule,Deutsche,Anzahl,K034,1732
2016,"Niedersachsen",Hauptschule,Deutsche,Anzahl,,4986
2017,"Braunschweig, Stadt",Hauptschule,Deutsche,Anzahl,K03101,134
2017,"Salzgitter, Stadt",Hauptschule,Deutsche,Anzahl,K03102,147
2017,"Wolfsburg, Stadt",Hauptschule,Deutsche,Anzahl,K03103,64
2017,"Gifhorn",Hauptschule,Deutsche,Anzahl,K03151,117
2017,"Goslar",Hauptschule,Deutsche,Anzahl,K03153,13
2017,"Helmstedt",Hauptschule,Deutsche,Anzahl,K03154,76
2017,"Northeim",Hauptschule,Deutsche,Anzahl,K03155,79
2017,"Peine",Hauptschule,Deutsche,Anzahl,K03157,143
2017,"Wolfenbüttel",Hauptschule,Deutsche,Anzahl,K03158,108
2017,"Göttingen",Hauptschule,Deutsche,Anzahl,K03159,122
2017,"Statistische Region Braunschweig",Hauptschule,Deutsche,Anzahl,K031,1003
2017,"Region Hannover",Hauptschule,Deutsche,Anzahl,K03241,436
2017,"dav. Hannover, Lhst.",Hauptschule,Deutsche,Anzahl,K03241001,119
2017,"dav. Hannover, Umland",Hauptschule,Deutsche,Anzahl,K03241999,317
2017,"Diepholz",Hauptschule,Deutsche,Anzahl,K03251,151
2017,"Hameln-Pyrmont",Hauptschule,Deutsche,Anzahl,K03252,127
2017,"Hildesheim",Hauptschule,Deutsche,Anzahl,K03254,83
2017,"Holzminden",Hauptschule,Deutsche,Anzahl,K03255,46
2017,"Nienburg (Weser)",Hauptschule,Deutsche,Anzahl,K03256,43
2017,"Schaumburg",Hauptschule,Deutsche,Anzahl,K03257,
2017,"Statistische Region Hannover",Hauptschule,Deutsche,Anzahl,K032,886
2017,"Celle",Hauptschule,Deutsche,Anzahl,K03351,
2017,"Cuxhaven",Hauptschule,Deutsche,Anzahl,K03352,212
2017,"Harburg",Hauptschule,Deutsche,Anzahl,K03353,61
2017,"Lüchow-Dannenberg",Hauptschule,Deutsche,Anzahl,K03354,47
2017,"Lüneburg",Hauptschule,Deutsche,Anzahl,K03355,42
2017,"Osterholz",Hauptschule,Deutsche,Anzahl,K03356,59
2017,"Rotenburg (Wümme)",Hauptschule,Deutsche,Anzahl,K03357,114
2017,"Heidekreis",Hauptschule,Deutsche,Anzahl,K03358,113
2017,"Stade",Hauptschule,Deutsche,Anzahl,K03359,104
2017,"Uelzen",Hauptschule,Deutsche,Anzahl,K03360,36
2017,"Verden",Hauptschule,Deutsche,Anzahl,K03361,52
2017,"Statistische Region Lüneburg",Hauptschule,Deutsche,Anzahl,K033,840
2017,"Delmenhorst, Stadt",Hauptschule,Deutsche,Anzahl,K03401,26
2017,"Emden, Stadt",Hauptschule,Deutsche,Anzahl,K03402,
2017,"Oldenburg (Oldb), Stadt",Hauptschule,Deutsche,Anzahl,K03403,
2017,"Osnabrück, Stadt",Hauptschule,Deutsche,Anzahl,K03404,115
2017,"Wilhelmshaven, Stadt",Hauptschule,Deutsche,Anzahl,K03405,
2017,"Ammerland",Hauptschule,Deutsche,Anzahl,K03451,67
2017,"Aurich",Hauptschule,Deutsche,Anzahl,K03452,169
2017,"Cloppenburg",Hauptschule,Deutsche,Anzahl,K03453,120
2017,"Emsland",Hauptschule,Deutsche,Anzahl,K03454,80
2017,"Friesland",Hauptschule,Deutsche,Anzahl,K03455,3
2017,"Grafschaft Bentheim",Hauptschule,Deutsche,Anzahl,K03456,225
2017,"Leer",Hauptschule,Deutsche,Anzahl,K03457,170
2017,"Oldenburg",Hauptschule,Deutsche,Anzahl,K03458,49
2017,"Osnabrück",Hauptschule,Deutsche,Anzahl,K03459,173
2017,"Vechta",Hauptschule,Deutsche,Anzahl,K03460,65
2017,"Wesermarsch",Hauptschule,Deutsche,Anzahl,K03461,30
2017,"Wittmund",Hauptschule,Deutsche,Anzahl,K03462,110
2017,"Statistische Region Weser-Ems",Hauptschule,Deutsche,Anzahl,K034,1402
2017,"Niedersachsen",Hauptschule,Deutsche,Anzahl,,4131
2018,"Braunschweig, Stadt",Hauptschule,Deutsche,Anzahl,K03101,128
2018,"Salzgitter, Stadt",Hauptschule,Deutsche,Anzahl,K03102,95
2018,"Wolfsburg, Stadt",Hauptschule,Deutsche,Anzahl,K03103,55
2018,"Gifhorn",Hauptschule,Deutsche,Anzahl,K03151,112
2018,"Goslar",Hauptschule,Deutsche,Anzahl,K03153,21
2018,"Helmstedt",Hauptschule,Deutsche,Anzahl,K03154,62
2018,"Northeim",Hauptschule,Deutsche,Anzahl,K03155,78
