Year,Gebietseinheit,Geschlecht,Befristungsgrund,Units,GeoCode,Value
2024,"Hameln-Pyrmont",männlich,zum Zweck der Ausbildung,Anzahl,RH03252,70
2024,"Hameln-Pyrmont",weiblich,zum Zweck der Ausbildung,Anzahl,RH03252,65
2024,"Hameln-Pyrmont",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03252,135
2024,"Hildesheim",männlich,zum Zweck der Ausbildung,Anzahl,RH03254,280
2024,"Hildesheim",weiblich,zum Zweck der Ausbildung,Anzahl,RH03254,270
2024,"Hildesheim",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03254,545
2024,"Holzminden",männlich,zum Zweck der Ausbildung,Anzahl,RH03255,25
2024,"Holzminden",weiblich,zum Zweck der Ausbildung,Anzahl,RH03255,25
2024,"Holzminden",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03255,50
2024,"Nienburg (Weser)",männlich,zum Zweck der Ausbildung,Anzahl,RH03256,20
2024,"Nienburg (Weser)",weiblich,zum Zweck der Ausbildung,Anzahl,RH03256,30
2024,"Nienburg (Weser)",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03256,50
2024,"Schaumburg",männlich,zum Zweck der Ausbildung,Anzahl,RH03257,40
2024,"Schaumburg",weiblich,zum Zweck der Ausbildung,Anzahl,RH03257,40
2024,"Schaumburg",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03257,80
2024,"Statistische Region Hannover",männlich,zum Zweck der Ausbildung,Anzahl,RH032,3815
2024,"Statistische Region Hannover",weiblich,zum Zweck der Ausbildung,Anzahl,RH032,2730
2024,"Statistische Region Hannover",insgesamt,zum Zweck der Ausbildung,Anzahl,RH032,6545
2024,"Celle",männlich,zum Zweck der Ausbildung,Anzahl,RH03351,40
2024,"Celle",weiblich,zum Zweck der Ausbildung,Anzahl,RH03351,50
2024,"Celle",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03351,90
2024,"Cuxhaven",männlich,zum Zweck der Ausbildung,Anzahl,RH03352,50
2024,"Cuxhaven",weiblich,zum Zweck der Ausbildung,Anzahl,RH03352,45
2024,"Cuxhaven",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03352,95
2024,"Harburg",männlich,zum Zweck der Ausbildung,Anzahl,RH03353,100
2024,"Harburg",weiblich,zum Zweck der Ausbildung,Anzahl,RH03353,115
2024,"Harburg",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03353,215
2024,"Lüchow-Dannenberg",männlich,zum Zweck der Ausbildung,Anzahl,RH03354,10
2024,"Lüchow-Dannenberg",weiblich,zum Zweck der Ausbildung,Anzahl,RH03354,10
2024,"Lüchow-Dannenberg",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03354,20
2024,"Lüneburg",männlich,zum Zweck der Ausbildung,Anzahl,RH03355,180
2024,"Lüneburg",weiblich,zum Zweck der Ausbildung,Anzahl,RH03355,235
2024,"Lüneburg",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03355,410
2024,"Osterholz",männlich,zum Zweck der Ausbildung,Anzahl,RH03356,40
2024,"Osterholz",weiblich,zum Zweck der Ausbildung,Anzahl,RH03356,55
2024,"Osterholz",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03356,95
2024,"Rotenburg (Wümme)",männlich,zum Zweck der Ausbildung,Anzahl,RH03357,60
2024,"Rotenburg (Wümme)",weiblich,zum Zweck der Ausbildung,Anzahl,RH03357,75
2024,"Rotenburg (Wümme)",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03357,135
2024,"Heidekreis",männlich,zum Zweck der Ausbildung,Anzahl,RH03358,60
2024,"Heidekreis",weiblich,zum Zweck der Ausbildung,Anzahl,RH03358,45
2024,"Heidekreis",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03358,105
2024,"Stade",männlich,zum Zweck der Ausbildung,Anzahl,RH03359,110
2024,"Stade",weiblich,zum Zweck der Ausbildung,Anzahl,RH03359,45
2024,"Stade",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03359,155
2024,"Uelzen",männlich,zum Zweck der Ausbildung,Anzahl,RH03360,50
2024,"Uelzen",weiblich,zum Zweck der Ausbildung,Anzahl,RH03360,95
2024,"Uelzen",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03360,145
2024,"Verden",männlich,zum Zweck der Ausbildung,Anzahl,RH03361,35
2024,"Verden",weiblich,zum Zweck der Ausbildung,Anzahl,RH03361,45
2024,"Verden",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03361,80
2024,"Statistische Region Lüneburg",männlich,zum Zweck der Ausbildung,Anzahl,RH033,735
2024,"Statistische Region Lüneburg",weiblich,zum Zweck der Ausbildung,Anzahl,RH033,815
2024,"Statistische Region Lüneburg",insgesamt,zum Zweck der Ausbildung,Anzahl,RH033,1555
2024,"Delmenhorst, Stadt",männlich,zum Zweck der Ausbildung,Anzahl,RH03401,30
2024,"Delmenhorst, Stadt",weiblich,zum Zweck der Ausbildung,Anzahl,RH03401,20
2024,"Delmenhorst, Stadt",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03401,50
2024,"Emden, Stadt",männlich,zum Zweck der Ausbildung,Anzahl,RH03402,125
2024,"Emden, Stadt",weiblich,zum Zweck der Ausbildung,Anzahl,RH03402,55
2024,"Emden, Stadt",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03402,180
2024,"Oldenburg (Oldb), Stadt",männlich,zum Zweck der Ausbildung,Anzahl,RH03403,425
2024,"Oldenburg (Oldb), Stadt",weiblich,zum Zweck der Ausbildung,Anzahl,RH03403,415
2024,"Oldenburg (Oldb), Stadt",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03403,840
2024,"Osnabrück, Stadt",männlich,zum Zweck der Ausbildung,Anzahl,RH03404,510
2024,"Osnabrück, Stadt",weiblich,zum Zweck der Ausbildung,Anzahl,RH03404,625
2024,"Osnabrück, Stadt",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03404,1130
2024,"Wilhelmshaven, Stadt",männlich,zum Zweck der Ausbildung,Anzahl,RH03405,190
2024,"Wilhelmshaven, Stadt",weiblich,zum Zweck der Ausbildung,Anzahl,RH03405,95
2024,"Wilhelmshaven, Stadt",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03405,285
2024,"Ammerland",männlich,zum Zweck der Ausbildung,Anzahl,RH03451,40
2024,"Ammerland",weiblich,zum Zweck der Ausbildung,Anzahl,RH03451,45
2024,"Ammerland",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03451,80
2024,"Aurich",männlich,zum Zweck der Ausbildung,Anzahl,RH03452,75
2024,"Aurich",weiblich,zum Zweck der Ausbildung,Anzahl,RH03452,60
2024,"Aurich",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03452,130
2024,"Cloppenburg",männlich,zum Zweck der Ausbildung,Anzahl,RH03453,15
2024,"Cloppenburg",weiblich,zum Zweck der Ausbildung,Anzahl,RH03453,40
2024,"Cloppenburg",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03453,60
2024,"Emsland",männlich,zum Zweck der Ausbildung,Anzahl,RH03454,205
2024,"Emsland",weiblich,zum Zweck der Ausbildung,Anzahl,RH03454,230
2024,"Emsland",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03454,440
2024,"Friesland",männlich,zum Zweck der Ausbildung,Anzahl,RH03455,25
2024,"Friesland",weiblich,zum Zweck der Ausbildung,Anzahl,RH03455,20
2024,"Friesland",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03455,45
2024,"Grafschaft Bentheim",männlich,zum Zweck der Ausbildung,Anzahl,RH03456,65
2024,"Grafschaft Bentheim",weiblich,zum Zweck der Ausbildung,Anzahl,RH03456,85
2024,"Grafschaft Bentheim",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03456,150
2024,"Leer",männlich,zum Zweck der Ausbildung,Anzahl,RH03457,45
2024,"Leer",weiblich,zum Zweck der Ausbildung,Anzahl,RH03457,35
2024,"Leer",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03457,85
2024,"Oldenburg",männlich,zum Zweck der Ausbildung,Anzahl,RH03458,35
2024,"Oldenburg",weiblich,zum Zweck der Ausbildung,Anzahl,RH03458,40
2024,"Oldenburg",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03458,70
2024,"Osnabrück",männlich,zum Zweck der Ausbildung,Anzahl,RH03459,95
2024,"Osnabrück",weiblich,zum Zweck der Ausbildung,Anzahl,RH03459,95
2024,"Osnabrück",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03459,190
2024,"Vechta",männlich,zum Zweck der Ausbildung,Anzahl,RH03460,80
2024,"Vechta",weiblich,zum Zweck der Ausbildung,Anzahl,RH03460,115
2024,"Vechta",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03460,190
2024,"Wesermarsch",männlich,zum Zweck der Ausbildung,Anzahl,RH03461,25
2024,"Wesermarsch",weiblich,zum Zweck der Ausbildung,Anzahl,RH03461,20
2024,"Wesermarsch",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03461,45
2024,"Wittmund",männlich,zum Zweck der Ausbildung,Anzahl,RH03462,40
2024,"Wittmund",weiblich,zum Zweck der Ausbildung,Anzahl,RH03462,30
2024,"Wittmund",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03462,70
2024,"Statistische Region Weser-Ems",männlich,zum Zweck der Ausbildung,Anzahl,RH034,2020
2024,"Statistische Region Weser-Ems",weiblich,zum Zweck der Ausbildung,Anzahl,RH034,2025
2024,"Statistische Region Weser-Ems",insgesamt,zum Zweck der Ausbildung,Anzahl,RH034,4040
2024,"Niedersachsen",männlich,zum Zweck der Ausbildung,Anzahl,RH030,11080
2024,"Niedersachsen",weiblich,zum Zweck der Ausbildung,Anzahl,RH030,8635
2024,"Niedersachsen",insgesamt,zum Zweck der Ausbildung,Anzahl,RH030,19715
2023,"Braunschweig, Stadt",männlich,zum Zweck der Ausbildung,Anzahl,RH03101,1440
2023,"Braunschweig, Stadt",weiblich,zum Zweck der Ausbildung,Anzahl,RH03101,685
2023,"Braunschweig, Stadt",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03101,2125
2023,"Salzgitter, Stadt",männlich,zum Zweck der Ausbildung,Anzahl,RH03102,45
2023,"Salzgitter, Stadt",weiblich,zum Zweck der Ausbildung,Anzahl,RH03102,30
2023,"Salzgitter, Stadt",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03102,75
2023,"Wolfsburg, Stadt",männlich,zum Zweck der Ausbildung,Anzahl,RH03103,240
2023,"Wolfsburg, Stadt",weiblich,zum Zweck der Ausbildung,Anzahl,RH03103,125
2023,"Wolfsburg, Stadt",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03103,365
2023,"Gifhorn",männlich,zum Zweck der Ausbildung,Anzahl,RH03151,55
2023,"Gifhorn",weiblich,zum Zweck der Ausbildung,Anzahl,RH03151,50
2023,"Gifhorn",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03151,105
2023,"Goslar",männlich,zum Zweck der Ausbildung,Anzahl,RH03153,1480
2023,"Goslar",weiblich,zum Zweck der Ausbildung,Anzahl,RH03153,625
2023,"Goslar",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03153,2105
2023,"Helmstedt",männlich,zum Zweck der Ausbildung,Anzahl,RH03154,20
2023,"Helmstedt",weiblich,zum Zweck der Ausbildung,Anzahl,RH03154,20
2023,"Helmstedt",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03154,40
2023,"Northeim",männlich,zum Zweck der Ausbildung,Anzahl,RH03155,25
2023,"Northeim",weiblich,zum Zweck der Ausbildung,Anzahl,RH03155,40
2023,"Northeim",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03155,65
2023,"Peine",männlich,zum Zweck der Ausbildung,Anzahl,RH03157,25
2023,"Peine",weiblich,zum Zweck der Ausbildung,Anzahl,RH03157,35
2023,"Peine",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03157,60
2023,"Wolfenbüttel",männlich,zum Zweck der Ausbildung,Anzahl,RH03158,155
2023,"Wolfenbüttel",weiblich,zum Zweck der Ausbildung,Anzahl,RH03158,80
2023,"Wolfenbüttel",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03158,235
2023,"Göttingen",männlich,zum Zweck der Ausbildung,Anzahl,RH03159,1185
2023,"Göttingen",weiblich,zum Zweck der Ausbildung,Anzahl,RH03159,1370
2023,"Göttingen",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03159,2555
2023,"Statistische Region Braunschweig",männlich,zum Zweck der Ausbildung,Anzahl,RH031,4665
2023,"Statistische Region Braunschweig",weiblich,zum Zweck der Ausbildung,Anzahl,RH031,3060
2023,"Statistische Region Braunschweig",insgesamt,zum Zweck der Ausbildung,Anzahl,RH031,7730
2023,"Region Hannover",männlich,zum Zweck der Ausbildung,Anzahl,RH03241,3535
2023,"Region Hannover",weiblich,zum Zweck der Ausbildung,Anzahl,RH03241,2290
2023,"Region Hannover",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03241,5825
2023,"Diepholz",männlich,zum Zweck der Ausbildung,Anzahl,RH03251,70
2023,"Diepholz",weiblich,zum Zweck der Ausbildung,Anzahl,RH03251,55
2023,"Diepholz",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03251,125
2023,"Hameln-Pyrmont",männlich,zum Zweck der Ausbildung,Anzahl,RH03252,55
2023,"Hameln-Pyrmont",weiblich,zum Zweck der Ausbildung,Anzahl,RH03252,65
2023,"Hameln-Pyrmont",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03252,120
2023,"Hildesheim",männlich,zum Zweck der Ausbildung,Anzahl,RH03254,240
2023,"Hildesheim",weiblich,zum Zweck der Ausbildung,Anzahl,RH03254,260
2023,"Hildesheim",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03254,505
2023,"Holzminden",männlich,zum Zweck der Ausbildung,Anzahl,RH03255,20
2023,"Holzminden",weiblich,zum Zweck der Ausbildung,Anzahl,RH03255,10
2023,"Holzminden",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03255,35
2023,"Nienburg (Weser)",männlich,zum Zweck der Ausbildung,Anzahl,RH03256,25
2023,"Nienburg (Weser)",weiblich,zum Zweck der Ausbildung,Anzahl,RH03256,30
2023,"Nienburg (Weser)",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03256,55
2023,"Schaumburg",männlich,zum Zweck der Ausbildung,Anzahl,RH03257,25
2023,"Schaumburg",weiblich,zum Zweck der Ausbildung,Anzahl,RH03257,35
2023,"Schaumburg",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03257,65
2023,"Statistische Region Hannover",männlich,zum Zweck der Ausbildung,Anzahl,RH032,3980
2023,"Statistische Region Hannover",weiblich,zum Zweck der Ausbildung,Anzahl,RH032,2750
2023,"Statistische Region Hannover",insgesamt,zum Zweck der Ausbildung,Anzahl,RH032,6730
2023,"Celle",männlich,zum Zweck der Ausbildung,Anzahl,RH03351,45
2023,"Celle",weiblich,zum Zweck der Ausbildung,Anzahl,RH03351,55
2023,"Celle",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03351,100
2023,"Cuxhaven",männlich,zum Zweck der Ausbildung,Anzahl,RH03352,40
2023,"Cuxhaven",weiblich,zum Zweck der Ausbildung,Anzahl,RH03352,40
2023,"Cuxhaven",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03352,80
2023,"Harburg",männlich,zum Zweck der Ausbildung,Anzahl,RH03353,95
2023,"Harburg",weiblich,zum Zweck der Ausbildung,Anzahl,RH03353,95
2023,"Harburg",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03353,190
2023,"Lüchow-Dannenberg",männlich,zum Zweck der Ausbildung,Anzahl,RH03354,15
2023,"Lüchow-Dannenberg",weiblich,zum Zweck der Ausbildung,Anzahl,RH03354,10
2023,"Lüchow-Dannenberg",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03354,25
2023,"Lüneburg",männlich,zum Zweck der Ausbildung,Anzahl,RH03355,170
2023,"Lüneburg",weiblich,zum Zweck der Ausbildung,Anzahl,RH03355,250
2023,"Lüneburg",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03355,420
2023,"Osterholz",männlich,zum Zweck der Ausbildung,Anzahl,RH03356,25
2023,"Osterholz",weiblich,zum Zweck der Ausbildung,Anzahl,RH03356,45
2023,"Osterholz",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03356,70
2023,"Rotenburg (Wümme)",männlich,zum Zweck der Ausbildung,Anzahl,RH03357,45
2023,"Rotenburg (Wümme)",weiblich,zum Zweck der Ausbildung,Anzahl,RH03357,70
2023,"Rotenburg (Wümme)",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03357,115
2023,"Heidekreis",männlich,zum Zweck der Ausbildung,Anzahl,RH03358,70
2023,"Heidekreis",weiblich,zum Zweck der Ausbildung,Anzahl,RH03358,50
2023,"Heidekreis",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03358,115
2023,"Stade",männlich,zum Zweck der Ausbildung,Anzahl,RH03359,110
2023,"Stade",weiblich,zum Zweck der Ausbildung,Anzahl,RH03359,45
2023,"Stade",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03359,155
2023,"Uelzen",männlich,zum Zweck der Ausbildung,Anzahl,RH03360,40
2023,"Uelzen",weiblich,zum Zweck der Ausbildung,Anzahl,RH03360,65
2023,"Uelzen",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03360,105
2023,"Verden",männlich,zum Zweck der Ausbildung,Anzahl,RH03361,35
2023,"Verden",weiblich,zum Zweck der Ausbildung,Anzahl,RH03361,45
2023,"Verden",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03361,80
2023,"Statistische Region Lüneburg",männlich,zum Zweck der Ausbildung,Anzahl,RH033,690
2023,"Statistische Region Lüneburg",weiblich,zum Zweck der Ausbildung,Anzahl,RH033,770
2023,"Statistische Region Lüneburg",insgesamt,zum Zweck der Ausbildung,Anzahl,RH033,1455
2023,"Delmenhorst, Stadt",männlich,zum Zweck der Ausbildung,Anzahl,RH03401,30
2023,"Delmenhorst, Stadt",weiblich,zum Zweck der Ausbildung,Anzahl,RH03401,15
2023,"Delmenhorst, Stadt",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03401,40
2023,"Emden, Stadt",männlich,zum Zweck der Ausbildung,Anzahl,RH03402,145
2023,"Emden, Stadt",weiblich,zum Zweck der Ausbildung,Anzahl,RH03402,55
2023,"Emden, Stadt",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03402,200
2023,"Oldenburg (Oldb), Stadt",männlich,zum Zweck der Ausbildung,Anzahl,RH03403,375
2023,"Oldenburg (Oldb), Stadt",weiblich,zum Zweck der Ausbildung,Anzahl,RH03403,350
2023,"Oldenburg (Oldb), Stadt",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03403,725
2023,"Osnabrück, Stadt",männlich,zum Zweck der Ausbildung,Anzahl,RH03404,400
2023,"Osnabrück, Stadt",weiblich,zum Zweck der Ausbildung,Anzahl,RH03404,530
2023,"Osnabrück, Stadt",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03404,925
2023,"Wilhelmshaven, Stadt",männlich,zum Zweck der Ausbildung,Anzahl,RH03405,180
2023,"Wilhelmshaven, Stadt",weiblich,zum Zweck der Ausbildung,Anzahl,RH03405,85
2023,"Wilhelmshaven, Stadt",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03405,265
2023,"Ammerland",männlich,zum Zweck der Ausbildung,Anzahl,RH03451,30
2023,"Ammerland",weiblich,zum Zweck der Ausbildung,Anzahl,RH03451,30
2023,"Ammerland",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03451,60
2023,"Aurich",männlich,zum Zweck der Ausbildung,Anzahl,RH03452,45
2023,"Aurich",weiblich,zum Zweck der Ausbildung,Anzahl,RH03452,40
2023,"Aurich",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03452,85
2023,"Cloppenburg",männlich,zum Zweck der Ausbildung,Anzahl,RH03453,10
2023,"Cloppenburg",weiblich,zum Zweck der Ausbildung,Anzahl,RH03453,30
2023,"Cloppenburg",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03453,40
2023,"Emsland",männlich,zum Zweck der Ausbildung,Anzahl,RH03454,170
2023,"Emsland",weiblich,zum Zweck der Ausbildung,Anzahl,RH03454,190
2023,"Emsland",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03454,360
2023,"Friesland",männlich,zum Zweck der Ausbildung,Anzahl,RH03455,30
2023,"Friesland",weiblich,zum Zweck der Ausbildung,Anzahl,RH03455,20
2023,"Friesland",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03455,50
2023,"Grafschaft Bentheim",männlich,zum Zweck der Ausbildung,Anzahl,RH03456,45
2023,"Grafschaft Bentheim",weiblich,zum Zweck der Ausbildung,Anzahl,RH03456,65
2023,"Grafschaft Bentheim",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03456,110
2023,"Leer",männlich,zum Zweck der Ausbildung,Anzahl,RH03457,40
2023,"Leer",weiblich,zum Zweck der Ausbildung,Anzahl,RH03457,25
2023,"Leer",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03457,60
2023,"Oldenburg",männlich,zum Zweck der Ausbildung,Anzahl,RH03458,35
2023,"Oldenburg",weiblich,zum Zweck der Ausbildung,Anzahl,RH03458,20
2023,"Oldenburg",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03458,55
2023,"Osnabrück",männlich,zum Zweck der Ausbildung,Anzahl,RH03459,80
2023,"Osnabrück",weiblich,zum Zweck der Ausbildung,Anzahl,RH03459,90
2023,"Osnabrück",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03459,170
2023,"Vechta",männlich,zum Zweck der Ausbildung,Anzahl,RH03460,60
2023,"Vechta",weiblich,zum Zweck der Ausbildung,Anzahl,RH03460,105
2023,"Vechta",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03460,165
2023,"Wesermarsch",männlich,zum Zweck der Ausbildung,Anzahl,RH03461,15
2023,"Wesermarsch",weiblich,zum Zweck der Ausbildung,Anzahl,RH03461,20
2023,"Wesermarsch",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03461,35
2023,"Wittmund",männlich,zum Zweck der Ausbildung,Anzahl,RH03462,35
2023,"Wittmund",weiblich,zum Zweck der Ausbildung,Anzahl,RH03462,30
2023,"Wittmund",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03462,65
2023,"Statistische Region Weser-Ems",männlich,zum Zweck der Ausbildung,Anzahl,RH034,1720
2023,"Statistische Region Weser-Ems",weiblich,zum Zweck der Ausbildung,Anzahl,RH034,1695
2023,"Statistische Region Weser-Ems",insgesamt,zum Zweck der Ausbildung,Anzahl,RH034,3415
2023,"Niedersachsen",männlich,zum Zweck der Ausbildung,Anzahl,RH030,11055
2023,"Niedersachsen",weiblich,zum Zweck der Ausbildung,Anzahl,RH030,8275
2023,"Niedersachsen",insgesamt,zum Zweck der Ausbildung,Anzahl,RH030,19330
2022,"Braunschweig, Stadt",männlich,zum Zweck der Ausbildung,Anzahl,RH03101,910
2022,"Braunschweig, Stadt",weiblich,zum Zweck der Ausbildung,Anzahl,RH03101,460
2022,"Braunschweig, Stadt",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03101,1370
2022,"Salzgitter, Stadt",männlich,zum Zweck der Ausbildung,Anzahl,RH03102,45
2022,"Salzgitter, Stadt",weiblich,zum Zweck der Ausbildung,Anzahl,RH03102,30
2022,"Salzgitter, Stadt",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03102,75
2022,"Wolfsburg, Stadt",männlich,zum Zweck der Ausbildung,Anzahl,RH03103,255
2022,"Wolfsburg, Stadt",weiblich,zum Zweck der Ausbildung,Anzahl,RH03103,115
2022,"Wolfsburg, Stadt",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03103,370
2022,"Gifhorn",männlich,zum Zweck der Ausbildung,Anzahl,RH03151,30
2022,"Gifhorn",weiblich,zum Zweck der Ausbildung,Anzahl,RH03151,40
2022,"Gifhorn",insgesamt,zum Zweck der Ausbildung,Anzahl,RH03151,70
