Year,Kategorie,Migrationsstatus,Geschlecht,Units,Value
2022,Erwerbsquote,mit Migrationshintergrund,Männer,%,79.5790493007889
2022,Erwerbsquote,mit Migrationshintergrund,Frauen ,%,64.3499566737383
2022,Erwerbsquote,mit Migrationshintergrund,Insgesamt,%,72.1477733383884
2021,Erwerbsquote,mit Migrationshintergrund,Männer,%,77.8983546617916
2021,Erwerbsquote,mit Migrationshintergrund,Frauen ,%,62.2220122220122
2021,Erwerbsquote,mit Migrationshintergrund,Insgesamt,%,70.3504288411809
2019,Erwerbsquote,mit Migrationshintergrund,Männer,%,78.47
2019,Erwerbsquote,mit Migrationshintergrund,Frauen ,%,62.96
2019,Erwerbsquote,mit Migrationshintergrund,Insgesamt,%,71.08
2018,Erwerbsquote,mit Migrationshintergrund,Männer,%,76.77
2018,Erwerbsquote,mit Migrationshintergrund,Frauen ,%,61.86
2018,Erwerbsquote,mit Migrationshintergrund,Insgesamt,%,69.68
2017,Erwerbsquote,mit Migrationshintergrund,Männer,%,75.95
2017,Erwerbsquote,mit Migrationshintergrund,Frauen ,%,61.84
2017,Erwerbsquote,mit Migrationshintergrund,Insgesamt,%,69.27
2016,Erwerbsquote,mit Migrationshintergrund,Männer,%,75.3
2016,Erwerbsquote,mit Migrationshintergrund,Frauen ,%,60.19
2016,Erwerbsquote,mit Migrationshintergrund,Insgesamt,%,68.15
2015,Erwerbsquote,mit Migrationshintergrund,Männer,%,77.13
2015,Erwerbsquote,mit Migrationshintergrund,Frauen ,%,61.02
2015,Erwerbsquote,mit Migrationshintergrund,Insgesamt,%,69.17
2014,Erwerbsquote,mit Migrationshintergrund,Männer,%,78
2014,Erwerbsquote,mit Migrationshintergrund,Frauen ,%,61.62
2014,Erwerbsquote,mit Migrationshintergrund,Insgesamt,%,69.82
2013,Erwerbsquote,mit Migrationshintergrund,Männer,%,78.29
2013,Erwerbsquote,mit Migrationshintergrund,Frauen ,%,62.97
2013,Erwerbsquote,mit Migrationshintergrund,Insgesamt,%,70.66
2012,Erwerbsquote,mit Migrationshintergrund,Männer,%,78.41
2012,Erwerbsquote,mit Migrationshintergrund,Frauen ,%,61.59
2012,Erwerbsquote,mit Migrationshintergrund,Insgesamt,%,70
2011,Erwerbsquote,mit Migrationshintergrund,Männer,%,78.6
2011,Erwerbsquote,mit Migrationshintergrund,Frauen ,%,61.52
2011,Erwerbsquote,mit Migrationshintergrund,Insgesamt,%,69.98
2005,Erwerbsquote,mit Migrationshintergrund,Männer,%,75.94
2005,Erwerbsquote,mit Migrationshintergrund,Frauen ,%,54.55
2005,Erwerbsquote,mit Migrationshintergrund,Insgesamt,%,65.45
2022,Erwerbsquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,82.848715509039
2022,Erwerbsquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,63.9529393247816
2022,Erwerbsquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,73.5582038731645
2021,Erwerbsquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,80.7613475812389
2021,Erwerbsquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,62.1191940973764
2021,Erwerbsquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,71.7223281464625
2019,Erwerbsquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,81.79
2019,Erwerbsquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,63.49
2019,Erwerbsquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,73.02
2018,Erwerbsquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,80.5
2018,Erwerbsquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,63.85
2018,Erwerbsquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,72.51
2017,Erwerbsquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,78.46
2017,Erwerbsquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,62.82
2017,Erwerbsquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,71.04
2016,Erwerbsquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,78.64
2016,Erwerbsquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,62.56
2016,Erwerbsquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,70.95
2015,Erwerbsquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,81.93
2015,Erwerbsquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,64.28
2015,Erwerbsquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,73.09
2014,Erwerbsquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,83.32
2014,Erwerbsquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,65.09
2014,Erwerbsquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,74.12
2013,Erwerbsquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,83.11
2013,Erwerbsquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,65.9
2013,Erwerbsquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,74.45
2012,Erwerbsquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,83.76
2012,Erwerbsquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,64.57
2012,Erwerbsquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,73.99
2011,Erwerbsquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,84.19
2011,Erwerbsquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,64
2011,Erwerbsquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,73.77
2005,Erwerbsquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,78.64
2005,Erwerbsquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,55.86
2005,Erwerbsquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,67.29
2022,Erwerbsquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,69.8579754427658
2022,Erwerbsquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,65.6069543619994
2022,Erwerbsquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,67.8311326899165
2021,Erwerbsquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,69.959165655005
2021,Erwerbsquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,62.5223889815329
2021,Erwerbsquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,66.4500335149943
2019,Erwerbsquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,61.64
2019,Erwerbsquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,52.55
2019,Erwerbsquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,57.54
2018,Erwerbsquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,60.37
2018,Erwerbsquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,52.14
2018,Erwerbsquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,56.62
2017,Erwerbsquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,60.8
2017,Erwerbsquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,50.81
2017,Erwerbsquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,56.25
2016,Erwerbsquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,59.98
2016,Erwerbsquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,47.99
2016,Erwerbsquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,54.58
2015,Erwerbsquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,55.23
2015,Erwerbsquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,43.78
2015,Erwerbsquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,49.92
2014,Erwerbsquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,54.37
2014,Erwerbsquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,44.17
2014,Erwerbsquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,49.54
2013,Erwerbsquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,54.64
2013,Erwerbsquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,43.21
2013,Erwerbsquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,49.25
2012,Erwerbsquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,54.19
2012,Erwerbsquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,44.81
2012,Erwerbsquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,49.93
2011,Erwerbsquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,54.02
2011,Erwerbsquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,47.35
2011,Erwerbsquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,51.02
2005,Erwerbsquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,60.46
2005,Erwerbsquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,44.98
2005,Erwerbsquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,53.67
2022,Erwerbstätigenquote,Insgesamt,Männer,%,82.5235823978855
2022,Erwerbstätigenquote,Insgesamt,Frauen ,%,74.4205113203335
2022,Erwerbstätigenquote,Insgesamt,Insgesamt,%,78.4995670284003
2021,Erwerbstätigenquote,Insgesamt,Männer,%,80.594554674057
2021,Erwerbstätigenquote,Insgesamt,Frauen ,%,71.973266473643
2021,Erwerbstätigenquote,Insgesamt,Insgesamt,%,76.3255806802502
2019,Erwerbstätigenquote,Insgesamt,Männer,%,80
2019,Erwerbstätigenquote,Insgesamt,Frauen ,%,71.85
2019,Erwerbstätigenquote,Insgesamt,Insgesamt,%,75.98
2018,Erwerbstätigenquote,Insgesamt,Männer,%,79.08
2018,Erwerbstätigenquote,Insgesamt,Frauen ,%,71.38
2018,Erwerbstätigenquote,Insgesamt,Insgesamt,%,75.29
2017,Erwerbstätigenquote,Insgesamt,Männer,%,78.13
2017,Erwerbstätigenquote,Insgesamt,Frauen ,%,70.3
2017,Erwerbstätigenquote,Insgesamt,Insgesamt,%,74.29
2016,Erwerbstätigenquote,Insgesamt,Männer,%,77.32
2016,Erwerbstätigenquote,Insgesamt,Frauen ,%,69
2016,Erwerbstätigenquote,Insgesamt,Insgesamt,%,73.23
2015,Erwerbstätigenquote,Insgesamt,Männer,%,77.6
2015,Erwerbstätigenquote,Insgesamt,Frauen ,%,69.1
2015,Erwerbstätigenquote,Insgesamt,Insgesamt,%,73.38
2014,Erwerbstätigenquote,Insgesamt,Männer,%,77.85
2014,Erwerbstätigenquote,Insgesamt,Frauen ,%,68.73
2014,Erwerbstätigenquote,Insgesamt,Insgesamt,%,73.32
2013,Erwerbstätigenquote,Insgesamt,Männer,%,77.78
2013,Erwerbstätigenquote,Insgesamt,Frauen ,%,68.43
2013,Erwerbstätigenquote,Insgesamt,Insgesamt,%,73.12
2012,Erwerbstätigenquote,Insgesamt,Männer,%,77.28
2012,Erwerbstätigenquote,Insgesamt,Frauen ,%,67.3
2012,Erwerbstätigenquote,Insgesamt,Insgesamt,%,72.32
2011,Erwerbstätigenquote,Insgesamt,Männer,%,77.15
2011,Erwerbstätigenquote,Insgesamt,Frauen ,%,66.63
2011,Erwerbstätigenquote,Insgesamt,Insgesamt,%,71.92
2005,Erwerbstätigenquote,Insgesamt,Männer,%,70.92
2005,Erwerbstätigenquote,Insgesamt,Frauen ,%,57.68
2005,Erwerbstätigenquote,Insgesamt,Insgesamt,%,64.36
2022,Erwerbstätigenquote,ohne Migrationshintergrund,Männer,%,78.8223826115812
2022,Erwerbstätigenquote,ohne Migrationshintergrund,Frauen ,%,78.8223826115812
2022,Erwerbstätigenquote,ohne Migrationshintergrund,Insgesamt,%,81.9762004078005
2021,Erwerbstätigenquote,ohne Migrationshintergrund,Männer,%,76.1930758850857
2021,Erwerbstätigenquote,ohne Migrationshintergrund,Frauen ,%,76.1930758850857
2021,Erwerbstätigenquote,ohne Migrationshintergrund,Insgesamt,%,79.7645126663251
2019,Erwerbstätigenquote,ohne Migrationshintergrund,Männer,%,82.12
2019,Erwerbstätigenquote,ohne Migrationshintergrund,Frauen ,%,75.37
2019,Erwerbstätigenquote,ohne Migrationshintergrund,Insgesamt,%,78.75
2018,Erwerbstätigenquote,ohne Migrationshintergrund,Männer,%,81.22
2018,Erwerbstätigenquote,ohne Migrationshintergrund,Frauen ,%,74.78
2018,Erwerbstätigenquote,ohne Migrationshintergrund,Insgesamt,%,78.03
2017,Erwerbstätigenquote,ohne Migrationshintergrund,Männer,%,80.69
2017,Erwerbstätigenquote,ohne Migrationshintergrund,Frauen ,%,73.9
2017,Erwerbstätigenquote,ohne Migrationshintergrund,Insgesamt,%,77.33
2016,Erwerbstätigenquote,ohne Migrationshintergrund,Männer,%,79.59
2016,Erwerbstätigenquote,ohne Migrationshintergrund,Frauen ,%,72.01
2016,Erwerbstätigenquote,ohne Migrationshintergrund,Insgesamt,%,75.83
2015,Erwerbstätigenquote,ohne Migrationshintergrund,Männer,%,79.03
2015,Erwerbstätigenquote,ohne Migrationshintergrund,Frauen ,%,71.93
2015,Erwerbstätigenquote,ohne Migrationshintergrund,Insgesamt,%,75.5
2014,Erwerbstätigenquote,ohne Migrationshintergrund,Männer,%,79.19
2014,Erwerbstätigenquote,ohne Migrationshintergrund,Frauen ,%,71.31
2014,Erwerbstätigenquote,ohne Migrationshintergrund,Insgesamt,%,75.28
2013,Erwerbstätigenquote,ohne Migrationshintergrund,Männer,%,79.26
2013,Erwerbstätigenquote,ohne Migrationshintergrund,Frauen ,%,70.65
2013,Erwerbstätigenquote,ohne Migrationshintergrund,Insgesamt,%,74.97
2012,Erwerbstätigenquote,ohne Migrationshintergrund,Männer,%,78.59
2012,Erwerbstätigenquote,ohne Migrationshintergrund,Frauen ,%,69.52
2012,Erwerbstätigenquote,ohne Migrationshintergrund,Insgesamt,%,74.1
2011,Erwerbstätigenquote,ohne Migrationshintergrund,Männer,%,78.44
2011,Erwerbstätigenquote,ohne Migrationshintergrund,Frauen ,%,68.82
2011,Erwerbstätigenquote,ohne Migrationshintergrund,Insgesamt,%,73.66
2005,Erwerbstätigenquote,ohne Migrationshintergrund,Männer,%,72.95
2005,Erwerbstätigenquote,ohne Migrationshintergrund,Frauen ,%,60.09
2005,Erwerbstätigenquote,ohne Migrationshintergrund,Insgesamt,%,66.56
2022,Erwerbstätigenquote,mit Migrationshintergrund,Männer,%,75.3681182535388
2022,Erwerbstätigenquote,mit Migrationshintergrund,Frauen ,%,61.7369348910867
2022,Erwerbstätigenquote,mit Migrationshintergrund,Insgesamt,%,68.7159147248389
2021,Erwerbstätigenquote,mit Migrationshintergrund,Männer,%,72.8131627056673
2021,Erwerbstätigenquote,mit Migrationshintergrund,Frauen ,%,59.0672840672841
2021,Erwerbstätigenquote,mit Migrationshintergrund,Insgesamt,%,66.1947265047358
2019,Erwerbstätigenquote,mit Migrationshintergrund,Männer,%,73.38
2019,Erwerbstätigenquote,mit Migrationshintergrund,Frauen ,%,59.83
2019,Erwerbstätigenquote,mit Migrationshintergrund,Insgesamt,%,66.92
2018,Erwerbstätigenquote,mit Migrationshintergrund,Männer,%,71.7
2018,Erwerbstätigenquote,mit Migrationshintergrund,Frauen ,%,58.62
2018,Erwerbstätigenquote,mit Migrationshintergrund,Insgesamt,%,65.48
2017,Erwerbstätigenquote,mit Migrationshintergrund,Männer,%,70.09
2017,Erwerbstätigenquote,mit Migrationshintergrund,Frauen ,%,57.93
2017,Erwerbstätigenquote,mit Migrationshintergrund,Insgesamt,%,64.34
2016,Erwerbstätigenquote,mit Migrationshintergrund,Männer,%,68.83
2016,Erwerbstätigenquote,mit Migrationshintergrund,Frauen ,%,56.69
2016,Erwerbstätigenquote,mit Migrationshintergrund,Insgesamt,%,63.08
2015,Erwerbstätigenquote,mit Migrationshintergrund,Männer,%,71.38
2015,Erwerbstätigenquote,mit Migrationshintergrund,Frauen ,%,56.65
2015,Erwerbstätigenquote,mit Migrationshintergrund,Insgesamt,%,64.1
2014,Erwerbstätigenquote,mit Migrationshintergrund,Männer,%,71.77
2014,Erwerbstätigenquote,mit Migrationshintergrund,Frauen ,%,57.17
2014,Erwerbstätigenquote,mit Migrationshintergrund,Insgesamt,%,64.48
2013,Erwerbstätigenquote,mit Migrationshintergrund,Männer,%,71.51
2013,Erwerbstätigenquote,mit Migrationshintergrund,Frauen ,%,59.01
2013,Erwerbstätigenquote,mit Migrationshintergrund,Insgesamt,%,65.29
2012,Erwerbstätigenquote,mit Migrationshintergrund,Männer,%,70.98
2012,Erwerbstätigenquote,mit Migrationshintergrund,Frauen ,%,56.8
2012,Erwerbstätigenquote,mit Migrationshintergrund,Insgesamt,%,63.89
2011,Erwerbstätigenquote,mit Migrationshintergrund,Männer,%,70.8
2011,Erwerbstätigenquote,mit Migrationshintergrund,Frauen ,%,56.2
2011,Erwerbstätigenquote,mit Migrationshintergrund,Insgesamt,%,63.43
2005,Erwerbstätigenquote,mit Migrationshintergrund,Männer,%,60.69
2005,Erwerbstätigenquote,mit Migrationshintergrund,Frauen ,%,45.23
2005,Erwerbstätigenquote,mit Migrationshintergrund,Insgesamt,%,53.11
2022,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,78.1769743101808
2022,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,61.1926497206264
2022,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,69.8262686451663
2021,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,75.4442520844527
2021,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,58.8063677300691
2021,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,67.3770424585358
2019,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,76.55
2019,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,60.43
2019,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,68.83
2018,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,75.22
2018,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,60.77
2018,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,68.29
2017,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,72.44
2017,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,58.84
2017,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,65.99
2016,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,72.35
2016,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,59.06
2016,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,65.99
2015,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,76.2
2015,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,59.66
2015,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,67.92
2014,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,76.75
2014,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,60.58
2014,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,68.59
2013,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,76.19
2013,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,61.98
2013,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,69.04
2012,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,76.27
2012,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,59.9
2012,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,67.94
2011,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,75.84
2011,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,58.27
2011,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,66.77
2005,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,63.07
2005,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,46.05
2005,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,54.59
2022,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,67.011825949188
2022,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,63.4585532443341
2022,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,65.3176623838001
2021,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,65.5170510981128
2021,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,59.8357111975789
2021,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,62.8333284760878
2019,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,56.92
2019,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,48.56
2019,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,53.15
