Year,Herkunftsland,Geschlecht,Units,COMMENT_OBS,Value
2018,Griechenland,Insgesamt,in 1000,,23
2018,Italien,Insgesamt,in 1000,,39
2018,Kroatien,Insgesamt,in 1000,,14
2018,Niederlande,Insgesamt,in 1000,,48
2018,Österreich,Insgesamt,in 1000,,13
2018,Polen,Insgesamt,in 1000,,255
2018,Portugal,Insgesamt,in 1000,,10
2018,Rumänien,Insgesamt,in 1000,,41
2018,Spanien,Insgesamt,in 1000,,18
2018,Vereinigtes Königreich,Insgesamt,in 1000,,17
2018,Sonstiges Europa,Insgesamt,in 1000,,503
2018,Bosnien und Herzegowina,Insgesamt,in 1000,,14
2018,Kosovo,Insgesamt,in 1000,,41
2018,Russische Föderation,Insgesamt,in 1000,,178
2018,Serbien,Insgesamt,in 1000,,19
2018,Türkei,Insgesamt,in 1000,,182
2018,Ukraine,Insgesamt,in 1000,,29
2018,Afrika,Insgesamt,in 1000,,49
2018,Marokko,Insgesamt,in 1000,,8
2018,"Ägypten, Algerien, Libyen, Tunesien",Insgesamt,in 1000,,14
2018,Amerika,Insgesamt,in 1000,,35
2018,Nordamerika,Insgesamt,in 1000,,8
2018,Vereinigte Staaten,Insgesamt,in 1000,,7
2018,Mittel- und Südamerika,Insgesamt,in 1000,,27
2018,Asien,Insgesamt,in 1000,,471
2018,Naher und Mittlerer Osten,Insgesamt,in 1000,,377
2018,Irak,Insgesamt,in 1000,,31
2018,Iran,Insgesamt,in 1000,,20
2018,Kasachstan,Insgesamt,in 1000,,163
2018,Syrien,Insgesamt,in 1000,,99
2018,Sonstiges Asien,Insgesamt,in 1000,,94
2018,Afghanistan,Insgesamt,in 1000,,21
2018,China,Insgesamt,in 1000,,12
2018,Indien,Insgesamt,in 1000,,7
2018,Pakistan,Insgesamt,in 1000,,8
2018,Vietnam,Insgesamt,in 1000,,22
2018,Australien und Ozeanien,Insgesamt,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2018,Unbestimmt,Insgesamt,in 1000,,66
2018,"Ohne Angaben, unbestimmt",Insgesamt,in 1000,,39
2018,nachrichtlich:,Insgesamt,in 1000,,0
2017,Insgesamt,Insgesamt,in 1000,,1733
2017,Europa,Insgesamt,in 1000,,1015
2017,EU Staaten,Insgesamt,in 1000,,509
2017,Bulgarien,Insgesamt,in 1000,,19
2017,Frankreich,Insgesamt,in 1000,,8
2017,Griechenland,Insgesamt,in 1000,,20
2017,Italien,Insgesamt,in 1000,,32
2017,Kroatien,Insgesamt,in 1000,,12
2017,Niederlande,Insgesamt,in 1000,,40
2017,Österreich,Insgesamt,in 1000,,10
2017,Polen,Insgesamt,in 1000,,242
2017,Portugal,Insgesamt,in 1000,,10
2017,Rumänien,Insgesamt,in 1000,,34
2017,Spanien,Insgesamt,in 1000,,16
2017,Vereinigtes Königreich,Insgesamt,in 1000,,18
2017,Sonstiges Europa,Insgesamt,in 1000,,505
2017,Bosnien und Herzegowina,Insgesamt,in 1000,,11
2017,Kosovo,Insgesamt,in 1000,,38
2017,Russische Föderation,Insgesamt,in 1000,,197
2017,Serbien,Insgesamt,in 1000,,22
2017,Türkei,Insgesamt,in 1000,,172
2017,Ukraine,Insgesamt,in 1000,,27
2017,Afrika,Insgesamt,in 1000,,50
2017,Marokko,Insgesamt,in 1000,,6
2017,"Ägypten, Algerien, Libyen, Tunesien",Insgesamt,in 1000,,14
2017,Amerika,Insgesamt,in 1000,,31
2017,Nordamerika,Insgesamt,in 1000,,7
2017,Vereinigte Staaten,Insgesamt,in 1000,,7
2017,Mittel- und Südamerika,Insgesamt,in 1000,,23
2017,Asien,Insgesamt,in 1000,,429
2017,Naher und Mittlerer Osten,Insgesamt,in 1000,,348
2017,Irak,Insgesamt,in 1000,,32
2017,Iran,Insgesamt,in 1000,,18
2017,Kasachstan,Insgesamt,in 1000,,157
2017,Syrien,Insgesamt,in 1000,,82
2017,Sonstiges Asien,Insgesamt,in 1000,,81
2017,Afghanistan,Insgesamt,in 1000,,19
2017,China,Insgesamt,in 1000,,10
2017,Indien,Insgesamt,in 1000,,6
2017,Pakistan,Insgesamt,in 1000,,9
2017,Vietnam,Insgesamt,in 1000,,16
2017,Australien und Ozeanien,Insgesamt,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2017,Unbestimmt,Insgesamt,in 1000,,58
2017,"Ohne Angaben, unbestimmt",Insgesamt,in 1000,,149
2017,nachrichtlich:,Insgesamt,in 1000,,0
2023,Europa,Männer,in 1000,,592
2023,Bulgarien,Männer,in 1000,,17
2023,Italien,Männer,in 1000,,23
2023,Kroatien,Männer,in 1000,,8
2023,Polen,Männer,in 1000,,122
2023,Rumänien,Männer,in 1000,,27
2023,Spanien,Männer,in 1000,,10
2023,Sonstiges Europa,Männer,in 1000,,302
2023,Kosovo,Männer,in 1000,,21
2023,Russische Förderation,Männer,in 1000,,74
2023,Serbien,Männer,in 1000,,12
2023,Türkei,Männer,in 1000,,101
2023,Ukraine,Männer,in 1000,,43
2023,EU Staaten,Männer,in 1000,,290
2023,Afrika,Männer,in 1000,,50
2023,Marokko,Männer,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2023,Amerika,Männer,in 1000,,19
2023,"Asien, Australien und Ozeanien",Männer,in 1000,,307
2023,Afghanistan,Männer,in 1000,,26
2023,Irak,Männer,in 1000,,33
2023,Kasachstan,Männer,in 1000,,82
2023,Syrien,Männer,in 1000,,75
2023,Vietnam,Männer,in 1000,,7
2023,"Ohne Angaben, unbestimmt",Männer,in 1000,,73
2023,Gebiet des ehemaligen Jugoslawien (nachrichtlich),Männer,in 1000,,60
2023,Gebiet der ehemaligen Sowjetunion (nachrichtlich),Männer,in 1000,,241
2023,Insgesamt,Männer,in 1000,,1041
2022,Europa,Männer,in 1000,,584
2022,Bulgarien,Männer,in 1000,,16
2022,Italien,Männer,in 1000,,22
2022,Kroatien,Männer,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2022,Polen,Männer,in 1000,,120
2022,Rumänien,Männer,in 1000,,32
2022,Spanien,Männer,in 1000,,10
2022,Sonstiges Europa,Männer,in 1000,,294
2022,Kosovo,Männer,in 1000,,26
2022,Russische Förderation,Männer,in 1000,,83
2022,Serbien,Männer,in 1000,,16
2022,Türkei,Männer,in 1000,,103
2022,Ukraine,Männer,in 1000,,17
2022,EU Staaten,Männer,in 1000,,290
2022,Afrika,Männer,in 1000,,45
2022,Marokko,Männer,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2022,Amerika,Männer,in 1000,,19
2022,"Asien, Australien und Ozeanien",Männer,in 1000,,298
2022,Afghanistan,Männer,in 1000,,23
2022,Irak,Männer,in 1000,,30
2022,Kasachstan,Männer,in 1000,,87
2022,Syrien,Männer,in 1000,,73
2022,Vietnam,Männer,in 1000,,9
2022,"Ohne Angaben, unbestimmt",Männer,in 1000,,73
2022,Gebiet des ehemaligen Jugoslawien (nachrichtlich),Männer,in 1000,,68
2022,Gebiet der ehemaligen Sowjetunion (nachrichtlich),Männer,in 1000,,224
2022,Insgesamt,Männer,in 1000,,1019
2021,Europa,Männer,in 1000,,567
2021,Bulgarien,Männer,in 1000,"Aussagewert eingeschränkt, da der Zahlenwert statistisch relativ unsicher ist.",12
2021,Italien,Männer,in 1000,,25
2021,Kroatien,Männer,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2021,Polen,Männer,in 1000,,118
2021,Rumänien,Männer,in 1000,,34
2021,Spanien,Männer,in 1000,"Aussagewert eingeschränkt, da der Zahlenwert statistisch relativ unsicher ist.",11
2021,Sonstiges Europa,Männer,in 1000,,277
2021,Kosovo,Männer,in 1000,,28
2021,Russische Föderation,Männer,in 1000,,85
2021,Serbien,Männer,in 1000,"Aussagewert eingeschränkt, da der Zahlenwert statistisch relativ unsicher ist.",10
2021,Türkei,Männer,in 1000,,95
2021,EU Staaten,Männer,in 1000,,291
2021,Afrika,Männer,in 1000,,39
2021,Marokko,Männer,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2021,Amerika,Männer,in 1000,,17
2021,"Asien, Australien und Ozeanien",Männer,in 1000,,284
2021,Afghanistan,Männer,in 1000,,21
2021,Irak,Männer,in 1000,,29
2021,Kasachstan,Männer,in 1000,,84
2021,Syrien,Männer,in 1000,,67
2021,Vietnam,Männer,in 1000,"Aussagewert eingeschränkt, da der Zahlenwert statistisch relativ unsicher ist.",10
2021,"Ohne Angaben, unbestimmt",Männer,in 1000,,81
2021,Gebiet des ehemaligen Jugoslawien (nachrichtlich),Männer,in 1000,,64
2021,Gebiet der ehemaligen Sowjetunion (nachrichtlich),Männer,in 1000,,217
2021,Insgesamt,Männer,in 1000,,988
2019,Insgesamt,Männer,in 1000,,901
2019,Europa,Männer,in 1000,,540
2019,EU Staaten,Männer,in 1000,,286
2019,Bulgarien,Männer,in 1000,,13
2019,Frankreich,Männer,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2019,Griechenland,Männer,in 1000,,14
2019,Italien,Männer,in 1000,,22
2019,Kroatien,Männer,in 1000,,9
2019,Niederlande,Männer,in 1000,,26
2019,Österreich,Männer,in 1000,,6
2019,Polen,Männer,in 1000,,120
2019,Portugal,Männer,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2019,Rumänien,Männer,in 1000,,23
2019,Spanien,Männer,in 1000,,10
2019,Vereinigtes Königreich,Männer,in 1000,,13
2019,Sonstiges Europa,Männer,in 1000,,254
2019,Bosnien und Herzegowina,Männer,in 1000,,8
2019,Kosovo,Männer,in 1000,,22
2019,Russische Föderation,Männer,in 1000,,83
2019,Serbien,Männer,in 1000,,10
2019,Türkei,Männer,in 1000,,95
2019,Ukraine,Männer,in 1000,,12
2019,Afrika,Männer,in 1000,,34
2019,Marokko,Männer,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2019,"Ägypten, Algerien, Libyen, Tunesien",Männer,in 1000,,9
2019,Amerika,Männer,in 1000,,18
2019,Nordamerika,Männer,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2019,Vereinigte Staaten,Männer,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2019,Mittel- und Südamerika,Männer,in 1000,,13
2019,Asien,Männer,in 1000,,245
2019,Naher und Mittlerer Osten,Männer,in 1000,,197
2019,Irak,Männer,in 1000,,21
2019,Iran,Männer,in 1000,,13
2019,Kasachstan,Männer,in 1000,,75
2019,Syrien,Männer,in 1000,,56
2019,Sonstiges Asien,Männer,in 1000,,48
2019,Afghanistan,Männer,in 1000,,15
2019,China,Männer,in 1000,,7
2019,Indien,Männer,in 1000,,6
2019,Pakistan,Männer,in 1000,,6
2019,Vietnam,Männer,in 1000,,9
2019,Australien und Ozeanien,Männer,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2019,Unbestimmt,Männer,in 1000,,37
2019,"Ohne Angaben, unbestimmt",Männer,in 1000,,26
2019,nachrichtlich:,Männer,in 1000,,0
2018,Insgesamt,Männer,in 1000,,890
2018,Europa,Männer,in 1000,,537
2018,EU Staaten,Männer,in 1000,,291
2018,Bulgarien,Männer,in 1000,,11
2018,Frankreich,Männer,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2018,Griechenland,Männer,in 1000,,12
2018,Italien,Männer,in 1000,,23
2018,Kroatien,Männer,in 1000,,8
2018,Niederlande,Männer,in 1000,,29
2018,Österreich,Männer,in 1000,,7
2018,Polen,Männer,in 1000,,125
2018,Portugal,Männer,in 1000,,6
2018,Rumänien,Männer,in 1000,,22
2018,Spanien,Männer,in 1000,,9
2018,Vereinigtes Königreich,Männer,in 1000,,11
2018,Sonstiges Europa,Männer,in 1000,,245
2018,Bosnien und Herzegowina,Männer,in 1000,,7
2018,Kosovo,Männer,in 1000,,22
2018,Russische Föderation,Männer,in 1000,,85
2018,Serbien,Männer,in 1000,,10
2018,Türkei,Männer,in 1000,,92
2018,Ukraine,Männer,in 1000,,12
2018,Afrika,Männer,in 1000,,33
2018,Marokko,Männer,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2018,"Ägypten, Algerien, Libyen, Tunesien",Männer,in 1000,,9
2018,Amerika,Männer,in 1000,,15
2018,Nordamerika,Männer,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2018,Vereinigte Staaten,Männer,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2018,Mittel- und Südamerika,Männer,in 1000,,10
2018,Asien,Männer,in 1000,,249
2018,Naher und Mittlerer Osten,Männer,in 1000,,204
2018,Irak,Männer,in 1000,,20
2018,Iran,Männer,in 1000,,12
2018,Kasachstan,Männer,in 1000,,81
2018,Syrien,Männer,in 1000,,58
2018,Sonstiges Asien,Männer,in 1000,,45
2018,Afghanistan,Männer,in 1000,,12
2018,China,Männer,in 1000,,6
2018,Indien,Männer,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2018,Pakistan,Männer,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2018,Vietnam,Männer,in 1000,,11
2018,Australien und Ozeanien,Männer,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2018,Unbestimmt,Männer,in 1000,,34
2018,"Ohne Angaben, unbestimmt",Männer,in 1000,,21
2018,nachrichtlich:,Männer,in 1000,,0
2017,Insgesamt,Männer,in 1000,,903
2017,Europa,Männer,in 1000,,517
2017,EU Staaten,Männer,in 1000,,267
2017,Bulgarien,Männer,in 1000,,10
2017,Frankreich,Männer,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2017,Griechenland,Männer,in 1000,,11
2017,Italien,Männer,in 1000,,20
2017,Kroatien,Männer,in 1000,,7
2017,Niederlande,Männer,in 1000,,23
2017,Österreich,Männer,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2017,Polen,Männer,in 1000,,117
2017,Portugal,Männer,in 1000,,6
2017,Rumänien,Männer,in 1000,,18
2017,Spanien,Männer,in 1000,,8
2017,Vereinigtes Königreich,Männer,in 1000,,13
2017,Sonstiges Europa,Männer,in 1000,,250
2017,Bosnien und Herzegowina,Männer,in 1000,,5
2017,Kosovo,Männer,in 1000,,21
2017,Russische Föderation,Männer,in 1000,,93
2017,Serbien,Männer,in 1000,,12
2017,Türkei,Männer,in 1000,,88
2017,Ukraine,Männer,in 1000,,12
2017,Afrika,Männer,in 1000,,34
2017,Marokko,Männer,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2017,"Ägypten, Algerien, Libyen, Tunesien",Männer,in 1000,,8
2017,Amerika,Männer,in 1000,,13
2017,Nordamerika,Männer,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2017,Vereinigte Staaten,Männer,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2017,Mittel- und Südamerika,Männer,in 1000,,10
2017,Asien,Männer,in 1000,,228
2017,Naher und Mittlerer Osten,Männer,in 1000,,187
2017,Irak,Männer,in 1000,,20
2017,Iran,Männer,in 1000,,10
2017,Kasachstan,Männer,in 1000,,79
2017,Syrien,Männer,in 1000,,47
2017,Sonstiges Asien,Männer,in 1000,,41
2017,Afghanistan,Männer,in 1000,,12
2017,China,Männer,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2017,Indien,Männer,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2017,Pakistan,Männer,in 1000,,5
2017,Vietnam,Männer,in 1000,,8
2017,Australien und Ozeanien,Männer,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2017,Unbestimmt,Männer,in 1000,,30
2017,"Ohne Angaben, unbestimmt",Männer,in 1000,,81
2017,nachrichtlich:,Männer,in 1000,,0
2023,Europa,Frauen,in 1000,,614
2023,Bulgarien,Frauen,in 1000,,16
2023,Italien,Frauen,in 1000,,18
2023,Kroatien,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2023,Polen,Frauen,in 1000,,135
2023,Rumänien,Frauen,in 1000,,25
2023,Spanien,Frauen,in 1000,,9
2023,Sonstiges Europa,Frauen,in 1000,,328
2023,Kosovo,Frauen,in 1000,,18
2023,Russische Förderation,Frauen,in 1000,,91
2023,Serbien,Frauen,in 1000,,11
2023,Türkei,Frauen,in 1000,,93
2023,Ukraine,Frauen,in 1000,,69
2023,EU Staaten,Frauen,in 1000,,286
2023,Afrika,Frauen,in 1000,,39
2023,Marokko,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2023,Amerika,Frauen,in 1000,,24
2023,"Asien, Australien und Ozeanien",Frauen,in 1000,,291
2023,Afghanistan,Frauen,in 1000,,18
2023,Irak,Frauen,in 1000,,28
2023,Kasachstan,Frauen,in 1000,,89
2023,Syrien,Frauen,in 1000,,59
2023,Vietnam,Frauen,in 1000,,8
2023,"Ohne Angaben, unbestimmt",Frauen,in 1000,,65
2023,Gebiet des ehemaligen Jugoslawien (nachrichtlich),Frauen,in 1000,,52
2023,Gebiet der ehemaligen Sowjetunion (nachrichtlich),Frauen,in 1000,,293
2023,Insgesamt,Frauen,in 1000,,1033
2022,Europa,Frauen,in 1000,,581
2022,Bulgarien,Frauen,in 1000,,15
2022,Italien,Frauen,in 1000,,18
2022,Kroatien,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2022,Polen,Frauen,in 1000,,127
2022,Rumänien,Frauen,in 1000,,27
2022,Spanien,Frauen,in 1000,,7
2022,Sonstiges Europa,Frauen,in 1000,,300
2022,Kosovo,Frauen,in 1000,,23
2022,Russische Förderation,Frauen,in 1000,,97
2022,Serbien,Frauen,in 1000,,15
2022,Türkei,Frauen,in 1000,,93
2022,Ukraine,Frauen,in 1000,,29
2022,EU Staaten,Frauen,in 1000,,281
2022,Afrika,Frauen,in 1000,,36
2022,Marokko,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2022,Amerika,Frauen,in 1000,,21
2022,"Asien, Australien und Ozeanien",Frauen,in 1000,,283
2022,Afghanistan,Frauen,in 1000,,16
2022,Irak,Frauen,in 1000,,27
2022,Kasachstan,Frauen,in 1000,,89
2022,Syrien,Frauen,in 1000,,59
2022,Vietnam,Frauen,in 1000,,11
2022,"Ohne Angaben, unbestimmt",Frauen,in 1000,,72
2022,Gebiet des ehemaligen Jugoslawien (nachrichtlich),Frauen,in 1000,,60
2022,Gebiet der ehemaligen Sowjetunion (nachrichtlich),Frauen,in 1000,,254
2022,Insgesamt,Frauen,in 1000,,993
2021,Europa,Frauen,in 1000,,558
2021,Bulgarien,Frauen,in 1000,"Aussagewert eingeschränkt, da der Zahlenwert statistisch relativ unsicher ist.",13
2021,Italien,Frauen,in 1000,,20
2021,Kroatien,Frauen,in 1000,"Aussagewert eingeschränkt, da der Zahlenwert statistisch relativ unsicher ist.",7
2021,Polen,Frauen,in 1000,,123
2021,Rumänien,Frauen,in 1000,,30
2021,Spanien,Frauen,in 1000,"Aussagewert eingeschränkt, da der Zahlenwert statistisch relativ unsicher ist.",8
2021,Sonstiges Europa,Frauen,in 1000,,283
2021,Kosovo,Frauen,in 1000,,24
2021,Russische Föderation,Frauen,in 1000,,98
2021,Serbien,Frauen,in 1000,"Aussagewert eingeschränkt, da der Zahlenwert statistisch relativ unsicher ist.",9
2021,Türkei,Frauen,in 1000,,98
2021,EU Staaten,Frauen,in 1000,,275
2021,Afrika,Frauen,in 1000,,28
2021,Marokko,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2021,Amerika,Frauen,in 1000,,18
2021,"Asien, Australien und Ozeanien",Frauen,in 1000,,263
2021,Afghanistan,Frauen,in 1000,,15
2021,Irak,Frauen,in 1000,,26
2021,Kasachstan,Frauen,in 1000,,87
2021,Syrien,Frauen,in 1000,,49
2021,Vietnam,Frauen,in 1000,"Aussagewert eingeschränkt, da der Zahlenwert statistisch relativ unsicher ist.",11
2021,"Ohne Angaben, unbestimmt",Frauen,in 1000,,71
2021,Gebiet des ehemaligen Jugoslawien (nachrichtlich),Frauen,in 1000,,57
