Year,Gebietseinheit,Geschlecht,ohne Aufenthaltstitel,Units,GeoCode,Value
2021,"Diepholz",insgesamt,"insgesamt",Anzahl,RH03251,1840
2021,"Hameln-Pyrmont",männlich,"insgesamt",Anzahl,RH03252,725
2021,"Hameln-Pyrmont",weiblich,"insgesamt",Anzahl,RH03252,585
2021,"Hameln-Pyrmont",insgesamt,"insgesamt",Anzahl,RH03252,1310
2021,"Hildesheim",männlich,"insgesamt",Anzahl,RH03254,1515
2021,"Hildesheim",weiblich,"insgesamt",Anzahl,RH03254,870
2021,"Hildesheim",insgesamt,"insgesamt",Anzahl,RH03254,2385
2021,"Holzminden",männlich,"insgesamt",Anzahl,RH03255,295
2021,"Holzminden",weiblich,"insgesamt",Anzahl,RH03255,200
2021,"Holzminden",insgesamt,"insgesamt",Anzahl,RH03255,495
2021,"Nienburg (Weser)",männlich,"insgesamt",Anzahl,RH03256,555
2021,"Nienburg (Weser)",weiblich,"insgesamt",Anzahl,RH03256,460
2021,"Nienburg (Weser)",insgesamt,"insgesamt",Anzahl,RH03256,1020
2021,"Schaumburg",männlich,"insgesamt",Anzahl,RH03257,955
2021,"Schaumburg",weiblich,"insgesamt",Anzahl,RH03257,615
2021,"Schaumburg",insgesamt,"insgesamt",Anzahl,RH03257,1570
2021,"Statistische Region Hannover",männlich,"insgesamt",Anzahl,RH032,16640
2021,"Statistische Region Hannover",weiblich,"insgesamt",Anzahl,RH032,10770
2021,"Statistische Region Hannover",insgesamt,"insgesamt",Anzahl,RH032,27410
2021,"Celle",männlich,"insgesamt",Anzahl,RH03351,670
2021,"Celle",weiblich,"insgesamt",Anzahl,RH03351,385
2021,"Celle",insgesamt,"insgesamt",Anzahl,RH03351,1055
2021,"Cuxhaven",männlich,"insgesamt",Anzahl,RH03352,820
2021,"Cuxhaven",weiblich,"insgesamt",Anzahl,RH03352,520
2021,"Cuxhaven",insgesamt,"insgesamt",Anzahl,RH03352,1340
2021,"Harburg",männlich,"insgesamt",Anzahl,RH03353,2580
2021,"Harburg",weiblich,"insgesamt",Anzahl,RH03353,500
2021,"Harburg",insgesamt,"insgesamt",Anzahl,RH03353,3080
2021,"Lüchow-Dannenberg",männlich,"insgesamt",Anzahl,RH03354,190
2021,"Lüchow-Dannenberg",weiblich,"insgesamt",Anzahl,RH03354,160
2021,"Lüchow-Dannenberg",insgesamt,"insgesamt",Anzahl,RH03354,350
2021,"Lüneburg",männlich,"insgesamt",Anzahl,RH03355,710
2021,"Lüneburg",weiblich,"insgesamt",Anzahl,RH03355,435
2021,"Lüneburg",insgesamt,"insgesamt",Anzahl,RH03355,1145
2021,"Osterholz",männlich,"insgesamt",Anzahl,RH03356,285
2021,"Osterholz",weiblich,"insgesamt",Anzahl,RH03356,265
2021,"Osterholz",insgesamt,"insgesamt",Anzahl,RH03356,550
2021,"Rotenburg (Wümme)",männlich,"insgesamt",Anzahl,RH03357,890
2021,"Rotenburg (Wümme)",weiblich,"insgesamt",Anzahl,RH03357,505
2021,"Rotenburg (Wümme)",insgesamt,"insgesamt",Anzahl,RH03357,1395
2021,"Heidekreis",männlich,"insgesamt",Anzahl,RH03358,1025
2021,"Heidekreis",weiblich,"insgesamt",Anzahl,RH03358,660
2021,"Heidekreis",insgesamt,"insgesamt",Anzahl,RH03358,1685
2021,"Stade",männlich,"insgesamt",Anzahl,RH03359,1180
2021,"Stade",weiblich,"insgesamt",Anzahl,RH03359,665
2021,"Stade",insgesamt,"insgesamt",Anzahl,RH03359,1845
2021,"Uelzen",männlich,"insgesamt",Anzahl,RH03360,325
2021,"Uelzen",weiblich,"insgesamt",Anzahl,RH03360,235
2021,"Uelzen",insgesamt,"insgesamt",Anzahl,RH03360,560
2021,"Verden",männlich,"insgesamt",Anzahl,RH03361,785
2021,"Verden",weiblich,"insgesamt",Anzahl,RH03361,390
2021,"Verden",insgesamt,"insgesamt",Anzahl,RH03361,1175
2021,"Statistische Region Lüneburg",männlich,"insgesamt",Anzahl,RH033,9455
2021,"Statistische Region Lüneburg",weiblich,"insgesamt",Anzahl,RH033,4720
2021,"Statistische Region Lüneburg",insgesamt,"insgesamt",Anzahl,RH033,14175
2021,"Delmenhorst, Stadt",männlich,"insgesamt",Anzahl,RH03401,290
2021,"Delmenhorst, Stadt",weiblich,"insgesamt",Anzahl,RH03401,190
2021,"Delmenhorst, Stadt",insgesamt,"insgesamt",Anzahl,RH03401,475
2021,"Emden  Stadt",männlich,"insgesamt",Anzahl,RH03402,440
2021,"Emden  Stadt",weiblich,"insgesamt",Anzahl,RH03402,245
2021,"Emden  Stadt",insgesamt,"insgesamt",Anzahl,RH03402,685
2021,"Oldenburg(Oldb), Stadt",männlich,"insgesamt",Anzahl,RH03403,750
2021,"Oldenburg(Oldb), Stadt",weiblich,"insgesamt",Anzahl,RH03403,555
2021,"Oldenburg(Oldb), Stadt",insgesamt,"insgesamt",Anzahl,RH03403,1305
2021,"Osnabrück, Stadt",männlich,"insgesamt",Anzahl,RH03404,1095
2021,"Osnabrück, Stadt",weiblich,"insgesamt",Anzahl,RH03404,565
2021,"Osnabrück, Stadt",insgesamt,"insgesamt",Anzahl,RH03404,1660
2021,"Wilhelmshaven, Stadt",männlich,"insgesamt",Anzahl,RH03405,360
2021,"Wilhelmshaven, Stadt",weiblich,"insgesamt",Anzahl,RH03405,225
2021,"Wilhelmshaven, Stadt",insgesamt,"insgesamt",Anzahl,RH03405,585
2021,"Ammerland",männlich,"insgesamt",Anzahl,RH03451,495
2021,"Ammerland",weiblich,"insgesamt",Anzahl,RH03451,330
2021,"Ammerland",insgesamt,"insgesamt",Anzahl,RH03451,825
2021,"Aurich",männlich,"insgesamt",Anzahl,RH03452,940
2021,"Aurich",weiblich,"insgesamt",Anzahl,RH03452,390
2021,"Aurich",insgesamt,"insgesamt",Anzahl,RH03452,1330
2021,"Cloppenburg",männlich,"insgesamt",Anzahl,RH03453,775
2021,"Cloppenburg",weiblich,"insgesamt",Anzahl,RH03453,400
2021,"Cloppenburg",insgesamt,"insgesamt",Anzahl,RH03453,1175
2021,"Emsland",männlich,"insgesamt",Anzahl,RH03454,1780
2021,"Emsland",weiblich,"insgesamt",Anzahl,RH03454,915
2021,"Emsland",insgesamt,"insgesamt",Anzahl,RH03454,2695
2021,"Friesland",männlich,"insgesamt",Anzahl,RH03455,450
2021,"Friesland",weiblich,"insgesamt",Anzahl,RH03455,340
2021,"Friesland",insgesamt,"insgesamt",Anzahl,RH03455,790
2021,"Grafschaft Bentheim",männlich,"insgesamt",Anzahl,RH03456,1260
2021,"Grafschaft Bentheim",weiblich,"insgesamt",Anzahl,RH03456,440
2021,"Grafschaft Bentheim",insgesamt,"insgesamt",Anzahl,RH03456,1700
2021,"Leer",männlich,"insgesamt",Anzahl,RH03457,1250
2021,"Leer",weiblich,"insgesamt",Anzahl,RH03457,765
2021,"Leer",insgesamt,"insgesamt",Anzahl,RH03457,2015
2021,"Oldenburg",männlich,"insgesamt",Anzahl,RH03458,350
2021,"Oldenburg",weiblich,"insgesamt",Anzahl,RH03458,235
2021,"Oldenburg",insgesamt,"insgesamt",Anzahl,RH03458,585
2021,"Osnabrück",männlich,"insgesamt",Anzahl,RH03459,1375
2021,"Osnabrück",weiblich,"insgesamt",Anzahl,RH03459,940
2021,"Osnabrück",insgesamt,"insgesamt",Anzahl,RH03459,2315
2021,"Vechta",männlich,"insgesamt",Anzahl,RH03460,565
2021,"Vechta",weiblich,"insgesamt",Anzahl,RH03460,350
2021,"Vechta",insgesamt,"insgesamt",Anzahl,RH03460,915
2021,"Wesermarsch",männlich,"insgesamt",Anzahl,RH03461,515
2021,"Wesermarsch",weiblich,"insgesamt",Anzahl,RH03461,345
2021,"Wesermarsch",insgesamt,"insgesamt",Anzahl,RH03461,860
2021,"Wittmund",männlich,"insgesamt",Anzahl,RH03462,305
2021,"Wittmund",weiblich,"insgesamt",Anzahl,RH03462,245
2021,"Wittmund",insgesamt,"insgesamt",Anzahl,RH03462,550
2021,"Statistische Region Weser-Ems",männlich,"insgesamt",Anzahl,RH034,12995
2021,"Statistische Region Weser-Ems",weiblich,"insgesamt",Anzahl,RH034,7465
2021,"Statistische Region Weser-Ems",insgesamt,"insgesamt",Anzahl,RH034,20465
2021,"Niedersachsen",männlich,"insgesamt",Anzahl,RH030,48745
2021,"Niedersachsen",weiblich,"insgesamt",Anzahl,RH030,29480
2021,"Niedersachsen",insgesamt,"insgesamt",Anzahl,RH030,78230
2020,"Braunschweig, Stadt",männlich,"insgesamt",Anzahl,RH03101,1945
2020,"Braunschweig, Stadt",weiblich,"insgesamt",Anzahl,RH03101,1160
2020,"Braunschweig, Stadt",insgesamt,"insgesamt",Anzahl,RH03101,3105
2020,"Salzgitter, Stadt",männlich,"insgesamt",Anzahl,RH03102,475
2020,"Salzgitter, Stadt",weiblich,"insgesamt",Anzahl,RH03102,315
2020,"Salzgitter, Stadt",insgesamt,"insgesamt",Anzahl,RH03102,795
2020,"Wolfsburg, Stadt",männlich,"insgesamt",Anzahl,RH03103,960
2020,"Wolfsburg, Stadt",weiblich,"insgesamt",Anzahl,RH03103,535
2020,"Wolfsburg, Stadt",insgesamt,"insgesamt",Anzahl,RH03103,1495
2020,"Gifhorn",männlich,"insgesamt",Anzahl,RH03151,1055
2020,"Gifhorn",weiblich,"insgesamt",Anzahl,RH03151,640
2020,"Gifhorn",insgesamt,"insgesamt",Anzahl,RH03151,1695
2020,"Goslar",männlich,"insgesamt",Anzahl,RH03153,765
2020,"Goslar",weiblich,"insgesamt",Anzahl,RH03153,425
2020,"Goslar",insgesamt,"insgesamt",Anzahl,RH03153,1190
2020,"Helmstedt",männlich,"insgesamt",Anzahl,RH03154,395
2020,"Helmstedt",weiblich,"insgesamt",Anzahl,RH03154,195
2020,"Helmstedt",insgesamt,"insgesamt",Anzahl,RH03154,590
2020,"Northeim",männlich,"insgesamt",Anzahl,RH03155,620
2020,"Northeim",weiblich,"insgesamt",Anzahl,RH03155,435
2020,"Northeim",insgesamt,"insgesamt",Anzahl,RH03155,1055
2020,"Peine",männlich,"insgesamt",Anzahl,RH03157,470
2020,"Peine",weiblich,"insgesamt",Anzahl,RH03157,315
2020,"Peine",insgesamt,"insgesamt",Anzahl,RH03157,790
2020,"Wolfenbüttel",männlich,"insgesamt",Anzahl,RH03158,590
2020,"Wolfenbüttel",weiblich,"insgesamt",Anzahl,RH03158,375
2020,"Wolfenbüttel",insgesamt,"insgesamt",Anzahl,RH03158,965
2020,"Göttingen",männlich,"insgesamt",Anzahl,RH03159,2325
2020,"Göttingen",weiblich,"insgesamt",Anzahl,RH03159,1715
2020,"Göttingen",insgesamt,"insgesamt",Anzahl,RH03159,4040
2020,"Statistische Region Braunschweig",männlich,"insgesamt",Anzahl,RH031,9605
2020,"Statistische Region Braunschweig",weiblich,"insgesamt",Anzahl,RH031,6110
2020,"Statistische Region Braunschweig",insgesamt,"insgesamt",Anzahl,RH031,15715
2020,"Hannover  Region",männlich,"insgesamt",Anzahl,RH03241,7955
2020,"Hannover  Region",weiblich,"insgesamt",Anzahl,RH03241,4960
2020,"Hannover  Region",insgesamt,"insgesamt",Anzahl,RH03241,12915
2020,"Diepholz",männlich,"insgesamt",Anzahl,RH03251,1090
2020,"Diepholz",weiblich,"insgesamt",Anzahl,RH03251,790
2020,"Diepholz",insgesamt,"insgesamt",Anzahl,RH03251,1885
2020,"Hameln-Pyrmont",männlich,"insgesamt",Anzahl,RH03252,660
2020,"Hameln-Pyrmont",weiblich,"insgesamt",Anzahl,RH03252,520
2020,"Hameln-Pyrmont",insgesamt,"insgesamt",Anzahl,RH03252,1180
2020,"Hildesheim",männlich,"insgesamt",Anzahl,RH03254,1485
2020,"Hildesheim",weiblich,"insgesamt",Anzahl,RH03254,750
2020,"Hildesheim",insgesamt,"insgesamt",Anzahl,RH03254,2235
2020,"Holzminden",männlich,"insgesamt",Anzahl,RH03255,290
2020,"Holzminden",weiblich,"insgesamt",Anzahl,RH03255,170
2020,"Holzminden",insgesamt,"insgesamt",Anzahl,RH03255,460
2020,"Nienburg (Weser)",männlich,"insgesamt",Anzahl,RH03256,520
2020,"Nienburg (Weser)",weiblich,"insgesamt",Anzahl,RH03256,410
2020,"Nienburg (Weser)",insgesamt,"insgesamt",Anzahl,RH03256,930
2020,"Schaumburg",männlich,"insgesamt",Anzahl,RH03257,885
2020,"Schaumburg",weiblich,"insgesamt",Anzahl,RH03257,565
2020,"Schaumburg",insgesamt,"insgesamt",Anzahl,RH03257,1450
2020,"Statistische Region Hannover",männlich,"insgesamt",Anzahl,RH032,12890
2020,"Statistische Region Hannover",weiblich,"insgesamt",Anzahl,RH032,8165
2020,"Statistische Region Hannover",insgesamt,"insgesamt",Anzahl,RH032,21055
2020,"Celle",männlich,"insgesamt",Anzahl,RH03351,610
2020,"Celle",weiblich,"insgesamt",Anzahl,RH03351,365
2020,"Celle",insgesamt,"insgesamt",Anzahl,RH03351,975
2020,"Cuxhaven",männlich,"insgesamt",Anzahl,RH03352,715
2020,"Cuxhaven",weiblich,"insgesamt",Anzahl,RH03352,460
2020,"Cuxhaven",insgesamt,"insgesamt",Anzahl,RH03352,1175
2020,"Harburg",männlich,"insgesamt",Anzahl,RH03353,2150
2020,"Harburg",weiblich,"insgesamt",Anzahl,RH03353,395
2020,"Harburg",insgesamt,"insgesamt",Anzahl,RH03353,2545
2020,"Lüchow-Dannenberg",männlich,"insgesamt",Anzahl,RH03354,155
2020,"Lüchow-Dannenberg",weiblich,"insgesamt",Anzahl,RH03354,115
2020,"Lüchow-Dannenberg",insgesamt,"insgesamt",Anzahl,RH03354,270
2020,"Lüneburg",männlich,"insgesamt",Anzahl,RH03355,660
2020,"Lüneburg",weiblich,"insgesamt",Anzahl,RH03355,355
2020,"Lüneburg",insgesamt,"insgesamt",Anzahl,RH03355,1015
2020,"Osterholz",männlich,"insgesamt",Anzahl,RH03356,305
2020,"Osterholz",weiblich,"insgesamt",Anzahl,RH03356,235
2020,"Osterholz",insgesamt,"insgesamt",Anzahl,RH03356,540
2020,"Rotenburg (Wümme)",männlich,"insgesamt",Anzahl,RH03357,875
2020,"Rotenburg (Wümme)",weiblich,"insgesamt",Anzahl,RH03357,485
2020,"Rotenburg (Wümme)",insgesamt,"insgesamt",Anzahl,RH03357,1360
2020,"Heidekreis",männlich,"insgesamt",Anzahl,RH03358,745
2020,"Heidekreis",weiblich,"insgesamt",Anzahl,RH03358,480
2020,"Heidekreis",insgesamt,"insgesamt",Anzahl,RH03358,1225
2020,"Stade",männlich,"insgesamt",Anzahl,RH03359,1155
2020,"Stade",weiblich,"insgesamt",Anzahl,RH03359,640
2020,"Stade",insgesamt,"insgesamt",Anzahl,RH03359,1795
2020,"Uelzen",männlich,"insgesamt",Anzahl,RH03360,295
2020,"Uelzen",weiblich,"insgesamt",Anzahl,RH03360,215
2020,"Uelzen",insgesamt,"insgesamt",Anzahl,RH03360,510
2020,"Verden",männlich,"insgesamt",Anzahl,RH03361,720
2020,"Verden",weiblich,"insgesamt",Anzahl,RH03361,335
2020,"Verden",insgesamt,"insgesamt",Anzahl,RH03361,1055
2020,"Statistische Region Lüneburg",männlich,"insgesamt",Anzahl,RH033,8380
2020,"Statistische Region Lüneburg",weiblich,"insgesamt",Anzahl,RH033,4085
2020,"Statistische Region Lüneburg",insgesamt,"insgesamt",Anzahl,RH033,12465
2020,"Delmenhorst, Stadt",männlich,"insgesamt",Anzahl,RH03401,320
2020,"Delmenhorst, Stadt",weiblich,"insgesamt",Anzahl,RH03401,200
2020,"Delmenhorst, Stadt",insgesamt,"insgesamt",Anzahl,RH03401,520
2020,"Emden  Stadt",männlich,"insgesamt",Anzahl,RH03402,430
2020,"Emden  Stadt",weiblich,"insgesamt",Anzahl,RH03402,250
2020,"Emden  Stadt",insgesamt,"insgesamt",Anzahl,RH03402,680
2020,"Oldenburg(Oldb), Stadt",männlich,"insgesamt",Anzahl,RH03403,865
2020,"Oldenburg(Oldb), Stadt",weiblich,"insgesamt",Anzahl,RH03403,600
2020,"Oldenburg(Oldb), Stadt",insgesamt,"insgesamt",Anzahl,RH03403,1465
2020,"Osnabrück, Stadt",männlich,"insgesamt",Anzahl,RH03404,1305
2020,"Osnabrück, Stadt",weiblich,"insgesamt",Anzahl,RH03404,620
2020,"Osnabrück, Stadt",insgesamt,"insgesamt",Anzahl,RH03404,1925
2020,"Wilhelmshaven, Stadt",männlich,"insgesamt",Anzahl,RH03405,375
2020,"Wilhelmshaven, Stadt",weiblich,"insgesamt",Anzahl,RH03405,250
2020,"Wilhelmshaven, Stadt",insgesamt,"insgesamt",Anzahl,RH03405,620
2020,"Ammerland",männlich,"insgesamt",Anzahl,RH03451,535
2020,"Ammerland",weiblich,"insgesamt",Anzahl,RH03451,355
2020,"Ammerland",insgesamt,"insgesamt",Anzahl,RH03451,890
2020,"Aurich",männlich,"insgesamt",Anzahl,RH03452,825
2020,"Aurich",weiblich,"insgesamt",Anzahl,RH03452,355
2020,"Aurich",insgesamt,"insgesamt",Anzahl,RH03452,1180
2020,"Cloppenburg",männlich,"insgesamt",Anzahl,RH03453,710
2020,"Cloppenburg",weiblich,"insgesamt",Anzahl,RH03453,355
2020,"Cloppenburg",insgesamt,"insgesamt",Anzahl,RH03453,1065
2020,"Emsland",männlich,"insgesamt",Anzahl,RH03454,1595
2020,"Emsland",weiblich,"insgesamt",Anzahl,RH03454,735
2020,"Emsland",insgesamt,"insgesamt",Anzahl,RH03454,2325
2020,"Friesland",männlich,"insgesamt",Anzahl,RH03455,435
2020,"Friesland",weiblich,"insgesamt",Anzahl,RH03455,345
2020,"Friesland",insgesamt,"insgesamt",Anzahl,RH03455,780
2020,"Grafschaft Bentheim",männlich,"insgesamt",Anzahl,RH03456,605
2020,"Grafschaft Bentheim",weiblich,"insgesamt",Anzahl,RH03456,350
2020,"Grafschaft Bentheim",insgesamt,"insgesamt",Anzahl,RH03456,955
2020,"Leer",männlich,"insgesamt",Anzahl,RH03457,1230
2020,"Leer",weiblich,"insgesamt",Anzahl,RH03457,735
2020,"Leer",insgesamt,"insgesamt",Anzahl,RH03457,1965
2020,"Oldenburg",männlich,"insgesamt",Anzahl,RH03458,340
2020,"Oldenburg",weiblich,"insgesamt",Anzahl,RH03458,230
2020,"Oldenburg",insgesamt,"insgesamt",Anzahl,RH03458,575
2020,"Osnabrück",männlich,"insgesamt",Anzahl,RH03459,1695
2020,"Osnabrück",weiblich,"insgesamt",Anzahl,RH03459,1210
2020,"Osnabrück",insgesamt,"insgesamt",Anzahl,RH03459,2910
2020,"Vechta",männlich,"insgesamt",Anzahl,RH03460,550
2020,"Vechta",weiblich,"insgesamt",Anzahl,RH03460,320
2020,"Vechta",insgesamt,"insgesamt",Anzahl,RH03460,870
2020,"Wesermarsch",männlich,"insgesamt",Anzahl,RH03461,500
2020,"Wesermarsch",weiblich,"insgesamt",Anzahl,RH03461,345
2020,"Wesermarsch",insgesamt,"insgesamt",Anzahl,RH03461,845
2020,"Wittmund",männlich,"insgesamt",Anzahl,RH03462,270
2020,"Wittmund",weiblich,"insgesamt",Anzahl,RH03462,190
2020,"Wittmund",insgesamt,"insgesamt",Anzahl,RH03462,460
2020,"Statistische Region Weser-Ems",männlich,"insgesamt",Anzahl,RH034,12590
2020,"Statistische Region Weser-Ems",weiblich,"insgesamt",Anzahl,RH034,7445
2020,"Statistische Region Weser-Ems",insgesamt,"insgesamt",Anzahl,RH034,20035
2020,"Niedersachsen",männlich,"insgesamt",Anzahl,RH030,43465
2020,"Niedersachsen",weiblich,"insgesamt",Anzahl,RH030,25805
2020,"Niedersachsen",insgesamt,"insgesamt",Anzahl,RH030,69270
2019,"Braunschweig, Stadt",männlich,"insgesamt",Anzahl,RH03101,2335
2019,"Braunschweig, Stadt",weiblich,"insgesamt",Anzahl,RH03101,1495
2019,"Braunschweig, Stadt",insgesamt,"insgesamt",Anzahl,RH03101,3830
2019,"Salzgitter, Stadt",männlich,"insgesamt",Anzahl,RH03102,530
2019,"Salzgitter, Stadt",weiblich,"insgesamt",Anzahl,RH03102,320
2019,"Salzgitter, Stadt",insgesamt,"insgesamt",Anzahl,RH03102,850
2019,"Wolfsburg, Stadt",männlich,"insgesamt",Anzahl,RH03103,915
2019,"Wolfsburg, Stadt",weiblich,"insgesamt",Anzahl,RH03103,455
2019,"Wolfsburg, Stadt",insgesamt,"insgesamt",Anzahl,RH03103,1370
2019,"Gifhorn",männlich,"insgesamt",Anzahl,RH03151,1090
2019,"Gifhorn",weiblich,"insgesamt",Anzahl,RH03151,650
2019,"Gifhorn",insgesamt,"insgesamt",Anzahl,RH03151,1740
2019,"Goslar",männlich,"insgesamt",Anzahl,RH03153,930
2019,"Goslar",weiblich,"insgesamt",Anzahl,RH03153,515
2019,"Goslar",insgesamt,"insgesamt",Anzahl,RH03153,1450
2019,"Helmstedt",männlich,"insgesamt",Anzahl,RH03154,435
2019,"Helmstedt",weiblich,"insgesamt",Anzahl,RH03154,210
2019,"Helmstedt",insgesamt,"insgesamt",Anzahl,RH03154,645
2019,"Northeim",männlich,"insgesamt",Anzahl,RH03155,630
2019,"Northeim",weiblich,"insgesamt",Anzahl,RH03155,465
2019,"Northeim",insgesamt,"insgesamt",Anzahl,RH03155,1095
2019,"Peine",männlich,"insgesamt",Anzahl,RH03157,475
2019,"Peine",weiblich,"insgesamt",Anzahl,RH03157,300
2019,"Peine",insgesamt,"insgesamt",Anzahl,RH03157,775
2019,"Wolfenbüttel",männlich,"insgesamt",Anzahl,RH03158,600
2019,"Wolfenbüttel",weiblich,"insgesamt",Anzahl,RH03158,360
2019,"Wolfenbüttel",insgesamt,"insgesamt",Anzahl,RH03158,960
2019,"Göttingen",männlich,"insgesamt",Anzahl,RH03159,2465
2019,"Göttingen",weiblich,"insgesamt",Anzahl,RH03159,1965
2019,"Göttingen",insgesamt,"insgesamt",Anzahl,RH03159,4430
2019,"Statistische Region Braunschweig",männlich,"insgesamt",Anzahl,RH031,10410
2019,"Statistische Region Braunschweig",weiblich,"insgesamt",Anzahl,RH031,6735
2019,"Statistische Region Braunschweig",insgesamt,"insgesamt",Anzahl,RH031,17145
2019,"Hannover  Region",männlich,"insgesamt",Anzahl,RH03241,7425
2019,"Hannover  Region",weiblich,"insgesamt",Anzahl,RH03241,4470
2019,"Hannover  Region",insgesamt,"insgesamt",Anzahl,RH03241,11895
2019,"Diepholz",männlich,"insgesamt",Anzahl,RH03251,1125
2019,"Diepholz",weiblich,"insgesamt",Anzahl,RH03251,800
2019,"Diepholz",insgesamt,"insgesamt",Anzahl,RH03251,1925
2019,"Hameln-Pyrmont",männlich,"insgesamt",Anzahl,RH03252,665
2019,"Hameln-Pyrmont",weiblich,"insgesamt",Anzahl,RH03252,555
2019,"Hameln-Pyrmont",insgesamt,"insgesamt",Anzahl,RH03252,1220
2019,"Hildesheim",männlich,"insgesamt",Anzahl,RH03254,1620
2019,"Hildesheim",weiblich,"insgesamt",Anzahl,RH03254,760
2019,"Hildesheim",insgesamt,"insgesamt",Anzahl,RH03254,2380
2019,"Holzminden",männlich,"insgesamt",Anzahl,RH03255,300
2019,"Holzminden",weiblich,"insgesamt",Anzahl,RH03255,185
2019,"Holzminden",insgesamt,"insgesamt",Anzahl,RH03255,490
2019,"Nienburg (Weser)",männlich,"insgesamt",Anzahl,RH03256,465
2019,"Nienburg (Weser)",weiblich,"insgesamt",Anzahl,RH03256,380
2019,"Nienburg (Weser)",insgesamt,"insgesamt",Anzahl,RH03256,845
2019,"Schaumburg",männlich,"insgesamt",Anzahl,RH03257,920
2019,"Schaumburg",weiblich,"insgesamt",Anzahl,RH03257,565
2019,"Schaumburg",insgesamt,"insgesamt",Anzahl,RH03257,1485
2019,"Statistische Region Hannover",männlich,"insgesamt",Anzahl,RH032,12520
2019,"Statistische Region Hannover",weiblich,"insgesamt",Anzahl,RH032,7725
2019,"Statistische Region Hannover",insgesamt,"insgesamt",Anzahl,RH032,20240
2019,"Celle",männlich,"insgesamt",Anzahl,RH03351,670
2019,"Celle",weiblich,"insgesamt",Anzahl,RH03351,370
2019,"Celle",insgesamt,"insgesamt",Anzahl,RH03351,1045
2019,"Cuxhaven",männlich,"insgesamt",Anzahl,RH03352,715
2019,"Cuxhaven",weiblich,"insgesamt",Anzahl,RH03352,435
2019,"Cuxhaven",insgesamt,"insgesamt",Anzahl,RH03352,1150
2019,"Harburg",männlich,"insgesamt",Anzahl,RH03353,2170
2019,"Harburg",weiblich,"insgesamt",Anzahl,RH03353,410
2019,"Harburg",insgesamt,"insgesamt",Anzahl,RH03353,2580
2019,"Lüchow-Dannenberg",männlich,"insgesamt",Anzahl,RH03354,175
2019,"Lüchow-Dannenberg",weiblich,"insgesamt",Anzahl,RH03354,140
2019,"Lüchow-Dannenberg",insgesamt,"insgesamt",Anzahl,RH03354,315
