Year,Migrationsstatus,Lebensform,mit oder ohne ledige Kinder,Value
2014,ohne Migrationshintergrund,Lebensgemeinschaften,Insgesamt,221.4
2014,mit Migrationshintergrund,Lebensgemeinschaften,Insgesamt,44.7
2014,mit und ohne Migrationshintergrund,Alleinerziehende,Insgesamt,237.9
2014,ohne Migrationshintergrund,Alleinerziehende,Insgesamt,194.2
2014,mit Migrationshintergrund,Alleinerziehende,Insgesamt,43.7
2015,mit und ohne Migrationshintergrund,Insgesamt,Insgesamt,2240.5
2015,ohne Migrationshintergrund,Insgesamt,Insgesamt,1804.0
2015,mit Migrationshintergrund,Insgesamt,Insgesamt,436.5
2015,mit und ohne Migrationshintergrund,Ehepaare,Insgesamt,1718.0
2015,ohne Migrationshintergrund,Ehepaare,Insgesamt,1375.2
2015,mit Migrationshintergrund,Ehepaare,Insgesamt,342.9
2015,mit und ohne Migrationshintergrund,Lebensgemeinschaften,Insgesamt,273.2
2015,ohne Migrationshintergrund,Lebensgemeinschaften,Insgesamt,226.9
2015,mit Migrationshintergrund,Lebensgemeinschaften,Insgesamt,46.3
2015,mit und ohne Migrationshintergrund,Alleinerziehende,Insgesamt,249.2
2015,ohne Migrationshintergrund,Alleinerziehende,Insgesamt,201.9
2015,mit Migrationshintergrund,Alleinerziehende,Insgesamt,47.3
2016,mit und ohne Migrationshintergrund,Insgesamt,Insgesamt,2256.1
2016,ohne Migrationshintergrund,Insgesamt,Insgesamt,1779.4
2016,mit Migrationshintergrund,Insgesamt,Insgesamt,476.8
2016,mit und ohne Migrationshintergrund,Ehepaare,Insgesamt,1728.0
2016,ohne Migrationshintergrund,Ehepaare,Insgesamt,1358.0
2016,mit Migrationshintergrund,Ehepaare,Insgesamt,370.0
2016,mit und ohne Migrationshintergrund,Lebensgemeinschaften,Insgesamt,267.3
2016,ohne Migrationshintergrund,Lebensgemeinschaften,Insgesamt,217.1
2016,mit Migrationshintergrund,Lebensgemeinschaften,Insgesamt,50.1
2016,mit und ohne Migrationshintergrund,Alleinerziehende,Insgesamt,260.8
2016,ohne Migrationshintergrund,Alleinerziehende,Insgesamt,204.2
2016,mit Migrationshintergrund,Alleinerziehende,Insgesamt,56.6
2017,mit und ohne Migrationshintergrund,Insgesamt,Insgesamt,2242.7
2017,ohne Migrationshintergrund,Insgesamt,Insgesamt,1737.6
2017,mit Migrationshintergrund,Insgesamt,Insgesamt,505.1
2017,mit und ohne Migrationshintergrund,Ehepaare,Insgesamt,1707.3
2017,ohne Migrationshintergrund,Ehepaare,Insgesamt,1311.7
2017,mit Migrationshintergrund,Ehepaare,Insgesamt,395.6
2017,mit und ohne Migrationshintergrund,Lebensgemeinschaften,Insgesamt,291.0
2017,ohne Migrationshintergrund,Lebensgemeinschaften,Insgesamt,235.3
2017,mit Migrationshintergrund,Lebensgemeinschaften,Insgesamt,55.7
2017,mit und ohne Migrationshintergrund,Alleinerziehende,Insgesamt,244.4
2017,ohne Migrationshintergrund,Alleinerziehende,Insgesamt,190.7
2017,mit Migrationshintergrund,Alleinerziehende,Insgesamt,53.7
2018,mit und ohne Migrationshintergrund,Insgesamt,Insgesamt,2255.4
2018,ohne Migrationshintergrund,Insgesamt,Insgesamt,1713.0
2018,mit Migrationshintergrund,Insgesamt,Insgesamt,542.3
2018,mit und ohne Migrationshintergrund,Ehepaare,Insgesamt,1717.1
2018,ohne Migrationshintergrund,Ehepaare,Insgesamt,1294.3
2018,mit Migrationshintergrund,Ehepaare,Insgesamt,422.8
2018,mit und ohne Migrationshintergrund,Lebensgemeinschaften,Insgesamt,300.8
2018,ohne Migrationshintergrund,Lebensgemeinschaften,Insgesamt,234.0
2018,mit Migrationshintergrund,Lebensgemeinschaften,Insgesamt,66.8
2018,mit und ohne Migrationshintergrund,Alleinerziehende,Insgesamt,237.5
2018,ohne Migrationshintergrund,Alleinerziehende,Insgesamt,184.7
2018,mit Migrationshintergrund,Alleinerziehende,Insgesamt,52.8
2019,mit und ohne Migrationshintergrund,Insgesamt,Insgesamt,2249.6
2019,ohne Migrationshintergrund,Insgesamt,Insgesamt,1706.1
2019,mit Migrationshintergrund,Insgesamt,Insgesamt,543.5
2019,mit und ohne Migrationshintergrund,Ehepaare,Insgesamt,1710.4
2019,ohne Migrationshintergrund,Ehepaare,Insgesamt,1285.7
2019,mit Migrationshintergrund,Ehepaare,Insgesamt,424.6
2019,mit und ohne Migrationshintergrund,Lebensgemeinschaften,Insgesamt,299.2
2019,ohne Migrationshintergrund,Lebensgemeinschaften,Insgesamt,236.2
2019,mit Migrationshintergrund,Lebensgemeinschaften,Insgesamt,63.1
2019,mit und ohne Migrationshintergrund,Alleinerziehende,Insgesamt,240.0
2019,ohne Migrationshintergrund,Alleinerziehende,Insgesamt,184.2
2019,mit Migrationshintergrund,Alleinerziehende,Insgesamt,55.8
2020,mit und ohne Migrationshintergrund,Insgesamt,Insgesamt,
2020,ohne Migrationshintergrund,Insgesamt,Insgesamt,
2020,mit Migrationshintergrund,Insgesamt,Insgesamt,
2020,mit und ohne Migrationshintergrund,Ehepaare,Insgesamt,
2020,ohne Migrationshintergrund,Ehepaare,Insgesamt,
2020,mit Migrationshintergrund,Ehepaare,Insgesamt,
2020,mit und ohne Migrationshintergrund,Lebensgemeinschaften,Insgesamt,
2020,ohne Migrationshintergrund,Lebensgemeinschaften,Insgesamt,
2020,mit Migrationshintergrund,Lebensgemeinschaften,Insgesamt,
2020,mit und ohne Migrationshintergrund,Alleinerziehende,Insgesamt,
2020,ohne Migrationshintergrund,Alleinerziehende,Insgesamt,
2020,mit Migrationshintergrund,Alleinerziehende,Insgesamt,
2021,mit und ohne Migrationshintergrund,Insgesamt,Insgesamt,2277.0
2021,ohne Migrationshintergrund,Insgesamt,Insgesamt,1667.0
2021,mit Migrationshintergrund,Insgesamt,Insgesamt,610.0
2021,mit und ohne Migrationshintergrund,Ehepaare,Insgesamt,1724.0
2021,ohne Migrationshintergrund,Ehepaare,Insgesamt,1259.0
2021,mit Migrationshintergrund,Ehepaare,Insgesamt,464.0
2021,mit und ohne Migrationshintergrund,Lebensgemeinschaften,Insgesamt,312.0
2021,ohne Migrationshintergrund,Lebensgemeinschaften,Insgesamt,240.0
2021,mit Migrationshintergrund,Lebensgemeinschaften,Insgesamt,73.0
2021,mit und ohne Migrationshintergrund,Alleinerziehende,Insgesamt,241.0
2021,ohne Migrationshintergrund,Alleinerziehende,Insgesamt,168.0
2021,mit Migrationshintergrund,Alleinerziehende,Insgesamt,73.0
2022,mit und ohne Migrationshintergrund,Insgesamt,Insgesamt,2298.0
2022,ohne Migrationshintergrund,Insgesamt,Insgesamt,1656.0
2022,mit Migrationshintergrund,Insgesamt,Insgesamt,643.0
2022,mit und ohne Migrationshintergrund,Ehepaare,Insgesamt,1719.0
2022,ohne Migrationshintergrund,Ehepaare,Insgesamt,1478.0
2022,mit Migrationshintergrund,Ehepaare,Insgesamt,478.0
2022,mit und ohne Migrationshintergrund,Lebensgemeinschaften,Insgesamt,328.0
2022,ohne Migrationshintergrund,Lebensgemeinschaften,Insgesamt,663.0
2022,mit Migrationshintergrund,Lebensgemeinschaften,Insgesamt,79.0
2022,mit und ohne Migrationshintergrund,Alleinerziehende,Insgesamt,252.0
2022,ohne Migrationshintergrund,Alleinerziehende,Insgesamt,170.0
2022,mit Migrationshintergrund,Alleinerziehende,Insgesamt,82.0
2011,mit und ohne Migrationshintergrund,Insgesamt,ohne Kinder,1122.3
2011,ohne Migrationshintergrund,Insgesamt,ohne Kinder,971.6
2011,mit Migrationshintergrund,Insgesamt,ohne Kinder,150.7
2011,mit und ohne Migrationshintergrund,Ehepaare,ohne Kinder,938.7
2011,ohne Migrationshintergrund,Ehepaare,ohne Kinder,812.2
2011,mit Migrationshintergrund,Ehepaare,ohne Kinder,126.5
2011,mit und ohne Migrationshintergrund,Lebensgemeinschaften,ohne Kinder,183.6
2011,ohne Migrationshintergrund,Lebensgemeinschaften,ohne Kinder,159.4
2011,mit Migrationshintergrund,Lebensgemeinschaften,ohne Kinder,24.2
2011,mit und ohne Migrationshintergrund,Alleinerziehende,ohne Kinder,
2011,ohne Migrationshintergrund,Alleinerziehende,ohne Kinder,
2011,mit Migrationshintergrund,Alleinerziehende,ohne Kinder,
2012,mit und ohne Migrationshintergrund,Insgesamt,ohne Kinder,1128.4
2012,ohne Migrationshintergrund,Insgesamt,ohne Kinder,970.1
2012,mit Migrationshintergrund,Insgesamt,ohne Kinder,158.2
2012,mit und ohne Migrationshintergrund,Ehepaare,ohne Kinder,950.5
2012,ohne Migrationshintergrund,Ehepaare,ohne Kinder,816.2
2012,mit Migrationshintergrund,Ehepaare,ohne Kinder,134.2
2012,mit und ohne Migrationshintergrund,Lebensgemeinschaften,ohne Kinder,177.9
2012,ohne Migrationshintergrund,Lebensgemeinschaften,ohne Kinder,153.9
2012,mit Migrationshintergrund,Lebensgemeinschaften,ohne Kinder,24.0
2012,mit und ohne Migrationshintergrund,Alleinerziehende,ohne Kinder,
2012,ohne Migrationshintergrund,Alleinerziehende,ohne Kinder,
2012,mit Migrationshintergrund,Alleinerziehende,ohne Kinder,
2013,mit und ohne Migrationshintergrund,Insgesamt,ohne Kinder,1139.4
2013,ohne Migrationshintergrund,Insgesamt,ohne Kinder,959.3
2013,mit Migrationshintergrund,Insgesamt,ohne Kinder,180.1
2013,mit und ohne Migrationshintergrund,Ehepaare,ohne Kinder,959.8
2013,ohne Migrationshintergrund,Ehepaare,ohne Kinder,814.8
2013,mit Migrationshintergrund,Ehepaare,ohne Kinder,145.0
2013,mit und ohne Migrationshintergrund,Lebensgemeinschaften,ohne Kinder,179.5
2013,ohne Migrationshintergrund,Lebensgemeinschaften,ohne Kinder,144.5
2013,mit Migrationshintergrund,Lebensgemeinschaften,ohne Kinder,35.0
2013,mit und ohne Migrationshintergrund,Alleinerziehende,ohne Kinder,
2013,ohne Migrationshintergrund,Alleinerziehende,ohne Kinder,
2013,mit Migrationshintergrund,Alleinerziehende,ohne Kinder,
2014,mit und ohne Migrationshintergrund,Insgesamt,ohne Kinder,1146.5
2014,ohne Migrationshintergrund,Insgesamt,ohne Kinder,977.0
2014,mit Migrationshintergrund,Insgesamt,ohne Kinder,169.5
2014,mit und ohne Migrationshintergrund,Ehepaare,ohne Kinder,960.1
2014,ohne Migrationshintergrund,Ehepaare,ohne Kinder,819.1
2014,mit Migrationshintergrund,Ehepaare,ohne Kinder,140.9
2014,mit und ohne Migrationshintergrund,Lebensgemeinschaften,ohne Kinder,186.5
2014,ohne Migrationshintergrund,Lebensgemeinschaften,ohne Kinder,157.9
2014,mit Migrationshintergrund,Lebensgemeinschaften,ohne Kinder,28.6
2014,mit und ohne Migrationshintergrund,Alleinerziehende,ohne Kinder,
2014,ohne Migrationshintergrund,Alleinerziehende,ohne Kinder,
2014,mit Migrationshintergrund,Alleinerziehende,ohne Kinder,
2015,mit und ohne Migrationshintergrund,Insgesamt,ohne Kinder,1148.0
2015,ohne Migrationshintergrund,Insgesamt,ohne Kinder,978.4
2015,mit Migrationshintergrund,Insgesamt,ohne Kinder,169.6
2015,mit und ohne Migrationshintergrund,Ehepaare,ohne Kinder,953.7
2015,ohne Migrationshintergrund,Ehepaare,ohne Kinder,814.2
2015,mit Migrationshintergrund,Ehepaare,ohne Kinder,139.5
2015,mit und ohne Migrationshintergrund,Lebensgemeinschaften,ohne Kinder,194.3
2015,ohne Migrationshintergrund,Lebensgemeinschaften,ohne Kinder,164.2
2015,mit Migrationshintergrund,Lebensgemeinschaften,ohne Kinder,30.1
2015,mit und ohne Migrationshintergrund,Alleinerziehende,ohne Kinder,
2015,ohne Migrationshintergrund,Alleinerziehende,ohne Kinder,
2015,mit Migrationshintergrund,Alleinerziehende,ohne Kinder,
2016,mit und ohne Migrationshintergrund,Insgesamt,ohne Kinder,1144.1
2016,ohne Migrationshintergrund,Insgesamt,ohne Kinder,959.4
2016,mit Migrationshintergrund,Insgesamt,ohne Kinder,184.6
2016,mit und ohne Migrationshintergrund,Ehepaare,ohne Kinder,954.9
2016,ohne Migrationshintergrund,Ehepaare,ohne Kinder,801.8
2016,mit Migrationshintergrund,Ehepaare,ohne Kinder,153.1
2016,mit und ohne Migrationshintergrund,Lebensgemeinschaften,ohne Kinder,189.2
2016,ohne Migrationshintergrund,Lebensgemeinschaften,ohne Kinder,157.6
2016,mit Migrationshintergrund,Lebensgemeinschaften,ohne Kinder,31.5
2016,mit und ohne Migrationshintergrund,Alleinerziehende,ohne Kinder,
2016,ohne Migrationshintergrund,Alleinerziehende,ohne Kinder,
2016,mit Migrationshintergrund,Alleinerziehende,ohne Kinder,
2017,mit und ohne Migrationshintergrund,Insgesamt,ohne Kinder,1143.2
2017,ohne Migrationshintergrund,Insgesamt,ohne Kinder,948.1
2017,mit Migrationshintergrund,Insgesamt,ohne Kinder,195.1
2017,mit und ohne Migrationshintergrund,Ehepaare,ohne Kinder,935.8
2017,ohne Migrationshintergrund,Ehepaare,ohne Kinder,777.2
2017,mit Migrationshintergrund,Ehepaare,ohne Kinder,158.7
2017,mit und ohne Migrationshintergrund,Lebensgemeinschaften,ohne Kinder,207.4
2017,ohne Migrationshintergrund,Lebensgemeinschaften,ohne Kinder,171.0
2017,mit Migrationshintergrund,Lebensgemeinschaften,ohne Kinder,36.4
2017,mit und ohne Migrationshintergrund,Alleinerziehende,ohne Kinder,
2017,ohne Migrationshintergrund,Alleinerziehende,ohne Kinder,
2017,mit Migrationshintergrund,Alleinerziehende,ohne Kinder,
2018,mit und ohne Migrationshintergrund,Insgesamt,ohne Kinder,1172.7
2018,ohne Migrationshintergrund,Insgesamt,ohne Kinder,954.3
2018,mit Migrationshintergrund,Insgesamt,ohne Kinder,218.3
2018,mit und ohne Migrationshintergrund,Ehepaare,ohne Kinder,955.6
2018,ohne Migrationshintergrund,Ehepaare,ohne Kinder,782.3
2018,mit Migrationshintergrund,Ehepaare,ohne Kinder,173.3
2018,mit und ohne Migrationshintergrund,Lebensgemeinschaften,ohne Kinder,217.0
2018,ohne Migrationshintergrund,Lebensgemeinschaften,ohne Kinder,172.0
2018,mit Migrationshintergrund,Lebensgemeinschaften,ohne Kinder,45.1
2018,mit und ohne Migrationshintergrund,Alleinerziehende,ohne Kinder,
2018,ohne Migrationshintergrund,Alleinerziehende,ohne Kinder,
2018,mit Migrationshintergrund,Alleinerziehende,ohne Kinder,
2019,mit und ohne Migrationshintergrund,Insgesamt,ohne Kinder,1154.3
2019,ohne Migrationshintergrund,Insgesamt,ohne Kinder,943.0
2019,mit Migrationshintergrund,Insgesamt,ohne Kinder,211.3
2019,mit und ohne Migrationshintergrund,Ehepaare,ohne Kinder,946.8
2019,ohne Migrationshintergrund,Ehepaare,ohne Kinder,775.4
2019,mit Migrationshintergrund,Ehepaare,ohne Kinder,171.4
2019,mit und ohne Migrationshintergrund,Lebensgemeinschaften,ohne Kinder,207.5
2019,ohne Migrationshintergrund,Lebensgemeinschaften,ohne Kinder,167.6
2019,mit Migrationshintergrund,Lebensgemeinschaften,ohne Kinder,39.9
2019,mit und ohne Migrationshintergrund,Alleinerziehende,ohne Kinder,
2019,ohne Migrationshintergrund,Alleinerziehende,ohne Kinder,
2019,mit Migrationshintergrund,Alleinerziehende,ohne Kinder,
2020,mit und ohne Migrationshintergrund,Insgesamt,ohne Kinder,
2020,ohne Migrationshintergrund,Insgesamt,ohne Kinder,
2020,mit Migrationshintergrund,Insgesamt,ohne Kinder,
2020,mit und ohne Migrationshintergrund,Ehepaare,ohne Kinder,
2020,ohne Migrationshintergrund,Ehepaare,ohne Kinder,
2020,mit Migrationshintergrund,Ehepaare,ohne Kinder,
2020,mit und ohne Migrationshintergrund,Lebensgemeinschaften,ohne Kinder,
2020,ohne Migrationshintergrund,Lebensgemeinschaften,ohne Kinder,
2020,mit Migrationshintergrund,Lebensgemeinschaften,ohne Kinder,
2020,mit und ohne Migrationshintergrund,Alleinerziehende,ohne Kinder,
2020,ohne Migrationshintergrund,Alleinerziehende,ohne Kinder,
2020,mit Migrationshintergrund,Alleinerziehende,ohne Kinder,
2021,mit und ohne Migrationshintergrund,Insgesamt,ohne Kinder,1171.0
2021,ohne Migrationshintergrund,Insgesamt,ohne Kinder,941.0
2021,mit Migrationshintergrund,Insgesamt,ohne Kinder,230.0
2021,mit und ohne Migrationshintergrund,Ehepaare,ohne Kinder,955.0
2021,ohne Migrationshintergrund,Ehepaare,ohne Kinder,767.0
2021,mit Migrationshintergrund,Ehepaare,ohne Kinder,187.0
2021,mit und ohne Migrationshintergrund,Lebensgemeinschaften,ohne Kinder,216.0
2021,ohne Migrationshintergrund,Lebensgemeinschaften,ohne Kinder,174.0
2021,mit Migrationshintergrund,Lebensgemeinschaften,ohne Kinder,42.0
2021,mit und ohne Migrationshintergrund,Alleinerziehende,ohne Kinder,
2021,ohne Migrationshintergrund,Alleinerziehende,ohne Kinder,
2021,mit Migrationshintergrund,Alleinerziehende,ohne Kinder,
2022,mit und ohne Migrationshintergrund,Insgesamt,ohne Kinder,1173.0
2022,ohne Migrationshintergrund,Insgesamt,ohne Kinder,932.0
2022,mit Migrationshintergrund,Insgesamt,ohne Kinder,241.0
2022,mit und ohne Migrationshintergrund,Ehepaare,ohne Kinder,944.0
2022,ohne Migrationshintergrund,Ehepaare,ohne Kinder,754.0
2022,mit Migrationshintergrund,Ehepaare,ohne Kinder,190.0
2022,mit und ohne Migrationshintergrund,Lebensgemeinschaften,ohne Kinder,229.0
2022,ohne Migrationshintergrund,Lebensgemeinschaften,ohne Kinder,179.0
2022,mit Migrationshintergrund,Lebensgemeinschaften,ohne Kinder,47.0
2022,mit und ohne Migrationshintergrund,Alleinerziehende,ohne Kinder,
2022,ohne Migrationshintergrund,Alleinerziehende,ohne Kinder,
2022,mit Migrationshintergrund,Alleinerziehende,ohne Kinder,
2011,mit und ohne Migrationshintergrund,Insgesamt,mit Kindern,1105.5
2011,ohne Migrationshintergrund,Insgesamt,mit Kindern,859.7
2011,mit Migrationshintergrund,Insgesamt,mit Kindern,245.8
2011,mit und ohne Migrationshintergrund,Ehepaare,mit Kindern,801.5
2011,ohne Migrationshintergrund,Ehepaare,mit Kindern,609.7
2011,mit Migrationshintergrund,Ehepaare,mit Kindern,191.8
2011,mit und ohne Migrationshintergrund,Lebensgemeinschaften,mit Kindern,65.2
2011,ohne Migrationshintergrund,Lebensgemeinschaften,mit Kindern,53.5
2011,mit Migrationshintergrund,Lebensgemeinschaften,mit Kindern,11.7
2011,mit und ohne Migrationshintergrund,Alleinerziehende,mit Kindern,238.9
2011,ohne Migrationshintergrund,Alleinerziehende,mit Kindern,196.6
2011,mit Migrationshintergrund,Alleinerziehende,mit Kindern,42.3
2012,mit und ohne Migrationshintergrund,Insgesamt,mit Kindern,1095.4
2012,ohne Migrationshintergrund,Insgesamt,mit Kindern,847.0
2012,mit Migrationshintergrund,Insgesamt,mit Kindern,248.4
2012,mit und ohne Migrationshintergrund,Ehepaare,mit Kindern,791.3
2012,ohne Migrationshintergrund,Ehepaare,mit Kindern,596.5
2012,mit Migrationshintergrund,Ehepaare,mit Kindern,194.8
2012,mit und ohne Migrationshintergrund,Lebensgemeinschaften,mit Kindern,68.3
2012,ohne Migrationshintergrund,Lebensgemeinschaften,mit Kindern,54.9
2012,mit Migrationshintergrund,Lebensgemeinschaften,mit Kindern,13.4
2012,mit und ohne Migrationshintergrund,Alleinerziehende,mit Kindern,235.8
2012,ohne Migrationshintergrund,Alleinerziehende,mit Kindern,195.6
2012,mit Migrationshintergrund,Alleinerziehende,mit Kindern,40.2
2013,mit und ohne Migrationshintergrund,Insgesamt,mit Kindern,1087.5
2013,ohne Migrationshintergrund,Insgesamt,mit Kindern,819.3
2013,mit Migrationshintergrund,Insgesamt,mit Kindern,268.2
2013,mit und ohne Migrationshintergrund,Ehepaare,mit Kindern,773.3
2013,ohne Migrationshintergrund,Ehepaare,mit Kindern,568.4
2013,mit Migrationshintergrund,Ehepaare,mit Kindern,205.0
2013,mit und ohne Migrationshintergrund,Lebensgemeinschaften,mit Kindern,74.6
2013,ohne Migrationshintergrund,Lebensgemeinschaften,mit Kindern,58.4
2013,mit Migrationshintergrund,Lebensgemeinschaften,mit Kindern,16.2
2013,mit und ohne Migrationshintergrund,Alleinerziehende,mit Kindern,239.6
2013,ohne Migrationshintergrund,Alleinerziehende,mit Kindern,192.6
2013,mit Migrationshintergrund,Alleinerziehende,mit Kindern,47.0
2014,mit und ohne Migrationshintergrund,Insgesamt,mit Kindern,1088.7
2014,ohne Migrationshintergrund,Insgesamt,mit Kindern,830.8
2014,mit Migrationshintergrund,Insgesamt,mit Kindern,257.9
2014,mit und ohne Migrationshintergrund,Ehepaare,mit Kindern,771.2
2014,ohne Migrationshintergrund,Ehepaare,mit Kindern,573.1
2014,mit Migrationshintergrund,Ehepaare,mit Kindern,198.1
2014,mit und ohne Migrationshintergrund,Lebensgemeinschaften,mit Kindern,79.7
2014,ohne Migrationshintergrund,Lebensgemeinschaften,mit Kindern,63.5
2014,mit Migrationshintergrund,Lebensgemeinschaften,mit Kindern,16.1
2014,mit und ohne Migrationshintergrund,Alleinerziehende,mit Kindern,237.9
2014,ohne Migrationshintergrund,Alleinerziehende,mit Kindern,194.2
2014,mit Migrationshintergrund,Alleinerziehende,mit Kindern,43.7
2015,mit und ohne Migrationshintergrund,Insgesamt,mit Kindern,1092.5
2015,ohne Migrationshintergrund,Insgesamt,mit Kindern,825.6
2015,mit Migrationshintergrund,Insgesamt,mit Kindern,267.0
2015,mit und ohne Migrationshintergrund,Ehepaare,mit Kindern,764.4
2015,ohne Migrationshintergrund,Ehepaare,mit Kindern,561.0
2015,mit Migrationshintergrund,Ehepaare,mit Kindern,203.4
2015,mit und ohne Migrationshintergrund,Lebensgemeinschaften,mit Kindern,78.9
2015,ohne Migrationshintergrund,Lebensgemeinschaften,mit Kindern,62.7
2015,mit Migrationshintergrund,Lebensgemeinschaften,mit Kindern,16.2
2015,mit und ohne Migrationshintergrund,Alleinerziehende,mit Kindern,249.2
2015,ohne Migrationshintergrund,Alleinerziehende,mit Kindern,201.9
2015,mit Migrationshintergrund,Alleinerziehende,mit Kindern,47.3
2016,mit und ohne Migrationshintergrund,Insgesamt,mit Kindern,1112.1
2016,ohne Migrationshintergrund,Insgesamt,mit Kindern,819.9
2016,mit Migrationshintergrund,Insgesamt,mit Kindern,292.1
2016,mit und ohne Migrationshintergrund,Ehepaare,mit Kindern,773.1
2016,ohne Migrationshintergrund,Ehepaare,mit Kindern,556.2
2016,mit Migrationshintergrund,Ehepaare,mit Kindern,217.0
2016,mit und ohne Migrationshintergrund,Lebensgemeinschaften,mit Kindern,78.1
2016,ohne Migrationshintergrund,Lebensgemeinschaften,mit Kindern,59.5
2016,mit Migrationshintergrund,Lebensgemeinschaften,mit Kindern,18.6
2016,mit und ohne Migrationshintergrund,Alleinerziehende,mit Kindern,260.8
2016,ohne Migrationshintergrund,Alleinerziehende,mit Kindern,204.2
2016,mit Migrationshintergrund,Alleinerziehende,mit Kindern,56.6
2017,mit und ohne Migrationshintergrund,Insgesamt,mit Kindern,1099.5
2017,ohne Migrationshintergrund,Insgesamt,mit Kindern,789.5
2017,mit Migrationshintergrund,Insgesamt,mit Kindern,310.0
2017,mit und ohne Migrationshintergrund,Ehepaare,mit Kindern,771.5
2017,ohne Migrationshintergrund,Ehepaare,mit Kindern,534.5
2017,mit Migrationshintergrund,Ehepaare,mit Kindern,237.0
2017,mit und ohne Migrationshintergrund,Lebensgemeinschaften,mit Kindern,83.6
2017,ohne Migrationshintergrund,Lebensgemeinschaften,mit Kindern,64.3
2017,mit Migrationshintergrund,Lebensgemeinschaften,mit Kindern,19.3
2017,mit und ohne Migrationshintergrund,Alleinerziehende,mit Kindern,244.4
2017,ohne Migrationshintergrund,Alleinerziehende,mit Kindern,190.7
2017,mit Migrationshintergrund,Alleinerziehende,mit Kindern,53.7
2018,mit und ohne Migrationshintergrund,Insgesamt,mit Kindern,1082.7
2018,ohne Migrationshintergrund,Insgesamt,mit Kindern,758.7
2018,mit Migrationshintergrund,Insgesamt,mit Kindern,324.0
2018,mit und ohne Migrationshintergrund,Ehepaare,mit Kindern,761.4
2018,ohne Migrationshintergrund,Ehepaare,mit Kindern,511.9
2018,mit Migrationshintergrund,Ehepaare,mit Kindern,249.5
2018,mit und ohne Migrationshintergrund,Lebensgemeinschaften,mit Kindern,83.7
2018,ohne Migrationshintergrund,Lebensgemeinschaften,mit Kindern,62.1
2018,mit Migrationshintergrund,Lebensgemeinschaften,mit Kindern,21.7
