Year,Migrationsstatus,Hauhaltsnettoeinkommen,Haushaltsgröße,COMMENT_OBS,Value
2025,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,1000 - 1500,insgesamt,statistisch unsicher,5.0
2025,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,1500 - 2000,insgesamt,,11.0
2025,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,2000 - 2500,insgesamt,,16.0
2025,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,2500 - 3000,insgesamt,,18.0
2025,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,3000 - 3500,insgesamt,,27.0
2025,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,3500 - 4000,insgesamt,,28.0
2025,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,4000 - 5000,insgesamt,,49.0
2025,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,5000 und mehr,insgesamt,,107.0
2025,Alle Haushaltsmitglieder haben einen Migrationshintergrund,Insgesamt,insgesamt,,773.0
2025,Alle Haushaltsmitglieder haben einen Migrationshintergrund,unter 500,insgesamt,,17.0
2025,Alle Haushaltsmitglieder haben einen Migrationshintergrund,500 - 1000,insgesamt,,75.0
2025,Alle Haushaltsmitglieder haben einen Migrationshintergrund,1000 - 1500,insgesamt,,101.0
2025,Alle Haushaltsmitglieder haben einen Migrationshintergrund,1500 - 2000,insgesamt,,112.0
2025,Alle Haushaltsmitglieder haben einen Migrationshintergrund,2000 - 2500,insgesamt,,107.0
2025,Alle Haushaltsmitglieder haben einen Migrationshintergrund,2500 - 3000,insgesamt,,75.0
2025,Alle Haushaltsmitglieder haben einen Migrationshintergrund,3000 - 3500,insgesamt,,66.0
2025,Alle Haushaltsmitglieder haben einen Migrationshintergrund,3500 - 4000,insgesamt,,55.0
2025,Alle Haushaltsmitglieder haben einen Migrationshintergrund,4000 - 5000,insgesamt,,75.0
2025,Alle Haushaltsmitglieder haben einen Migrationshintergrund,5000 und mehr,insgesamt,,90.0
2024,Insgesamt,Insgesamt,insgesamt,,3943.0
2024,Insgesamt,unter 500,insgesamt,,53.0
2024,Insgesamt,500 - 1000,insgesamt,,240.0
2024,Insgesamt,1000 - 1500,insgesamt,,425.0
2024,Insgesamt,1500 - 2000,insgesamt,,479.0
2024,Insgesamt,2000 - 2500,insgesamt,,505.0
2024,Insgesamt,2500 - 3000,insgesamt,,391.0
2024,Insgesamt,3000 - 3500,insgesamt,,345.0
2024,Insgesamt,3500 - 4000,insgesamt,,299.0
2024,Insgesamt,4000 - 5000,insgesamt,,461.0
2024,Insgesamt,5000 und mehr,insgesamt,,744.0
2024,Kein Haushaltsmitglied hat einen Migrationshintergrund,Insgesamt,insgesamt,,2916.0
2024,Kein Haushaltsmitglied hat einen Migrationshintergrund,unter 500,insgesamt,,34.0
2024,Kein Haushaltsmitglied hat einen Migrationshintergrund,500 - 1000,insgesamt,,161.0
2024,Kein Haushaltsmitglied hat einen Migrationshintergrund,1000 - 1500,insgesamt,,317.0
2024,Kein Haushaltsmitglied hat einen Migrationshintergrund,1500 - 2000,insgesamt,,351.0
2024,Kein Haushaltsmitglied hat einen Migrationshintergrund,2000 - 2500,insgesamt,,384.0
2024,Kein Haushaltsmitglied hat einen Migrationshintergrund,2500 - 3000,insgesamt,,291.0
2024,Kein Haushaltsmitglied hat einen Migrationshintergrund,3000 - 3500,insgesamt,,255.0
2024,Kein Haushaltsmitglied hat einen Migrationshintergrund,3500 - 4000,insgesamt,,218.0
2024,Kein Haushaltsmitglied hat einen Migrationshintergrund,4000 - 5000,insgesamt,,339.0
2024,Kein Haushaltsmitglied hat einen Migrationshintergrund,5000 und mehr,insgesamt,,566.0
2024,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,Insgesamt,insgesamt,,269.0
2024,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,unter 500,insgesamt,gesperrt,
2024,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,500 - 1000,insgesamt,gesperrt,
2024,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,1000 - 1500,insgesamt,gesperrt,
2024,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,1500 - 2000,insgesamt,,12.0
2024,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,2000 - 2500,insgesamt,,17.0
2024,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,2500 - 3000,insgesamt,,21.0
2024,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,3000 - 3500,insgesamt,,29.0
2024,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,3500 - 4000,insgesamt,,30.0
2024,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,4000 - 5000,insgesamt,,54.0
2024,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,5000 und mehr,insgesamt,,100.0
2024,Alle Haushaltsmitglieder haben einen Migrationshintergrund,Insgesamt,insgesamt,,757.0
2024,Alle Haushaltsmitglieder haben einen Migrationshintergrund,unter 500,insgesamt,,19.0
2024,Alle Haushaltsmitglieder haben einen Migrationshintergrund,500 - 1000,insgesamt,,78.0
2024,Alle Haushaltsmitglieder haben einen Migrationshintergrund,1000 - 1500,insgesamt,,104.0
2024,Alle Haushaltsmitglieder haben einen Migrationshintergrund,1500 - 2000,insgesamt,,116.0
2024,Alle Haushaltsmitglieder haben einen Migrationshintergrund,2000 - 2500,insgesamt,,104.0
2024,Alle Haushaltsmitglieder haben einen Migrationshintergrund,2500 - 3000,insgesamt,,78.0
2024,Alle Haushaltsmitglieder haben einen Migrationshintergrund,3000 - 3500,insgesamt,,60.0
2024,Alle Haushaltsmitglieder haben einen Migrationshintergrund,3500 - 4000,insgesamt,,51.0
2024,Alle Haushaltsmitglieder haben einen Migrationshintergrund,4000 - 5000,insgesamt,,68.0
2024,Alle Haushaltsmitglieder haben einen Migrationshintergrund,5000 und mehr,insgesamt,,78.0
2023,Insgesamt,Insgesamt,insgesamt,,3888.0
2023,Insgesamt,unter 500,insgesamt,,54.0
2023,Insgesamt,500 - 1000,insgesamt,,254.0
2023,Insgesamt,1000 - 1500,insgesamt,,418.0
2023,Insgesamt,1500 - 2000,insgesamt,,501.0
2023,Insgesamt,2000 - 2500,insgesamt,,505.0
2023,Insgesamt,2500 - 3000,insgesamt,,389.0
2023,Insgesamt,3000 - 3500,insgesamt,,343.0
2023,Insgesamt,3500 - 4000,insgesamt,,297.0
2023,Insgesamt,4000 - 5000,insgesamt,,463.0
2023,Insgesamt,5000 und mehr,insgesamt,,664.0
2023,Kein Haushaltsmitglied hat einen Migrationshintergrund,Insgesamt,insgesamt,,2944.0
2023,Kein Haushaltsmitglied hat einen Migrationshintergrund,unter 500,insgesamt,,35.0
2023,Kein Haushaltsmitglied hat einen Migrationshintergrund,500 - 1000,insgesamt,,175.0
2023,Kein Haushaltsmitglied hat einen Migrationshintergrund,1000 - 1500,insgesamt,,318.0
2023,Kein Haushaltsmitglied hat einen Migrationshintergrund,1500 - 2000,insgesamt,,374.0
2023,Kein Haushaltsmitglied hat einen Migrationshintergrund,2000 - 2500,insgesamt,,397.0
2023,Kein Haushaltsmitglied hat einen Migrationshintergrund,2500 - 3000,insgesamt,,295.0
2023,Kein Haushaltsmitglied hat einen Migrationshintergrund,3000 - 3500,insgesamt,,260.0
2023,Kein Haushaltsmitglied hat einen Migrationshintergrund,3500 - 4000,insgesamt,,221.0
2023,Kein Haushaltsmitglied hat einen Migrationshintergrund,4000 - 5000,insgesamt,,352.0
2023,Kein Haushaltsmitglied hat einen Migrationshintergrund,5000 und mehr,insgesamt,,519.0
2023,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,Insgesamt,insgesamt,,249.0
2023,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,unter 500,insgesamt,gesperrt,
2023,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,500 - 1000,insgesamt,gesperrt,
2023,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,1000 - 1500,insgesamt,gesperrt,
2023,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,1500 - 2000,insgesamt,,11.0
2023,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,2000 - 2500,insgesamt,,19.0
2023,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,2500 - 3000,insgesamt,,26.0
2023,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,3000 - 3500,insgesamt,,25.0
2023,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,3500 - 4000,insgesamt,,30.0
2023,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,4000 - 5000,insgesamt,,52.0
2023,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,5000 und mehr,insgesamt,,80.0
2023,Alle Haushaltsmitglieder haben einen Migrationshintergrund,Insgesamt,insgesamt,,695.0
2023,Alle Haushaltsmitglieder haben einen Migrationshintergrund,unter 500,insgesamt,,19.0
2023,Alle Haushaltsmitglieder haben einen Migrationshintergrund,500 - 1000,insgesamt,,77.0
2023,Alle Haushaltsmitglieder haben einen Migrationshintergrund,1000 - 1500,insgesamt,,96.0
2023,Alle Haushaltsmitglieder haben einen Migrationshintergrund,1500 - 2000,insgesamt,,116.0
2023,Alle Haushaltsmitglieder haben einen Migrationshintergrund,2000 - 2500,insgesamt,,89.0
2023,Alle Haushaltsmitglieder haben einen Migrationshintergrund,2500 - 3000,insgesamt,,69.0
2023,Alle Haushaltsmitglieder haben einen Migrationshintergrund,3000 - 3500,insgesamt,,57.0
2023,Alle Haushaltsmitglieder haben einen Migrationshintergrund,3500 - 4000,insgesamt,,46.0
2023,Alle Haushaltsmitglieder haben einen Migrationshintergrund,4000 - 5000,insgesamt,,60.0
2023,Alle Haushaltsmitglieder haben einen Migrationshintergrund,5000 und mehr,insgesamt,,65.0
2022,Insgesamt,Insgesamt,insgesamt,,3865.0
2022,Insgesamt,unter 500,insgesamt,,67.0
2022,Insgesamt,500 - 1000,insgesamt,,287.0
2022,Insgesamt,1000 - 1500,insgesamt,,445.0
2022,Insgesamt,1500 - 2000,insgesamt,,521.0
2022,Insgesamt,2000 - 2500,insgesamt,,496.0
2022,Insgesamt,2500 - 3000,insgesamt,,394.0
2022,Insgesamt,3000 - 3500,insgesamt,,337.0
2022,Insgesamt,3500 - 4000,insgesamt,,297.0
2022,Insgesamt,4000 - 5000,insgesamt,,429.0
2022,Insgesamt,5000 und mehr,insgesamt,,591.0
2022,Kein Haushaltsmitglied hat einen Migrationshintergrund,Insgesamt,insgesamt,,2963.0
2022,Kein Haushaltsmitglied hat einen Migrationshintergrund,unter 500,insgesamt,,49.0
2022,Kein Haushaltsmitglied hat einen Migrationshintergrund,500 - 1000,insgesamt,,208.0
2022,Kein Haushaltsmitglied hat einen Migrationshintergrund,1000 - 1500,insgesamt,,343.0
2022,Kein Haushaltsmitglied hat einen Migrationshintergrund,1500 - 2000,insgesamt,,395.0
2022,Kein Haushaltsmitglied hat einen Migrationshintergrund,2000 - 2500,insgesamt,,391.0
2022,Kein Haushaltsmitglied hat einen Migrationshintergrund,2500 - 3000,insgesamt,,301.0
2022,Kein Haushaltsmitglied hat einen Migrationshintergrund,3000 - 3500,insgesamt,,259.0
2022,Kein Haushaltsmitglied hat einen Migrationshintergrund,3500 - 4000,insgesamt,,224.0
2022,Kein Haushaltsmitglied hat einen Migrationshintergrund,4000 - 5000,insgesamt,,331.0
2022,Kein Haushaltsmitglied hat einen Migrationshintergrund,5000 und mehr,insgesamt,,462.0
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,Insgesamt,insgesamt,,243.0
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,unter 500,insgesamt,gesperrt,
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,500 - 1000,insgesamt,gesperrt,
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,1000 - 1500,insgesamt,statistisch unsicher,8.0
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,1500 - 2000,insgesamt,,17.0
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,2000 - 2500,insgesamt,,21.0
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,2500 - 3000,insgesamt,,23.0
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,3000 - 3500,insgesamt,,26.0
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,3500 - 4000,insgesamt,,29.0
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,4000 - 5000,insgesamt,,43.0
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,5000 und mehr,insgesamt,,73.0
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,Insgesamt,insgesamt,,659.0
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,unter 500,insgesamt,,18.0
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,500 - 1000,insgesamt,,78.0
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,1000 - 1500,insgesamt,,94.0
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,1500 - 2000,insgesamt,,109.0
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,2000 - 2500,insgesamt,,84.0
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,2500 - 3000,insgesamt,,69.0
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,3000 - 3500,insgesamt,,52.0
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,3500 - 4000,insgesamt,,43.0
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,4000 - 5000,insgesamt,,55.0
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,5000 und mehr,insgesamt,,56.0
2021,Insgesamt,Insgesamt,insgesamt,,3834.0
2021,Insgesamt,unter 500,insgesamt,,81.0
2021,Insgesamt,500 - 1000,insgesamt,,328.0
2021,Insgesamt,1000 - 1500,insgesamt,,466.0
2021,Insgesamt,1500 - 2000,insgesamt,,524.0
2021,Insgesamt,2000 - 2500,insgesamt,,488.0
2021,Insgesamt,2500 - 3000,insgesamt,,383.0
2021,Insgesamt,3000 - 3500,insgesamt,,343.0
2021,Insgesamt,3500 - 4000,insgesamt,,294.0
2021,Insgesamt,4000 - 5000,insgesamt,,399.0
2021,Insgesamt,5000 und mehr,insgesamt,,526.0
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,Insgesamt,insgesamt,,2973.0
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,unter 500,insgesamt,,57.0
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,500 - 1000,insgesamt,,238.0
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,1000 - 1500,insgesamt,,365.0
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,1500 - 2000,insgesamt,,404.0
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,2000 - 2500,insgesamt,,389.0
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,2500 - 3000,insgesamt,,293.0
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,3000 - 3500,insgesamt,,262.0
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,3500 - 4000,insgesamt,,227.0
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,4000 - 5000,insgesamt,,315.0
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,5000 und mehr,insgesamt,,420.0
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,Insgesamt,insgesamt,,236.0
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,unter 500,insgesamt,gesperrt,
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,500 - 1000,insgesamt,gesperrt,
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,1000 - 1500,insgesamt,statistisch unsicher,9.0
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,1500 - 2000,insgesamt,,17.0
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,2000 - 2500,insgesamt,,21.0
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,2500 - 3000,insgesamt,,27.0
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,3000 - 3500,insgesamt,,29.0
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,3500 - 4000,insgesamt,,28.0
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,4000 - 5000,insgesamt,,37.0
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,5000 und mehr,insgesamt,,64.0
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,Insgesamt,insgesamt,,626.0
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,unter 500,insgesamt,,23.0
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,500 - 1000,insgesamt,,87.0
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,1000 - 1500,insgesamt,,93.0
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,1500 - 2000,insgesamt,,103.0
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,2000 - 2500,insgesamt,,78.0
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,2500 - 3000,insgesamt,,63.0
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,3000 - 3500,insgesamt,,51.0
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,3500 - 4000,insgesamt,,39.0
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,4000 - 5000,insgesamt,,47.0
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,5000 und mehr,insgesamt,,42.0
