Year,Gebietseinheit,Geschlecht,Units,GeoCode,Value
2021,Niedersachsen,männlich,%,K030,38.9
2021,Niedersachsen,weiblich,%,K030,39.8
2021,Niedersachsen,insgesamt,%,K030,39.3
2020,"Braunschweig, Stadt",männlich,%,K03101,35.8
2020,"Braunschweig, Stadt",weiblich,%,K03101,36.7
2020,"Braunschweig, Stadt",insgesamt,%,K03101,36.2
2020,"Salzgitter, Stadt",männlich,%,K03102,36.5
2020,"Salzgitter, Stadt",weiblich,%,K03102,38.4
2020,"Salzgitter, Stadt",insgesamt,%,K03102,37.4
2020,"Wolfsburg, Stadt",männlich,%,K03103,34.8
2020,"Wolfsburg, Stadt",weiblich,%,K03103,35.0
2020,"Wolfsburg, Stadt",insgesamt,%,K03103,34.9
2020,Gifhorn,männlich,%,K03151,37.3
2020,Gifhorn,weiblich,%,K03151,37.5
2020,Gifhorn,insgesamt,%,K03151,37.3
2020,Goslar,männlich,%,K03153,36.1
2020,Goslar,weiblich,%,K03153,37.3
2020,Goslar,insgesamt,%,K03153,36.7
2020,Helmstedt,männlich,%,K03154,35.0
2020,Helmstedt,weiblich,%,K03154,36.4
2020,Helmstedt,insgesamt,%,K03154,35.6
2020,Northeim,männlich,%,K03155,36.4
2020,Northeim,weiblich,%,K03155,36.5
2020,Northeim,insgesamt,%,K03155,36.4
2020,Peine,männlich,%,K03157,35.0
2020,Peine,weiblich,%,K03157,35.9
2020,Peine,insgesamt,%,K03157,35.4
2020,Wolfenbüttel,männlich,%,K03158,34.9
2020,Wolfenbüttel,weiblich,%,K03158,35.7
2020,Wolfenbüttel,insgesamt,%,K03158,35.3
2020,Göttingen,männlich,%,K03159,35.9
2020,Göttingen,weiblich,%,K03159,36.9
2020,Göttingen,insgesamt,%,K03159,36.4
2020,Statistische Region Braunschweig,männlich,%,K031,36.0
2020,Statistische Region Braunschweig,weiblich,%,K031,36.6
2020,Statistische Region Braunschweig,insgesamt,%,K031,36.3
2020,Hannover  Region,männlich,%,K03241,37.0
2020,Hannover  Region,weiblich,%,K03241,38.2
2020,Hannover  Region,insgesamt,%,K03241,37.6
2020,Diepholz,männlich,%,K03251,37.8
2020,Diepholz,weiblich,%,K03251,39.0
2020,Diepholz,insgesamt,%,K03251,38.3
2020,Hameln-Pyrmont,männlich,%,K03252,34.4
2020,Hameln-Pyrmont,weiblich,%,K03252,35.0
2020,Hameln-Pyrmont,insgesamt,%,K03252,34.7
2020,Hildesheim,männlich,%,K03254,36.1
2020,Hildesheim,weiblich,%,K03254,37.2
2020,Hildesheim,insgesamt,%,K03254,36.6
2020,Holzminden,männlich,%,K03255,35.3
2020,Holzminden,weiblich,%,K03255,36.8
2020,Holzminden,insgesamt,%,K03255,36.0
2020,Nienburg (Weser),männlich,%,K03256,37.2
2020,Nienburg (Weser),weiblich,%,K03256,39.1
2020,Nienburg (Weser),insgesamt,%,K03256,38.1
2020,Schaumburg,männlich,%,K03257,34.7
2020,Schaumburg,weiblich,%,K03257,34.5
2020,Schaumburg,insgesamt,%,K03257,34.6
2020,Statistische Region Hannover,männlich,%,K032,35.2
2020,Statistische Region Hannover,weiblich,%,K032,36.1
2020,Statistische Region Hannover,insgesamt,%,K032,35.6
2020,Celle,männlich,%,K03351,35.5
2020,Celle,weiblich,%,K03351,36.2
2020,Celle,insgesamt,%,K03351,35.8
2020,Cuxhaven,männlich,%,K03352,35.5
2020,Cuxhaven,weiblich,%,K03352,35.7
2020,Cuxhaven,insgesamt,%,K03352,35.6
2020,Harburg,männlich,%,K03353,36.5
2020,Harburg,weiblich,%,K03353,37.9
2020,Harburg,insgesamt,%,K03353,37.1
2020,Lüchow-Dannenberg,männlich,%,K03354,36.8
2020,Lüchow-Dannenberg,weiblich,%,K03354,38.4
2020,Lüchow-Dannenberg,insgesamt,%,K03354,37.5
2020,Lüneburg,männlich,%,K03355,34.6
2020,Lüneburg,weiblich,%,K03355,35.6
2020,Lüneburg,insgesamt,%,K03355,35.0
2020,Osterholz,männlich,%,K03356,34.3
2020,Osterholz,weiblich,%,K03356,35.2
2020,Osterholz,insgesamt,%,K03356,34.7
2020,Rotenburg (Wümme),männlich,%,K03357,34.7
2020,Rotenburg (Wümme),weiblich,%,K03357,36.1
2020,Rotenburg (Wümme),insgesamt,%,K03357,35.4
2020,Heidekreis,männlich,%,K03358,36.0
2020,Heidekreis,weiblich,%,K03358,35.9
2020,Heidekreis,insgesamt,%,K03358,35.9
2020,Stade,männlich,%,K03359,35.0
2020,Stade,weiblich,%,K03359,35.7
2020,Stade,insgesamt,%,K03359,35.3
2020,Uelzen,männlich,%,K03360,34.5
2020,Uelzen,weiblich,%,K03360,34.5
2020,Uelzen,insgesamt,%,K03360,34.5
2020,Verden,männlich,%,K03361,34.4
2020,Verden,weiblich,%,K03361,35.3
2020,Verden,insgesamt,%,K03361,34.8
2020,Statistische Region Lüneburg,männlich,%,K033,36.9
2020,Statistische Region Lüneburg,weiblich,%,K033,37.7
2020,Statistische Region Lüneburg,insgesamt,%,K033,37.3
2020,"Delmenhorst, Stadt",männlich,%,K03401,35.3
2020,"Delmenhorst, Stadt",weiblich,%,K03401,35.2
2020,"Delmenhorst, Stadt",insgesamt,%,K03401,35.3
2020,Emden  Stadt,männlich,%,K03402,34.2
2020,Emden  Stadt,weiblich,%,K03402,34.7
2020,Emden  Stadt,insgesamt,%,K03402,34.4
2020,"Oldenburg(Oldb), Stadt",männlich,%,K03403,33.0
2020,"Oldenburg(Oldb), Stadt",weiblich,%,K03403,31.9
2020,"Oldenburg(Oldb), Stadt",insgesamt,%,K03403,32.5
2020,"Osnabrück, Stadt",männlich,%,K03404,32.9
2020,"Osnabrück, Stadt",weiblich,%,K03404,33.6
2020,"Osnabrück, Stadt",insgesamt,%,K03404,33.2
2020,"Wilhelmshaven, Stadt",männlich,%,K03405,35.8
2020,"Wilhelmshaven, Stadt",weiblich,%,K03405,36.6
2020,"Wilhelmshaven, Stadt",insgesamt,%,K03405,36.2
2020,Ammerland,männlich,%,K03451,32.1
2020,Ammerland,weiblich,%,K03451,32.5
2020,Ammerland,insgesamt,%,K03451,32.3
2020,Aurich,männlich,%,K03452,34.6
2020,Aurich,weiblich,%,K03452,34.5
2020,Aurich,insgesamt,%,K03452,34.6
2020,Cloppenburg,männlich,%,K03453,33.9
2020,Cloppenburg,weiblich,%,K03453,34.7
2020,Cloppenburg,insgesamt,%,K03453,34.3
2020,Emsland,männlich,%,K03454,33.9
2020,Emsland,weiblich,%,K03454,32.7
2020,Emsland,insgesamt,%,K03454,33.4
2020,Friesland,männlich,%,K03455,36.1
2020,Friesland,weiblich,%,K03455,34.6
2020,Friesland,insgesamt,%,K03455,35.5
2020,Grafschaft Bentheim,männlich,%,K03456,34.7
2020,Grafschaft Bentheim,weiblich,%,K03456,35.4
2020,Grafschaft Bentheim,insgesamt,%,K03456,35.0
2020,Leer,männlich,%,K03457,41.7
2020,Leer,weiblich,%,K03457,41.2
2020,Leer,insgesamt,%,K03457,41.5
2020,Oldenburg,männlich,%,K03458,35.1
2020,Oldenburg,weiblich,%,K03458,34.8
2020,Oldenburg,insgesamt,%,K03458,35.0
2020,Osnabrück,männlich,%,K03459,34.4
2020,Osnabrück,weiblich,%,K03459,35.0
2020,Osnabrück,insgesamt,%,K03459,34.6
2020,Vechta,männlich,%,K03460,35.9
2020,Vechta,weiblich,%,K03460,36.0
2020,Vechta,insgesamt,%,K03460,35.9
2020,Wesermarsch,männlich,%,K03461,33.9
2020,Wesermarsch,weiblich,%,K03461,33.1
2020,Wesermarsch,insgesamt,%,K03461,33.6
2020,Wittmund,männlich,%,K03462,36.3
2020,Wittmund,weiblich,%,K03462,36.3
2020,Wittmund,insgesamt,%,K03462,36.3
2020,Statistische Region Weser-Ems,männlich,%,K034,35.5
2020,Statistische Region Weser-Ems,weiblich,%,K034,36.6
2020,Statistische Region Weser-Ems,insgesamt,%,K034,36.0
2020,Niedersachsen,männlich,%,K030,38.9
2020,Niedersachsen,weiblich,%,K030,39.7
2020,Niedersachsen,insgesamt,%,K030,39.3
2019,"Braunschweig, Stadt",männlich,%,K03101,35.5
2019,"Braunschweig, Stadt",weiblich,%,K03101,36.4
2019,"Braunschweig, Stadt",insgesamt,%,K03101,35.9
2019,"Salzgitter, Stadt",männlich,%,K03102,36.0
2019,"Salzgitter, Stadt",weiblich,%,K03102,37.8
2019,"Salzgitter, Stadt",insgesamt,%,K03102,36.8
2019,"Wolfsburg, Stadt",männlich,%,K03103,34.5
2019,"Wolfsburg, Stadt",weiblich,%,K03103,35.0
2019,"Wolfsburg, Stadt",insgesamt,%,K03103,34.7
2019,Gifhorn,männlich,%,K03151,37.3
2019,Gifhorn,weiblich,%,K03151,37.4
2019,Gifhorn,insgesamt,%,K03151,37.3
2019,Goslar,männlich,%,K03153,36.0
2019,Goslar,weiblich,%,K03153,37.3
2019,Goslar,insgesamt,%,K03153,36.6
2019,Helmstedt,männlich,%,K03154,34.1
2019,Helmstedt,weiblich,%,K03154,35.6
2019,Helmstedt,insgesamt,%,K03154,34.7
2019,Northeim,männlich,%,K03155,36.0
2019,Northeim,weiblich,%,K03155,36.4
2019,Northeim,insgesamt,%,K03155,36.2
2019,Peine,männlich,%,K03157,34.8
2019,Peine,weiblich,%,K03157,35.9
2019,Peine,insgesamt,%,K03157,35.3
2019,Wolfenbüttel,männlich,%,K03158,34.9
2019,Wolfenbüttel,weiblich,%,K03158,35.7
2019,Wolfenbüttel,insgesamt,%,K03158,35.3
2019,Göttingen,männlich,%,K03159,35.5
2019,Göttingen,weiblich,%,K03159,36.6
2019,Göttingen,insgesamt,%,K03159,36.0
2019,Statistische Region Braunschweig,männlich,%,K031,35.8
2019,Statistische Region Braunschweig,weiblich,%,K031,36.4
2019,Statistische Region Braunschweig,insgesamt,%,K031,36.1
2019,Hannover  Region,männlich,%,K03241,36.9
2019,Hannover  Region,weiblich,%,K03241,38.0
2019,Hannover  Region,insgesamt,%,K03241,37.4
2019,Diepholz,männlich,%,K03251,37.6
2019,Diepholz,weiblich,%,K03251,38.7
2019,Diepholz,insgesamt,%,K03251,38.1
2019,Hameln-Pyrmont,männlich,%,K03252,34.1
2019,Hameln-Pyrmont,weiblich,%,K03252,34.8
2019,Hameln-Pyrmont,insgesamt,%,K03252,34.4
2019,Hildesheim,männlich,%,K03254,36.0
2019,Hildesheim,weiblich,%,K03254,37.3
2019,Hildesheim,insgesamt,%,K03254,36.6
2019,Holzminden,männlich,%,K03255,35.2
2019,Holzminden,weiblich,%,K03255,36.6
2019,Holzminden,insgesamt,%,K03255,35.8
2019,Nienburg (Weser),männlich,%,K03256,37.0
2019,Nienburg (Weser),weiblich,%,K03256,39.1
2019,Nienburg (Weser),insgesamt,%,K03256,38.0
2019,Schaumburg,männlich,%,K03257,34.6
2019,Schaumburg,weiblich,%,K03257,34.2
2019,Schaumburg,insgesamt,%,K03257,34.4
2019,Statistische Region Hannover,männlich,%,K032,35.0
2019,Statistische Region Hannover,weiblich,%,K032,35.7
2019,Statistische Region Hannover,insgesamt,%,K032,35.4
2019,Celle,männlich,%,K03351,35.2
2019,Celle,weiblich,%,K03351,36.0
2019,Celle,insgesamt,%,K03351,35.5
2019,Cuxhaven,männlich,%,K03352,35.3
2019,Cuxhaven,weiblich,%,K03352,35.4
2019,Cuxhaven,insgesamt,%,K03352,35.3
2019,Harburg,männlich,%,K03353,35.8
2019,Harburg,weiblich,%,K03353,37.5
2019,Harburg,insgesamt,%,K03353,36.6
2019,Lüchow-Dannenberg,männlich,%,K03354,36.6
2019,Lüchow-Dannenberg,weiblich,%,K03354,38.4
2019,Lüchow-Dannenberg,insgesamt,%,K03354,37.4
2019,Lüneburg,männlich,%,K03355,34.3
2019,Lüneburg,weiblich,%,K03355,35.2
2019,Lüneburg,insgesamt,%,K03355,34.7
2019,Osterholz,männlich,%,K03356,34.0
2019,Osterholz,weiblich,%,K03356,34.6
2019,Osterholz,insgesamt,%,K03356,34.3
2019,Rotenburg (Wümme),männlich,%,K03357,34.6
2019,Rotenburg (Wümme),weiblich,%,K03357,35.9
2019,Rotenburg (Wümme),insgesamt,%,K03357,35.2
2019,Heidekreis,männlich,%,K03358,35.6
2019,Heidekreis,weiblich,%,K03358,35.9
2019,Heidekreis,insgesamt,%,K03358,35.7
2019,Stade,männlich,%,K03359,35.0
2019,Stade,weiblich,%,K03359,35.4
2019,Stade,insgesamt,%,K03359,35.2
2019,Uelzen,männlich,%,K03360,34.3
2019,Uelzen,weiblich,%,K03360,34.4
2019,Uelzen,insgesamt,%,K03360,34.4
2019,Verden,männlich,%,K03361,34.1
2019,Verden,weiblich,%,K03361,35.2
2019,Verden,insgesamt,%,K03361,34.6
2019,Statistische Region Lüneburg,männlich,%,K033,36.8
2019,Statistische Region Lüneburg,weiblich,%,K033,37.5
2019,Statistische Region Lüneburg,insgesamt,%,K033,37.1
2019,"Delmenhorst, Stadt",männlich,%,K03401,35.2
2019,"Delmenhorst, Stadt",weiblich,%,K03401,35.0
2019,"Delmenhorst, Stadt",insgesamt,%,K03401,35.1
2019,Emden  Stadt,männlich,%,K03402,34.1
2019,Emden  Stadt,weiblich,%,K03402,34.7
2019,Emden  Stadt,insgesamt,%,K03402,34.4
2019,"Oldenburg(Oldb), Stadt",männlich,%,K03403,32.5
2019,"Oldenburg(Oldb), Stadt",weiblich,%,K03403,31.8
2019,"Oldenburg(Oldb), Stadt",insgesamt,%,K03403,32.2
2019,"Osnabrück, Stadt",männlich,%,K03404,32.8
2019,"Osnabrück, Stadt",weiblich,%,K03404,33.6
2019,"Osnabrück, Stadt",insgesamt,%,K03404,33.2
2019,"Wilhelmshaven, Stadt",männlich,%,K03405,35.5
2019,"Wilhelmshaven, Stadt",weiblich,%,K03405,36.1
2019,"Wilhelmshaven, Stadt",insgesamt,%,K03405,35.8
2019,Ammerland,männlich,%,K03451,32.1
2019,Ammerland,weiblich,%,K03451,32.2
2019,Ammerland,insgesamt,%,K03451,32.1
2019,Aurich,männlich,%,K03452,34.1
2019,Aurich,weiblich,%,K03452,34.2
2019,Aurich,insgesamt,%,K03452,34.1
2019,Cloppenburg,männlich,%,K03453,33.7
2019,Cloppenburg,weiblich,%,K03453,34.4
2019,Cloppenburg,insgesamt,%,K03453,34.0
2019,Emsland,männlich,%,K03454,33.9
2019,Emsland,weiblich,%,K03454,32.4
2019,Emsland,insgesamt,%,K03454,33.3
2019,Friesland,männlich,%,K03455,35.8
2019,Friesland,weiblich,%,K03455,34.5
2019,Friesland,insgesamt,%,K03455,35.3
2019,Grafschaft Bentheim,männlich,%,K03456,34.2
2019,Grafschaft Bentheim,weiblich,%,K03456,34.8
2019,Grafschaft Bentheim,insgesamt,%,K03456,34.4
2019,Leer,männlich,%,K03457,41.7
2019,Leer,weiblich,%,K03457,41.0
2019,Leer,insgesamt,%,K03457,41.4
2019,Oldenburg,männlich,%,K03458,35.1
2019,Oldenburg,weiblich,%,K03458,35.0
2019,Oldenburg,insgesamt,%,K03458,35.0
2019,Osnabrück,männlich,%,K03459,34.1
2019,Osnabrück,weiblich,%,K03459,34.6
2019,Osnabrück,insgesamt,%,K03459,34.4
2019,Vechta,männlich,%,K03460,35.8
2019,Vechta,weiblich,%,K03460,35.9
2019,Vechta,insgesamt,%,K03460,35.8
2019,Wesermarsch,männlich,%,K03461,33.7
2019,Wesermarsch,weiblich,%,K03461,33.0
2019,Wesermarsch,insgesamt,%,K03461,33.4
2019,Wittmund,männlich,%,K03462,36.4
2019,Wittmund,weiblich,%,K03462,36.3
2019,Wittmund,insgesamt,%,K03462,36.4
2019,Statistische Region Weser-Ems,männlich,%,K034,35.1
2019,Statistische Region Weser-Ems,weiblich,%,K034,36.5
2019,Statistische Region Weser-Ems,insgesamt,%,K034,35.7
2019,Niedersachsen,männlich,%,K030,38.8
2019,Niedersachsen,weiblich,%,K030,39.4
2019,Niedersachsen,insgesamt,%,K030,39.1
2018,"Braunschweig, Stadt",männlich,%,K03101,36.4
2018,"Braunschweig, Stadt",weiblich,%,K03101,38.1
2018,"Braunschweig, Stadt",insgesamt,%,K03101,37.2
2018,"Salzgitter, Stadt",männlich,%,K03102,34.6
2018,"Salzgitter, Stadt",weiblich,%,K03102,35.1
2018,"Salzgitter, Stadt",insgesamt,%,K03102,34.8
2018,"Wolfsburg, Stadt",männlich,%,K03103,37.5
2018,"Wolfsburg, Stadt",weiblich,%,K03103,37.5
2018,"Wolfsburg, Stadt",insgesamt,%,K03103,37.5
2018,Gifhorn,männlich,%,K03151,36.3
2018,Gifhorn,weiblich,%,K03151,37.8
2018,Gifhorn,insgesamt,%,K03151,37.0
2018,Goslar,männlich,%,K03153,34.0
2018,Goslar,weiblich,%,K03153,35.7
2018,Goslar,insgesamt,%,K03153,34.7
2018,Helmstedt,männlich,%,K03154,35.8
2018,Helmstedt,weiblich,%,K03154,36.4
2018,Helmstedt,insgesamt,%,K03154,36.1
2018,Northeim,männlich,%,K03155,34.9
2018,Northeim,weiblich,%,K03155,36.0
2018,Northeim,insgesamt,%,K03155,35.4
2018,Peine,männlich,%,K03157,34.8
2018,Peine,weiblich,%,K03157,35.8
2018,Peine,insgesamt,%,K03157,35.2
2018,Wolfenbüttel,männlich,%,K03158,35.5
2018,Wolfenbüttel,weiblich,%,K03158,36.7
2018,Wolfenbüttel,insgesamt,%,K03158,36.0
2018,Göttingen,männlich,%,K03159,35.2
2018,Göttingen,weiblich,%,K03159,36.0
2018,Göttingen,insgesamt,%,K03159,35.6
2018,Statistische Region Braunschweig,männlich,%,K031,35.6
2018,Statistische Region Braunschweig,weiblich,%,K031,36.6
2018,Statistische Region Braunschweig,insgesamt,%,K031,36.1
2018,Hannover  Region,männlich,%,K03241,37.3
2018,Hannover  Region,weiblich,%,K03241,38.5
2018,Hannover  Region,insgesamt,%,K03241,37.9
2018,Diepholz,männlich,%,K03251,33.9
2018,Diepholz,weiblich,%,K03251,34.7
2018,Diepholz,insgesamt,%,K03251,34.3
2018,Hameln-Pyrmont,männlich,%,K03252,36.2
2018,Hameln-Pyrmont,weiblich,%,K03252,37.5
2018,Hameln-Pyrmont,insgesamt,%,K03252,36.9
2018,Hildesheim,männlich,%,K03254,35.2
2018,Hildesheim,weiblich,%,K03254,36.8
2018,Hildesheim,insgesamt,%,K03254,35.9
2018,Holzminden,männlich,%,K03255,36.6
2018,Holzminden,weiblich,%,K03255,38.8
2018,Holzminden,insgesamt,%,K03255,37.6
2018,Nienburg (Weser),männlich,%,K03256,34.6
2018,Nienburg (Weser),weiblich,%,K03256,34.5
2018,Nienburg (Weser),insgesamt,%,K03256,34.5
2018,Schaumburg,männlich,%,K03257,36.5
2018,Schaumburg,weiblich,%,K03257,37.2
2018,Schaumburg,insgesamt,%,K03257,36.9
2018,Statistische Region Hannover,männlich,%,K032,36.7
2018,Statistische Region Hannover,weiblich,%,K032,37.9
2018,Statistische Region Hannover,insgesamt,%,K032,37.2
2018,Celle,männlich,%,K03351,35.2
2018,Celle,weiblich,%,K03351,35.3
2018,Celle,insgesamt,%,K03351,35.2
2018,Cuxhaven,männlich,%,K03352,35.4
2018,Cuxhaven,weiblich,%,K03352,37.1
2018,Cuxhaven,insgesamt,%,K03352,36.2
2018,Harburg,männlich,%,K03353,36.6
2018,Harburg,weiblich,%,K03353,38.7
2018,Harburg,insgesamt,%,K03353,37.5
2018,Lüchow-Dannenberg,männlich,%,K03354,34.4
2018,Lüchow-Dannenberg,weiblich,%,K03354,34.8
2018,Lüchow-Dannenberg,insgesamt,%,K03354,34.6
2018,Lüneburg,männlich,%,K03355,34.0
2018,Lüneburg,weiblich,%,K03355,34.8
2018,Lüneburg,insgesamt,%,K03355,34.3
2018,Osterholz,männlich,%,K03356,34.4
2018,Osterholz,weiblich,%,K03356,35.9
2018,Osterholz,insgesamt,%,K03356,35.1
2018,Rotenburg (Wümme),männlich,%,K03357,35.6
2018,Rotenburg (Wümme),weiblich,%,K03357,35.8
2018,Rotenburg (Wümme),insgesamt,%,K03357,35.7
