Year,AGS,Gebietseinheit,Kinderbetreuung,Units,GeoCode,Value
2019,355,Lüneburg,ausländische Herkunft mindestens eines Elternteils,%,K03355,20.7350788746138
2019,356,Osterholz,ausländische Herkunft mindestens eines Elternteils,%,K03356,19.1897654584222
2019,357,Rotenburg (Wümme),ausländische Herkunft mindestens eines Elternteils,%,K03357,18.4100418410042
2019,358,Heidekreis,ausländische Herkunft mindestens eines Elternteils,%,K03358,21.1506720113181
2019,359,Stade,ausländische Herkunft mindestens eines Elternteils,%,K03359,18.9989317869678
2019,360,Uelzen,ausländische Herkunft mindestens eines Elternteils,%,K03360,20.4148027653518
2019,361,Verden,ausländische Herkunft mindestens eines Elternteils,%,K03361,23.7659574468085
2019,3,Statistische Region Lüneburg,ausländische Herkunft mindestens eines Elternteils,%,K033,19.8624668868164
2019,401,Delmenhorst  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03401,43.3723196881092
2019,402,Emden  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03402,27.1353482260184
2019,403,Oldenburg(Oldb)  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03403,28.3744023538065
2019,404,Osnabrück  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03404,35.8754242363745
2019,405,Wilhelmshaven  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03405,25.2164502164502
2019,451,Ammerland,ausländische Herkunft mindestens eines Elternteils,%,K03451,18.66701379849
2019,452,Aurich,ausländische Herkunft mindestens eines Elternteils,%,K03452,14.3983859134263
2019,453,Cloppenburg,ausländische Herkunft mindestens eines Elternteils,%,K03453,22.363513055273
2019,454,Emsland,ausländische Herkunft mindestens eines Elternteils,%,K03454,21.7029938088372
2019,455,Friesland,ausländische Herkunft mindestens eines Elternteils,%,K03455,10.185799601858
2019,456,Grafschaft Bentheim,ausländische Herkunft mindestens eines Elternteils,%,K03456,28.4275076653526
2019,457,Leer,ausländische Herkunft mindestens eines Elternteils,%,K03457,16.8487636572743
2019,458,Oldenburg,ausländische Herkunft mindestens eines Elternteils,%,K03458,14.7688564476886
2019,459,Osnabrück,ausländische Herkunft mindestens eines Elternteils,%,K03459,20.6729939603106
2019,460,Vechta,ausländische Herkunft mindestens eines Elternteils,%,K03460,23.0499723400332
2019,461,Wesermarsch,ausländische Herkunft mindestens eines Elternteils,%,K03461,22.8970199924557
2019,462,Wittmund,ausländische Herkunft mindestens eines Elternteils,%,K03462,9.35483870967742
2019,4,Statistische Region Weser-Ems,ausländische Herkunft mindestens eines Elternteils,%,K034,22.2027367485057
2019,0,Niedersachsen,ausländische Herkunft mindestens eines Elternteils,%,K030,25.4725192493255
2018,101,Braunschweig  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03101,33.7655321447866
2018,102,Salzgitter  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03102,42.4571805006588
2018,103,Wolfsburg  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03103,31.0179117518567
2018,151,Gifhorn,ausländische Herkunft mindestens eines Elternteils,%,K03151,14.8561464690497
2018,153,Goslar,ausländische Herkunft mindestens eines Elternteils,%,K03153,20.6648697214735
2018,154,Helmstedt,ausländische Herkunft mindestens eines Elternteils,%,K03154,14.3504531722054
2018,155,Northeim,ausländische Herkunft mindestens eines Elternteils,%,K03155,21.1471455373894
2018,157,Peine,ausländische Herkunft mindestens eines Elternteils,%,K03157,23.5294117647059
2018,158,Wolfenbüttel,ausländische Herkunft mindestens eines Elternteils,%,K03158,17.5356750823271
2018,159,Göttingen,ausländische Herkunft mindestens eines Elternteils,%,K03159,25.1787968026925
2018,1,Statistische Region Braunschweig,ausländische Herkunft mindestens eines Elternteils,%,K031,24.9650859822824
2018,241,Hannover  Region,ausländische Herkunft mindestens eines Elternteils,%,K03241,36.6283666262584
2018,241001,dav. Hannover  Lhst.,ausländische Herkunft mindestens eines Elternteils,%,K03241001,47.0732523135244
2018,241999,dav. Hannover  Umland,ausländische Herkunft mindestens eines Elternteils,%,K03241999,27.2640943622551
2018,251,Diepholz,ausländische Herkunft mindestens eines Elternteils,%,K03251,20.8945983593871
2018,252,Hameln-Pyrmont,ausländische Herkunft mindestens eines Elternteils,%,K03252,28.2118261695559
2018,254,Hildesheim,ausländische Herkunft mindestens eines Elternteils,%,K03254,24.4133799301048
2018,255,Holzminden,ausländische Herkunft mindestens eines Elternteils,%,K03255,18.3551198257081
2018,256,Nienburg (Weser),ausländische Herkunft mindestens eines Elternteils,%,K03256,19.717160728855
2018,257,Schaumburg,ausländische Herkunft mindestens eines Elternteils,%,K03257,25.6931608133087
2018,2,Statistische Region Hannover,ausländische Herkunft mindestens eines Elternteils,%,K032,30.9413127529299
2018,351,Celle,ausländische Herkunft mindestens eines Elternteils,%,K03351,18.6977406155488
2018,352,Cuxhaven,ausländische Herkunft mindestens eines Elternteils,%,K03352,17.0699149007175
2018,353,Harburg,ausländische Herkunft mindestens eines Elternteils,%,K03353,20.8797519237395
2018,354,Lüchow-Dannenberg,ausländische Herkunft mindestens eines Elternteils,%,K03354,15.5555555555556
2018,355,Lüneburg,ausländische Herkunft mindestens eines Elternteils,%,K03355,20.9946595460614
2018,356,Osterholz,ausländische Herkunft mindestens eines Elternteils,%,K03356,17.2115115954177
2018,357,Rotenburg (Wümme),ausländische Herkunft mindestens eines Elternteils,%,K03357,17.3156586578293
2018,358,Heidekreis,ausländische Herkunft mindestens eines Elternteils,%,K03358,19.0222652468538
2018,359,Stade,ausländische Herkunft mindestens eines Elternteils,%,K03359,18.249354005168
2018,360,Uelzen,ausländische Herkunft mindestens eines Elternteils,%,K03360,18.480909829407
2018,361,Verden,ausländische Herkunft mindestens eines Elternteils,%,K03361,22.6231633535004
2018,3,Statistische Region Lüneburg,ausländische Herkunft mindestens eines Elternteils,%,K033,19.1302232451955
2018,401,Delmenhorst  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03401,42.879177377892
2018,402,Emden  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03402,24.6856386499007
2018,403,Oldenburg(Oldb)  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03403,28.088207811624
2018,404,Osnabrück  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03404,37.2959903284304
2018,405,Wilhelmshaven  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03405,25.5932203389831
2018,451,Ammerland,ausländische Herkunft mindestens eines Elternteils,%,K03451,17.2350472193075
2018,452,Aurich,ausländische Herkunft mindestens eines Elternteils,%,K03452,15.2078145949052
2018,453,Cloppenburg,ausländische Herkunft mindestens eines Elternteils,%,K03453,22.2875467664351
2018,454,Emsland,ausländische Herkunft mindestens eines Elternteils,%,K03454,20.3368229403732
2018,455,Friesland,ausländische Herkunft mindestens eines Elternteils,%,K03455,10.1323119777159
2018,456,Grafschaft Bentheim,ausländische Herkunft mindestens eines Elternteils,%,K03456,29.585398828301
2018,457,Leer,ausländische Herkunft mindestens eines Elternteils,%,K03457,14.9676375404531
2018,458,Oldenburg,ausländische Herkunft mindestens eines Elternteils,%,K03458,14.032016008004
2018,459,Osnabrück,ausländische Herkunft mindestens eines Elternteils,%,K03459,18.9840761498087
2018,460,Vechta,ausländische Herkunft mindestens eines Elternteils,%,K03460,17.7441814203302
2018,461,Wesermarsch,ausländische Herkunft mindestens eines Elternteils,%,K03461,22.3936770794129
2018,462,Wittmund,ausländische Herkunft mindestens eines Elternteils,%,K03462,9.35251798561151
2018,4,Statistische Region Weser-Ems,ausländische Herkunft mindestens eines Elternteils,%,K034,21.3400618924715
2018,0,Niedersachsen,ausländische Herkunft mindestens eines Elternteils,%,K030,24.1640286130484
2017,101,Braunschweig  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03101,33.4917187075753
2017,102,Salzgitter  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03102,38.8376068376068
2017,103,Wolfsburg  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03103,31.0264203881225
2017,151,Gifhorn,ausländische Herkunft mindestens eines Elternteils,%,K03151,14.013938594839
2017,153,Goslar,ausländische Herkunft mindestens eines Elternteils,%,K03153,18.018018018018
2017,154,Helmstedt,ausländische Herkunft mindestens eines Elternteils,%,K03154,14.3251775848461
2017,155,Northeim,ausländische Herkunft mindestens eines Elternteils,%,K03155,20.6473214285714
2017,157,Peine,ausländische Herkunft mindestens eines Elternteils,%,K03157,24.8746717593698
2017,158,Wolfenbüttel,ausländische Herkunft mindestens eines Elternteils,%,K03158,15.4068925571966
2017,159,Göttingen,ausländische Herkunft mindestens eines Elternteils,%,K03159,23.9836523983652
2017,1,Statistische Region Braunschweig,ausländische Herkunft mindestens eines Elternteils,%,K031,24.1820860597131
2017,241,Hannover  Region,ausländische Herkunft mindestens eines Elternteils,%,K03241,35.1287992367453
2017,241001,dav. Hannover  Lhst.,ausländische Herkunft mindestens eines Elternteils,%,K03241001,45.5094643576319
2017,241999,dav. Hannover  Umland,ausländische Herkunft mindestens eines Elternteils,%,K03241999,25.7822213012847
2017,251,Diepholz,ausländische Herkunft mindestens eines Elternteils,%,K03251,20.3522818254604
2017,252,Hameln-Pyrmont,ausländische Herkunft mindestens eines Elternteils,%,K03252,26.9286056540489
2017,254,Hildesheim,ausländische Herkunft mindestens eines Elternteils,%,K03254,23.9495251723689
2017,255,Holzminden,ausländische Herkunft mindestens eines Elternteils,%,K03255,17.0512099043331
2017,256,Nienburg (Weser),ausländische Herkunft mindestens eines Elternteils,%,K03256,19.468776490534
2017,257,Schaumburg,ausländische Herkunft mindestens eines Elternteils,%,K03257,26.3701923076923
2017,2,Statistische Region Hannover,ausländische Herkunft mindestens eines Elternteils,%,K032,29.8940358193163
2017,351,Celle,ausländische Herkunft mindestens eines Elternteils,%,K03351,18.3124883330222
2017,352,Cuxhaven,ausländische Herkunft mindestens eines Elternteils,%,K03352,16.675235646958
2017,353,Harburg,ausländische Herkunft mindestens eines Elternteils,%,K03353,19.7957487234295
2017,354,Lüchow-Dannenberg,ausländische Herkunft mindestens eines Elternteils,%,K03354,14.4094488188976
2017,355,Lüneburg,ausländische Herkunft mindestens eines Elternteils,%,K03355,19.3103448275862
2017,356,Osterholz,ausländische Herkunft mindestens eines Elternteils,%,K03356,15.5933214072749
2017,357,Rotenburg (Wümme),ausländische Herkunft mindestens eines Elternteils,%,K03357,14.9120902973736
2017,358,Heidekreis,ausländische Herkunft mindestens eines Elternteils,%,K03358,15.9142496847415
2017,359,Stade,ausländische Herkunft mindestens eines Elternteils,%,K03359,19.3359375
2017,360,Uelzen,ausländische Herkunft mindestens eines Elternteils,%,K03360,16.7445813854654
2017,361,Verden,ausländische Herkunft mindestens eines Elternteils,%,K03361,21.1819235225956
2017,3,Statistische Region Lüneburg,ausländische Herkunft mindestens eines Elternteils,%,K033,18.0101514945256
2017,401,Delmenhorst  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03401,45.7128099173554
2017,402,Emden  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03402,24.9664429530201
2017,403,Oldenburg(Oldb)  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03403,26.64927320164
2017,404,Osnabrück  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03404,38.2072601906307
2017,405,Wilhelmshaven  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03405,23.8797504254112
2017,451,Ammerland,ausländische Herkunft mindestens eines Elternteils,%,K03451,17.0553145336226
2017,452,Aurich,ausländische Herkunft mindestens eines Elternteils,%,K03452,13.2262996941896
2017,453,Cloppenburg,ausländische Herkunft mindestens eines Elternteils,%,K03453,21.1485367200442
2017,454,Emsland,ausländische Herkunft mindestens eines Elternteils,%,K03454,20.0828547217776
2017,455,Friesland,ausländische Herkunft mindestens eines Elternteils,%,K03455,10.438190238689
2017,456,Grafschaft Bentheim,ausländische Herkunft mindestens eines Elternteils,%,K03456,28.4448589414782
2017,457,Leer,ausländische Herkunft mindestens eines Elternteils,%,K03457,16.5262475696695
2017,458,Oldenburg,ausländische Herkunft mindestens eines Elternteils,%,K03458,14.1881240147136
2017,459,Osnabrück,ausländische Herkunft mindestens eines Elternteils,%,K03459,18.1740856251772
2017,460,Vechta,ausländische Herkunft mindestens eines Elternteils,%,K03460,22.2200431457148
2017,461,Wesermarsch,ausländische Herkunft mindestens eines Elternteils,%,K03461,22.7519379844961
2017,462,Wittmund,ausländische Herkunft mindestens eines Elternteils,%,K03462,11.6788321167883
2017,4,Statistische Region Weser-Ems,ausländische Herkunft mindestens eines Elternteils,%,K034,21.4261200137279
2017,0,Niedersachsen,ausländische Herkunft mindestens eines Elternteils,%,K030,23.5126262626263
2016,101,Braunschweig  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03101,33.3378414931025
2016,102,Salzgitter  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03102,41.2244897959184
2016,103,Wolfsburg  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03103,30.9540975726989
2016,151,Gifhorn,ausländische Herkunft mindestens eines Elternteils,%,K03151,13.0966469428008
2016,153,Goslar,ausländische Herkunft mindestens eines Elternteils,%,K03153,15.8851674641148
2016,154,Helmstedt,ausländische Herkunft mindestens eines Elternteils,%,K03154,13.8707037643208
2016,155,Northeim,ausländische Herkunft mindestens eines Elternteils,%,K03155,20.4052098408104
2016,157,Peine,ausländische Herkunft mindestens eines Elternteils,%,K03157,21.782431052094
2016,158,Wolfenbüttel,ausländische Herkunft mindestens eines Elternteils,%,K03158,14.1899766899767
2016,159,Göttingen,ausländische Herkunft mindestens eines Elternteils,%,K03159,23.067659294942
2016,1,Statistische Region Braunschweig,ausländische Herkunft mindestens eines Elternteils,%,K031,23.5531598677935
2016,241,Hannover  Region,ausländische Herkunft mindestens eines Elternteils,%,K03241,34.9055558632914
2016,241001,dav. Hannover  Lhst.,ausländische Herkunft mindestens eines Elternteils,%,K03241001,45.3255963894262
2016,241999,dav. Hannover  Umland,ausländische Herkunft mindestens eines Elternteils,%,K03241999,25.571016014702
2016,251,Diepholz,ausländische Herkunft mindestens eines Elternteils,%,K03251,20.2731610992266
2016,252,Hameln-Pyrmont,ausländische Herkunft mindestens eines Elternteils,%,K03252,25.2697194917286
2016,254,Hildesheim,ausländische Herkunft mindestens eines Elternteils,%,K03254,23.3448093220339
2016,255,Holzminden,ausländische Herkunft mindestens eines Elternteils,%,K03255,15.5733029092983
2016,256,Nienburg (Weser),ausländische Herkunft mindestens eines Elternteils,%,K03256,21.306146572104
2016,257,Schaumburg,ausländische Herkunft mindestens eines Elternteils,%,K03257,23.8189463269849
2016,2,Statistische Region Hannover,ausländische Herkunft mindestens eines Elternteils,%,K032,29.4978283612846
2016,351,Celle,ausländische Herkunft mindestens eines Elternteils,%,K03351,12.1152715153891
2016,352,Cuxhaven,ausländische Herkunft mindestens eines Elternteils,%,K03352,14.6865565618895
2016,353,Harburg,ausländische Herkunft mindestens eines Elternteils,%,K03353,20.1200097967181
2016,354,Lüchow-Dannenberg,ausländische Herkunft mindestens eines Elternteils,%,K03354,12.6693227091633
2016,355,Lüneburg,ausländische Herkunft mindestens eines Elternteils,%,K03355,19.1290550070522
2016,356,Osterholz,ausländische Herkunft mindestens eines Elternteils,%,K03356,15.3086419753086
