Year,Gebietseinheit,GeoCode,Value
Veränderung aktuelles Jahr (2023) zu 2005,Stade,K03359,70
Veränderung aktuelles Jahr (2023) zu 2005,Uelzen,K03360,260
Veränderung aktuelles Jahr (2023) zu 2005,Verden,K03361,1
Veränderung aktuelles Jahr (2023) zu 2005,Statistische Region Lüneburg,K033,1913
Veränderung aktuelles Jahr (2023) zu 2005,"Delmenhorst, Stadt",K03401,94
Veränderung aktuelles Jahr (2023) zu 2005,"Emden, Stadt",K03402,139
Veränderung aktuelles Jahr (2023) zu 2005,"Oldenburg (Oldb), Stadt",K03403,387
Veränderung aktuelles Jahr (2023) zu 2005,"Osnabrück, Stadt",K03404,132
Veränderung aktuelles Jahr (2023) zu 2005,"Wilhelmshaven, Stadt",K03405,-59
Veränderung aktuelles Jahr (2023) zu 2005,Ammerland,K03451,-16
Veränderung aktuelles Jahr (2023) zu 2005,Aurich,K03452,161
Veränderung aktuelles Jahr (2023) zu 2005,Cloppenburg,K03453,-5
Veränderung aktuelles Jahr (2023) zu 2005,Emsland,K03454,389
Veränderung aktuelles Jahr (2023) zu 2005,Friesland,K03455,27
Veränderung aktuelles Jahr (2023) zu 2005,Grafschaft Bentheim,K03456,324
Veränderung aktuelles Jahr (2023) zu 2005,Leer,K03457,-25
Veränderung aktuelles Jahr (2023) zu 2005,Oldenburg,K03458,141
Veränderung aktuelles Jahr (2023) zu 2005,Osnabrück,K03459,321
Veränderung aktuelles Jahr (2023) zu 2005,Vechta,K03460,254
Veränderung aktuelles Jahr (2023) zu 2005,Wesermarsch,K03461,-18
Veränderung aktuelles Jahr (2023) zu 2005,Wittmund,K03462,-7
Veränderung aktuelles Jahr (2023) zu 2005,Statistische Region Weser-Ems,K034,2239
Veränderung aktuelles Jahr (2023) zu 2005,Niedersachsen,K030,5982
Veränderung aktuelles Jahr (2023) zu 2010,"Braunschweig, Stadt",K03101,566
Veränderung aktuelles Jahr (2023) zu 2010,"Salzgitter, Stadt",K03102,288
Veränderung aktuelles Jahr (2023) zu 2010,"Wolfsburg, Stadt",K03103,472
Veränderung aktuelles Jahr (2023) zu 2010,Gifhorn,K03151,68
Veränderung aktuelles Jahr (2023) zu 2010,Goslar,K03153,308
Veränderung aktuelles Jahr (2023) zu 2010,Helmstedt,K03154,52
Veränderung aktuelles Jahr (2023) zu 2010,Northeim,K03155,140
Veränderung aktuelles Jahr (2023) zu 2010,Peine,K03157,147
Veränderung aktuelles Jahr (2023) zu 2010,Wolfenbüttel,K03158,106
Veränderung aktuelles Jahr (2023) zu 2010,Göttingen,K03159,574
Veränderung aktuelles Jahr (2023) zu 2010,Statistische Region Braunschweig,K031,2721
Veränderung aktuelles Jahr (2023) zu 2010,Region Hannover,K03241,734
Veränderung aktuelles Jahr (2023) zu 2010,"dav. Hannover, Lhst.",K03241001,96
Veränderung aktuelles Jahr (2023) zu 2010,"dav. Hannover, Umland",K03241999,638
Veränderung aktuelles Jahr (2023) zu 2010,Diepholz,K03251,178
Veränderung aktuelles Jahr (2023) zu 2010,Hameln-Pyrmont,K03252,29
Veränderung aktuelles Jahr (2023) zu 2010,Hildesheim,K03254,404
Veränderung aktuelles Jahr (2023) zu 2010,Holzminden,K03255,58
Veränderung aktuelles Jahr (2023) zu 2010,Nienburg (Weser),K03256,61
Veränderung aktuelles Jahr (2023) zu 2010,Schaumburg,K03257,177
Veränderung aktuelles Jahr (2023) zu 2010,Statistische Region Hannover,K032,1641
Veränderung aktuelles Jahr (2023) zu 2010,Celle,K03351,83
Veränderung aktuelles Jahr (2023) zu 2010,Cuxhaven,K03352,287
Veränderung aktuelles Jahr (2023) zu 2010,Harburg,K03353,569
Veränderung aktuelles Jahr (2023) zu 2010,Lüchow-Dannenberg,K03354,43
Veränderung aktuelles Jahr (2023) zu 2010,Lüneburg,K03355,365
Veränderung aktuelles Jahr (2023) zu 2010,Osterholz,K03356,107
Veränderung aktuelles Jahr (2023) zu 2010,Rotenburg (Wümme),K03357,117
Veränderung aktuelles Jahr (2023) zu 2010,Heidekreis,K03358,318
Veränderung aktuelles Jahr (2023) zu 2010,Stade,K03359,216
Veränderung aktuelles Jahr (2023) zu 2010,Uelzen,K03360,269
Veränderung aktuelles Jahr (2023) zu 2010,Verden,K03361,61
Veränderung aktuelles Jahr (2023) zu 2010,Statistische Region Lüneburg,K033,2435
Veränderung aktuelles Jahr (2023) zu 2010,"Delmenhorst, Stadt",K03401,78
Veränderung aktuelles Jahr (2023) zu 2010,"Emden, Stadt",K03402,150
Veränderung aktuelles Jahr (2023) zu 2010,"Oldenburg (Oldb), Stadt",K03403,398
Veränderung aktuelles Jahr (2023) zu 2010,"Osnabrück, Stadt",K03404,359
Veränderung aktuelles Jahr (2023) zu 2010,"Wilhelmshaven, Stadt",K03405,17
Veränderung aktuelles Jahr (2023) zu 2010,Ammerland,K03451,12
Veränderung aktuelles Jahr (2023) zu 2010,Aurich,K03452,224
Veränderung aktuelles Jahr (2023) zu 2010,Cloppenburg,K03453,-11
Veränderung aktuelles Jahr (2023) zu 2010,Emsland,K03454,402
Veränderung aktuelles Jahr (2023) zu 2010,Friesland,K03455,17
Veränderung aktuelles Jahr (2023) zu 2010,Grafschaft Bentheim,K03456,306
Veränderung aktuelles Jahr (2023) zu 2010,Leer,K03457,-22
Veränderung aktuelles Jahr (2023) zu 2010,Oldenburg,K03458,137
Veränderung aktuelles Jahr (2023) zu 2010,Osnabrück,K03459,276
Veränderung aktuelles Jahr (2023) zu 2010,Vechta,K03460,377
Veränderung aktuelles Jahr (2023) zu 2010,Wesermarsch,K03461,-2
Veränderung aktuelles Jahr (2023) zu 2010,Wittmund,K03462,-10
Veränderung aktuelles Jahr (2023) zu 2010,Statistische Region Weser-Ems,K034,2708
Veränderung aktuelles Jahr (2023) zu 2010,Niedersachsen,K030,9505
Veränderung aktuelles Jahr (2023) zum Vorjahr,"Braunschweig, Stadt",K03101,267
Veränderung aktuelles Jahr (2023) zum Vorjahr,"Salzgitter, Stadt",K03102,69
Veränderung aktuelles Jahr (2023) zum Vorjahr,"Wolfsburg, Stadt",K03103,280
Veränderung aktuelles Jahr (2023) zum Vorjahr,Gifhorn,K03151,9
Veränderung aktuelles Jahr (2023) zum Vorjahr,Goslar,K03153,101
Veränderung aktuelles Jahr (2023) zum Vorjahr,Helmstedt,K03154,-3
Veränderung aktuelles Jahr (2023) zum Vorjahr,Northeim,K03155,61
Veränderung aktuelles Jahr (2023) zum Vorjahr,Peine,K03157,-70
Veränderung aktuelles Jahr (2023) zum Vorjahr,Wolfenbüttel,K03158,51
Veränderung aktuelles Jahr (2023) zum Vorjahr,Göttingen,K03159,315
Veränderung aktuelles Jahr (2023) zum Vorjahr,Statistische Region Braunschweig,K031,1080
Veränderung aktuelles Jahr (2023) zum Vorjahr,Region Hannover,K03241,479
Veränderung aktuelles Jahr (2023) zum Vorjahr,"dav. Hannover, Lhst.",K03241001,420
Veränderung aktuelles Jahr (2023) zum Vorjahr,"dav. Hannover, Umland",K03241999,59
Veränderung aktuelles Jahr (2023) zum Vorjahr,Diepholz,K03251,-149
Veränderung aktuelles Jahr (2023) zum Vorjahr,Hameln-Pyrmont,K03252,-268
Veränderung aktuelles Jahr (2023) zum Vorjahr,Hildesheim,K03254,233
Veränderung aktuelles Jahr (2023) zum Vorjahr,Holzminden,K03255,-2
Veränderung aktuelles Jahr (2023) zum Vorjahr,Nienburg (Weser),K03256,16
Veränderung aktuelles Jahr (2023) zum Vorjahr,Schaumburg,K03257,-14
Veränderung aktuelles Jahr (2023) zum Vorjahr,Statistische Region Hannover,K032,295
Veränderung aktuelles Jahr (2023) zum Vorjahr,Celle,K03351,92
Veränderung aktuelles Jahr (2023) zum Vorjahr,Cuxhaven,K03352,98
Veränderung aktuelles Jahr (2023) zum Vorjahr,Harburg,K03353,291
Veränderung aktuelles Jahr (2023) zum Vorjahr,Lüchow-Dannenberg,K03354,-23
Veränderung aktuelles Jahr (2023) zum Vorjahr,Lüneburg,K03355,-37
Veränderung aktuelles Jahr (2023) zum Vorjahr,Osterholz,K03356,62
Veränderung aktuelles Jahr (2023) zum Vorjahr,Rotenburg (Wümme),K03357,35
Veränderung aktuelles Jahr (2023) zum Vorjahr,Heidekreis,K03358,173
Veränderung aktuelles Jahr (2023) zum Vorjahr,Stade,K03359,159
Veränderung aktuelles Jahr (2023) zum Vorjahr,Uelzen,K03360,177
Veränderung aktuelles Jahr (2023) zum Vorjahr,Verden,K03361,68
Veränderung aktuelles Jahr (2023) zum Vorjahr,Statistische Region Lüneburg,K033,1095
Veränderung aktuelles Jahr (2023) zum Vorjahr,"Delmenhorst, Stadt",K03401,88
Veränderung aktuelles Jahr (2023) zum Vorjahr,"Emden, Stadt",K03402,50
Veränderung aktuelles Jahr (2023) zum Vorjahr,"Oldenburg (Oldb), Stadt",K03403,303
Veränderung aktuelles Jahr (2023) zum Vorjahr,"Osnabrück, Stadt",K03404,261
Veränderung aktuelles Jahr (2023) zum Vorjahr,"Wilhelmshaven, Stadt",K03405,-57
Veränderung aktuelles Jahr (2023) zum Vorjahr,Ammerland,K03451,-45
Veränderung aktuelles Jahr (2023) zum Vorjahr,Aurich,K03452,121
Veränderung aktuelles Jahr (2023) zum Vorjahr,Cloppenburg,K03453,-159
Veränderung aktuelles Jahr (2023) zum Vorjahr,Emsland,K03454,196
Veränderung aktuelles Jahr (2023) zum Vorjahr,Friesland,K03455,10
Veränderung aktuelles Jahr (2023) zum Vorjahr,Grafschaft Bentheim,K03456,30
Veränderung aktuelles Jahr (2023) zum Vorjahr,Leer,K03457,8
Veränderung aktuelles Jahr (2023) zum Vorjahr,Oldenburg,K03458,14
Veränderung aktuelles Jahr (2023) zum Vorjahr,Osnabrück,K03459,51
Veränderung aktuelles Jahr (2023) zum Vorjahr,Vechta,K03460,114
Veränderung aktuelles Jahr (2023) zum Vorjahr,Wesermarsch,K03461,-34
Veränderung aktuelles Jahr (2023) zum Vorjahr,Wittmund,K03462,12
Veränderung aktuelles Jahr (2023) zum Vorjahr,Statistische Region Weser-Ems,K034,963
Veränderung aktuelles Jahr (2023) zum Vorjahr,Niedersachsen,K030,3433
