Year,Gebietseinheit,Kategorie,Nationalität,Units,GeoCode,Value
2018,Wolfenbüttel,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,K03158,9549
2018,Göttingen,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,K03159,27198
2018,Statistische Region Braunschweig,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,K031,141726
2018,Hannover  Region,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,K03241,142110
2018,dav. Hannover  Lhst.,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,K03241001,82128
2018,Diepholz,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,K03251,16127
2018,Hameln-Pyrmont,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,K03252,16821
2018,Hildesheim,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,K03254,26480
2018,Holzminden,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,K03255,6656
2018,Nienburg (Weser),Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,K03256,11411
2018,Schaumburg,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,K03257,14478
2018,Statistische Region Hannover,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,K032,234083
2018,Celle,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,K03351,18504
2018,Cuxhaven,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,K03352,15176
2018,Harburg,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,K03353,15174
2018,Lüchow-Dannenberg,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,K03354,4428
2018,Lüneburg,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,K03355,16052
2018,Osterholz,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,K03356,6180
2018,Rotenburg (Wümme),Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,K03357,9954
2018,Heidekreis,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,K03358,11423
2018,Stade,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,K03359,17806
2018,Uelzen,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,K03360,7138
2018,Verden,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,K03361,9660
2018,Statistische Region Lüneburg,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,K033,131495
2018,Delmenhorst  Stadt,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,K03401,12930
2018,Emden  Stadt,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,K03402,6900
2018,Oldenburg(Oldb)  Stadt,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,K03403,20707
2018,Osnabrück  Stadt,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,K03404,20125
2018,Wilhelmshaven  Stadt,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,K03405,13260
2018,Ammerland,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,K03451,8011
2018,Aurich,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,K03452,16534
2018,Cloppenburg,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,K03453,10664
2018,Emsland,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,K03454,18559
2018,Friesland,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,K03455,6866
2018,Grafschaft Bentheim,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,K03456,8445
2018,Leer,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,K03457,12542
2018,Oldenburg,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,K03458,7956
2018,Osnabrück,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,K03459,17640
2018,Vechta,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,K03460,8594
2018,Wesermarsch,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,K03461,8593
2018,Wittmund,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,K03462,4086
2018,Statistische Region Weser-Ems,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,K034,202412
2018,Niedersachsen,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,K030,709716
2014,Braunschweig  Stadt,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,23979
2014,Salzgitter  Stadt,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,12490
2014,Wolfsburg  Stadt,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,9127
2014,Gifhorn,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,10971
2014,Göttingen,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,22271
2014,Goslar,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,15485
2014,Helmstedt,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,8425
2014,Northeim,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,11796
2014,Osterode,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,7385
2014,Peine,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,11794
2014,Wolfenbüttel,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,10536
2014,Statistische Region Braunschweig,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,144259
2014,Hannover  Region,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,142348
2014,dav. Hannover  Lhst.,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,85577
2014,dav. Hannover  Umland,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,56771
2014,Diepholz,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,15156
2014,Hameln-Pyrmont,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,16703
2014,Hildesheim,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,27612
2014,Holzminden,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,6966
2014,Nienburg (Weser),Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,10697
2014,Schaumburg,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,14425
2014,Statistische Region Hannover,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,233907
2014,Celle,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,18434
2014,Cuxhaven,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,15733
2014,Harburg,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,15251
2014,Lüchow-Dannenberg,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,5199
2014,Lüneburg,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,16459
2014,Osterholz,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,6603
2014,Rotenburg (Wümme),Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,10245
2014,Heidekreis,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,12417
2014,Stade,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,17075
2014,Uelzen,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,7741
2014,Verden,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,10254
2014,Statistische Region Lüneburg,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,135411
2014,Delmenhorst  Stadt,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,12551
2014,Emden  Stadt,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,6370
2014,Oldenburg(Oldb)  Stadt,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,20139
2014,Osnabrück  Stadt,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,20777
2014,Wilhelmshaven  Stadt,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,12716
2014,Ammerland,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,7765
2014,Aurich,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,17343
2014,Cloppenburg,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,11586
2014,Emsland,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,18538
2014,Friesland,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,7485
2014,Grafschaft Bentheim,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,9130
2014,Leer,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,13044
2014,Oldenburg,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,8498
2014,Osnabrück,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,20350
2014,Vechta,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,7649
2014,Wesermarsch,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,9207
2014,Wittmund,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,4934
2014,Statistische Region Weser-Ems,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,208082
2014,Niedersachsen,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,721659
2012,Braunschweig  Stadt,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,24926
2012,Salzgitter  Stadt,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,11785
2012,Wolfsburg  Stadt,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,8699
2012,Gifhorn,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,11136
2012,Göttingen,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,22886
2012,Goslar,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,15464
2012,Helmstedt,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,8168
2012,Northeim,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,11591
2012,Osterode,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,7782
2012,Peine,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,11970
2012,Wolfenbüttel,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,10285
2012,Statistische Region Braunschweig,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,144692
2012,Hannover  Region,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,133559
2012,dav. Hannover  Lhst.,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,80964
2012,dav. Hannover  Umland,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,52595
2012,Diepholz,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,14576
2012,Hameln-Pyrmont,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,15934
2012,Hildesheim,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,26934
2012,Holzminden,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,6827
2012,Nienburg (Weser),Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,10064
2012,Schaumburg,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,14375
2012,Statistische Region Hannover,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,222269
2012,Celle,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,17733
2012,Cuxhaven,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,15035
2012,Harburg,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,14212
2012,Lüchow-Dannenberg,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,4979
2012,Lüneburg,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,16126
2012,Osterholz,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,6053
2012,Rotenburg (Wümme),Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,9879
2012,Heidekreis,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,11979
2012,Stade,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,16309
2012,Uelzen,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,7452
2012,Verden,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,10283
2012,Statistische Region Lüneburg,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,130040
2012,Delmenhorst  Stadt,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,12179
2012,Emden  Stadt,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,6198
2012,Oldenburg(Oldb)  Stadt,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,19326
2012,Osnabrück  Stadt,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,19431
2012,Wilhelmshaven  Stadt,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,12362
2012,Ammerland,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,7364
2012,Aurich,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,17041
2012,Cloppenburg,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,10351
2012,Emsland,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,17110
2012,Friesland,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,7156
2012,Grafschaft Bentheim,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,8393
2012,Leer,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,12400
2012,Oldenburg,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,7930
2012,Osnabrück,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,20513
2012,Vechta,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,7067
2012,Wesermarsch,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,8719
2012,Wittmund,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,4853
2012,Statistische Region Weser-Ems,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,198393
2012,Niedersachsen,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,695394
2011,Braunschweig  Stadt,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,25632
2011,Salzgitter  Stadt,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,11821
2011,Wolfsburg  Stadt,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,8938
2011,Gifhorn,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,11703
2011,Göttingen,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,23549
2011,Goslar,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,15680
2011,Helmstedt,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,8339
2011,Northeim,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,11876
2011,Osterode,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,8080
2011,Peine,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,12255
2011,Wolfenbüttel,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,10475
2011,Statistische Region Braunschweig,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,148348
2011,Hannover  Region,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,131816
2011,dav. Hannover  Lhst.,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,79872
2011,dav. Hannover  Umland,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,51944
2011,Diepholz,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,14505
2011,Hameln-Pyrmont,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,15982
2011,Hildesheim,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,27119
2011,Holzminden,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,6983
2011,Nienburg (Weser),Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,10376
2011,Schaumburg,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,14363
2011,Statistische Region Hannover,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,221144
2011,Celle,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,17808
2011,Cuxhaven,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,15550
2011,Harburg,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,14372
2011,Lüchow-Dannenberg,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,4905
2011,Lüneburg,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,16250
2011,Osterholz,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,6314
2011,Rotenburg (Wümme),Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,10424
2011,Heidekreis,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,11751
2011,Stade,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,16307
2011,Uelzen,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,7538
2011,Verden,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,10489
2011,Statistische Region Lüneburg,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,131708
2011,Delmenhorst  Stadt,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,12049
2011,Emden  Stadt,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,6374
2011,Oldenburg(Oldb)  Stadt,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,19164
2011,Osnabrück  Stadt,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,19338
2011,Wilhelmshaven  Stadt,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,12448
2011,Ammerland,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,7370
2011,Aurich,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,16884
2011,Cloppenburg,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,10252
2011,Emsland,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,17199
2011,Friesland,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,7438
2011,Grafschaft Bentheim,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,7988
2011,Leer,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,12925
2011,Oldenburg,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,7946
2011,Osnabrück,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,20966
2011,Vechta,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,6913
2011,Wesermarsch,Empfängerinnen und Empfänger,Insgesamt,Empfängerinnen und Empfänger,,9027
