Year,Land der Staatsangehörigkeit,Männer / Frauen,Units,Value
2020,Syrien,Männer,Geschlecht in Prozent,56.5921532846715
2020,Irak,Männer,Geschlecht in Prozent,55.0279981334578
2020,Afghanistan,Männer,Geschlecht in Prozent,62.963811268896
2020,China,Männer,Geschlecht in Prozent,49.7294638465322
2020,Vietnam,Männer,Geschlecht in Prozent,45.1906659077974
2020,Australien und Ozeanien,Männer,Geschlecht in Prozent,57.2815533980583
2020,Staatenlos,Männer,Geschlecht in Prozent,56.5656565656566
2020,Ungeklärt und ohne Angabe,Männer,Geschlecht in Prozent,58.1958195819582
2020,Insgesamt,Männer,Geschlecht in Prozent,54.0951981303073
2019,Europa,Männer,Geschlecht in Prozent,53.6719203917699
2019,Türkei,Männer,Geschlecht in Prozent,51.2988110666592
2019,Polen,Männer,Geschlecht in Prozent,54.7416211804316
2019,Serbien,Männer,Geschlecht in Prozent,50.9547475804342
2019,Niederlande,Männer,Geschlecht in Prozent,56.6214632512975
2019,Rumänien,Männer,Geschlecht in Prozent,60.6052899287894
2019,Italien,Männer,Geschlecht in Prozent,60.5724197745013
2019,Russische Föderation,Männer,Geschlecht in Prozent,36.7475292003594
2019,Griechenland,Männer,Geschlecht in Prozent,56.7100717512623
2019,Bulgarien,Männer,Geschlecht in Prozent,54.8483779971791
2019,Spanien,Männer,Geschlecht in Prozent,52.7986633249791
2019,Ukraine,Männer,Geschlecht in Prozent,36.9766416923755
2019,Vereinigtes Königreich,Männer,Geschlecht in Prozent,69.8518518518518
2019,Portugal,Männer,Geschlecht in Prozent,54.1189931350114
2019,Kroatien,Männer,Geschlecht in Prozent,56.9869911875787
2019,Ungarn,Männer,Geschlecht in Prozent,60.1162176439514
2019,EU Staaten,Männer,Geschlecht in Prozent,51.533085504769
2019,Afrika,Männer,Geschlecht in Prozent,63.9414494823277
2019,Amerika,Männer,Geschlecht in Prozent,45.6200227531286
2019,Asien,Männer,Geschlecht in Prozent,54.7280408768166
2019,Syrien,Männer,Geschlecht in Prozent,56.9070219916279
2019,Irak,Männer,Geschlecht in Prozent,55.1967832338248
2019,Afghanistan,Männer,Geschlecht in Prozent,63.4025483718735
2019,China,Männer,Geschlecht in Prozent,50.5243088655863
2019,Vietnam,Männer,Geschlecht in Prozent,45.3196347031964
2019,Australien und Ozeanien,Männer,Geschlecht in Prozent,56.3380281690141
2019,Staatenlos,Männer,Geschlecht in Prozent,56.638418079096
2019,Ungeklärt und ohne Angabe,Männer,Geschlecht in Prozent,58.5337915234823
2019,Insgesamt,Männer,Geschlecht in Prozent,54.366860247395
2018,Europa,Männer,Geschlecht in Prozent,53.8788050671204
2018,Türkei,Männer,Geschlecht in Prozent,51.223746849622
2018,Polen,Männer,Geschlecht in Prozent,55.3193679551186
2018,Serbien,Männer,Geschlecht in Prozent,50.6107275624004
2018,Niederlande,Männer,Geschlecht in Prozent,56.486125041792
2018,Rumänien,Männer,Geschlecht in Prozent,61.480003799753
2018,Italien,Männer,Geschlecht in Prozent,61.1704923777817
2018,Russische Föderation,Männer,Geschlecht in Prozent,37.0302474793767
2018,Griechenland,Männer,Geschlecht in Prozent,57.0516232038318
2018,Bulgarien,Männer,Geschlecht in Prozent,55.617545209696
2018,Spanien,Männer,Geschlecht in Prozent,52.7226677923174
2018,Ukraine,Männer,Geschlecht in Prozent,36.7180417044424
2018,Vereinigtes Königreich,Männer,Geschlecht in Prozent,69.209197980931
2018,Portugal,Männer,Geschlecht in Prozent,53.9255014326648
2018,Kroatien,Männer,Geschlecht in Prozent,56.7295046032442
2018,Ungarn,Männer,Geschlecht in Prozent,61.0816542948038
2018,EU Staaten,Männer,Geschlecht in Prozent,55.8972553461815
2018,Afrika,Männer,Geschlecht in Prozent,65.4077582895916
2018,Amerika,Männer,Geschlecht in Prozent,45.0802300938541
2018,Asien,Männer,Geschlecht in Prozent,55.2792007602976
2018,Syrien,Männer,Geschlecht in Prozent,57.8130864506443
2018,Irak,Männer,Geschlecht in Prozent,55.7016983782403
2018,Afghanistan,Männer,Geschlecht in Prozent,64.0009664170089
2018,China,Männer,Geschlecht in Prozent,50.4926108374384
2018,Vietnam,Männer,Geschlecht in Prozent,45.7538994800693
2018,Australien und Ozeanien,Männer,Geschlecht in Prozent,55.1724137931034
2018,Staatenlos,Männer,Geschlecht in Prozent,56.838905775076
2018,Ungeklärt und ohne Angabe,Männer,Geschlecht in Prozent,59.4767441860465
2018,Insgesamt,Männer,Geschlecht in Prozent,54.6981846804742
2017,Europa,Männer,Geschlecht in Prozent,53.7428720052607
2017,Türkei,Männer,Geschlecht in Prozent,51.2071368831893
2017,Polen,Männer,Geschlecht in Prozent,55.2648338817535
2017,Serbien,Männer,Geschlecht in Prozent,50.4528502930208
2017,Niederlande,Männer,Geschlecht in Prozent,56.235527621568
2017,Rumänien,Männer,Geschlecht in Prozent,61.6165070679435
2017,Italien,Männer,Geschlecht in Prozent,61.3029547881809
2017,Russische Föderation,Männer,Geschlecht in Prozent,37.1869880645916
2017,Griechenland,Männer,Geschlecht in Prozent,56.8622174381055
2017,Bulgarien,Männer,Geschlecht in Prozent,55.8874086807048
2017,Spanien,Männer,Geschlecht in Prozent,52.948663555367
2017,Ukraine,Männer,Geschlecht in Prozent,36.6210476639924
2017,Vereinigtes Königreich,Männer,Geschlecht in Prozent,69.0716180371353
2017,Portugal,Männer,Geschlecht in Prozent,54.0308747855918
2017,Kroatien,Männer,Geschlecht in Prozent,56.336681013869
2017,Ungarn,Männer,Geschlecht in Prozent,62.3767798466594
2017,EU Staaten,Männer,Geschlecht in Prozent,55.8653712913209
2017,Afrika,Männer,Geschlecht in Prozent,67.0019289060347
2017,Amerika,Männer,Geschlecht in Prozent,44.8264781491003
2017,Asien,Männer,Geschlecht in Prozent,55.7970122806586
2017,Syrien,Männer,Geschlecht in Prozent,58.7318574008428
2017,Irak,Männer,Geschlecht in Prozent,56.4804623004953
2017,Afghanistan,Männer,Geschlecht in Prozent,64.5916334661355
2017,China,Männer,Geschlecht in Prozent,49.8448810754912
2017,Vietnam,Männer,Geschlecht in Prozent,45.8528037383178
2017,Australien und Ozeanien,Männer,Geschlecht in Prozent,55.1724137931034
2017,Staatenlos,Männer,Geschlecht in Prozent,56.838905775076
2017,Ungeklärt und ohne Angabe,Männer,Geschlecht in Prozent,59.4767441860465
2017,Insgesamt,Männer,Geschlecht in Prozent,54.6981846804742
2016,Europa,Männer,Geschlecht in Prozent,53.5504035928871
2016,Türkei,Männer,Geschlecht in Prozent,51.1005156068082
2016,Polen,Männer,Geschlecht in Prozent,55.176046576102
2016,Serbien,Männer,Geschlecht in Prozent,49.9462943071966
2016,Niederlande,Männer,Geschlecht in Prozent,56.2448711636304
2016,Rumänien,Männer,Geschlecht in Prozent,61.8389261744966
2016,Italien,Männer,Geschlecht in Prozent,61.6063389159013
2016,Russische Föderation,Männer,Geschlecht in Prozent,37.4148061104583
2016,Griechenland,Männer,Geschlecht in Prozent,56.9945355191257
2016,Bulgarien,Männer,Geschlecht in Prozent,55.8538945331398
2016,Spanien,Männer,Geschlecht in Prozent,52.9736618521665
2016,Ukraine,Männer,Geschlecht in Prozent,36.2848893166506
2016,Vereinigtes Königreich,Männer,Geschlecht in Prozent,68.3790523690773
2016,Portugal,Männer,Geschlecht in Prozent,54.6979865771812
2016,Kroatien,Männer,Geschlecht in Prozent,55.0234252993233
2016,Ungarn,Männer,Geschlecht in Prozent,63.2049134561697
2016,EU Staaten,Männer,Geschlecht in Prozent,55.713640469738
2016,Afrika,Männer,Geschlecht in Prozent,69.1376039690646
2016,Amerika,Männer,Geschlecht in Prozent,44.8891829308634
2016,Asien,Männer,Geschlecht in Prozent,56.7797952074316
2016,Syrien,Männer,Geschlecht in Prozent,60.4146753915153
2016,Irak,Männer,Geschlecht in Prozent,58.0216760799878
2016,Afghanistan,Männer,Geschlecht in Prozent,65.2338811630847
2016,China,Männer,Geschlecht in Prozent,49.2769744160178
2016,Vietnam,Männer,Geschlecht in Prozent,46.4114832535885
2016,Australien und Ozeanien,Männer,Geschlecht in Prozent,55.026455026455
2016,Staatenlos,Männer,Geschlecht in Prozent,58.93536121673
2016,Ungeklärt und ohne Angabe,Männer,Geschlecht in Prozent,61.2884160756501
2016,Insgesamt,Männer,Geschlecht in Prozent,55.0212363372854
2015,Europa,Männer,Geschlecht in Prozent,53.3798291112909
2015,Türkei,Männer,Geschlecht in Prozent,51.1010405438106
2015,Polen,Männer,Geschlecht in Prozent,55.1185229303157
2015,Serbien,Männer,Geschlecht in Prozent,51.0196465810559
2015,Niederlande,Männer,Geschlecht in Prozent,56.3255094314778
2015,Rumänien,Männer,Geschlecht in Prozent,61.4932048856012
2015,Italien,Männer,Geschlecht in Prozent,61.852992467812
2015,Russische Föderation,Männer,Geschlecht in Prozent,37.3160682754561
2015,Griechenland,Männer,Geschlecht in Prozent,57.0882319369935
2015,Bulgarien,Männer,Geschlecht in Prozent,56.5822931114193
2015,Spanien,Männer,Geschlecht in Prozent,52.670828997572
2015,Ukraine,Männer,Geschlecht in Prozent,36.2797474502186
2015,Vereinigtes Königreich,Männer,Geschlecht in Prozent,68.0487804878049
2015,Portugal,Männer,Geschlecht in Prozent,54.0689655172414
2015,Kroatien,Männer,Geschlecht in Prozent,54.4620811287478
2015,Ungarn,Männer,Geschlecht in Prozent,64.5168938944873
2015,EU Staaten,Männer,Geschlecht in Prozent,56.4684440122159
2015,Afrika,Männer,Geschlecht in Prozent,69.2194855700348
2015,Amerika,Männer,Geschlecht in Prozent,45.0291209535419
2015,Asien,Männer,Geschlecht in Prozent,55.4266770790268
2015,Syrien,Männer,Geschlecht in Prozent,61.6760236182364
2015,Irak,Männer,Geschlecht in Prozent,60.2609591392927
2015,Afghanistan,Männer,Geschlecht in Prozent,64.105668684645
2015,China,Männer,Geschlecht in Prozent,49.4010541447053
2015,Vietnam,Männer,Geschlecht in Prozent,46.9320269442743
2015,Australien und Ozeanien,Männer,Geschlecht in Prozent,55.7773109243698
2015,Staatenlos,Männer,Geschlecht in Prozent,58.35734870317
2015,Ungeklärt und ohne Angabe,Männer,Geschlecht in Prozent,60.5459696111254
2015,Insgesamt,Männer,Geschlecht in Prozent,54.3991792918832
2014,Europa,Männer,Geschlecht in Prozent,53.0172895607918
2014,Türkei,Männer,Geschlecht in Prozent,51.111400114879
2014,Polen,Männer,Geschlecht in Prozent,54.8602980308675
2014,Serbien,Männer,Geschlecht in Prozent,50.5344142097382
2014,Niederlande,Männer,Geschlecht in Prozent,56.2053453294522
2014,Italien,Männer,Geschlecht in Prozent,62.0300314282389
2014,Rumänien,Männer,Geschlecht in Prozent,61.4717032841548
2014,Russische Föderation,Männer,Geschlecht in Prozent,37.3685822190467
2014,Griechenland,Männer,Geschlecht in Prozent,57.0050310742823
2014,Bulgarien,Männer,Geschlecht in Prozent,56.3662924803937
2014,Spanien,Männer,Geschlecht in Prozent,52.5680862730762
2014,Ukraine,Männer,Geschlecht in Prozent,36.6372549019608
2014,Vereinigtes Königreich,Männer,Geschlecht in Prozent,67.8940632076401
2014,Portugal,Männer,Geschlecht in Prozent,54.7424842694011
2014,Ungarn,Männer,Geschlecht in Prozent,65.4138344662135
2014,Kroatien,Männer,Geschlecht in Prozent,53.8968905640059
2014,Österreich,Männer,Geschlecht in Prozent,52.9953917050691
2014,EU Staaten,Männer,Geschlecht in Prozent,56.2172820413686
2014,Afrika,Männer,Geschlecht in Prozent,63.7351541087657
2014,Amerika,Männer,Geschlecht in Prozent,44.3382090617196
2014,Asien,Männer,Geschlecht in Prozent,51.0534936947449
2014,Syrien,Männer,Geschlecht in Prozent,57.0469798657718
2014,Irak,Männer,Geschlecht in Prozent,54.8659384309831
2014,Vietnam,Männer,Geschlecht in Prozent,47.3108930567631
2014,China,Männer,Geschlecht in Prozent,50.6878589555229
2014,Australien und Ozeanien,Männer,Geschlecht in Prozent,56.140350877193
2014,Staatenlos,Männer,Geschlecht in Prozent,58.0485115766262
2014,Ungeklärt und ohne Angabe,Männer,Geschlecht in Prozent,58.4583548887739
2014,Insgesamt,Männer,Geschlecht in Prozent,52.9646179690059
2013,Europa,Männer,Geschlecht in Prozent,52.719844615298
2013,Türkei,Männer,Geschlecht in Prozent,51.1747007233852
2013,Polen,Männer,Geschlecht in Prozent,54.3097949886105
2013,Serbien,Männer,Geschlecht in Prozent,50.6900303498826
2013,Niederlande,Männer,Geschlecht in Prozent,56.2458691341705
2013,Italien,Männer,Geschlecht in Prozent,62.3526051654494
2013,Russische Föderation,Männer,Geschlecht in Prozent,37.5277076137945
2013,Griechenland,Männer,Geschlecht in Prozent,56.6955772897829
2013,Rumänien,Männer,Geschlecht in Prozent,60.8364288459075
2013,Spanien,Männer,Geschlecht in Prozent,52.1128116276831
2013,Vereinigtes Königreich,Männer,Geschlecht in Prozent,67.5649287248584
2013,Ukraine,Männer,Geschlecht in Prozent,36.7159044921085
2013,Bulgarien,Männer,Geschlecht in Prozent,56.5916398713826
2013,Portugal,Männer,Geschlecht in Prozent,55.1181102362205
2013,Kroatien,Männer,Geschlecht in Prozent,51.9859299428404
2013,Ungarn,Männer,Geschlecht in Prozent,67.0658682634731
2013,Österreich,Männer,Geschlecht in Prozent,52.5163094128611
2013,EU-Staaten,Männer,Geschlecht in Prozent,55.9080962800875
2013,Afrika,Männer,Geschlecht in Prozent,62.1955422794118
2013,Amerika,Männer,Geschlecht in Prozent,44.1161261727118
2013,Asien,Männer,Geschlecht in Prozent,49.989825766247
2013,Syrien,Männer,Geschlecht in Prozent,54.7902316844083
2013,Irak,Männer,Geschlecht in Prozent,54.4949706621961
2013,Vietnam,Männer,Geschlecht in Prozent,47.9940564635958
2013,China,Männer,Geschlecht in Prozent,50.843023255814
2013,Australien und Ozeanien,Männer,Geschlecht in Prozent,55.7026476578411
2013,Staatenlos,Männer,Geschlecht in Prozent,59.6367896895138
2013,Ungeklärt und ohne Angabe,Männer,Geschlecht in Prozent,58.2750582750583
2013,Insgesamt,Männer,Geschlecht in Prozent,52.4861657748212
2012,Europa,Männer,Geschlecht in Prozent,52.3339889091184
2012,Türkei,Männer,Geschlecht in Prozent,51.327118466534
2012,Polen,Männer,Geschlecht in Prozent,53.1041495700574
2012,Serbien2),Männer,Geschlecht in Prozent,50.6814410997867
2012,Niederlande,Männer,Geschlecht in Prozent,56.2699680511182
2012,Italien,Männer,Geschlecht in Prozent,62.5644551392231
2012,Russische Föderation,Männer,Geschlecht in Prozent,37.1729771497958
2012,Griechenland,Männer,Geschlecht in Prozent,56.6344720295586
2012,Rumänien,Männer,Geschlecht in Prozent,59.8512707362916
2012,Vereinigtes Königreich,Männer,Geschlecht in Prozent,67.3995224830879
2012,Ukraine,Männer,Geschlecht in Prozent,37.2668939242029
2012,Spanien,Männer,Geschlecht in Prozent,51.9592985494696
2012,Bulgarien,Männer,Geschlecht in Prozent,56.1186331399097
2012,Portugal,Männer,Geschlecht in Prozent,53.9537385691232
2012,Kroatien,Männer,Geschlecht in Prozent,51.4395688991532
2012,Österreich,Männer,Geschlecht in Prozent,52.7975907433825
2012,Bosnien und Herzegowina,Männer,Geschlecht in Prozent,51.9797809604044
2012,EU-Staaten,Männer,Geschlecht in Prozent,55.5275336059352
2012,Afrika,Männer,Geschlecht in Prozent,60.7024336283186
2012,Amerika,Männer,Geschlecht in Prozent,43.3487654320988
2012,Asien,Männer,Geschlecht in Prozent,49.3672095785493
