Year,Gebietseinheit,Geschlecht,Aufenthaltstitel,Grund der Befristung,Unnamed: 5,GeoCode,Value
2021,Aurich,weiblich,zeitlich unbefristet,,,RH03452,640
2021,Aurich,insgesamt,zeitlich unbefristet,,,RH03452,1285
2021,Cloppenburg,männlich,zeitlich unbefristet,,,RH03453,1245
2021,Cloppenburg,weiblich,zeitlich unbefristet,,,RH03453,1230
2021,Cloppenburg,insgesamt,zeitlich unbefristet,,,RH03453,2475
2021,Emsland,männlich,zeitlich unbefristet,,,RH03454,1680
2021,Emsland,weiblich,zeitlich unbefristet,,,RH03454,1695
2021,Emsland,insgesamt,zeitlich unbefristet,,,RH03454,3375
2021,Friesland,männlich,zeitlich unbefristet,,,RH03455,280
2021,Friesland,weiblich,zeitlich unbefristet,,,RH03455,355
2021,Friesland,insgesamt,zeitlich unbefristet,,,RH03455,635
2021,Grafschaft Bentheim,männlich,zeitlich unbefristet,,,RH03456,1140
2021,Grafschaft Bentheim,weiblich,zeitlich unbefristet,,,RH03456,1135
2021,Grafschaft Bentheim,insgesamt,zeitlich unbefristet,,,RH03456,2275
2021,Leer,männlich,zeitlich unbefristet,,,RH03457,675
2021,Leer,weiblich,zeitlich unbefristet,,,RH03457,705
2021,Leer,insgesamt,zeitlich unbefristet,,,RH03457,1380
2021,Oldenburg,männlich,zeitlich unbefristet,,,RH03458,735
2021,Oldenburg,weiblich,zeitlich unbefristet,,,RH03458,755
2021,Oldenburg,insgesamt,zeitlich unbefristet,,,RH03458,1490
2021,Osnabrück,männlich,zeitlich unbefristet,,,RH03459,2820
2021,Osnabrück,weiblich,zeitlich unbefristet,,,RH03459,3095
2021,Osnabrück,insgesamt,zeitlich unbefristet,,,RH03459,5915
2021,Vechta,männlich,zeitlich unbefristet,,,RH03460,1895
2021,Vechta,weiblich,zeitlich unbefristet,,,RH03460,1850
2021,Vechta,insgesamt,zeitlich unbefristet,,,RH03460,3745
2021,Wesermarsch,männlich,zeitlich unbefristet,,,RH03461,675
2021,Wesermarsch,weiblich,zeitlich unbefristet,,,RH03461,760
2021,Wesermarsch,insgesamt,zeitlich unbefristet,,,RH03461,1430
2021,Wittmund,männlich,zeitlich unbefristet,,,RH03462,180
2021,Wittmund,weiblich,zeitlich unbefristet,,,RH03462,170
2021,Wittmund,insgesamt,zeitlich unbefristet,,,RH03462,345
2021,Statistische Region Weser-Ems,männlich,zeitlich unbefristet,,,RH034,19960
2021,Statistische Region Weser-Ems,weiblich,zeitlich unbefristet,,,RH034,19845
2021,Statistische Region Weser-Ems,insgesamt,zeitlich unbefristet,,,RH034,39805
2021,Niedersachsen,männlich,zeitlich unbefristet,,,RH030,83620
2021,Niedersachsen,weiblich,zeitlich unbefristet,,,RH030,84690
2021,Niedersachsen,insgesamt,zeitlich unbefristet,,,RH030,168310
2021,"Braunschweig, Stadt",männlich,zeitlich unbefristet,,,RH03101,4095
2021,"Braunschweig, Stadt",weiblich,zeitlich unbefristet,,,RH03101,4075
2021,"Braunschweig, Stadt",insgesamt,zeitlich unbefristet,,,RH03101,8170
2021,"Salzgitter, Stadt",männlich,zeitlich unbefristet,,,RH03102,2750
2021,"Salzgitter, Stadt",weiblich,zeitlich unbefristet,,,RH03102,2735
2021,"Salzgitter, Stadt",insgesamt,zeitlich unbefristet,,,RH03102,5485
2021,"Wolfsburg, Stadt",männlich,zeitlich unbefristet,,,RH03103,1325
2021,"Wolfsburg, Stadt",weiblich,zeitlich unbefristet,,,RH03103,1445
2021,"Wolfsburg, Stadt",insgesamt,zeitlich unbefristet,,,RH03103,2770
2021,Gifhorn,männlich,zeitlich unbefristet,,,RH03151,1200
2021,Gifhorn,weiblich,zeitlich unbefristet,,,RH03151,1360
2021,Gifhorn,insgesamt,zeitlich unbefristet,,,RH03151,2560
2021,Goslar,männlich,zeitlich unbefristet,,,RH03153,1215
2021,Goslar,weiblich,zeitlich unbefristet,,,RH03153,1235
2021,Goslar,insgesamt,zeitlich unbefristet,,,RH03153,2450
2021,Helmstedt,männlich,zeitlich unbefristet,,,RH03154,670
2021,Helmstedt,weiblich,zeitlich unbefristet,,,RH03154,725
2021,Helmstedt,insgesamt,zeitlich unbefristet,,,RH03154,1395
2021,Northeim,männlich,zeitlich unbefristet,,,RH03155,725
2021,Northeim,weiblich,zeitlich unbefristet,,,RH03155,825
2021,Northeim,insgesamt,zeitlich unbefristet,,,RH03155,1550
2021,Peine,männlich,zeitlich unbefristet,,,RH03157,1405
2021,Peine,weiblich,zeitlich unbefristet,,,RH03157,1420
2021,Peine,insgesamt,zeitlich unbefristet,,,RH03157,2825
2021,Wolfenbüttel,männlich,zeitlich unbefristet,,,RH03158,705
2021,Wolfenbüttel,weiblich,zeitlich unbefristet,,,RH03158,845
2021,Wolfenbüttel,insgesamt,zeitlich unbefristet,,,RH03158,1550
2021,Göttingen,männlich,zeitlich unbefristet,,,RH03159,2820
2021,Göttingen,weiblich,zeitlich unbefristet,,,RH03159,3010
2021,Göttingen,insgesamt,zeitlich unbefristet,,,RH03159,5825
2021,Statistische Region Braunschweig,männlich,zeitlich unbefristet,,,RH031,16915
2021,Statistische Region Braunschweig,weiblich,zeitlich unbefristet,,,RH031,17675
2021,Statistische Region Braunschweig,insgesamt,zeitlich unbefristet,,,RH031,34590
2021,Hannover  Region,männlich,zeitlich unbefristet,,,RH03241,23865
2021,Hannover  Region,weiblich,zeitlich unbefristet,,,RH03241,24230
2021,Hannover  Region,insgesamt,zeitlich unbefristet,,,RH03241,48095
2021,Diepholz,männlich,zeitlich unbefristet,,,RH03251,1425
2021,Diepholz,weiblich,zeitlich unbefristet,,,RH03251,1665
2021,Diepholz,insgesamt,zeitlich unbefristet,,,RH03251,3090
2021,Hameln-Pyrmont,männlich,zeitlich unbefristet,,,RH03252,2175
2021,Hameln-Pyrmont,weiblich,zeitlich unbefristet,,,RH03252,2230
2021,Hameln-Pyrmont,insgesamt,zeitlich unbefristet,,,RH03252,4410
2021,Hildesheim,männlich,zeitlich unbefristet,,,RH03254,2610
2021,Hildesheim,weiblich,zeitlich unbefristet,,,RH03254,2790
2021,Hildesheim,insgesamt,zeitlich unbefristet,,,RH03254,5395
2021,Holzminden,männlich,zeitlich unbefristet,,,RH03255,730
2021,Holzminden,weiblich,zeitlich unbefristet,,,RH03255,730
2021,Holzminden,insgesamt,zeitlich unbefristet,,,RH03255,1455
2021,Nienburg (Weser),männlich,zeitlich unbefristet,,,RH03256,860
2021,Nienburg (Weser),weiblich,zeitlich unbefristet,,,RH03256,985
2021,Nienburg (Weser),insgesamt,zeitlich unbefristet,,,RH03256,1845
2021,Schaumburg,männlich,zeitlich unbefristet,,,RH03257,1490
2021,Schaumburg,weiblich,zeitlich unbefristet,,,RH03257,1550
2021,Schaumburg,insgesamt,zeitlich unbefristet,,,RH03257,3045
2021,Statistische Region Hannover,männlich,zeitlich unbefristet,,,RH032,33155
2021,Statistische Region Hannover,weiblich,zeitlich unbefristet,,,RH032,34180
2021,Statistische Region Hannover,insgesamt,zeitlich unbefristet,,,RH032,67335
2021,Celle,männlich,zeitlich unbefristet,,,RH03351,1105
2021,Celle,weiblich,zeitlich unbefristet,,,RH03351,1300
2021,Celle,insgesamt,zeitlich unbefristet,,,RH03351,2405
2021,Cuxhaven,männlich,zeitlich unbefristet,,,RH03352,895
2021,Cuxhaven,weiblich,zeitlich unbefristet,,,RH03352,1040
2021,Cuxhaven,insgesamt,zeitlich unbefristet,,,RH03352,1935
2021,Harburg,männlich,zeitlich unbefristet,,,RH03353,1960
2021,Harburg,weiblich,zeitlich unbefristet,,,RH03353,2050
2021,Harburg,insgesamt,zeitlich unbefristet,,,RH03353,4015
2021,Lüchow-Dannenberg,männlich,zeitlich unbefristet,,,RH03354,140
2021,Lüchow-Dannenberg,weiblich,zeitlich unbefristet,,,RH03354,195
2021,Lüchow-Dannenberg,insgesamt,zeitlich unbefristet,,,RH03354,335
2021,Lüneburg,männlich,zeitlich unbefristet,,,RH03355,995
2021,Lüneburg,weiblich,zeitlich unbefristet,,,RH03355,1070
2021,Lüneburg,insgesamt,zeitlich unbefristet,,,RH03355,2065
2021,Osterholz,männlich,zeitlich unbefristet,,,RH03356,700
2021,Osterholz,weiblich,zeitlich unbefristet,,,RH03356,800
2021,Osterholz,insgesamt,zeitlich unbefristet,,,RH03356,1500
2021,Rotenburg (Wümme),männlich,zeitlich unbefristet,,,RH03357,835
2021,Rotenburg (Wümme),weiblich,zeitlich unbefristet,,,RH03357,1015
2021,Rotenburg (Wümme),insgesamt,zeitlich unbefristet,,,RH03357,1850
2021,Heidekreis,männlich,zeitlich unbefristet,,,RH03358,955
2021,Heidekreis,weiblich,zeitlich unbefristet,,,RH03358,1010
2021,Heidekreis,insgesamt,zeitlich unbefristet,,,RH03358,1970
2021,Stade,männlich,zeitlich unbefristet,,,RH03359,1290
2021,Stade,weiblich,zeitlich unbefristet,,,RH03359,1355
2021,Stade,insgesamt,zeitlich unbefristet,,,RH03359,2645
2021,Uelzen,männlich,zeitlich unbefristet,,,RH03360,410
2021,Uelzen,weiblich,zeitlich unbefristet,,,RH03360,490
2021,Uelzen,insgesamt,zeitlich unbefristet,,,RH03360,895
2021,Verden,männlich,zeitlich unbefristet,,,RH03361,1260
2021,Verden,weiblich,zeitlich unbefristet,,,RH03361,1380
2021,Verden,insgesamt,zeitlich unbefristet,,,RH03361,2640
2021,Statistische Region Lüneburg,männlich,zeitlich unbefristet,,,RH033,10545
2021,Statistische Region Lüneburg,weiblich,zeitlich unbefristet,,,RH033,11705
2021,Statistische Region Lüneburg,insgesamt,zeitlich unbefristet,,,RH033,22250
2021,"Delmenhorst, Stadt",männlich,zeitlich unbefristet,,,RH03401,1600
2021,"Delmenhorst, Stadt",weiblich,zeitlich unbefristet,,,RH03401,1495
2021,"Delmenhorst, Stadt",insgesamt,zeitlich unbefristet,,,RH03401,3090
2021,Emden  Stadt,männlich,zeitlich unbefristet,,,RH03402,285
2021,Emden  Stadt,weiblich,zeitlich unbefristet,,,RH03402,275
2021,Emden  Stadt,insgesamt,zeitlich unbefristet,,,RH03402,565
2021,"Oldenburg(Oldb), Stadt",männlich,zeitlich unbefristet,,,RH03403,1725
2021,"Oldenburg(Oldb), Stadt",weiblich,zeitlich unbefristet,,,RH03403,1690
2021,"Oldenburg(Oldb), Stadt",insgesamt,zeitlich unbefristet,,,RH03403,3420
2021,"Osnabrück, Stadt",männlich,zeitlich unbefristet,,,RH03404,2765
2021,"Osnabrück, Stadt",weiblich,zeitlich unbefristet,,,RH03404,2655
2021,"Osnabrück, Stadt",insgesamt,zeitlich unbefristet,,,RH03404,5420
2021,"Wilhelmshaven, Stadt",männlich,zeitlich unbefristet,,,RH03405,510
2021,"Wilhelmshaven, Stadt",weiblich,zeitlich unbefristet,,,RH03405,550
2021,"Wilhelmshaven, Stadt",insgesamt,zeitlich unbefristet,,,RH03405,1060
2021,Ammerland,männlich,zeitlich unbefristet,,,RH03451,630
2021,Ammerland,weiblich,zeitlich unbefristet,,,RH03451,650
2021,Ammerland,insgesamt,zeitlich unbefristet,,,RH03451,1280
2021,Aurich,männlich,zeitlich unbefristet,,,RH03452,610
2021,Aurich,weiblich,zeitlich unbefristet,,,RH03452,615
2021,Aurich,insgesamt,zeitlich unbefristet,,,RH03452,1225
2021,Cloppenburg,männlich,zeitlich unbefristet,,,RH03453,1215
2021,Cloppenburg,weiblich,zeitlich unbefristet,,,RH03453,1220
2021,Cloppenburg,insgesamt,zeitlich unbefristet,,,RH03453,2435
2021,Emsland,männlich,zeitlich unbefristet,,,RH03454,1505
2021,Emsland,weiblich,zeitlich unbefristet,,,RH03454,1585
2021,Emsland,insgesamt,zeitlich unbefristet,,,RH03454,3090
2021,Friesland,männlich,zeitlich unbefristet,,,RH03455,285
2021,Friesland,weiblich,zeitlich unbefristet,,,RH03455,345
2021,Friesland,insgesamt,zeitlich unbefristet,,,RH03455,635
2021,Grafschaft Bentheim,männlich,zeitlich unbefristet,,,RH03456,1120
2021,Grafschaft Bentheim,weiblich,zeitlich unbefristet,,,RH03456,1130
2021,Grafschaft Bentheim,insgesamt,zeitlich unbefristet,,,RH03456,2245
2021,Leer,männlich,zeitlich unbefristet,,,RH03457,585
2021,Leer,weiblich,zeitlich unbefristet,,,RH03457,675
2021,Leer,insgesamt,zeitlich unbefristet,,,RH03457,1260
2021,Oldenburg,männlich,zeitlich unbefristet,,,RH03458,690
2021,Oldenburg,weiblich,zeitlich unbefristet,,,RH03458,740
2021,Oldenburg,insgesamt,zeitlich unbefristet,,,RH03458,1430
2021,Osnabrück,männlich,zeitlich unbefristet,,,RH03459,2735
2021,Osnabrück,weiblich,zeitlich unbefristet,,,RH03459,3040
2021,Osnabrück,insgesamt,zeitlich unbefristet,,,RH03459,5775
2021,Vechta,männlich,zeitlich unbefristet,,,RH03460,1800
2021,Vechta,weiblich,zeitlich unbefristet,,,RH03460,1815
2021,Vechta,insgesamt,zeitlich unbefristet,,,RH03460,3615
2021,Wesermarsch,männlich,zeitlich unbefristet,,,RH03461,665
2021,Wesermarsch,weiblich,zeitlich unbefristet,,,RH03461,765
2021,Wesermarsch,insgesamt,zeitlich unbefristet,,,RH03461,1430
2021,Wittmund,männlich,zeitlich unbefristet,,,RH03462,160
2021,Wittmund,weiblich,zeitlich unbefristet,,,RH03462,165
2021,Wittmund,insgesamt,zeitlich unbefristet,,,RH03462,325
2021,Statistische Region Weser-Ems,männlich,zeitlich unbefristet,,,RH034,18880
2021,Statistische Region Weser-Ems,weiblich,zeitlich unbefristet,,,RH034,19415
2021,Statistische Region Weser-Ems,insgesamt,zeitlich unbefristet,,,RH034,38295
2021,Niedersachsen,männlich,zeitlich unbefristet,,,RH030,79495
2021,Niedersachsen,weiblich,zeitlich unbefristet,,,RH030,82970
2021,Niedersachsen,insgesamt,zeitlich unbefristet,,,RH030,162470
2019,"Braunschweig, Stadt",männlich,zeitlich unbefristet,,,RH03101,3990
2019,"Braunschweig, Stadt",weiblich,zeitlich unbefristet,,,RH03101,4020
2019,"Braunschweig, Stadt",insgesamt,zeitlich unbefristet,,,RH03101,8010
2019,"Salzgitter, Stadt",männlich,zeitlich unbefristet,,,RH03102,2715
2019,"Salzgitter, Stadt",weiblich,zeitlich unbefristet,,,RH03102,2745
2019,"Salzgitter, Stadt",insgesamt,zeitlich unbefristet,,,RH03102,5460
2019,"Wolfsburg, Stadt",männlich,zeitlich unbefristet,,,RH03103,1230
2019,"Wolfsburg, Stadt",weiblich,zeitlich unbefristet,,,RH03103,1410
2019,"Wolfsburg, Stadt",insgesamt,zeitlich unbefristet,,,RH03103,2640
2019,Gifhorn,männlich,zeitlich unbefristet,,,RH03151,1200
2019,Gifhorn,weiblich,zeitlich unbefristet,,,RH03151,1345
2019,Gifhorn,insgesamt,zeitlich unbefristet,,,RH03151,2545
2019,Goslar,männlich,zeitlich unbefristet,,,RH03153,1200
2019,Goslar,weiblich,zeitlich unbefristet,,,RH03153,1230
2019,Goslar,insgesamt,zeitlich unbefristet,,,RH03153,2430
2019,Helmstedt,männlich,zeitlich unbefristet,,,RH03154,660
2019,Helmstedt,weiblich,zeitlich unbefristet,,,RH03154,695
2019,Helmstedt,insgesamt,zeitlich unbefristet,,,RH03154,1360
2019,Northeim,männlich,zeitlich unbefristet,,,RH03155,750
2019,Northeim,weiblich,zeitlich unbefristet,,,RH03155,840
2019,Northeim,insgesamt,zeitlich unbefristet,,,RH03155,1590
2019,Peine,männlich,zeitlich unbefristet,,,RH03157,1375
2019,Peine,weiblich,zeitlich unbefristet,,,RH03157,1400
2019,Peine,insgesamt,zeitlich unbefristet,,,RH03157,2775
2019,Wolfenbüttel,männlich,zeitlich unbefristet,,,RH03158,710
2019,Wolfenbüttel,weiblich,zeitlich unbefristet,,,RH03158,835
2019,Wolfenbüttel,insgesamt,zeitlich unbefristet,,,RH03158,1550
2019,Göttingen,männlich,zeitlich unbefristet,,,RH03159,2765
2019,Göttingen,weiblich,zeitlich unbefristet,,,RH03159,2980
2019,Göttingen,insgesamt,zeitlich unbefristet,,,RH03159,5745
2019,Statistische Region Braunschweig,männlich,zeitlich unbefristet,,,RH031,16605
2019,Statistische Region Braunschweig,weiblich,zeitlich unbefristet,,,RH031,17505
2019,Statistische Region Braunschweig,insgesamt,zeitlich unbefristet,,,RH031,34105
2019,Hannover  Region,männlich,zeitlich unbefristet,,,RH03241,24340
2019,Hannover  Region,weiblich,zeitlich unbefristet,,,RH03241,24720
2019,Hannover  Region,insgesamt,zeitlich unbefristet,,,RH03241,49060
2019,Diepholz,männlich,zeitlich unbefristet,,,RH03251,1390
2019,Diepholz,weiblich,zeitlich unbefristet,,,RH03251,1635
2019,Diepholz,insgesamt,zeitlich unbefristet,,,RH03251,3025
2019,Hameln-Pyrmont,männlich,zeitlich unbefristet,,,RH03252,2115
2019,Hameln-Pyrmont,weiblich,zeitlich unbefristet,,,RH03252,2220
2019,Hameln-Pyrmont,insgesamt,zeitlich unbefristet,,,RH03252,4335
2019,Hildesheim,männlich,zeitlich unbefristet,,,RH03254,2570
2019,Hildesheim,weiblich,zeitlich unbefristet,,,RH03254,2795
2019,Hildesheim,insgesamt,zeitlich unbefristet,,,RH03254,5365
2019,Holzminden,männlich,zeitlich unbefristet,,,RH03255,700
2019,Holzminden,weiblich,zeitlich unbefristet,,,RH03255,720
2019,Holzminden,insgesamt,zeitlich unbefristet,,,RH03255,1420
2019,Nienburg (Weser),männlich,zeitlich unbefristet,,,RH03256,875
2019,Nienburg (Weser),weiblich,zeitlich unbefristet,,,RH03256,995
2019,Nienburg (Weser),insgesamt,zeitlich unbefristet,,,RH03256,1870
2019,Schaumburg,männlich,zeitlich unbefristet,,,RH03257,1490
2019,Schaumburg,weiblich,zeitlich unbefristet,,,RH03257,1545
2019,Schaumburg,insgesamt,zeitlich unbefristet,,,RH03257,3030
2019,Statistische Region Hannover,männlich,zeitlich unbefristet,,,RH032,33480
2019,Statistische Region Hannover,weiblich,zeitlich unbefristet,,,RH032,34625
2019,Statistische Region Hannover,insgesamt,zeitlich unbefristet,,,RH032,68105
2019,Celle,männlich,zeitlich unbefristet,,,RH03351,1130
2019,Celle,weiblich,zeitlich unbefristet,,,RH03351,1320
2019,Celle,insgesamt,zeitlich unbefristet,,,RH03351,2450
2019,Cuxhaven,männlich,zeitlich unbefristet,,,RH03352,890
2019,Cuxhaven,weiblich,zeitlich unbefristet,,,RH03352,1040
2019,Cuxhaven,insgesamt,zeitlich unbefristet,,,RH03352,1930
2019,Harburg,männlich,zeitlich unbefristet,,,RH03353,1860
2019,Harburg,weiblich,zeitlich unbefristet,,,RH03353,2015
2019,Harburg,insgesamt,zeitlich unbefristet,,,RH03353,3880
2019,Lüchow-Dannenberg,männlich,zeitlich unbefristet,,,RH03354,130
2019,Lüchow-Dannenberg,weiblich,zeitlich unbefristet,,,RH03354,195
2019,Lüchow-Dannenberg,insgesamt,zeitlich unbefristet,,,RH03354,330
2019,Lüneburg,männlich,zeitlich unbefristet,,,RH03355,10185
2019,Lüneburg,weiblich,zeitlich unbefristet,,,RH03355,11595
2019,Lüneburg,insgesamt,zeitlich unbefristet,,,RH03355,21780
2019,Lüneburg,männlich,zeitlich unbefristet,,,RH03355,950
2019,Lüneburg,weiblich,zeitlich unbefristet,,,RH03355,1050
