Year,Gebietseinheit,Geschlecht,Grund der Befristung,GeoCode,Value
2020,Nienburg (Weser),männlich,zum Zweck der Ausbildung,K03256,0.970873786407767
2020,Nienburg (Weser),weiblich,zum Zweck der Ausbildung,K03256,1.33333333333333
2020,Nienburg (Weser),insgesamt,zum Zweck der Ausbildung,K03256,1.14942528735632
2020,Schaumburg,männlich,zum Zweck der Ausbildung,K03257,0.943396226415094
2020,Schaumburg,weiblich,zum Zweck der Ausbildung,K03257,1.18483412322275
2020,Schaumburg,insgesamt,zum Zweck der Ausbildung,K03257,1.06257378984652
2020,Statistische Region Hannover,männlich,zum Zweck der Ausbildung,K032,10.6429087406694
2020,Statistische Region Hannover,weiblich,zum Zweck der Ausbildung,K032,7.41234502066391
2020,Statistische Region Hannover,insgesamt,zum Zweck der Ausbildung,K032,9.11046438061496
2020,Celle,männlich,zum Zweck der Ausbildung,K03351,1.53256704980843
2020,Celle,weiblich,zum Zweck der Ausbildung,K03351,1.47368421052632
2020,Celle,insgesamt,zum Zweck der Ausbildung,K03351,1.50451354062187
2020,Cuxhaven,männlich,zum Zweck der Ausbildung,K03352,1.94444444444444
2020,Cuxhaven,weiblich,zum Zweck der Ausbildung,K03352,1.9047619047619
2020,Cuxhaven,insgesamt,zum Zweck der Ausbildung,K03352,1.92592592592593
2020,Harburg,männlich,zum Zweck der Ausbildung,K03353,2.27703984819734
2020,Harburg,weiblich,zum Zweck der Ausbildung,K03353,3.75586854460094
2020,Harburg,insgesamt,zum Zweck der Ausbildung,K03353,2.93809024134313
2020,Lüchow-Dannenberg,männlich,zum Zweck der Ausbildung,K03354,1.40845070422535
2020,Lüchow-Dannenberg,weiblich,zum Zweck der Ausbildung,K03354,1.61290322580645
2020,Lüchow-Dannenberg,insgesamt,zum Zweck der Ausbildung,K03354,2.25563909774436
2020,Lüneburg,männlich,zum Zweck der Ausbildung,K03355,3.25047801147228
2020,Lüneburg,weiblich,zum Zweck der Ausbildung,K03355,4.84988452655889
2020,Lüneburg,insgesamt,zum Zweck der Ausbildung,K03355,3.97489539748954
2020,Osterholz,männlich,zum Zweck der Ausbildung,K03356,1.67364016736402
2020,Osterholz,weiblich,zum Zweck der Ausbildung,K03356,1.26050420168067
2020,Osterholz,insgesamt,zum Zweck der Ausbildung,K03356,1.46750524109015
2020,Rotenburg (Wümme),männlich,zum Zweck der Ausbildung,K03357,3.18471337579618
2020,Rotenburg (Wümme),weiblich,zum Zweck der Ausbildung,K03357,3.19148936170213
2020,Rotenburg (Wümme),insgesamt,zum Zweck der Ausbildung,K03357,3.18791946308725
2020,Heidekreis,männlich,zum Zweck der Ausbildung,K03358,2.50783699059561
2020,Heidekreis,weiblich,zum Zweck der Ausbildung,K03358,2.06896551724138
2020,Heidekreis,insgesamt,zum Zweck der Ausbildung,K03358,2.29885057471264
2020,Stade,männlich,zum Zweck der Ausbildung,K03359,2.36087689713322
2020,Stade,weiblich,zum Zweck der Ausbildung,K03359,1.22448979591837
2020,Stade,insgesamt,zum Zweck der Ausbildung,K03359,1.75438596491228
2020,Uelzen,männlich,zum Zweck der Ausbildung,K03360,2.56410256410256
2020,Uelzen,weiblich,zum Zweck der Ausbildung,K03360,3.33333333333333
2020,Uelzen,insgesamt,zum Zweck der Ausbildung,K03360,2.93333333333333
2020,Verden,männlich,zum Zweck der Ausbildung,K03361,1.33333333333333
2020,Verden,weiblich,zum Zweck der Ausbildung,K03361,2.34604105571848
2020,Verden,insgesamt,zum Zweck der Ausbildung,K03361,1.81564245810056
2020,Statistische Region Lüneburg,männlich,zum Zweck der Ausbildung,K033,2.22937825117662
2020,Statistische Region Lüneburg,weiblich,zum Zweck der Ausbildung,K033,2.54668930390492
2020,Statistische Region Lüneburg,insgesamt,zum Zweck der Ausbildung,K033,2.39070136045437
2020,Delmenhorst  Stadt,männlich,zum Zweck der Ausbildung,K03401,0.742574257425743
2020,Delmenhorst  Stadt,weiblich,zum Zweck der Ausbildung,K03401,0.75187969924812
2020,Delmenhorst  Stadt,insgesamt,zum Zweck der Ausbildung,K03401,0.74719800747198
2020,Emden  Stadt,männlich,zum Zweck der Ausbildung,K03402,12.7853881278539
2020,Emden  Stadt,weiblich,zum Zweck der Ausbildung,K03402,4.57516339869281
2020,Emden  Stadt,insgesamt,zum Zweck der Ausbildung,K03402,9.40860215053763
2020,Oldenburg(Oldb)  Stadt,männlich,zum Zweck der Ausbildung,K03403,6.90537084398977
2020,Oldenburg(Oldb)  Stadt,weiblich,zum Zweck der Ausbildung,K03403,6.95187165775401
2020,Oldenburg(Oldb)  Stadt,insgesamt,zum Zweck der Ausbildung,K03403,6.9281045751634
2020,Osnabrück  Stadt,männlich,zum Zweck der Ausbildung,K03404,6.37720488466757
2020,Osnabrück  Stadt,weiblich,zum Zweck der Ausbildung,K03404,9.40988835725678
2020,Osnabrück  Stadt,insgesamt,zum Zweck der Ausbildung,K03404,7.77126099706745
2020,Wilhelmshaven  Stadt,männlich,zum Zweck der Ausbildung,K03405,9.39086294416244
2020,Wilhelmshaven  Stadt,weiblich,zum Zweck der Ausbildung,K03405,4.86322188449848
2020,Wilhelmshaven  Stadt,insgesamt,zum Zweck der Ausbildung,K03405,7.34072022160665
2020,Ammerland,männlich,zum Zweck der Ausbildung,K03451,1.27118644067797
2020,Ammerland,weiblich,zum Zweck der Ausbildung,K03451,2.46913580246914
2020,Ammerland,insgesamt,zum Zweck der Ausbildung,K03451,1.87891440501044
2020,Aurich,männlich,zum Zweck der Ausbildung,K03452,1.5625
2020,Aurich,weiblich,zum Zweck der Ausbildung,K03452,2.03252032520325
2020,Aurich,insgesamt,zum Zweck der Ausbildung,K03452,1.76678445229682
2020,Cloppenburg,männlich,zum Zweck der Ausbildung,K03453,0.546448087431694
2020,Cloppenburg,weiblich,zum Zweck der Ausbildung,K03453,0.872093023255814
2020,Cloppenburg,insgesamt,zum Zweck der Ausbildung,K03453,0.704225352112676
2020,Emsland,männlich,zum Zweck der Ausbildung,K03454,1.58102766798419
2020,Emsland,weiblich,zum Zweck der Ausbildung,K03454,2.46913580246914
2020,Emsland,insgesamt,zum Zweck der Ausbildung,K03454,1.99004975124378
2020,Friesland,männlich,zum Zweck der Ausbildung,K03455,2.9940119760479
2020,Friesland,weiblich,zum Zweck der Ausbildung,K03455,1.33333333333333
2020,Friesland,insgesamt,zum Zweck der Ausbildung,K03455,2.20125786163522
2020,Grafschaft Bentheim,männlich,zum Zweck der Ausbildung,K03456,2.31023102310231
2020,Grafschaft Bentheim,weiblich,zum Zweck der Ausbildung,K03456,2.9520295202952
2020,Grafschaft Bentheim,insgesamt,zum Zweck der Ausbildung,K03456,2.60869565217391
2020,Leer,männlich,zum Zweck der Ausbildung,K03457,1.67224080267559
2020,Leer,weiblich,zum Zweck der Ausbildung,K03457,0.790513833992095
2020,Leer,insgesamt,zum Zweck der Ausbildung,K03457,1.4519056261343
2020,Oldenburg,männlich,zum Zweck der Ausbildung,K03458,2.44755244755245
2020,Oldenburg,weiblich,zum Zweck der Ausbildung,K03458,1.79856115107914
2020,Oldenburg,insgesamt,zum Zweck der Ausbildung,K03458,2.12765957446809
2020,Osnabrück,männlich,zum Zweck der Ausbildung,K03459,2.3109243697479
2020,Osnabrück,weiblich,zum Zweck der Ausbildung,K03459,2.9045643153527
2020,Osnabrück,insgesamt,zum Zweck der Ausbildung,K03459,2.60688216892596
2020,Vechta,männlich,zum Zweck der Ausbildung,K03460,1.06761565836299
2020,Vechta,weiblich,zum Zweck der Ausbildung,K03460,1.94174757281553
2020,Vechta,insgesamt,zum Zweck der Ausbildung,K03460,1.48560817084494
2020,Wesermarsch,männlich,zum Zweck der Ausbildung,K03461,1.76470588235294
2020,Wesermarsch,weiblich,zum Zweck der Ausbildung,K03461,2.5
2020,Wesermarsch,insgesamt,zum Zweck der Ausbildung,K03461,2.12121212121212
2020,Wittmund,männlich,zum Zweck der Ausbildung,K03462,5.12820512820513
2020,Wittmund,weiblich,zum Zweck der Ausbildung,K03462,2.73972602739726
2020,Wittmund,insgesamt,zum Zweck der Ausbildung,K03462,3.3112582781457
2020,Statistische Region Weser-Ems,männlich,zum Zweck der Ausbildung,K034,3.64384814758347
2020,Statistische Region Weser-Ems,weiblich,zum Zweck der Ausbildung,K034,3.63298411625549
2020,Statistische Region Weser-Ems,insgesamt,zum Zweck der Ausbildung,K034,3.63869519916647
2020,Niedersachsen,männlich,zum Zweck der Ausbildung,K030,8.29937013708781
2020,Niedersachsen,weiblich,zum Zweck der Ausbildung,K030,6.44390311164223
2020,Niedersachsen,insgesamt,zum Zweck der Ausbildung,K030,7.4226893676164
2019,Braunschweig  Stadt,männlich,zum Zweck der Ausbildung,K03101,27.3285568065507
2019,Braunschweig  Stadt,weiblich,zum Zweck der Ausbildung,K03101,17.9974651457541
2019,Braunschweig  Stadt,insgesamt,zum Zweck der Ausbildung,K03101,23.2294617563739
2019,Salzgitter  Stadt,männlich,zum Zweck der Ausbildung,K03102,1.27226463104326
2019,Salzgitter  Stadt,weiblich,zum Zweck der Ausbildung,K03102,0.736377025036819
2019,Salzgitter  Stadt,insgesamt,zum Zweck der Ausbildung,K03102,1.09215017064846
2019,Wolfsburg  Stadt,männlich,zum Zweck der Ausbildung,K03103,8.73146622734761
2019,Wolfsburg  Stadt,weiblich,zum Zweck der Ausbildung,K03103,4.72589792060491
2019,Wolfsburg  Stadt,insgesamt,zum Zweck der Ausbildung,K03103,6.86619718309859
2019,Gifhorn,männlich,zum Zweck der Ausbildung,K03151,2.87539936102236
2019,Gifhorn,weiblich,zum Zweck der Ausbildung,K03151,3.27868852459016
2019,Gifhorn,insgesamt,zum Zweck der Ausbildung,K03151,3.23624595469256
2019,Goslar,männlich,zum Zweck der Ausbildung,K03153,42.6403641881639
2019,Goslar,weiblich,zum Zweck der Ausbildung,K03153,25.9713701431493
2019,Goslar,insgesamt,zum Zweck der Ausbildung,K03153,35.5400696864112
2019,Helmstedt,männlich,zum Zweck der Ausbildung,K03154,2.25988700564972
2019,Helmstedt,weiblich,zum Zweck der Ausbildung,K03154,2.64900662251656
2019,Helmstedt,insgesamt,zum Zweck der Ausbildung,K03154,2.14067278287462
2019,Northeim,männlich,zum Zweck der Ausbildung,K03155,2.47349823321555
2019,Northeim,weiblich,zum Zweck der Ausbildung,K03155,1.92307692307692
2019,Northeim,insgesamt,zum Zweck der Ausbildung,K03155,2.20994475138122
2019,Peine,männlich,zum Zweck der Ausbildung,K03157,1.77664974619289
2019,Peine,weiblich,zum Zweck der Ausbildung,K03157,2.72479564032698
2019,Peine,insgesamt,zum Zweck der Ausbildung,K03157,2.23390275952694
2019,Wolfenbüttel,männlich,zum Zweck der Ausbildung,K03158,10.5263157894737
2019,Wolfenbüttel,weiblich,zum Zweck der Ausbildung,K03158,5.88235294117647
2019,Wolfenbüttel,insgesamt,zum Zweck der Ausbildung,K03158,8.13492063492063
2019,Göttingen,männlich,zum Zweck der Ausbildung,K03159,23.0028873917228
2019,Göttingen,weiblich,zum Zweck der Ausbildung,K03159,26.8965517241379
2019,Göttingen,insgesamt,zum Zweck der Ausbildung,K03159,24.8661800486618
2019,Statistische Region Braunschweig,männlich,zum Zweck der Ausbildung,K031,16.4515542628613
2019,Statistische Region Braunschweig,weiblich,zum Zweck der Ausbildung,K031,12.7540439651597
2019,Statistische Region Braunschweig,insgesamt,zum Zweck der Ausbildung,K031,14.724401821176
2019,Hannover  Region,männlich,zum Zweck der Ausbildung,K03241,16.316758747698
2019,Hannover  Region,weiblich,zum Zweck der Ausbildung,K03241,10.5064089094348
2019,Hannover  Region,insgesamt,zum Zweck der Ausbildung,K03241,13.6029050937285
2019,Diepholz,männlich,zum Zweck der Ausbildung,K03251,0.840336134453782
2019,Diepholz,weiblich,zum Zweck der Ausbildung,K03251,1.07758620689655
2019,Diepholz,insgesamt,zum Zweck der Ausbildung,K03251,0.957446808510638
2019,Hameln-Pyrmont,männlich,zum Zweck der Ausbildung,K03252,0.719424460431655
2019,Hameln-Pyrmont,weiblich,zum Zweck der Ausbildung,K03252,1.18110236220472
2019,Hameln-Pyrmont,insgesamt,zum Zweck der Ausbildung,K03252,0.93984962406015
2019,Hildesheim,männlich,zum Zweck der Ausbildung,K03254,5.85241730279898
2019,Hildesheim,weiblich,zum Zweck der Ausbildung,K03254,5.42168674698795
2019,Hildesheim,insgesamt,zum Zweck der Ausbildung,K03254,5.6551724137931
2019,Holzminden,männlich,zum Zweck der Ausbildung,K03255,3.125
2019,Holzminden,weiblich,zum Zweck der Ausbildung,K03255,3.96825396825397
2019,Holzminden,insgesamt,zum Zweck der Ausbildung,K03255,3.50877192982456
2019,Nienburg (Weser),männlich,zum Zweck der Ausbildung,K03256,0.917431192660551
2019,Nienburg (Weser),weiblich,zum Zweck der Ausbildung,K03256,1.59744408945687
2019,Nienburg (Weser),insgesamt,zum Zweck der Ausbildung,K03256,1.25
2019,Schaumburg,männlich,zum Zweck der Ausbildung,K03257,0.759493670886076
2019,Schaumburg,weiblich,zum Zweck der Ausbildung,K03257,1.49625935162095
2019,Schaumburg,insgesamt,zum Zweck der Ausbildung,K03257,1.13065326633166
2019,Statistische Region Hannover,männlich,zum Zweck der Ausbildung,K032,11.7234592200763
2019,Statistische Region Hannover,weiblich,zum Zweck der Ausbildung,K032,7.75290215588723
2019,Statistische Region Hannover,insgesamt,zum Zweck der Ausbildung,K032,9.85356329319883
2019,Celle,männlich,zum Zweck der Ausbildung,K03351,1.52380952380952
2019,Celle,weiblich,zum Zweck der Ausbildung,K03351,1.47368421052632
2019,Celle,insgesamt,zum Zweck der Ausbildung,K03351,1.5
2019,Cuxhaven,männlich,zum Zweck der Ausbildung,K03352,1.54639175257732
2019,Cuxhaven,weiblich,zum Zweck der Ausbildung,K03352,1.81818181818182
2019,Cuxhaven,insgesamt,zum Zweck der Ausbildung,K03352,1.67130919220056
2019,Harburg,männlich,zum Zweck der Ausbildung,K03353,3.04761904761905
2019,Harburg,weiblich,zum Zweck der Ausbildung,K03353,3.74064837905237
2019,Harburg,insgesamt,zum Zweck der Ausbildung,K03353,3.34773218142549
2019,Lüchow-Dannenberg,männlich,zum Zweck der Ausbildung,K03354,.
2019,Lüchow-Dannenberg,weiblich,zum Zweck der Ausbildung,K03354,2.85714285714286
2019,Lüchow-Dannenberg,insgesamt,zum Zweck der Ausbildung,K03354,1.40845070422535
2019,Lüneburg,männlich,zum Zweck der Ausbildung,K03355,2.51046025104603
2019,Lüneburg,weiblich,zum Zweck der Ausbildung,K03355,3.03205313312157
2019,Lüneburg,insgesamt,zum Zweck der Ausbildung,K03355,2.75046505447781
2019,Lüneburg,männlich,zum Zweck der Ausbildung,K03355,4.54545454545455
2019,Lüneburg,weiblich,zum Zweck der Ausbildung,K03355,7.15883668903803
2019,Lüneburg,insgesamt,zum Zweck der Ausbildung,K03355,5.61685055165496
2019,Osterholz,männlich,zum Zweck der Ausbildung,K03356,1.33333333333333
2019,Osterholz,weiblich,zum Zweck der Ausbildung,K03356,2.28310502283105
2019,Osterholz,insgesamt,zum Zweck der Ausbildung,K03356,2.02702702702703
2019,Rotenburg (Wümme),männlich,zum Zweck der Ausbildung,K03357,3.24675324675325
2019,Rotenburg (Wümme),weiblich,zum Zweck der Ausbildung,K03357,2.97397769516729
2019,Rotenburg (Wümme),insgesamt,zum Zweck der Ausbildung,K03357,3.11418685121107
2019,Heidekreis,männlich,zum Zweck der Ausbildung,K03358,2.8391167192429
2019,Heidekreis,weiblich,zum Zweck der Ausbildung,K03358,2.12014134275618
2019,Heidekreis,insgesamt,zum Zweck der Ausbildung,K03358,2.5
2019,Stade,männlich,zum Zweck der Ausbildung,K03359,2.21843003412969
2019,Stade,weiblich,zum Zweck der Ausbildung,K03359,1.50537634408602
2019,Stade,insgesamt,zum Zweck der Ausbildung,K03359,2
2019,Uelzen,männlich,zum Zweck der Ausbildung,K03360,3.07692307692308
2019,Uelzen,weiblich,zum Zweck der Ausbildung,K03360,3.95480225988701
2019,Uelzen,insgesamt,zum Zweck der Ausbildung,K03360,3.49462365591398
2019,Verden,männlich,zum Zweck der Ausbildung,K03361,1.61290322580645
2019,Verden,weiblich,zum Zweck der Ausbildung,K03361,2.75229357798165
2019,Verden,insgesamt,zum Zweck der Ausbildung,K03361,2.14592274678112
2019,Statistische Region Lüneburg,männlich,zum Zweck der Ausbildung,K033,2.51046025104603
2019,Statistische Region Lüneburg,weiblich,zum Zweck der Ausbildung,K033,3.03205313312157
2019,Statistische Region Lüneburg,insgesamt,zum Zweck der Ausbildung,K033,2.75046505447781
2019,Delmenhorst  Stadt,männlich,zum Zweck der Ausbildung,K03401,1.22549019607843
2019,Delmenhorst  Stadt,weiblich,zum Zweck der Ausbildung,K03401,1.0443864229765
2019,Delmenhorst  Stadt,insgesamt,zum Zweck der Ausbildung,K03401,1.01137800252845
2019,Emden  Stadt,männlich,zum Zweck der Ausbildung,K03402,12.3931623931624
2019,Emden  Stadt,weiblich,zum Zweck der Ausbildung,K03402,5.12820512820513
2019,Emden  Stadt,insgesamt,zum Zweck der Ausbildung,K03402,9.48717948717949
2019,Oldenburg(Oldb)  Stadt,männlich,zum Zweck der Ausbildung,K03403,6.73854447439353
2019,Oldenburg(Oldb)  Stadt,weiblich,zum Zweck der Ausbildung,K03403,7.18390804597701
2019,Oldenburg(Oldb)  Stadt,insgesamt,zum Zweck der Ausbildung,K03403,6.95410292072323
2019,Osnabrück  Stadt,männlich,zum Zweck der Ausbildung,K03404,7.69230769230769
2019,Osnabrück  Stadt,weiblich,zum Zweck der Ausbildung,K03404,10.8359133126935
2019,Osnabrück  Stadt,insgesamt,zum Zweck der Ausbildung,K03404,9.05233380480905
2019,Wilhelmshaven  Stadt,männlich,zum Zweck der Ausbildung,K03405,12.2137404580153
2019,Wilhelmshaven  Stadt,weiblich,zum Zweck der Ausbildung,K03405,7.12166172106825
2019,Wilhelmshaven  Stadt,insgesamt,zum Zweck der Ausbildung,K03405,9.86301369863014
2019,Ammerland,männlich,zum Zweck der Ausbildung,K03451,1.6260162601626
2019,Ammerland,weiblich,zum Zweck der Ausbildung,K03451,2.54237288135593
2019,Ammerland,insgesamt,zum Zweck der Ausbildung,K03451,2.28215767634855
2019,Aurich,männlich,zum Zweck der Ausbildung,K03452,2.04081632653061
2019,Aurich,weiblich,zum Zweck der Ausbildung,K03452,1.96078431372549
2019,Aurich,insgesamt,zum Zweck der Ausbildung,K03452,2.0066889632107
2019,Cloppenburg,männlich,zum Zweck der Ausbildung,K03453,0.53475935828877
2019,Cloppenburg,weiblich,zum Zweck der Ausbildung,K03453,0.872093023255814
2019,Cloppenburg,insgesamt,zum Zweck der Ausbildung,K03453,0.834492350486787
2019,Emsland,männlich,zum Zweck der Ausbildung,K03454,1.60642570281124
2019,Emsland,weiblich,zum Zweck der Ausbildung,K03454,2.39234449760766
2019,Emsland,insgesamt,zum Zweck der Ausbildung,K03454,1.89228529839884
2019,Friesland,männlich,zum Zweck der Ausbildung,K03455,1.84049079754601
2019,Friesland,weiblich,zum Zweck der Ausbildung,K03455,1.35135135135135
2019,Friesland,insgesamt,zum Zweck der Ausbildung,K03455,1.60771704180064
2019,Grafschaft Bentheim,männlich,zum Zweck der Ausbildung,K03456,2.3728813559322
2019,Grafschaft Bentheim,weiblich,zum Zweck der Ausbildung,K03456,2.26415094339623
2019,Grafschaft Bentheim,insgesamt,zum Zweck der Ausbildung,K03456,2.5
2019,Leer,männlich,zum Zweck der Ausbildung,K03457,2.27272727272727
2019,Leer,weiblich,zum Zweck der Ausbildung,K03457,1.32450331125828
2019,Leer,insgesamt,zum Zweck der Ausbildung,K03457,1.83206106870229
2019,Oldenburg,männlich,zum Zweck der Ausbildung,K03458,2.06185567010309
2019,Oldenburg,weiblich,zum Zweck der Ausbildung,K03458,2.12014134275618
2019,Oldenburg,insgesamt,zum Zweck der Ausbildung,K03458,2.09059233449477
2019,Osnabrück,männlich,zum Zweck der Ausbildung,K03459,2.32067510548523
2019,Osnabrück,weiblich,zum Zweck der Ausbildung,K03459,2.71966527196653
2019,Osnabrück,insgesamt,zum Zweck der Ausbildung,K03459,2.52100840336134
2019,Vechta,männlich,zum Zweck der Ausbildung,K03460,1.26353790613718
2019,Vechta,weiblich,zum Zweck der Ausbildung,K03460,2.22222222222222
2019,Vechta,insgesamt,zum Zweck der Ausbildung,K03460,1.7175572519084
2019,Wesermarsch,männlich,zum Zweck der Ausbildung,K03461,2.01342281879195
2019,Wesermarsch,weiblich,zum Zweck der Ausbildung,K03461,3.07692307692308
2019,Wesermarsch,insgesamt,zum Zweck der Ausbildung,K03461,2.51798561151079
2019,Wittmund,männlich,zum Zweck der Ausbildung,K03462,3.84615384615385
2019,Wittmund,weiblich,zum Zweck der Ausbildung,K03462,1.38888888888889
2019,Wittmund,insgesamt,zum Zweck der Ausbildung,K03462,2.66666666666667
2019,Statistische Region Weser-Ems,männlich,zum Zweck der Ausbildung,K034,3.97821812131296
2019,Statistische Region Weser-Ems,weiblich,zum Zweck der Ausbildung,K034,3.97950469684031
2019,Statistische Region Weser-Ems,insgesamt,zum Zweck der Ausbildung,K034,3.97914159647012
2019,Niedersachsen,männlich,zum Zweck der Ausbildung,K030,9.14664252797893
2019,Niedersachsen,weiblich,zum Zweck der Ausbildung,K030,7.08304093567252
2019,Niedersachsen,insgesamt,zum Zweck der Ausbildung,K030,8.18100221108168
2018,Braunschweig  Stadt,männlich,zum Zweck der Ausbildung,K03101,27.7066356228172
2018,Braunschweig  Stadt,weiblich,zum Zweck der Ausbildung,K03101,19.0883190883191
2018,Braunschweig  Stadt,insgesamt,zum Zweck der Ausbildung,K03101,23.8308776425368
2018,Salzgitter  Stadt,männlich,zum Zweck der Ausbildung,K03102,1.21130551816958
2018,Salzgitter  Stadt,weiblich,zum Zweck der Ausbildung,K03102,1.11642743221691
2018,Salzgitter  Stadt,insgesamt,zum Zweck der Ausbildung,K03102,1.16788321167883
2018,Wolfsburg  Stadt,männlich,zum Zweck der Ausbildung,K03103,8.61759425493716
2018,Wolfsburg  Stadt,weiblich,zum Zweck der Ausbildung,K03103,4.57380457380457
2018,Wolfsburg  Stadt,insgesamt,zum Zweck der Ausbildung,K03103,6.64739884393064
2018,Gifhorn,männlich,zum Zweck der Ausbildung,K03151,2.44755244755245
2018,Gifhorn,weiblich,zum Zweck der Ausbildung,K03151,2.47349823321555
2018,Gifhorn,insgesamt,zum Zweck der Ausbildung,K03151,2.63620386643234
2018,Goslar,männlich,zum Zweck der Ausbildung,K03153,44.1497659906396
2018,Goslar,weiblich,zum Zweck der Ausbildung,K03153,24.8351648351648
2018,Goslar,insgesamt,zum Zweck der Ausbildung,K03153,36.1313868613139
2018,Helmstedt,männlich,zum Zweck der Ausbildung,K03154,1.11111111111111
2018,Helmstedt,weiblich,zum Zweck der Ausbildung,K03154,2.06896551724138
2018,Helmstedt,insgesamt,zum Zweck der Ausbildung,K03154,1.54320987654321
2018,Northeim,männlich,zum Zweck der Ausbildung,K03155,2.55474452554745
2018,Northeim,weiblich,zum Zweck der Ausbildung,K03155,2.29885057471264
2018,Northeim,insgesamt,zum Zweck der Ausbildung,K03155,2.43445692883895
2018,Peine,männlich,zum Zweck der Ausbildung,K03157,1.63487738419619
2018,Peine,weiblich,zum Zweck der Ausbildung,K03157,1.48809523809524
2018,Peine,insgesamt,zum Zweck der Ausbildung,K03157,1.56695156695157
2018,Wolfenbüttel,männlich,zum Zweck der Ausbildung,K03158,9.88142292490119
2018,Wolfenbüttel,weiblich,zum Zweck der Ausbildung,K03158,5.58139534883721
2018,Wolfenbüttel,insgesamt,zum Zweck der Ausbildung,K03158,7.90598290598291
